Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Lung-AdenoCA::S.1	85	0.962	39.621	46.613%	17.002	28.548%	0.43111	0.961
Lung-AdenoCA::S.2	217	0.981	91.057	41.962%	32.822	22.604%	0.31346	0.981
Lung-AdenoCA::S.3	1477	0.995	330.418	22.371%	132.028	11.423%	0.08399	0.995
Lung-AdenoCA::S.4	1076	0.775	986.188	91.653%	523.417	114.369%	0.53322	0.771
Lung-AdenoCA::S.5	768	0.929	513.657	66.882%	245.993	62.215%	0.57006	0.928
Lung-AdenoCA::S.6	104	0.562	116.497	112.016%	64.07	120.183%	1.03407	0.548
Lung-AdenoCA::S.7	1658	0.855	1184.537	71.444%	443.578	53.179%	0.49186	0.847
Lung-AdenoCA::S.8	1345	0.989	421.021	31.303%	146.076	15.293%	0.30037	0.989
Lung-AdenoCA::S.9	168	0.964	110.297	65.653%	41.187	43.673%	0.53579	0.964
Lung-AdenoCA::S.10	5528	0.993	1640.034	29.668%	879.967	18.389%	0.09277	0.994
Lung-AdenoCA::S.11	1485	0.988	629.157	42.367%	335.867	24.489%	0.3828	0.989
Lung-AdenoCA::S.12	462	0.954	217.853	47.154%	115.641	43.084%	0.27741	0.954
Lung-AdenoCA::S.13	900	0.987	313.079	34.787%	117.657	16.753%	0.28082	0.987
Lung-AdenoCA::S.14	2344	0.987	730.959	31.184%	280.249	15.893%	0.37113	0.987
Lung-AdenoCA::S.15	2351	0.992	759.307	32.297%	384.772	18.896%	0.10449	0.993
Lung-AdenoCA::S.16	646	0.983	207.948	32.19%	94.538	22.023%	0.11682	0.983
Lung-AdenoCA::S.17	1393	0.977	476.69	34.22%	164.91	24.008%	0.11764	0.976
Lung-AdenoCA::S.18	189	0.463	235.286	124.49%	125.567	141.498%	2.34192	0.444
Lung-AdenoCA::S.19	764	0.996	136.613	17.881%	51.914	9.112%	0.08004	0.996
Lung-AdenoCA::S.20	80	0.768	68.083	85.104%	37.751	79.27%	0.55984	0.761
Lung-AdenoCA::S.21	144	0.981	66.112	45.911%	20.896	21.04%	3.1047	0.981
Lung-AdenoCA::S.22	896	0.957	429.872	47.977%	196.229	33.735%	0.27754	0.957
Lung-AdenoCA::S.23	847	0.887	563.229	66.497%	290.411	56.778%	0.481	0.884
Lung-AdenoCA::S.24	254	0.925	140.257	55.219%	72.0	45.016%	0.32069	0.923
