Sample,ID1,ID2,ID4,ID5,ID6,ID8,ID9
Ovary-AdenoCA::S.1,100.96457404876757,0.0,0.0,0.0,1.109088889212614,320.95542788273764,74.78142828779094
Ovary-AdenoCA::S.2,9.766077565302162,13.893008858662546,0.0,39.22775745106188,1260.1424913719072,450.0356914553177,9.001237437982798
Ovary-AdenoCA::S.3,180.56310191071387,47.771141957906046,114.13033588667803,70.3536592955376,152.10772513669852,60.4080183134204,83.25498443660682
Ovary-AdenoCA::S.4,0.0,58.79494071456716,3.8577036152382895,88.50143748279247,94.12840607779053,52.98736928745274,0.4818709342959938
Ovary-AdenoCA::S.5,113.36943548560897,30.39841465004937,1.171500645185508,0.0,132.45885707316,194.94287393636148,0.0
Ovary-AdenoCA::S.6,2.8891103794288235,17.104176824782186,0.0,46.91411433155126,182.89127343729098,326.50121508588376,17.640584727287198
Ovary-AdenoCA::S.7,0.0,13.838642056794981,77.37332305540517,150.65839836047542,476.0289806198337,0.0,0.0
Ovary-AdenoCA::S.8,61.92021252723519,65.492529885849,5.747492629012395,8.475796902699228,0.0,21.566722593450237,31.191962012895544
Ovary-AdenoCA::S.9,65.14374978940343,89.04885932675982,0.0,35.38016048234722,168.01827053974333,238.2167932985881,66.26309975350283
Ovary-AdenoCA::S.10,110.95955681731277,13.67822450062098,3.707246283277104,0.0,359.4527011696353,0.0,0.0
Ovary-AdenoCA::S.11,141.22374484886075,16.26894503580611,36.89652657289781,47.767317239112124,572.0870108392015,0.0,157.86313553553728
Ovary-AdenoCA::S.12,31.614018090076787,70.44879218094846,3.2431773104024115,5.797347859935705,0.0,25.9399562470424,20.69943337696082
Ovary-AdenoCA::S.13,93.5781697196078,0.0,148.6847053308053,81.912078055782,144.466148402017,0.0,70.40102071124241
Ovary-AdenoCA::S.14,74.89066690335864,69.60211557063849,1.1883412840456766,68.02314507466996,11.858747075032703,276.6819746647552,28.10022860958406
Ovary-AdenoCA::S.15,9.94488250083038,85.80436312734295,0.0,40.29982447841111,634.0102072023808,283.5695850990615,0.0
Ovary-AdenoCA::S.16,76.8339660237077,0.16651764255531734,0.0,32.547445137934865,3.211733041336993,19.904405628545206,19.146731631060266
Ovary-AdenoCA::S.17,119.34473310040723,0.0,0.0,50.60813886403445,117.82531328887941,69.64856470119847,79.9954328271424
Ovary-AdenoCA::S.18,69.3854686962671,14.144339567847434,0.0,4.681558537633671,52.92828311943249,690.6303369402214,94.19181173935901
Ovary-AdenoCA::S.19,25.050937438431408,4.074376267884197,0.0,90.12596131662666,95.81939949687606,150.15397078206507,34.83089783021894
