Sample Names	MutationType	DBS2	DBS3	DBS4	DBS5	DBS7	DBS9	DBS10
Stomach-AdenoCA::S.1	AC>CA	0.0	0.8531714053001869	0.14682859469981313	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AC>CG	0.0	0.7804459691252145	0.21955403087478562	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AC>CT	0.0	0.9999999999999993	7.268910750411392e-16	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AC>GA	0.0	0.8343495554538788	0.1656504445461212	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AC>GG	0.0	0.9999999999999959	4.110160309444436e-15	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AC>GT	0.0	0.9999997074167218	2.9258327813846296e-07	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AC>TA	0.0	0.7507971933850254	0.2492028066149746	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AC>TG	0.0	7.926082862517257e-13	0.9999999999992073	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AC>TT	0.0	0.040216420852752975	0.959783579147247	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AT>CA	0.0	0.9667948870440645	0.03320511295593556	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AT>CC	0.0	0.9999999999999998	2.0340666154782496e-16	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AT>CG	0.0	0.9999999999999998	1.7095871957973066e-16	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AT>GA	0.0	0.9548806525960407	0.04511934740395936	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AT>GC	0.0	0.999116264407304	0.0008837355926959898	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	AT>TA	0.0	0.6627623956942458	0.3372376043057541	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CC>AA	0.0	0.9999999999999998	2.0318288701615969e-16	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CC>AG	0.0	7.747445160881725e-15	0.9999999999999922	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CC>AT	0.0	0.5869887322362187	0.41301126776378133	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CC>GA	0.0	0.40392362892108413	0.5960763710789159	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CC>GG	0.0	0.7901670758728068	0.20983292412719323	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CC>GT	0.0	5.409887359196072e-13	0.999999999999459	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CC>TA	0.0	0.9978472345435239	0.0021527654564760784	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CC>TG	0.0	0.9298146712705235	0.07018532872947643	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CC>TT	0.0	0.857397504456328	0.14260249554367202	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CG>AT	0.0	0.7876851586464286	0.21231484135357143	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CG>GC	0.0	8.252450980324054e-12	0.9999999999917476	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CG>GT	0.0	0.857397504456328	0.14260249554367202	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CG>TA	0.0	1.0	1.8865499555209295e-17	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CG>TC	0.0	0.9999999999999974	2.5580768719153792e-15	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CG>TT	0.0	0.9868839842823312	0.013116015717668853	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CT>AA	0.0	0.9999999999999821	1.7931309635613056e-14	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CT>AC	0.0	0.9999999999999999	6.346846782985274e-17	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CT>AG	0.0	0.999160182684796	0.0008398173152040153	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CT>GA	0.0	0.08830740455217563	0.9116925954478243	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CT>GC	0.0	0.5855239553184873	0.4144760446815127	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CT>GG	0.0	0.19689100829839848	0.8031089917016015	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CT>TA	0.0	0.9999999999999899	1.0037699927979402e-14	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CT>TC	0.0	0.9999999999999998	2.913142790570607e-16	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	CT>TG	0.0	0.9998443441048613	0.00015565589513869173	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	GC>AA	0.0	0.0002495208658594623	0.9997504791341406	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	GC>AG	0.0	0.14893800152733502	0.851061998472665	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	GC>AT	0.0	0.6206209749819237	0.37937902501807624	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	GC>CA	0.0	0.07015580753562131	0.9298441924643788	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	GC>CG	0.0	4.2815361137536126e-11	0.9999999999571848	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	GC>TA	0.0	0.4751636781863502	0.5248363218136499	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TA>AT	0.0	0.15304139318324342	0.8469586068167566	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TA>CG	0.0	0.9701735966798904	0.0298264033201096	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TA>CT	0.0	0.13001826154865184	0.8699817384513482	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TA>GC	0.0	0.9907782469376273	0.009221753062372707	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TA>GG	0.0	0.9030757788870002	0.09692422111299978	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TA>GT	0.0	0.14540680140224505	0.854593198597755	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TC>AA	0.0	0.0520216136821304	0.9479783863178697	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TC>AG	0.0	0.012291109001463213	0.9877088909985368	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TC>AT	0.0	0.3353340996077781	0.6646659003922218	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TC>CA	0.0	0.7457460123919791	0.2542539876080209	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TC>CG	0.0	0.5234980318604482	0.47650196813955187	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TC>CT	0.0	0.9998874014840755	0.00011259851592458906	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TC>GA	0.0	0.8900750718564623	0.1099249281435377	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TC>GG	0.0	0.984733734867911	0.015266265132088973	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TC>GT	0.0	1.0	4.255604629080038e-17	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TG>AA	0.0	0.03211522308911464	0.9678847769108853	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TG>AC	0.0	0.7208508806984107	0.27914911930158925	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TG>AT	0.0	0.9999999999999981	1.927904717807763e-15	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TG>CA	0.0	0.9868281018493401	0.01317189815065999	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TG>CC	0.0	0.9385739343342018	0.06142606566579826	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TG>CT	0.0	0.9964440115144366	0.003555988485563464	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TG>GA	0.0	0.20153131498787155	0.7984686850121285	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TG>GC	0.0	0.7574888638883569	0.24251113611164316	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	TG>GT	0.0	0.9991732787992538	0.0008267212007462527	0.0	0.0	0.0	0.0
