Sample,ID1,ID2,ID5,ID14
ColoRect-AdenoCA::MSI-H.S.1,7888.931521016007,28342.113209460807,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.2,14870.706421983228,17982.878041502277,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.3,27386.57458960701,39116.7574277904,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.4,0.0,57143.16824267361,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.5,0.0,82495.11395904257,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.6,0.0,127076.14174175647,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.7,21779.043018340675,8206.761206307523,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.8,7855.478390972501,22212.984492683987,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.9,35767.81172870448,62063.09012598296,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.10,0.0,79719.35731076947,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.11,46447.20689367316,219248.00174563794,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.12,11404.756862835691,34982.6059686535,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.13,21118.726067333475,63928.60701860667,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.14,6452.238090327621,34802.80635376734,0.0,0.0
ColoRect-AdenoCA::MSI-H.S.15,71848.55529412818,75802.71212980557,0.0,0.0
