MutationType	ID1	ID2	ID5	ID14
1:Del:C:0	0.000159889000761019	0.0048241160289447	0.0222021078667874	0.0120160090841121
1:Del:C:1	0.000773523003681714	2.21000001326e-05	0.0285472148287167	0.00194623201362362
1:Del:C:2	3.31000001575451e-18	3.11000001866e-06	0.0265969268404184	0.000683696004785872
1:Del:C:3	0.00190761300907961	0.00247207601483246	0.0141591219150453	0.000487468003412276
1:Del:C:4	0.000705990003360279	0.00385697602314186	0.00287342198275947	0.00207192101450345
1:Del:C:5	0.00337011501604064	0.0146154240876925	0.00260244898438531	0.00237027601659193
1:Del:T:0	0.00131160500624281	0.0079059660474358	0.101481148391113	0.0183098031281686
1:Del:T:1	3.31000001575451e-18	3.9500000237e-18	0.106099610363402	0.000852559005967913
1:Del:T:2	0.000936453004457207	0.00703641804221851	0.114128463315229	0.010856423075995
1:Del:T:3	0.00229585501092751	0.0202347431214085	0.0889622074662268	0.0171839501202877
1:Del:T:4	0.00429142202042575	0.0471199252827195	0.0522595316864428	0.0133479030934353
1:Del:T:5	3.31000001575451e-18	0.814697226888183	0.0306105228163369	0.038616999270319
1:Ins:C:0	3.31000001575451e-18	3.9500000237e-18	0.000542251996746488	0.454386958180709
1:Ins:C:1	3.31000001575451e-18	0.000227026001362156	0.00124289799254261	0.012777431089442
1:Ins:C:2	3.31000001575451e-18	2.62000001572e-05	0.00315166698109	0.00065885000461195
1:Ins:C:3	0.000845986004026614	0.0004300500025803	0.000602847996382912	0.00156440301095082
1:Ins:C:4	0.00178552500849851	0.00291184601747108	0.000197581998814508	0.00153950201077651
1:Ins:C:5	0.0242965361156435	0.00901753605410521	0.000433543997398736	0.00229299901605099
1:Ins:T:0	0.00228382401087025	0.00132855600797134	0.00636196496182821	0.032612007228284
1:Ins:T:1	4.03000001918147e-05	3.9500000237e-18	0.0134626969192238	0.00316588302216118
1:Ins:T:2	0.000192865000917974	0.000647033003882198	0.0297211438216731	0.00177460601242224
1:Ins:T:3	0.00424326702019655	0.00108287900649727	0.0188402498869585	0.00117383600821685
1:Ins:T:4	0.0166491270792444	0.00348746102092477	0.0112687519323875	0.00478499903349499
1:Ins:T:5	0.890906468240421	0.00313258501879551	0.00143921499136471	0.232747554629233
2:Del:R:0	0.000686046003265353	0.000163809000982854	0.0280544068316736	0.000661996004633972
2:Del:R:1	0.00121996900580665	0.00356888502141331	0.0245627288526236	0.00660003604620025
2:Del:R:2	0.000472749002250129	0.00184957401109744	0.00456261797262429	0.00270193001891351
2:Del:R:3	0.000426720002031046	0.000739044004434264	0.000395918997624486	0.000392799002749593
2:Del:R:4	5.4600000259878e-05	0.000881932005291592	0.000867562994794622	1.41000000987e-06
2:Del:R:5	3.31000001575451e-18	4.67000002802e-18	0.0214267798714393	4.37000003059e-05
3:Del:R:0	0.000128045000609452	1.2500000075e-05	0.0171363698971818	0.00114665900802661
3:Del:R:1	0.00501108502385111	0.00500325803001955	0.00590979396454124	0.00484016503388116
3:Del:R:2	0.000769383003662009	0.00228989101373935	0.00084270999494374	0.00105348100737437
3:Del:R:3	0.000371256001767056	0.000402587002415522	0.00062115499627307	0.000249605001747235
3:Del:R:4	3.31000001575451e-18	3.97000002382e-18	0.00586707496479755	9.19000006433e-18
3:Del:R:5	3.31000001575451e-18	3.9500000237e-18	0.00837891094972653	9.19000006433e-18
4:Del:R:0	9.97000004745391e-05	1.21000000726e-05	0.0107912649352524	0.000193687001355809
4:Del:R:1	0.000900503004286097	0.00211578701269472	0.00284356898293859	0.000617337004321359
4:Del:R:2	3.23000001537373e-06	0.000543292003259752	0.000164643999012136	0.000524295003670065
4:Del:R:3	3.31000001575451e-18	7.27000004362e-06	0.00387781397673312	5.03000003521e-05
4:Del:R:4	3.31000001575451e-18	3.9500000237e-18	0.00455725397265648	7.73000005411e-06
4:Del:R:5	2.89000001375545e-05	0.000210413001262478	0.00158443599049338	9.19000006433e-18
5:Del:R:0	8.35000003974324e-06	3.8500000231e-05	0.0184479488893123	0.0060868140426077
