Mutation type,Stomach-AdenoCA::S.1,Stomach-AdenoCA::S.2,Stomach-AdenoCA::S.3,Stomach-AdenoCA::S.4,Stomach-AdenoCA::S.5,Stomach-AdenoCA::S.6,Stomach-AdenoCA::S.7,Stomach-AdenoCA::S.8,Stomach-AdenoCA::S.9,Stomach-AdenoCA::S.10,Stomach-AdenoCA::S.11,Stomach-AdenoCA::S.12,Stomach-AdenoCA::S.13,Stomach-AdenoCA::S.14,Stomach-AdenoCA::S.15,Stomach-AdenoCA::S.16,Stomach-AdenoCA::S.17,Stomach-AdenoCA::S.18,Stomach-AdenoCA::S.19,Stomach-AdenoCA::S.20,Stomach-AdenoCA::S.21,Stomach-AdenoCA::S.22,Stomach-AdenoCA::S.23,Stomach-AdenoCA::S.24,Stomach-AdenoCA::S.25,Stomach-AdenoCA::S.26,Stomach-AdenoCA::S.27,Stomach-AdenoCA::S.28,Stomach-AdenoCA::S.29,Stomach-AdenoCA::S.30,Stomach-AdenoCA::S.31,Stomach-AdenoCA::S.32,Stomach-AdenoCA::S.33,Stomach-AdenoCA::S.34,Stomach-AdenoCA::S.35,Stomach-AdenoCA::S.36,Stomach-AdenoCA::S.37,Stomach-AdenoCA::S.38,Stomach-AdenoCA::S.39,Stomach-AdenoCA::S.40,Stomach-AdenoCA::S.41,Stomach-AdenoCA::S.42,Stomach-AdenoCA::S.43,Stomach-AdenoCA::S.44,Stomach-AdenoCA::S.45,Stomach-AdenoCA::S.46,Stomach-AdenoCA::S.47,Stomach-AdenoCA::S.48,Stomach-AdenoCA::S.49,Stomach-AdenoCA::S.50,Stomach-AdenoCA::S.51,Stomach-AdenoCA::S.52,Stomach-AdenoCA::S.53,Stomach-AdenoCA::S.54,Stomach-AdenoCA::S.55,Stomach-AdenoCA::S.56,Stomach-AdenoCA::S.57,Stomach-AdenoCA::S.58,Stomach-AdenoCA::S.59,Stomach-AdenoCA::S.60,Stomach-AdenoCA::S.61,Stomach-AdenoCA::S.62,Stomach-AdenoCA::S.63,Stomach-AdenoCA::S.64,Stomach-AdenoCA::S.65,Stomach-AdenoCA::S.66
AC>CA,0.6914676019504995,-0.8821044176301035,1.013510763550184,-0.7579406760703615,0.5668254032255847,-3.040297617864953,-1.4114857649254695,-1.0384271355519274,-1.2635619962777582,-7.505620424237719,2.6052078805380754,-0.3844709488784409,-0.7976133242264325,2.667067100277107,-0.33685410629432994,5.1451788463174495,-0.521113297787571,0.3068149682927164,-0.4764645727740079,-3.8365704333256327,-0.183615091238494,-0.9682639358408407,-0.9533275399100476,0.13246899487522756,2.8948124893689617,0.25618574070594446,-3.389476240739188,17.349942879224844,-3.0404446103305176,-1.3585689633308924,-3.2206461250796306,-3.0041711972232967,1.3478537340991874,-1.233919452173673,-1.8080971653649014,-0.20390762617904784,0.048230250749353276,-3.8686371786474973,12.637973880350428,-0.3208069311922078,0.8656727881797011,2.2086674998850446,2.3389367715507294,0.7847803385523366,1.849924126418708,-5.472828996831989,22.37778186911449,-0.25392877572572775,0.9704704115987939,-0.10188903382988257,-4.6925209485465285,-0.3832562493716579,-2.3391371661982516,19.50492902451127,-0.8132133642576196,-0.3450069716488714,-1.123648380076847,13.48511219614899,-0.13096901382048176,-1.1032887677334555,-0.3060648691339473,-3.3604655223017827,8.73875322315524,2.207797840170079,0.5304056238014985,-4.469376795595016
AC>CG,1.4841075859991628,-0.08993772182105315,0.6279806592656149,-0.05983626827711523,-0.02018548820628883,-0.7703339193699196,0.7506534990392706,0.9637342586929956,-1.2059942521458662,-1.1138310041446962,-0.5530766975205476,-0.024139804165524494,-0.24749708413132931,-0.017698979940509594,-0.00948063763822602,-0.23295282687573235,-0.009054461256734163,-1.0430543870166251,-0.006425639931323936,-0.15264782423888557,-0.002481854577149723,-0.05510616251169844,-0.4906632474427817,-0.010857330756985554,2.727183618837669,-0.056535596764558625,-0.5118214109852465,0.9012393105780425,-0.398463809643334,-0.06843621273977007,-0.36830085716286365,-0.34894003101299215,-0.5095374266193967,-0.39504114693428966,-0.18144640869268705,-0.01102333439662866,-0.07432162812102319,-0.5973117903029679,1.4380779836110957,-0.02071615820552052,-0.6553627759621355,-0.07607168392178988,-0.21991465411271405,-0.011302921914001637,-0.4151925754515326,0.14535826028700782,1.4139524406436115,-0.00311018317783005,0.20307101548344486,-0.006966126939957752,-0.6356491306815861,-0.012673408181633341,-0.3572315634293815,-0.5399646605380394,-0.03100649572747076,-0.011330862243955587,-0.3804627407569474,0.8271560574661244,-0.014873596577306256,-0.46260074419372094,-0.004990388777529957,-0.5108063169876421,1.7292144453714067,-0.07672560580648785,-0.021448728492328,-1.1063092314091423
AC>CT,2.169842568997394,-0.4922108909333447,-0.8464817044769415,-0.4583664587658027,-0.2330798513448142,1.9562123452367737,-1.0761163131806502,-2.3497287544153482,-1.7193815818173221,-0.523941461766257,0.7558672185940423,-0.32734412176622607,-0.5145632096685517,-0.07198050459473844,-0.03746424901927516,0.32631356934029787,-0.013028380068914274,-2.28520204231275,-0.003332741788258581,-0.638610614069639,-0.0013102508425930394,-0.7855991860857079,6.58431065416898,-0.002168454709856378,6.248530292424202,-0.4184072367339433,-1.6838324946108747,-1.5278838871186617,-0.05377038494900943,-0.8331800890180787,-0.16099649071059208,-1.3836759090247246,-1.1241124388120225,2.1072882387777425,0.6129052868624782,-0.12284549544717661,-0.3126272742154059,2.3562497638989024,1.520988614249404,-0.2946578640026024,1.3328667933261749,-0.6934027349244298,1.4971334282674573,-0.09283774790671273,2.0916046058644033,-1.9958605276369648,-0.5651615259731138,-0.00032089175089714927,0.27031555983149613,-0.06437702516073346,-1.383501158593303,-0.11218332086327786,-0.20390580310976736,1.27155412834302,-0.38033642678559887,-0.12081906430569579,-1.0125405971846537,0.2356482583967927,-0.00615728361291671,-0.04980743402457044,-0.03167387234798584,-1.180374410187331,-0.9612837629432749,-0.22720443808465757,-0.039658479376953076,-2.971847133846518
AC>GA,-0.3528578296744236,-0.617154190284118,0.10788899692346154,-0.5928205109858469,-0.43486219425044537,2.214179991197374,1.6144267266453314,-2.069998969356316,-0.37540968234151784,-0.06365559736331683,1.7360909203740773,1.6128695057664557,-1.5085413619711465,-1.3813776793329442,0.6772503023991583,3.4052331642211957,-0.5372458822808791,2.342153254206779,-0.5021425636565237,-0.862482360485278,0.8064153741984341,0.025762748791117618,-0.31361398292330644,0.08049715857585871,-0.6102876920725853,0.33697321992523366,1.2034599004048643,1.4287951606490523,2.1604133920551813,-1.3831383673158597,-2.3988036061148046,-0.2062162266351586,-1.8882516547447081,-0.9848728893521461,-0.832835983167538,-0.20567001487224934,-0.6594960226567644,-0.6306397503740004,0.7535523316737782,-0.32483903041438156,-0.49558265637739174,0.6690569851749968,-0.40454893363729966,-0.1971863193080203,0.23478805684130677,10.388170247884036,0.5947500040052649,-0.26946729342150133,0.5565732426505214,-0.09100731006142937,-0.01860674338125823,1.619240657684859,-0.5808389856431269,1.2862122730673708,-0.8231649046134202,0.6445990873883817,0.9646802925898985,0.2648055081792198,-1.194153559198383,-1.5104442840162293,-0.3197607259613708,4.538047476298517,0.10923337660693422,1.5899003644241358,1.6069122387786354,-2.3588344549552813
AC>GG,-0.32445191752481617,-0.038418937059591436,-0.1585766452536831,-0.10284405819345122,-0.05375083642396975,-0.4051998535234241,-0.6001787447938175,-0.4335209886397475,-0.5134357798748528,-0.4577478006711832,-0.23467090162781848,-0.07848504275850167,-0.09467763312998674,-0.002703879793466375,-0.0017458639724876961,-0.13407345015161,-1.2476070092226858e-15,-0.42524664094072406,-8.999371925099892e-16,-0.25291681516974956,-3.413871930214342e-16,-0.18600189987911855,0.7125298592138418,-1.5147050103410946e-15,-0.14940167663131118,-0.06958373161853007,-0.35476968799958125,0.5870674800045097,-0.21023031768543254,-0.19827759377550974,-0.6011386908052695,-0.2782930091443212,-0.19400382811667213,-0.1618968714690169,-0.0700394865778071,-0.030517579491992464,-0.06849197810932059,-0.3282151343208046,-0.2912055479734892,-0.07115638150067002,-0.3274928477303514,-0.0648754669101677,-0.09277703217839027,-0.01711241817540862,-0.16664324999165483,-0.38142643749407207,-0.3111217053444439,-4.387744066415961e-16,0.6771951521233883,-0.014978942713720371,-0.2579948216596474,-0.02573792830016753,0.7478686738237152,-0.3635815264029204,-0.08629505619747217,-0.02762483333949352,-0.20015331784620366,-0.1709294796822512,-2.0869405080937313e-15,-0.19262012472997855,-0.006455657487441152,-0.21720985397208004,-0.20482817449729965,-0.04552869943707456,-0.006673648315729991,-0.5942007189555482
AC>GT,-0.551604913603736,-0.35864964185535586,-0.3023789429424684,-0.2492371437333007,-0.1696756836642931,-0.8226463396595057,0.9345031706768887,-0.08924030131455796,-0.9721749514091081,-1.0502055102874228,-0.4283739223177827,-0.21166763101563058,-0.18485689551068044,0.8459976948156859,-0.09202486513447661,-0.3071160261773032,-0.02895315690260378,-0.8071862783010346,-0.00740732807646432,-2.604312501757927,-0.0024539867408833074,-0.6036640940901647,1.4243601294357742,-0.0037460104110367165,-0.28517458867663265,-0.1754636583598382,-0.6349900310361775,-0.8774986263665729,-0.3753467619871026,-0.507282709985093,-0.12974122575246216,-0.8928344511600177,-0.3815173696739586,-0.39421731411745364,1.863767216069884,-0.05232670475054573,-0.12317876135795652,-0.6603346948609086,-0.5990347782521919,-0.19338657845248663,0.40143624413152823,-0.40336087462247106,-0.19901890306405828,-0.09511326712367109,0.6689158554692634,0.2862266405671444,0.42212484628595637,-0.0007137743070169494,-0.574745096190365,-0.037104881618894386,-0.4585293745055315,-0.09870871566506575,-0.47053418587764184,-0.6398145932063228,-0.3518356631941666,-0.08547499753795372,-0.44217255609968087,-0.3019807412304695,-0.013685812449785567,1.472217912872907,-0.049322724403446296,2.3552433497410843,3.568925077836301,-0.09771789792188715,-0.013656849766574945,-0.13675230335835797
AC>TA,-0.8785906209506291,-0.5249991285730641,1.4298778792409563,-0.683113713237258,-0.4907034150973282,-1.3372355857929077,-0.7390770551814265,0.9457515256090152,0.6995002254317817,4.946310700096091,0.2955461286342952,-0.5174195797568995,-0.614006460081617,-0.5054071711666309,-0.35353657360778123,0.3900925819560118,0.6989731682825282,-0.9731030808132825,-0.18227363397350954,-0.60165309722645,-0.06789168187888173,-1.1528834335426734,-1.0391138872015793,-0.283447126204583,-0.5323859804765325,-0.6154965718185332,-0.6033749664532251,-0.4722239267242454,-0.6999879224738168,-0.45368716428813016,-1.5257754583307195,0.8875896547925188,0.1819123858852415,0.520090558433786,0.6376936420417177,-0.20523561255898937,-0.4493879753022144,0.7909839084441486,0.07454110326940422,-0.4223738572963896,-1.039374407235936,-0.3491141379782512,-0.35970606802468374,-0.3781267219323337,-0.572940408837799,0.9756648565935586,-1.0742971942626862,-0.08137305282968732,-0.7628753509008348,-0.12397879152325464,-0.5640940574343286,-0.22039680266367817,-1.2146513200738545,-0.5219954517427592,-0.7139332933568234,-0.26367051329722047,-0.6756794682380424,-0.8366285814838954,-0.41365680211088124,-0.6318566032678545,0.8743527344779003,1.3825358114429522,0.14112002319348438,-0.29861034487794924,-0.1242506204428896,1.1205695867595897
AC>TG,-0.1511431859498089,0.750453407071988,-0.09151087145005737,-0.2344341684359428,-0.13143093050539037,-0.3728640622282212,-0.46304255007888523,-0.17003216625885872,-0.25832540594276554,-0.18056741806588048,-0.12545416341685628,-0.18988449359732396,-0.05121459226950672,-0.01668346036603222,-0.005596628202217629,-0.14634347913836118,-0.006842549230014714,1.833420744005821,-0.00614980035130107,-0.02705238002467685,-0.0025036477368282108,-0.43625226154401975,-0.3230454706550034,-0.01146193197236339,-0.15410534263223521,-0.2569301170188971,-0.5114733254813724,-0.3439455140698584,-0.20058745253118487,-0.49413644690865677,-0.3402413740168399,0.6020165476126266,-0.13619255834037064,-0.06885630203938377,-0.0389026105336246,-0.07680336572493009,-0.13474053976611897,-0.3396775241036921,-0.2617315147555467,-0.1706429758087087,-0.280440293586089,-0.032769284481534024,-0.047915159581744006,-0.04307830713302284,-0.06745461308611403,-0.23123751855463168,-0.30218848833296147,-0.003259435063750236,-0.129365151547651,-0.03584698059578493,-0.10272818162993762,-0.05892792767444403,-0.3814361885635237,-0.5013962073475626,-0.2008017635534494,-0.0693972691367441,-0.18180156221787871,-0.314294355536292,-0.01457582419099887,-0.08342752119546536,-0.015305067083686615,-0.08664055226783163,-0.30123465795682924,-0.05907219355911446,-0.00915120360508783,-0.570355199730564
AC>TT,0.71373428724953,-1.3819731416768644,-0.37859860197764705,-0.7398599575248849,-0.5861501062555519,0.13755202420277524,1.0207517722902684,-0.3150589361462662,-0.39863182728279445,-0.23975778433253428,-0.3004648833639405,-0.5806248356403341,0.7463703144132263,-0.28655011189757545,-0.5590780888349066,-0.6101753216101097,0.6793116561414272,-0.32579473262766484,-0.09537921364366334,-0.10193622586633072,-0.03245685948474877,-0.2276048934300663,-0.7301750709074561,-0.07224900282569845,-0.4123249794710339,-0.9690003165265808,-1.3602731274462374,-1.5782225911709782,0.5085537161984275,-1.5544844637124888,-0.6489309203785051,-0.9355370514819967,0.520312947968714,-0.17897338789850245,0.8249174636845598,-0.19611598309166203,-0.36537616888195207,-0.8410928458345671,0.41101645020238686,-0.44730571655010265,0.41097103179507,0.845561937874197,-0.3431301022150155,-0.6114851381578138,-0.4548112947101568,-0.46207152735234724,0.28412455451669427,-0.017274472963016593,-0.18712860778146811,-0.1524303453812854,-0.13509173581961076,-0.16489813977054943,-0.9681554980608319,-1.2209250534433875,-0.7502706846577558,-0.25123029867574287,-0.38299683950811886,-0.796647877552701,-0.18596355157691932,-0.16402835523777698,-0.06747119251278105,-0.12212808901864425,1.2772689091224003,-0.2713628004416307,-0.03354023938902505,-1.2065806199507962
AT>CA,-1.4751716909602655,-0.265852997966461,-0.7230305114901224,-0.2675054585433518,-0.1762138094507293,-1.6116251313980405,1.6275924077125565,1.8800703124139564,-0.29438067945500235,0.9087089290732062,-1.0669590289084656,-0.20093945328373441,2.34835848665992,-0.29772421874458216,-0.08763041887463845,0.4895183488366269,-0.11065086967766066,-0.8826171950111807,-0.10423153476077832,0.6212972597395989,-0.040202835619203986,0.44669308580926037,0.9146352688774884,-0.19127694080674076,0.45110394969865686,-0.20998961606694483,0.7907951028551914,-0.008418715715695857,0.21449875454013834,-0.5723801825258222,-2.55024295526698,-1.0024006356607984,-0.08570321141337356,-0.8111997982617549,-0.4232062457026057,-0.07579453748333814,-0.26429029361067413,1.699552177349458,1.8356849810728897,-0.18204043105293038,1.6962733343769218,1.2517856757148813,0.5937623525697237,-0.06637866881917105,1.2468265221605552,-1.6179682625592877,-0.19227314956794173,-0.056068786581217625,-1.453628526923347,-0.03935979276327112,-0.13372905215521658,-0.13949947062640275,-0.9131892291071929,1.7647570110966098,-0.3642143671000271,-0.11477222402048105,-0.8498135135160259,0.526526338356091,-0.24803680001492187,0.9154952158541301,-0.0936578433768154,-0.19772652633952426,-0.6866684977307803,0.7980530247413705,-0.10564875209255019,-1.2534404076743768
