"tool_name","cancer_type","cpu_seconds"
"deconstruct_0.00","Breast-AdenoCA",7.12299999999994
"deconstruct_0.00","ColoRect-AdenoCA",2.25999999999988
"deconstruct_0.00","Eso-AdenoCA",5.30099999999992
"deconstruct_0.00","Kidney-RCC",7.5679999999999
"deconstruct_0.00","Liver-HCC",11.2029999999999
"deconstruct_0.00","Lung-AdenoCA",4.25800000000006
"deconstruct_0.00","Ovary-AdenoCA",6.79300000000001
"deconstruct_0.00","Skin-Melanoma",8.05900000000005
"deconstruct_0.00","Stomach-AdenoCA",4.7219999999998
"deconstruct_0.03","Breast-AdenoCA",7.03499999999991
"deconstruct_0.03","ColoRect-AdenoCA",2.22099999999985
"deconstruct_0.03","Eso-AdenoCA",5.27999999999997
"deconstruct_0.03","Kidney-RCC",8.43300000000013
"deconstruct_0.03","Liver-HCC",10.1960000000001
"deconstruct_0.03","Lung-AdenoCA",4.23200000000008
"deconstruct_0.03","Ovary-AdenoCA",6.71300000000002
"deconstruct_0.03","Skin-Melanoma",7.96399999999994
"deconstruct_0.03","Stomach-AdenoCA",4.70600000000002
"deconstruct_0.06","Breast-AdenoCA",7.95300000000002
"deconstruct_0.06","ColoRect-AdenoCA",2.21699999999979
"deconstruct_0.06","Eso-AdenoCA",5.2529999999997
"deconstruct_0.06","Kidney-RCC",7.48500000000001
"deconstruct_0.06","Liver-HCC",10.1529999999997
"deconstruct_0.06","Lung-AdenoCA",4.21499999999969
"deconstruct_0.06","Ovary-AdenoCA",6.70099999999992
"deconstruct_0.06","Skin-Melanoma",8.90200000000025
"deconstruct_0.06","Stomach-AdenoCA",4.68500000000014
"deconstruct_0.10","Breast-AdenoCA",7.02699999999957
"deconstruct_0.10","ColoRect-AdenoCA",2.21000000000004
"deconstruct_0.10","Eso-AdenoCA",5.29600000000004
"deconstruct_0.10","Kidney-RCC",7.49999999999974
"deconstruct_0.10","Liver-HCC",10.1510000000002
"deconstruct_0.10","Lung-AdenoCA",5.12800000000021
"deconstruct_0.10","Ovary-AdenoCA",6.727
"deconstruct_0.10","Skin-Melanoma",8.00000000000003
"deconstruct_0.10","Stomach-AdenoCA",4.70399999999998
"fitms_0.001","Breast-AdenoCA",1.96400000000002
"fitms_0.001","ColoRect-AdenoCA",0.969000000000018
"fitms_0.001","Eso-AdenoCA",2.352
"fitms_0.001","Kidney-RCC",2.291
"fitms_0.001","Liver-HCC",1.98599999999999
"fitms_0.001","Lung-AdenoCA",1.70500000000001
"fitms_0.001","Ovary-AdenoCA",1.55199999999999
"fitms_0.001","Skin-Melanoma",1.631
"fitms_0.001","Stomach-AdenoCA",2.13599999999999
"fitms_0.005","Breast-AdenoCA",1.98600000000002
"fitms_0.005","ColoRect-AdenoCA",0.981999999999999
"fitms_0.005","Eso-AdenoCA",2.34800000000001
"fitms_0.005","Kidney-RCC",2.28999999999999
"fitms_0.005","Liver-HCC",1.976
"fitms_0.005","Lung-AdenoCA",1.705
"fitms_0.005","Ovary-AdenoCA",1.54699999999999
"fitms_0.005","Skin-Melanoma",1.636
"fitms_0.005","Stomach-AdenoCA",2.131
"fitms_0.010","Breast-AdenoCA",5.37000000000003
"fitms_0.010","ColoRect-AdenoCA",0.977000000000032
"fitms_0.010","Eso-AdenoCA",2.37599999999998
"fitms_0.010","Kidney-RCC",2.30899999999997
"fitms_0.010","Liver-HCC",2.00299999999999
"fitms_0.010","Lung-AdenoCA",1.72499999999997
"fitms_0.010","Ovary-AdenoCA",1.56899999999996
"fitms_0.010","Skin-Melanoma",1.65000000000003
"fitms_0.010","Stomach-AdenoCA",2.16699999999998
"fitms_0.030","Breast-AdenoCA",5.33600000000008
"fitms_0.030","ColoRect-AdenoCA",0.976999999999954
"fitms_0.030","Eso-AdenoCA",6.60500000000004
"fitms_0.030","Kidney-RCC",6.42700000000016
"fitms_0.030","Liver-HCC",1.98099999999999
"fitms_0.030","Lung-AdenoCA",1.70499999999993
"fitms_0.030","Ovary-AdenoCA",1.55099999999997
"fitms_0.030","Skin-Melanoma",4.22700000000009
"fitms_0.030","Stomach-AdenoCA",7.07600000000003
"fitms_0.050","Breast-AdenoCA",5.35400000000001
"fitms_0.050","ColoRect-AdenoCA",0.969999999999994
"fitms_0.050","Eso-AdenoCA",6.60899999999998
"fitms_0.050","Kidney-RCC",6.44
"fitms_0.050","Liver-HCC",1.983
"fitms_0.050","Lung-AdenoCA",1.70699999999999
"fitms_0.050","Ovary-AdenoCA",1.55100000000002
"fitms_0.050","Skin-Melanoma",4.23999999999998
"fitms_0.050","Stomach-AdenoCA",7.12399999999995
"fitms_0.060","Breast-AdenoCA",5.33100000000018
"fitms_0.060","ColoRect-AdenoCA",0.974000000000004
"fitms_0.060","Eso-AdenoCA",6.60099999999982
"fitms_0.060","Kidney-RCC",6.42099999999989
"fitms_0.060","Liver-HCC",5.21499999999992
"fitms_0.060","Lung-AdenoCA",1.70299999999997
"fitms_0.060","Ovary-AdenoCA",1.54999999999995
"fitms_0.060","Skin-Melanoma",4.22599999999991
"fitms_0.060","Stomach-AdenoCA",7.07700000000009
"fitms_0.100","Breast-AdenoCA",6.02599999999998
"fitms_0.100","ColoRect-AdenoCA",0.998999999999967
"fitms_0.100","Eso-AdenoCA",9.21000000000001
"fitms_0.100","Kidney-RCC",7.78999999999996
"fitms_0.100","Liver-HCC",5.36800000000002
"fitms_0.100","Lung-AdenoCA",4.78999999999996
"fitms_0.100","Ovary-AdenoCA",1.57299999999998
"fitms_0.100","Skin-Melanoma",4.26300000000001
"fitms_0.100","Stomach-AdenoCA",7.50899999999999
"fitms_0.200","Breast-AdenoCA",5.57399999999998
"fitms_0.200","ColoRect-AdenoCA",2.09099999999995
"fitms_0.200","Eso-AdenoCA",10.7990000000001
"fitms_0.200","Kidney-RCC",7.70999999999998
"fitms_0.200","Liver-HCC",5.262
"fitms_0.200","Lung-AdenoCA",4.76400000000004
"fitms_0.200","Ovary-AdenoCA",1.59399999999999
"fitms_0.200","Skin-Melanoma",4.53999999999996
"fitms_0.200","Stomach-AdenoCA",4.86199999999999
"mp","Breast-AdenoCA",1.797
"mp","ColoRect-AdenoCA",1.28400000000012
"mp","Eso-AdenoCA",1.8790000000001
"mp","Kidney-RCC",1.86399999999981
"mp","Liver-HCC",1.75200000000012
"mp","Lung-AdenoCA",1.60000000000014
"mp","Ovary-AdenoCA",1.55100000000016
"mp","Skin-Melanoma",1.623
"mp","Stomach-AdenoCA",1.73099999999999
"musical","Breast-AdenoCA",46.9120000000032
"musical","ColoRect-AdenoCA",94.8819999999967
"musical","Eso-AdenoCA",49.6060000000007
"musical","Kidney-RCC",98.349000000005
"musical","Liver-HCC",93.3579999999966
"musical","Lung-AdenoCA",48.880999999999
"musical","Ovary-AdenoCA",94.8170000000023
"musical","Skin-Melanoma",95.415999999997
"musical","Stomach-AdenoCA",95.7119999999991
"mutsig","Breast-AdenoCA",0.82299999999988
"mutsig","ColoRect-AdenoCA",0.553000000000218
"mutsig","Eso-AdenoCA",0.781000000000326
"mutsig","Kidney-RCC",0.77499999999992
"mutsig","Liver-HCC",1.85000000000004
"mutsig","Lung-AdenoCA",0.721000000000288
"mutsig","Ovary-AdenoCA",0.714999999999613
"mutsig","Skin-Melanoma",0.729999999999741
"mutsig","Stomach-AdenoCA",0.703999999999738
"pasa","Breast-AdenoCA",5332.737
"pasa","ColoRect-AdenoCA",2710.499
"pasa","Eso-AdenoCA",5222.79
"pasa","Kidney-RCC",6316.309
"pasa","Liver-HCC",5764.487
"pasa","Lung-AdenoCA",4319.985
"pasa","Ovary-AdenoCA",4864.05
"pasa","Skin-Melanoma",4859.414
"pasa","Stomach-AdenoCA",3992.159
"sigest","Breast-AdenoCA",0.111999999999995
"sigest","ColoRect-AdenoCA",0.0249999999999986
"sigest","Eso-AdenoCA",0.0219999999999985
"sigest","Kidney-RCC",0.0210000000000008
"sigest","Liver-HCC",0.0209999999999937
"sigest","Lung-AdenoCA",0.019999999999996
"sigest","Ovary-AdenoCA",0.019999999999996
"sigest","Skin-Melanoma",0.0210000000000008
"sigest","Stomach-AdenoCA",0.126999999999994
"sigfit","Breast-AdenoCA",544.735
"sigfit","ColoRect-AdenoCA",472.819
"sigfit","Eso-AdenoCA",609.43
"sigfit","Kidney-RCC",578.229
"sigfit","Liver-HCC",515.942
"sigfit","Lung-AdenoCA",539.747999999999
"sigfit","Ovary-AdenoCA",521.908999999999
"sigfit","Skin-Melanoma",540.986000000001
"sigfit","Stomach-AdenoCA",552.537
