Sample,DBS2,DBS3,DBS4,DBS5,DBS7,DBS9,DBS10
Stomach-AdenoCA::MSI-H.S.1,1.9794888210344297,23.316045693308183,53.023433949028686,1.5842143671948494,139.14104405400911,7.837045281167885,34.887033533298776
Stomach-AdenoCA::MSI-H.S.2,0.0,63.282536443561646,22.768097231486312,0.0,24.285485192849357,109.66837615692548,100.66262518266788
Stomach-AdenoCA::MSI-H.S.3,11.329669666224248,0.0,2.0194373871941895,0.0,167.8468245183852,0.0,93.06947123980457
Stomach-AdenoCA::MSI-H.S.4,0.0,0.0,0.0,0.0,10.59764528374791,42.01109023832502,0.0
Stomach-AdenoCA::MSI-H.S.5,2.143859280738133,0.0,22.81102894461517,1.1536447013026523,44.8505199777456,72.18953677393249,0.0
Stomach-AdenoCA::MSI-H.S.6,29.519443609737667,35.03981593377156,0.0,0.0,69.56717049387768,52.93091597231497,3.6193625131558544
Stomach-AdenoCA::MSI-H.S.7,11.368810984946203,3.2854461360641327,13.025020853356985,0.0,9.516823265058926,113.52469086243835,0.0
Stomach-AdenoCA::MSI-H.S.8,0.0,63.955091107284055,5.090116067024354,0.0,64.65036738645657,17.726770174087267,0.0
Stomach-AdenoCA::MSI-H.S.9,0.0,67.2424025359182,0.0,0.0,26.10174317847957,83.55543162649825,0.0
Stomach-AdenoCA::MSI-H.S.10,8.643152307115207,54.552407254867475,3.69308585559277,6.0913616430343716,61.035863870416435,56.91072569473925,2.8046008901344215
Stomach-AdenoCA::MSI-H.S.11,9.758069424520412,2.6083652366267067,19.47769070643084,0.0,74.8925623482366,86.45423550439548,0.14992081464964682
Stomach-AdenoCA::MSI-H.S.12,9.925206602425373,19.940780199299134,6.371791177973924,1.8961999086835375,204.93286992254184,103.4170551196946,13.697524338832007
Stomach-AdenoCA::MSI-H.S.13,0.5770368586440482,45.75634882127188,11.463697612081344,0.0,50.00245891493355,1.4741171826706612,9.285750954918235
Stomach-AdenoCA::MSI-H.S.14,0.6740099796901754,51.483570240008454,4.665543721665006,0.0,15.971443061055286,23.448144724525033,10.985740942526146
Stomach-AdenoCA::MSI-H.S.15,6.798169930612368,5.547599567728294,0.0,0.002524343937597643,17.454935517440145,31.681264070475113,0.0
Stomach-AdenoCA::MSI-H.S.16,0.0,52.14866373977314,0.0,0.0,126.47115081230712,0.0,0.0
Stomach-AdenoCA::MSI-H.S.17,14.742204521971184,101.90371473752501,23.41266390185896,2.4830720474055283,101.64261495606918,39.293467072845054,4.482465812747824
Stomach-AdenoCA::MSI-H.S.18,7.642099832505747,3.645131362722855,43.21493842834484,0.0,67.03053609091786,40.11314147226195,0.8937497460006558
Stomach-AdenoCA::MSI-H.S.19,7.214142091467163,7.210282751080526,5.117107651316269,0.0,40.77281376539689,56.926831821465555,1.8539684282351883
Stomach-AdenoCA::MSI-H.S.20,0.0,49.89274689811292,9.862646421500008,0.0,204.960471894595,17.035658300146682,18.30155614899065
Stomach-AdenoCA::MSI-H.S.21,5.582742804071026,2.5216136771989475,0.7908733917976352,0.06943896793442234,21.379674598506487,36.5444720308636,0.26763614651215
Stomach-AdenoCA::MSI-H.S.22,0.0,10.191126478979879,20.28466633563312,1.087561930147203,51.794907641760524,6.17511357033231,1.3635456664456906
Stomach-AdenoCA::MSI-H.S.23,0.7505824245558862,40.06965582948291,21.331458327435158,0.0,14.053485821502338,103.32012477113432,0.0
Stomach-AdenoCA::MSI-H.S.24,8.088423680697977,52.35381078952513,1.9159066692217173,0.0,42.69683459303999,23.377847864891567,0.0
Stomach-AdenoCA::MSI-H.S.25,2.7607549519074137,0.0,4.476568899974687,0.0,55.42284337454807,7.331238270737512,0.6567982205638366
Stomach-AdenoCA::MSI-H.S.26,0.0,11.2498854632,4.593643173573547,0.0,36.52723475469839,64.00679017454637,34.311277849111754
Stomach-AdenoCA::MSI-H.S.27,6.867080651635953,87.15188560829975,22.96666847682805,0.5651356754929399,46.34840213264735,116.36013460354302,2.1116532874180947
Stomach-AdenoCA::MSI-H.S.28,4.859682033380546,0.0,0.0,0.0,89.6928201270868,75.63774500553271,0.6469333387613391
Stomach-AdenoCA::MSI-H.S.29,2.437339268360088,65.75066916013562,5.2826694008618675,0.0,33.5021743837647,118.64228975945082,3.716401435308418
Stomach-AdenoCA::MSI-H.S.30,2.3726145689027254,147.31730641668713,1.0852264198313235,0.0,105.62799635880212,32.259133187037925,0.0
Stomach-AdenoCA::MSI-H.S.31,3.8471144152339813,34.11044428809292,28.887681483337694,0.0,94.03124307258484,20.585513281384888,134.6124487645237
Stomach-AdenoCA::MSI-H.S.32,8.313766045579408,1.1336050721242579,0.0,0.17520673640038162,225.0396740426913,0.0,0.0
Stomach-AdenoCA::MSI-H.S.33,70.74699027743472,46.37458610480861,0.0,0.1721722181828362,26.82544677522041,0.0,0.0
Stomach-AdenoCA::MSI-H.S.34,34.38158573134727,58.487461395119254,33.34626806033711,0.0,28.337546137205873,28.69305843105271,6.631423397378194
