Mutation type,ColoRect-AdenoCA::S.1,ColoRect-AdenoCA::S.2,ColoRect-AdenoCA::S.3,ColoRect-AdenoCA::S.4,ColoRect-AdenoCA::S.5,ColoRect-AdenoCA::S.6,ColoRect-AdenoCA::S.7,ColoRect-AdenoCA::S.8,ColoRect-AdenoCA::S.9,ColoRect-AdenoCA::S.10,ColoRect-AdenoCA::S.11,ColoRect-AdenoCA::S.12,ColoRect-AdenoCA::S.13,ColoRect-AdenoCA::S.14,ColoRect-AdenoCA::S.15,ColoRect-AdenoCA::S.16,ColoRect-AdenoCA::S.17,ColoRect-AdenoCA::S.18,ColoRect-AdenoCA::S.19,ColoRect-AdenoCA::S.20,ColoRect-AdenoCA::S.21,ColoRect-AdenoCA::S.22,ColoRect-AdenoCA::S.23,ColoRect-AdenoCA::S.24,ColoRect-AdenoCA::S.25,ColoRect-AdenoCA::S.26,ColoRect-AdenoCA::S.27,ColoRect-AdenoCA::S.28,ColoRect-AdenoCA::S.29,ColoRect-AdenoCA::S.30,ColoRect-AdenoCA::S.31,ColoRect-AdenoCA::S.32,ColoRect-AdenoCA::S.33,ColoRect-AdenoCA::S.34,ColoRect-AdenoCA::S.35,ColoRect-AdenoCA::S.36,ColoRect-AdenoCA::S.37,ColoRect-AdenoCA::S.38,ColoRect-AdenoCA::S.39,ColoRect-AdenoCA::S.40,ColoRect-AdenoCA::S.41,ColoRect-AdenoCA::S.42,ColoRect-AdenoCA::S.43,ColoRect-AdenoCA::S.44,ColoRect-AdenoCA::S.45,ColoRect-AdenoCA::S.46,ColoRect-AdenoCA::S.47,ColoRect-AdenoCA::S.48,ColoRect-AdenoCA::S.49,ColoRect-AdenoCA::S.50,ColoRect-AdenoCA::S.51,ColoRect-AdenoCA::S.52,ColoRect-AdenoCA::S.53,ColoRect-AdenoCA::S.54,ColoRect-AdenoCA::S.55,ColoRect-AdenoCA::S.56,ColoRect-AdenoCA::S.57,ColoRect-AdenoCA::S.58,ColoRect-AdenoCA::S.59,ColoRect-AdenoCA::S.60,ColoRect-AdenoCA::S.61,ColoRect-AdenoCA::S.62,ColoRect-AdenoCA::S.63,ColoRect-AdenoCA::S.64,ColoRect-AdenoCA::S.65,ColoRect-AdenoCA::S.66,ColoRect-AdenoCA::S.67,ColoRect-AdenoCA::S.68,ColoRect-AdenoCA::S.69,ColoRect-AdenoCA::S.70,ColoRect-AdenoCA::S.71,ColoRect-AdenoCA::POLE.S.1,ColoRect-AdenoCA::POLE.S.2,ColoRect-AdenoCA::POLE.S.3,ColoRect-AdenoCA::POLE.S.4,ColoRect-AdenoCA::POLE.S.5,ColoRect-AdenoCA::POLE.S.6,ColoRect-AdenoCA::POLE.S.7,ColoRect-AdenoCA::POLE.S.8,ColoRect-AdenoCA::POLE.S.9,ColoRect-AdenoCA::POLE.S.10,ColoRect-AdenoCA::POLE.S.11,ColoRect-AdenoCA::POLE.S.12,ColoRect-AdenoCA::POLE.S.13,ColoRect-AdenoCA::POLE.S.14
DEL_C_1_0,0.026919523657147337,-0.6433820615526571,-5.686016084210461,10.276097772346374,14.160668725264097,2.5031260220700897,0.23721396265149153,4.836381612019094,0.0007648552853911639,1.036180265507339,-0.006702938284087523,-0.7114352479850095,-0.6293108525176534,0.4945420980077371,5.807925173912849,-1.8909018395890849,0.26462695172924144,-1.2912069171129126,-5.5490651447149855,-2.8622184328187537,3.2140698146892674,2.5966137530081057,-6.016033308126872,-0.10681242122667367,5.763852577476892,0.8052833038893112,0.8231196786490353,-0.9279656879791711,-2.748567247647026,-7.586166547168842,-6.783477058442639,0.28945962937787817,8.732199339535615,0.6725448323226448,1.1871525652497468,8.148106838208543,5.6346490421602295,-3.6169141701008414,-0.6440631653114055,-1.009676082410365,9.607375637482441,7.609317238712505,-6.437071502223814,-3.156222068246093,-4.655325548840208,-3.1228965440218452,-2.7461339638935947,-9.874935087955505,-3.2103815500378214,-0.8452213375102815,-3.8161551016922672,-0.5729109680141091,-2.183012390291753,1.4479550981230673,-7.814343146065909,3.419353048590119,-2.754335821994845,0.44314114779946845,-1.4425279231128556,-0.5225533365206877,15.424627886689567,-1.6196359313821147,-0.06654652326305482,11.569351985485095,0.9208364518451746,2.7075574163511504,-7.772736531061181,3.058986213912649,-0.25172579843192366,-4.331175638108027,-0.25329649716218006,9.597556766557267,54.76250539778768,6.439479845459687,10.34182610449194,5.667027330013518,-1.3326276929225749,-7.6151090520328495,4.187324342091813,-39.194657279371995,-11.41739507508472,-9.92095652311411,6.158545698896866,-17.020429235139858,-9.820494087636298
DEL_C_1_1,-0.14918602115558732,-0.38582912355470705,0.7785318713915288,23.504836914354723,2.6773594149169275,12.071668148905928,18.172484368683786,2.208434687025659,-0.7093135502886665,-0.38189277365432245,0.6406987655055836,-0.3851588968257925,-0.21242447738826545,6.493252471124528,8.253303026467119,-0.6366420071919854,0.8442342526543294,-0.9141437753204724,1.9209174952381258,-0.430568968155046,3.3274332517784693,0.835414520114813,-16.359598900116758,-1.185278732628666,2.857548282168618,-0.01005432684123811,-0.8557248892191596,-0.3631663728380845,-0.3148318422548465,-6.364379009893106,0.2334651705661812,-0.5569656562695577,21.359446487921375,0.9710129774645407,0.6978356849250715,3.23169530897656,12.236874468349438,14.26436037814392,-0.425363962749493,-0.4818375399627362,0.40107830513682496,9.72511591619745,4.720411872569769,0.4897820757292607,-0.3359155444729687,-0.45072203778691855,-0.21550406236820918,0.9455991386932203,-1.4827466054131113,-2.125399429895355,0.8530057064344787,8.660448395767295,-0.12972574920974608,0.043338859750926995,0.3225119887300325,0.28899491241725006,0.46915667225922375,6.1129014270672215,1.8122039058315882,0.7699173753104946,10.081590049922672,-0.3651109096508656,-0.321943762948095,8.956796784919604,0.7619768853142785,11.552444341987162,-1.631071809638577,1.8182819434815096,-1.812178078526081,8.665695422598638,-0.3150969154027355,-2.1298475359762845,18.888415733787674,-0.9414759609800276,-3.6297419442226087,3.4341416247067356,1.149987173162713,-0.18392022724110824,3.6708426500009796,-9.018501661106786,2.936226042980188,-0.4372620045872244,7.907340957174591,7.6517423738303165,2.4383369442503637
DEL_C_1_2,-0.32771146317583816,-0.0042354367469824425,-0.5965004825030484,15.997663053986873,-0.21923193213534,3.995931463738981,3.9989728702650584,0.9999999999999966,-0.1293127090594979,-0.001216292888756565,-0.0012469782575702411,-0.0004077076314809157,-0.0010230422080764246,17.996514981326513,6.999330363976776,-0.003716415634225497,-0.0017443289871355357,0.6004658177422115,-0.7296576865406205,-0.44504824623660805,10.302604572701696,-0.0008836364967864064,-8.676479112897706,-0.0018466954309967563,10.999999999999995,-0.0014148849084276254,-3.661751988390026e-15,-0.0011956544536533427,-0.0023769151377469816,-5.152580516463415,-0.44754682716744554,-0.001029502875449379,6.6558919813740856,-0.004079169234627976,-0.0011295065586030475,9.821292749464355,4.999220742124393,7.338768860691762,-0.0016494480144495906,-0.001232552572985171,-0.0014640477893259104,9.415985655571458,3.9933023674476193,-0.003259197830128084,-0.002959223862804307,-0.0026003402207645434,-0.0017433048282117823,-0.007655505821904288,-0.5168508171362388,-0.0015524978292984712,-0.0037334929306866637,14.997094442325992,-0.002036658900947291,-0.0008739150778979652,7.483301201371907,-0.000925137921606947,-0.605044387336138,-0.10051497972106382,-0.0028416645195423907,-0.00030650874900295204,17.400775294552286,-0.0016417221091355252,-1.3776369356285391e-15,13.993920271542985,-0.001309912674392375,7.998580408777079,-0.49872060845394217,-0.000582987562953608,0.6207040896038852,11.533347257113565,-0.0014119983962179376,-0.006295112076915825,1.9849298563359505,-0.004998282669900379,-0.019811135892204623,0.9939412554724212,-0.005130191190900843,-0.04979285914281545,-0.017236389259819435,-0.03828531163351778,2.9847857668546083,-0.020139762736255767,-0.0042689716636553545,-0.036481424296132825,-0.011291065451052178
DEL_C_1_3,1.5901132293079039,-1.2439455310380154,0.6791354961499048,1.9622235105227706,1.6904605136470452,2.547909849980943,2.160789274327036,-1.9521077994822673,3.2196225261175946,2.1127089495329803,-0.8554306682779571,0.7332121268457836,-1.3191347618975913,12.041194547635476,7.637998648005832,0.5409794746782897,5.259897414583366,2.142139950835894,1.1041783729170127,2.253053872773209,3.4237497882791583,1.9072104592052193,8.987022289447902,-4.358596809410587,8.182558567996715,0.8753366479465818,-2.1103340470781458,1.1749341957319839,2.3758746978280065,4.544379572744823,-3.552600675169174,-0.17384243632696839,5.547985039985244,-1.2424489919171027,2.3767939772227358,6.384959617763707,13.512268480528043,7.562028193558268,-0.3312122698853499,-0.14640799600085508,-2.6151074473319134,6.073319441801861,1.1040587344688664,-0.7918209332303547,-0.12878124449236816,-3.1329296499599453,0.11337073409983933,-3.0852064984533323,-0.5055108960033508,-4.44836639697901,-1.2647577426413301,4.903969423340405,0.096871441914961,-1.0385989317497835,1.4540530468218762,-1.472596009638524,5.0646183093772095,0.8327302702836121,-1.6721131637173485,0.194318789338916,4.048367909798514,-1.1766142680987581,0.20604286172653652,5.1673470080052075,1.3947352914772155,13.792740340605162,-1.2641257298441104,2.0986701783860555,0.6786422312198312,7.564409125882751,3.125303951098135,-2.612167559167041,-22.18526013744153,-0.6056567573302978,1.1821385043680834,10.030175782069888,12.449636231666164,20.907421977408703,6.458777369882096,7.997864785885447,-8.848681566601883,-5.1325034159651395,52.986847144608596,-4.15014451662995,7.37155892556666
DEL_C_1_4,-2.3495464530143595,-4.577400238629255,4.615548578987274,4.664978358425444,3.020610182537621,-1.866634315906187,-1.0224382089025128,1.277542884559664,2.9642096879196917,0.15090872520636123,1.1336713689810693,-0.8545210159501118,0.543994734874254,4.238028632168821,3.4923643307092007,4.83400037210196,-0.2941443090343574,8.750989259505191,3.2037087282287375,-0.11269560996769279,1.0192936565487063,0.7596418700203631,0.7782526222860047,-1.360064329527011,0.957290877877222,2.24528066412619,3.2189848077693433,-0.8065381691619171,-3.21974424052994,0.5013068840839532,-2.704089583406642,2.221563457370625,-0.1271464341485089,-2.058925349806583,1.330744683945502,-0.1121267267058994,-0.6578703448352761,-5.987067376030936,-2.4231504430883772,5.039630146583373,-1.3528274227548085,-0.32878100919407327,-3.5180444350296742,1.5134562846271962,-3.957381199646731,1.3805901443213306,0.6525963782593731,-5.4942450877637015,-1.89532756370172,0.1448443441443299,1.2598307762620795,0.10550813998194997,-2.631025021899814,0.048712273111736426,8.593761094159163,0.20972754478475508,1.0520172382410857,1.3473265655831872,-1.6771605245052048,2.4118652181747477,-1.0100055424080572,4.64137361801264,3.706163776379338,-1.5399893071459383,0.16671905366027628,4.8401695337457245,0.35976974911850235,0.11491550621100532,-1.776572827972192,-1.1322347782652358,0.9704311339925349,-6.6228705181859215,6.091880604251855,11.236258675232975,4.333472594153026,30.358097163675644,-0.017610409772167657,-19.422677068625966,-7.128416187308709,9.536295358107424,-9.47877503620548,-18.98358458743772,11.736108143098283,-20.150356303261994,40.64489725248366
DEL_C_1_5+,-4.852592295991705,-2.454271826249496,-2.895124493025506,-4.067455488274051,7.6270687694503465,-0.03868830635311582,-0.40054132951383536,5.551277551236975,-3.9887046681308567,3.657851175761559,-0.38697678965631166,1.4185282211840944,-0.7016055853727972,-7.477742227050186,-2.3794562502755294,-14.123955891526219,-2.8221038179190856,3.432472931961186,2.249500606211843,4.620187583608555,-1.3416116363848145,-3.842358612086918,0.36290422347353424,-0.7854270408026345,6.022522056824026,1.3507579267296084,-2.728255378354396,-3.1642096981460783,0.531621485066422,2.2479809442596146,-25.65363367240183,-1.2328777925263967,-5.482824000116043,13.829971726095383,7.410380068369404,15.191323543791711,3.0371939271061494,-4.1715694553510545,-7.553744817374609,11.14649906891166,9.555639208691156,5.307137714224962,-18.486239489290718,-9.438610104042908,-6.278764349041062,-9.103497577849371,-3.0775927053706873,-26.97699791691307,-12.428257519313306,-7.507910114017282,6.929634330077864,3.9559363022105014,5.926596384243412,-1.247919796513731,16.76220274649723,-5.416771520918442,-6.633569136549797,1.090540943525942,-12.08460210229182,-0.4333791332485011,12.996149721322324,-2.2551633348118685,8.597342930116081,-8.571642830913163,2.8476010188351584,-5.577336422036717,6.526777804606102,-0.5134129947395425,10.065293614428317,0.8607328647042873,1.0352123264898632,-17.02518004705209,-16.05316777515,18.492976738965353,111.34001761288481,34.82184196838634,19.989325125746753,-139.97459813230375,16.313067265840317,-94.0284013776901,-25.733358599110318,-47.99874483811338,48.30962530627854,-58.545715827529875,154.48337333520163
DEL_T_1_0,-8.601300980656756,-6.370138923149062,-0.1984557410665282,35.24777084955229,-1.4333827392624805,9.132248415311246,19.998141873037095,8.6578020015905,0.24845911031608203,-2.724843331677067,0.23582756448799502,1.3153893462289332,5.051447557324609,23.323433015420754,32.039661256054835,-6.482267967261448,-0.6773807185753364,17.077489979020253,-11.730254931661964,5.520163282147781,-18.472463885524725,3.485269648066956,-23.409917682989928,3.317957796481939,25.062830212719945,0.40320515114407707,0.5490114148845016,-1.6408738572621573,0.45242066719460183,33.21126786664805,-21.883546436959087,3.4508890040347757,40.618037092113596,-4.369702018397042,-2.3700789652997747,24.061717981419413,23.734454502504697,-25.45905788268486,-2.894463475149287,-0.9354501927005279,5.280321737544263,24.321317116438593,40.58049803710398,-8.111110749216708,-6.056606539488728,-0.3432774594337227,0.2239166816708673,-12.461147505073104,-15.610020374881177,-2.5317962776880343,-9.695215640991787,33.073006849025575,-4.372839438385666,-0.8331979160720984,90.72507914548285,1.4537456800868545,4.592511217375176,-3.4664731407439504,-6.508019062424853,1.8343800054534327,16.59183842013836,-0.7727498679554232,1.4541040806782266,31.54465386804083,6.282241812508399,60.64945965352114,7.44148967976469,-0.7831203487372909,11.616986340432774,63.00966909660116,-2.1067296582462474,4.765928436730604,75.42177201697397,-8.329230330472654,8.026292195885354,11.929016984543772,-4.116629713749283,-96.68212855183404,36.35461439443303,-27.156208083786282,14.616410469259918,-19.783155185290624,20.346497120413716,-21.282028271079554,90.78490980404574
DEL_T_1_1,-0.40444618049803677,-6.901632676425363e-15,1.2603171663485906,32.99999999999999,-0.27269407037284754,15.999999999999991,21.999999999999996,-3.3872052750145365e-15,-0.15990375772849555,-3.141990486361684e-15,-3.0833588136002427e-15,-2.1535727455871684e-15,-2.177244159577773e-15,33.99999999999999,21.999999999999996,-7.331467306419003e-15,-2.8289654487457726e-15,-0.4908025673807347,-0.909282822831261,-0.5533361504984402,22.32839571540059,-1.7997155450230967e-15,-11.525276775455765,-7.361280570695194e-15,54.99999999999999,-1.7970403177778522e-15,-3.661751988390026e-15,-3.0362726837418965e-15,-4.2938386279472504e-15,-11.472568267361694,0.449901731969781,-3.659587431055276e-15,52.57341093004472,-5.1809384169712234e-15,-2.6932345921283283e-15,24.77850311689477,72.0,58.930437124720505,-3.8649864967754075e-15,-3.589823371133991e-15,-4.377822830722375e-15,43.27174257934571,36.99999999999999,-6.223675439742205e-15,-5.105939839083211e-15,-5.152306995215207e-15,-3.083323403791678e-15,-9.723230867048853e-15,0.3588500035775768,-1.1019459198224329e-14,-5.257375080183046e-15,13.999999999999995,-3.0799351421432193e-15,-5.177053127582584e-15,19.11120754326091,-4.189361054417461e-15,-0.7520786475236455,-21.3123707314953,-4.326381532570785e-15,-1.3645272191796657e-15,47.25277547966962,-3.597578559801804e-15,-1.3776369356285391e-15,16.999999999999993,-2.6424139069816596e-15,36.99999999999999,-0.6188405024175769,-1.5003169062494693e-15,0.5290038994927093,28.41982250424906,-3.09877667454902e-15,-2.1196980681964047e-14,7.999999999999942,-2.3062373915316464e-14,-4.437087315946134e-14,-2.7048825436762148e-14,-1.4276271560315304e-14,-7.107290034202804e-14,0.9999999999999558,-8.605313955829925e-14,0.9999999999999637,-3.9675499850784893e-14,-9.96781763808189e-15,-5.527408693950986e-14,-2.0679952709581418e-14
DEL_T_1_2,-0.024644676748087235,1.9866050845491898,1.44442358695267,35.13327072464611,12.441855461272922,23.70601183804688,28.683122764599783,1.0417043681561367,3.111739849818214,0.7962519067968437,-1.2455601030905115,-0.385223021876294,-0.5630142435710623,5.5315926886283595,37.586723538719006,-7.1472100815492645,1.8798625678311893,-5.605631722239146,-1.6487453389714375,2.800357788491949,5.679368519207806,-2.190890685205755,46.88334689597799,-1.5972253781821824,64.61690946679239,0.798803331965114,2.964030623932385,-2.1345600870956276,-2.738501044514477,-21.98699654609755,-15.058102755368907,-0.9946891694394386,50.22634286167568,9.770823206565108,2.088382522611989,27.424140943251693,47.3197566814952,41.075134603382864,-0.23266885169173523,0.6386075260370978,7.9750919055285,12.985020834935298,47.56565397302711,-0.9636286216331289,-6.0764976852775305,-4.406594529582792,-2.1901502856322868,-9.320687769888142,-9.252493439275284,-0.07227197198845481,-3.5929167707719145,38.04005918785226,0.25250187852158756,0.8721070515150902,42.97058431526169,0.054054816464354616,-8.905625797372611,17.910078484020964,-2.6322110004968255,4.030610804357144,21.227473200488863,0.8576890264586456,2.6102440358670234,9.244530305449343,2.7594147039998367,23.25854186949503,-3.880522790514874,-0.5339960412167406,0.5306046777771467,32.470072734548225,-1.5639855597127283,2.0222792214151895,34.0024476259137,6.962632486505111,-19.257457294872673,16.816547530378084,10.197318150442694,-41.87259690277786,63.699056434435086,-80.20978428935128,24.788731965124732,-17.554496547197672,7.055308259389157,-56.068760784768884,58.66034225664187
DEL_T_1_3,14.307063316638185,1.386944269222525,29.954320873186063,15.374635807876675,5.863267485888084,-0.14083845779545356,10.88269192138979,4.650594511580515,11.74812355140217,-2.021448778131713,-2.153398459733742,2.212740358636699,14.734821930363562,16.8947064083836,41.44100432093914,4.0085043457077845,6.225257786531547,-10.789847882245937,-2.4042922290135884,-12.140300260620773,-18.766276885917925,10.780892327665283,-9.1461090561194,14.505739000134486,19.609146090495347,7.794266078259957,5.460165676342845,-2.8320223281911296,-12.349342074179244,22.45561257298732,-34.13748917280794,0.6703073697981985,1.3760886608034113,-10.540495535756847,-1.2219790702772695,42.74291477520052,22.681317658452457,43.016672905793484,-3.959595730662757,21.576461920458833,7.7276443263638495,52.503777944332015,0.7343004235582384,-15.651087706631088,-18.188341260430953,-6.201640050458984,-2.945406590220399,-33.80938676567107,-11.430602666978636,-1.37663926902124,-16.648947375436663,18.14890575562391,-7.593288798234026,1.4930180020025787,21.79605292633299,0.8899441653061402,-9.071697110275526,-16.827409938583664,-5.986312767373079,6.329315255377559,64.30802685833424,-2.7306571706726768,10.044454789472066,5.443169505631836,4.798415209484027,63.46521855969213,-11.987370385671582,-3.3201724321374178,29.01976321167585,18.27062570845513,-8.092395826964218,-1.1149635261504542,84.22260778192765,-24.11364541979134,24.7783874671523,46.155788681625864,0.23846124558340165,-108.40147007612086,43.40038099254704,-205.05744764588047,-16.729695748762097,-86.81350187787805,33.07155512146902,30.438843557418778,17.13944523425556
