Mutation type,Kidney-RCC::S.1,Kidney-RCC::S.2,Kidney-RCC::S.3,Kidney-RCC::S.4,Kidney-RCC::S.5,Kidney-RCC::S.6,Kidney-RCC::S.7,Kidney-RCC::S.8,Kidney-RCC::S.9,Kidney-RCC::S.10,Kidney-RCC::S.11,Kidney-RCC::S.12,Kidney-RCC::S.13,Kidney-RCC::S.14,Kidney-RCC::S.15,Kidney-RCC::S.16,Kidney-RCC::S.17,Kidney-RCC::S.18,Kidney-RCC::S.19,Kidney-RCC::S.20,Kidney-RCC::S.21,Kidney-RCC::S.22,Kidney-RCC::S.23,Kidney-RCC::S.24,Kidney-RCC::S.25,Kidney-RCC::S.26,Kidney-RCC::S.27,Kidney-RCC::S.28,Kidney-RCC::S.29,Kidney-RCC::S.30,Kidney-RCC::S.31,Kidney-RCC::S.32,Kidney-RCC::S.33,Kidney-RCC::S.34,Kidney-RCC::S.35,Kidney-RCC::S.36,Kidney-RCC::S.37,Kidney-RCC::S.38,Kidney-RCC::S.39,Kidney-RCC::S.40,Kidney-RCC::S.41,Kidney-RCC::S.42,Kidney-RCC::S.43,Kidney-RCC::S.44,Kidney-RCC::S.45,Kidney-RCC::S.46,Kidney-RCC::S.47,Kidney-RCC::S.48,Kidney-RCC::S.49,Kidney-RCC::S.50,Kidney-RCC::S.51,Kidney-RCC::S.52,Kidney-RCC::S.53,Kidney-RCC::S.54,Kidney-RCC::S.55,Kidney-RCC::S.56,Kidney-RCC::S.57,Kidney-RCC::S.58,Kidney-RCC::S.59,Kidney-RCC::S.60,Kidney-RCC::S.61,Kidney-RCC::S.62,Kidney-RCC::S.63,Kidney-RCC::S.64,Kidney-RCC::S.65,Kidney-RCC::S.66,Kidney-RCC::S.67,Kidney-RCC::S.68,Kidney-RCC::S.69,Kidney-RCC::S.70,Kidney-RCC::S.71,Kidney-RCC::S.72,Kidney-RCC::S.73,Kidney-RCC::S.74,Kidney-RCC::S.75,Kidney-RCC::S.76,Kidney-RCC::S.77,Kidney-RCC::S.78,Kidney-RCC::S.79,Kidney-RCC::S.80,Kidney-RCC::S.81,Kidney-RCC::S.82,Kidney-RCC::S.83,Kidney-RCC::S.84,Kidney-RCC::S.85,Kidney-RCC::S.86,Kidney-RCC::S.87,Kidney-RCC::S.88,Kidney-RCC::S.89,Kidney-RCC::S.90,Kidney-RCC::S.91,Kidney-RCC::S.92,Kidney-RCC::S.93,Kidney-RCC::S.94,Kidney-RCC::S.95,Kidney-RCC::S.96,Kidney-RCC::S.97,Kidney-RCC::S.98,Kidney-RCC::S.99
DEL_C_1_0,4.057421756268525,-4.443494689186583,-4.703248594982096,-3.3077041166107044,0.22505871930327004,3.881535570941395,-10.990285610569046,0.4117853935918845,2.8386672316737034,-5.757083992289559,-7.621879440849355,-6.673260735093962,-8.982664147686805,-5.7118890387639745,-7.090132012091502,-2.005019719552571,2.2865360795692453,0.9284185078045084,-10.628960421856931,4.026828736226598,-3.042562230045597,14.690720675240385,0.8197551111718369,-4.286860093072633,-3.33213663680918,-1.9026087017443132,-5.300264938721909,10.802664437309957,-0.9166399867065493,-8.432627041931866,-3.6514059989938517,0.1920283010575048,-7.41684367180909,-3.7929406646962676,7.373598587617508,-6.777463141861851,3.9137884307271307,4.3239875310382025,1.6994677558319253,9.036767716225384,0.0970023039832526,1.5383303828619077,2.77599981700493,18.813154467938446,-1.545474826005858,-5.336217709344046,1.982393671751943,-0.7084154354465682,-4.243172432250546,-3.918718310593597,-10.828136127960548,-10.608063059480237,0.2397186788022232,8.73203489426605,-0.46765669572774016,13.823763803450497,2.008508811826667,-19.819075530815866,-4.8326879801768285,-4.006592893798384,-15.297592519600201,8.627114057989061,-1.1643270633721912,-7.151577578898092,-3.9460436702944257,-2.9444735437706697,0.44374271939584276,-5.243517494825163,-0.7850563752708091,-1.1794598708305095,-1.7037414711278487,-0.9097620252199725,1.7859514503625746,-7.816319038623682,-7.960910967880736,-1.1526947813203066,-4.541257177087626,-1.2105275521231924,-21.28261677637031,-4.876966742981537,-1.6470124535667097,-5.277081725422178,-3.455838579652376,4.73135722258948,-2.2775586657818963,-9.220907115611425,2.0062083434018376,-0.09478134186867493,0.08860401765594617,7.6311768766275065,-7.662445211776987,-5.936122384783495,4.583391271670319,-0.5624728658052476,-8.076550173062817,0.6090927934452139,-0.6043617805133046,6.586974398750868,-4.93363191151893
DEL_C_1_1,2.0130819218984826,-12.507377930382152,3.3367771318686366,-6.759145224090325,3.1705237239973485,-7.101388812056928,-16.704944134398744,-10.324959719552687,-11.065525974862943,-1.3392656352655763,11.249082277724,-2.4133043784277675,3.37680661141734,13.723761134947331,-6.117346059032055,-10.771887324874555,-4.614960094265321,-3.002063696443905,-8.182279644729746,-4.201745888789787,-3.066908158384937,14.163634658208622,-4.17793668509335,17.233792077777096,0.21127234853326549,4.93719451581957,16.778974157457355,-13.453412176468099,2.6432775833409785,6.130693620448959,8.544116484602554,-1.7839396755564039,17.71664973279411,-15.521634167989816,-5.973154667261191,-16.639574576972464,-11.203713384930843,-4.144673575003694,3.5273601563494665,-6.942245536376767,-8.109228123962769,-6.8163420505825005,-3.9260734695862993,-13.194677569873384,-1.1300038490549156,6.830169241684711,-10.654412124487251,-6.811251582714824,-0.7373373379211046,-1.38724287616823,13.476082076181271,16.304655684441286,-11.411987097079074,-11.097644074691459,-11.267681039177308,9.181118265188566,-3.4290723636826748,4.773369811633998,2.7229273237878573,-0.9318079021747963,-7.246589993692826,-7.790542662216417,7.844653857832764,-1.9964638960732088,-1.4589582439965554,-2.326861496909167,-12.38345857841292,-0.949594835357793,-2.751618100891598,3.2574285124363804,4.32903298299283,-3.6501699091584996,7.494461293768012,1.2394793257469416,8.371533649887393,6.119378965502406,-2.6585593792658457,-7.394446359188123,14.454265763099755,-4.725292120641388,-1.1835668675132105,-3.68524631517257,3.2944190360824734,-4.077030697131502,-6.402794496022835,6.020054950475263,-3.6207467085561404,3.1352112983305744,3.745108042307571,-7.364362602328754,9.133024543420536,-2.7365421391063904,-2.4365202747797916,-0.9116255668201134,9.954143628506351,-2.1638081203841573,-4.3853540188290125,-10.159559998538661,14.478667317706552
DEL_C_1_2,-1.638083542497192,9.465125225974823,-0.08035556930716936,7.577124874184211,-0.5616555705468933,-0.5793147566667765,17.909799086359854,4.709535672026956,9.296891281389964,4.44586733779127,-7.2255151803011906,-2.139676253095402,-7.609690755317864,-8.018710980530212,10.961198119599826,14.115384153617214,-4.705065484483153,-1.8036462195524123,-5.1001406087057575,6.997486609692899,1.6479178957334426,-14.76952578820034,-9.012968204106912,-11.83015788930522,0.7531164822477052,-6.54965822692408,-13.761915313968963,8.904079345981486,-7.522937700863004,-5.681835316223289,-9.937408206103242,-10.402772884003586,-13.48997995753895,25.802258327459434,6.8525500950059275,-11.821648175196959,2.0449090851596665,4.181776946268755,-3.0560138781376764,3.0486490744052617,5.201513280884663,9.55154799213934,-1.2818459927420598,20.000098949183663,-0.9655545340149558,-4.401312906916946,14.657003188557564,7.577583974824881,-1.127545393438524,3.0635156165928166,-8.085464197129077,-16.45045163154728,-8.55238014846001,-0.17079429802580393,1.4645480629158953,-17.446834663092865,-0.28562835381300467,13.115986091752973,0.7119558216951347,0.2530868005191991,0.03557293343721213,4.414206407995955,-10.426801531588595,8.588481717385818,6.3809887854976,0.08942284763901398,10.352195815122217,-0.09121716145865477,-2.884328916973848,-2.0857249975115018,-1.8089276926381928,-1.3931142532564333,-10.165015871790615,11.276145077332032,-7.588266482878813,-3.989813695019876,14.442640016526042,6.746039202590662,7.183754437436676,6.305487968103989,-3.09014273503876,9.720803621700973,5.158043039291941,2.919462745884779,-1.4716433887213558,-5.775231274841879,-5.198841384239433,0.20478552289928587,-0.937743780105663,7.623941263108007,-4.2441109636543075,1.11913269476924,-2.3523414354000103,1.2243797980836248,-4.325979555233289,5.38081466959715,2.981742143002162,7.8640285895172894,-11.245824905071597
DEL_C_1_3,3.500737783006228,0.10440853262136329,0.7672918388028602,13.366589341340527,-0.5551149854114694,-2.0039025804133725,-4.282728206563654,6.043770505634761,4.598797325309185,-4.427303598008077,1.2487361431684558,-6.529501997311001,2.5848956206693323,-5.230255205612098,-2.2186518418025845,13.973152213816917,-2.4549787775747367,-1.1101799949824933,-3.3102952147330527,-6.649310921666832,-3.070832530281013,-6.221294808278767,9.176011909182687,-7.6474833155430915,-1.9883364885950026,-1.7943019231935224,6.622965725037716,2.201097114466098,1.80204858920537,-0.8762683152041362,-0.8313001940549185,-6.6285310632047,-4.918351048673621,0.6459471513206267,-3.072833179067576,-4.054505817976567,0.9602410585390597,2.0555719172052402,-4.238906088255851,8.993417123434522,1.8461149573302134,-3.3621594558029226,11.200612256623893,-4.589284315462656,3.539317996235754,1.0177374349676187,-7.9155387522487235,-2.379184643015142,-1.011604494087761,0.7886272775613756,9.86457007700443,3.887198742060015,-1.2421556535875116,-5.035042575112587,-8.628250495419833,-13.808840018729633,-0.6370967015096305,-6.247344184885836,2.5744159257137422,5.87923686136514,-4.473097654309744,-7.341463194787295,6.004285694601069,-4.446212780770661,0.29867323127955814,9.400514266086144,1.737067402055544,2.7224096149757475,0.73720847189532,-3.497779030800011,-2.353422423526352,2.1880828734119273,5.650358366264671,-0.5195374808532218,-2.5037237760977655,-0.37903017042487086,-4.272769685023114,11.64612705182551,-11.83306137136524,3.738598031035293,-0.07699753190893688,0.09963140474710208,-4.909724942255408,-0.731408161566681,1.3032043521341183,5.323294878462793,-6.066054107806654,-2.55962906934732,-3.8556842173810892,-0.987342767226846,9.138385428526778,1.9370312539686703,2.076874489642358,6.26896297631567,-4.839290299525011,3.388511742024237,7.4430783364329525,0.28874990422556657,-4.808278452392965
DEL_C_1_4,-3.199748505823445,-1.0874426570605729,0.20554560843244474,-5.440528281292642,-1.8638061903594676,0.012187025739253343,-2.9502204793586877,0.9042644802676563,2.0843861380252324,5.0833607907187615,-1.0674007842068214,-1.3554190152938197,-2.498324062575508,-2.177222325900778,-1.0963698032644982,2.478495779401623,-2.3131391159932666,3.3727793424862744,-1.5363183249908952,5.766298906970669,-2.9489624950009583,-0.9710983691803952,0.9397099664875919,-3.0445685959554023,1.0642983347719746,-1.0421701045808476,0.8349517839455247,0.9206423847711012,6.009656589973698,-0.6848443843366265,-1.1885562904793439,-0.14805623955165048,-0.5189530536488673,-4.603779064155775,-2.7954936974657354,0.8560723124891516,6.466369191262018,-2.973586162017071,-0.2669381449845565,-0.8349277673928182,1.0595906087256353,-1.1687835198578946,6.262932872395651,-7.983605625639268,-0.142971804826022,-0.6047561613073253,0.4800922584613989,-1.7229365532385659,3.4411723187950924,-1.3358974400164478,2.869494414559199,13.456151337001176,-1.9160794377664867,0.37852825374733534,2.339657320015384,2.108342970967178,-1.0364338914567348,-2.3225602477759146,-0.27568837449697625,2.0369026519768934,-0.3801564249987379,11.056769517398738,-2.7762417015022693,0.9967446566699687,-1.9251346462215864,-2.1040776742258647,2.3302906748035337,4.056749592662724,1.1567322671877247,2.051355247425409,-0.5353439355694838,1.6060203959821666,-1.8824247766508648,-5.055345516111437,-0.7314038537970586,-1.2267765764873602,4.293488495239874,-2.2608983217457803,-7.2744596126795535,0.7042523155666092,-0.9400424794009269,-1.7650555615687966,-1.5428593391086562,0.8594609336000176,1.0076340684924565,2.689706387970837,5.996971126997039,-3.780455951182865,-1.359655811561149,-2.9534657570215828,-2.352399859380604,-0.9325316972853019,-0.9708083011469391,-1.1346763372699833,-2.475116590168126,0.3149494982370693,-1.2926053060015148,-1.534198098006014,-2.216093719397657
DEL_C_1_5+,-1.5230713889512502,-1.9500718486651847,0.8626007392965143,-1.7708636972049732,1.3864853148691525,-0.1365085943537152,-0.9938645780642266,1.6190738954806694,9.523594012615499,0.5156786907934938,-0.7506801456838523,1.7973319089923292,0.5634534223508454,-0.269516246723172,0.42519047707892077,-1.8726189845771408,-1.3659294542669254,2.862778836706365,-2.973380933232579,-3.6229636294827454,0.27353598825376935,-0.5654063180257491,-0.9411119461690785,-1.2884331192589356,-0.1364777211437147,1.2294673989210496,-2.167159847517559,-0.16703239952033933,0.3020034978864814,0.7115384834559801,-0.7106415534246415,1.1523290725940687,0.48554603996138823,-1.1816992658250047,-1.0102353193975855,-1.460204522294211,-1.4093435041178362,2.2548523034742134,2.938298948626703,-1.6538108405645904,2.6720314957083877,-1.2234287341044965,0.5684442348890832,-3.2494073804680177,0.33685499207225345,2.5706950187279203,0.08698493967151077,0.076427713064393,-0.25666946332458007,0.933468183386017,2.053172109859161,2.3281373784762955,2.045624006856493,2.115006988910186,0.19118512835097334,0.7933685172805784,-0.8714865908959933,4.833436817123294,-3.1836152939658913,1.0801179457414327,-1.1919129859058497,2.389936729745555,-0.33756995804109247,3.4960297342814117,3.4493235081779474,2.045685777867633,-0.8308899191817194,-3.248628740254826,0.46421744827904465,0.6393428833887711,-1.59966809987004,-0.5578855755144785,-0.8933364464456,2.6855567922063868,-1.8291730310647045,2.773417469815581,-0.5419096751389398,0.7052126231828351,-0.21902264576281194,-2.2075401046083414,2.187875162434004,-0.9748611803935767,-1.1980714020339038,2.587600170000366,0.748875103912497,1.0653203551865271,-0.7029961602623085,0.46447531179743295,-3.5765492391509,-0.4734598850129984,2.661917733389668,-0.6042320398952858,0.4272652759310205,1.0528406799839227,-1.4605199535459477,-1.679434946737975,-2.0218355769745693,5.821219238614792,-0.9823063380886154
DEL_T_1_0,-16.943296331166778,-11.801490762211884,-25.021714547021205,7.291982034324501,-5.312659528353272,1.5094685788437516,78.70798725641231,54.281000763295,-16.02524230234618,-11.214649825018647,3.6976357276727896,54.88447024053788,65.23546626214224,-14.252085237996596,-15.35227127489145,-43.239162988917556,-31.050232528199196,21.766809858501034,58.50427128854098,-4.251548331479825,-22.30381866642358,-56.32966031402704,89.107005386581,-20.871475451231035,20.898066107656195,47.8281466576926,-22.829163206153908,0.07991470997011163,12.716045358947923,30.085824657859483,27.916283632841584,-16.430017221797804,-9.399110209338843,-27.471178993384257,7.869418655691902,-34.173762560675655,10.77761460629982,-16.608073357555075,-11.537023921572555,-28.507215957732456,33.203319470367525,-15.460184970906923,5.36514496683526,-57.5999799111857,-5.47599625262238,13.519207680582603,5.004693360909428,11.473074665637988,27.019818072833758,-4.1801481593468,-51.12574438039606,-17.490848840559224,-31.909254935825473,0.20394289989865655,-17.37349159813847,-23.03084185834925,-10.175311168714607,-7.511884175786335,-2.4969746214759994,-2.3917277303229625,15.062223446471961,-17.03010321598164,-9.987490521620003,14.172845351202362,0.12538170169132457,13.598975331738302,-0.670834412508512,25.08689131304898,0.7764768856601947,-6.659438138128522,6.623175400502497,-2.093971286074712,-5.005989364192651,-33.95573862640815,19.873394400332018,22.767062205158844,-24.136078761589594,-24.698247810678552,-9.6059758620152,6.5911295721127345,4.485626196452486,-0.5339980699721565,-18.761393209066625,-11.611384568018593,-4.647418010211851,36.02076043408677,-21.968764169011934,1.3777861120221147,-8.284400264226434,-6.599030062957844,-26.182478620196513,27.535786570681367,-9.352566287769626,-10.526029006050482,8.508978505236684,-5.9994621456063655,12.365210407216281,-8.636028748106845,3.6667801582610196
DEL_T_1_1,21.06833820140963,-12.85336142340168,24.99542741511646,-11.163948120008655,-2.972352072720156,-17.172243511305417,-18.479619153222856,-22.490454521491188,2.8195994764540515,-2.391314854620795,-0.5740717105942537,1.1356485721471543,-36.95421822827622,6.147431945317905,-8.780035641895836,88.17884202416633,24.82978758040707,6.089658215767486,-34.251367789160966,-9.883850469206578,12.646789596635088,-8.233923989321525,-17.937541855745465,29.986569931447406,-6.33928776123571,1.6152557677832107,-3.010445687559951,46.20874051438277,-11.835462753384341,-11.165827530773662,-4.964297044616121,-23.1697171828201,6.602689003426505,-18.074519747955634,39.13455659161235,-42.19051213360062,-8.759932938345187,6.8535384090232405,2.199584132315678,-3.608264601560464,-16.094612748816587,16.15285149819119,36.70529814975393,30.601420996626302,11.590828966673946,23.990484935689317,-6.124379853402971,-1.0566644945507413,-11.733593236628572,-1.5784518589932297,-22.06102643959055,-18.309614263829758,7.248437357852467,16.145281092402072,-26.344690285541702,109.46436077503839,2.7812423307269754,23.88357219929682,-31.159231485316084,-18.27361610160996,4.230128731161287,8.353328255064234,32.05711924334173,-7.036527706690009,-2.7251686046164423,-8.209160786783364,-21.846534748029995,0.9613071703938019,-40.881744489202035,-5.171053788365203,-8.899701501175219,1.953968440306049,20.043211916145722,15.955531203350922,-13.91026255258199,-6.036592915725329,46.77222770899488,12.339099405907625,-27.725963815473364,8.663212383082694,-7.9994888609904145,6.273235704487234,22.69262267203212,21.648016105001034,8.787798985833696,-35.738616472368804,5.542990680768483,31.018351982950428,6.091819017174522,0.45342705097782954,20.25452336921152,-20.64300370884238,8.171705067042879,12.925269172289411,-13.092506752318656,1.6601667916322,24.885623999417753,8.991719217503757,3.073763525725269
DEL_T_1_2,0.2535838967203077,53.43463197064506,-18.817874073046966,6.787968423181269,30.204643658453094,29.048921932968874,2.8637705703276595,-0.97066288456449,0.1310458978141682,3.6134218934985114,9.445652827572061,-28.821836542653607,-16.08837889966668,8.23977522737448,-14.98687431968213,-48.59064617460915,-4.383441133547805,-21.392198027986026,-15.585292018953169,29.310856699706264,-37.80484298425641,124.51793472651757,-24.530219795440374,-8.942294137875749,-12.131804926909798,-16.589342703200913,23.7892365249522,-23.423576383945402,11.36190188723048,-35.82855603765113,2.9460265766118994,61.07207326326276,-14.13999826179517,39.280771890210204,-29.472393567940884,64.91100348590527,21.251802254971253,9.948231307481176,25.609879838539605,48.60006845200628,-1.8017751009994072,15.276496014860214,-27.029119888125123,45.547943933618825,-36.9680051088482,-28.24718578760477,-2.087927858280665,-18.312292142919972,-2.56066533179456,-14.974626008307077,47.40240226524922,12.490359307058526,20.35646850089499,-3.3110226121892836,47.23164868163646,-8.026781848370405,3.0196743470834804,-33.37588827370395,31.57013189728235,11.407593541362587,-9.988573273335248,16.619578146685704,-47.40064369287674,-6.900808603885977,29.66270453982986,-6.071544407212841,0.6464794084404204,-15.683966746037846,31.234236787925234,0.45700772711719395,13.619514603376743,-9.674725619836572,-16.401731485283463,36.49778533835598,-1.860808028404918,9.533334230559674,-0.011272395355170772,4.761820957022245,56.90839443552839,-27.666153823501602,0.3316526326893765,-45.346896186504964,2.222981429683344,-13.219906529633633,-11.711983304123478,5.24410097971068,10.531167771424009,-9.17440639373968,-6.376247563257294,15.567293184544667,10.079507312188603,-28.766593860607514,-11.640312427923753,2.730930280594748,3.3085432358672833,-2.04028005811481,-17.436688221607298,-1.469338182006581,-6.085728919687853
DEL_T_1_3,-18.371074782501196,-27.493263842754253,10.982494631414454,-3.664371756594221,-14.924227684921746,-5.849910661851048,-62.29321542747002,-30.17462115950501,11.097420291607158,-6.591785015985465,-18.323275479331492,-15.975760881097209,-16.685144968237182,8.263138183214583,74.51625191564361,-12.713941825604095,3.847185696779107,2.3758302449981485,-11.20146392664708,-30.301539829987306,34.36354253245363,-71.46794374036644,-51.389746645755125,4.373022380536241,-0.05962475829940317,-47.978556852542695,19.01875811844954,-27.858404069525633,0.7905395260073789,8.575850213248025,-22.119504834945232,-9.550271296941425,35.99479315747473,1.0645615923761653,14.227274763256645,3.7155309314022134,-36.763540024382806,-6.635574404269434,-25.635563316196638,-20.13047107422109,-8.755371469026365,-15.546273203147138,-0.18866295478997586,-11.878345848098306,48.270339173391804,-4.9149279535369885,17.196793453576184,13.541295516785205,-15.830240947194106,13.335013827720918,36.48877146662315,25.725997240513536,13.584225527644499,-26.551765257428443,-8.472276945280136,-35.33442670834748,14.452747455675755,29.771228658855293,17.020344747834166,15.442186433615177,8.161790383594855,-10.415428219714705,39.985049979912546,-2.4498207857568843,-21.96069246392861,11.95349844622897,7.7442327520280045,-2.966020897596259,-10.647575569654933,3.390950650711833,-5.672232861365789,20.08127582524751,5.702739811223779,-23.21867127016055,-5.775358764921872,-18.75486680891116,-17.738231439192454,15.044962758880828,-35.55137702580919,9.322881574260244,7.647058896660063,73.48443282126479,-3.7436325333221347,18.860100122930874,-2.0188217173506047,-18.694497672857153,30.892633947894083,-24.391846579821532,8.441215926057957,-7.983526991931761,-5.953097313455622,31.69283180186119,-5.07908606143625,-1.1925373503631214,-3.007030568235262,10.768654844458943,-23.604986451661276,-1.73831459050038,1.1755971181359968
