"tool_name","cancer_type","cpu_seconds"
"deconstruct_0.00","Breast-AdenoCA",2.9670000000001
"deconstruct_0.00","ColoRect-AdenoCA",3.18499999999995
"deconstruct_0.00","Eso-AdenoCA",5.44699999999966
"deconstruct_0.00","Kidney-RCC",1.32299999999987
"deconstruct_0.00","Liver-HCC",1.21599999999983
"deconstruct_0.00","Lung-AdenoCA",0.549999999999727
"deconstruct_0.00","Ovary-AdenoCA",1.89199999999983
"deconstruct_0.00","Skin-Melanoma",0.226000000000113
"deconstruct_0.00","Stomach-AdenoCA",2.89899999999987
"deconstruct_0.03","Breast-AdenoCA",2.92499999999973
"deconstruct_0.03","ColoRect-AdenoCA",4.05799999999977
"deconstruct_0.03","Eso-AdenoCA",5.45499999999993
"deconstruct_0.03","Kidney-RCC",1.32699999999977
"deconstruct_0.03","Liver-HCC",1.21500000000015
"deconstruct_0.03","Lung-AdenoCA",0.553000000000338
"deconstruct_0.03","Ovary-AdenoCA",1.89999999999964
"deconstruct_0.03","Skin-Melanoma",0.226000000000113
"deconstruct_0.03","Stomach-AdenoCA",2.87799999999996
"deconstruct_0.06","Breast-AdenoCA",2.91599999999971
"deconstruct_0.06","ColoRect-AdenoCA",3.19300000000021
"deconstruct_0.06","Eso-AdenoCA",5.45599999999982
"deconstruct_0.06","Kidney-RCC",1.31899999999996
"deconstruct_0.06","Liver-HCC",1.20800000000008
"deconstruct_0.06","Lung-AdenoCA",0.548000000000229
"deconstruct_0.06","Ovary-AdenoCA",1.93400000000014
"deconstruct_0.06","Skin-Melanoma",0.226000000000113
"deconstruct_0.06","Stomach-AdenoCA",2.84900000000016
"deconstruct_0.10","Breast-AdenoCA",2.90400000000004
"deconstruct_0.10","ColoRect-AdenoCA",3.16800000000012
"deconstruct_0.10","Eso-AdenoCA",5.41000000000031
"deconstruct_0.10","Kidney-RCC",1.32100000000001
"deconstruct_0.10","Liver-HCC",1.20399999999972
"deconstruct_0.10","Lung-AdenoCA",0.548999999999978
"deconstruct_0.10","Ovary-AdenoCA",1.88099999999986
"deconstruct_0.10","Skin-Melanoma",0.224999999999703
"deconstruct_0.10","Stomach-AdenoCA",3.65999999999985
"fitms_0.001","Breast-AdenoCA",0.754999999999967
"fitms_0.001","ColoRect-AdenoCA",2.02500000000001
"fitms_0.001","Eso-AdenoCA",2.21100000000004
"fitms_0.001","Kidney-RCC",1.56
"fitms_0.001","Liver-HCC",0.90100000000001
"fitms_0.001","Lung-AdenoCA",1.26599999999996
"fitms_0.001","Ovary-AdenoCA",1.06799999999998
"fitms_0.001","Skin-Melanoma",0.324999999999989
"fitms_0.001","Stomach-AdenoCA",1.75799999999998
"fitms_0.005","Breast-AdenoCA",0.785999999999973
"fitms_0.005","ColoRect-AdenoCA",2.02700000000004
"fitms_0.005","Eso-AdenoCA",2.20999999999995
"fitms_0.005","Kidney-RCC",1.56399999999996
"fitms_0.005","Liver-HCC",0.897999999999968
"fitms_0.005","Lung-AdenoCA",1.25900000000001
"fitms_0.005","Ovary-AdenoCA",1.07199999999997
"fitms_0.005","Skin-Melanoma",0.324999999999989
"fitms_0.005","Stomach-AdenoCA",1.75999999999999
"fitms_0.010","Breast-AdenoCA",0.765999999999622
"fitms_0.010","ColoRect-AdenoCA",2.00299999999994
"fitms_0.010","Eso-AdenoCA",2.16999999999987
"fitms_0.010","Kidney-RCC",1.51900000000023
"fitms_0.010","Liver-HCC",2.17199999999996
"fitms_0.010","Lung-AdenoCA",1.21000000000004
"fitms_0.010","Ovary-AdenoCA",1.04500000000007
"fitms_0.010","Skin-Melanoma",0.327999999999975
"fitms_0.010","Stomach-AdenoCA",1.71100000000024
"fitms_0.030","Breast-AdenoCA",0.731000000000222
"fitms_0.030","ColoRect-AdenoCA",1.98000000000002
"fitms_0.030","Eso-AdenoCA",2.1579999999997
"fitms_0.030","Kidney-RCC",3.97799999999987
"fitms_0.030","Liver-HCC",2.16800000000021
"fitms_0.030","Lung-AdenoCA",1.21000000000004
"fitms_0.030","Ovary-AdenoCA",1.04600000000028
"fitms_0.030","Skin-Melanoma",0.574000000000368
"fitms_0.030","Stomach-AdenoCA",1.71800000000015
"fitms_0.050","Breast-AdenoCA",0.863999999999798
"fitms_0.050","ColoRect-AdenoCA",1.98200000000005
"fitms_0.050","Eso-AdenoCA",2.22700000000015
"fitms_0.050","Kidney-RCC",4.27800000000003
"fitms_0.050","Liver-HCC",2.14100000000008
"fitms_0.050","Lung-AdenoCA",1.20100000000002
"fitms_0.050","Ovary-AdenoCA",1.03700000000003
"fitms_0.050","Skin-Melanoma",0.56700000000005
"fitms_0.050","Stomach-AdenoCA",1.83699999999978
"fitms_0.060","Breast-AdenoCA",0.730999999999767
"fitms_0.060","ColoRect-AdenoCA",1.98000000000002
"fitms_0.060","Eso-AdenoCA",2.1659999999997
"fitms_0.060","Kidney-RCC",4.2979999999998
"fitms_0.060","Liver-HCC",2.16300000000001
"fitms_0.060","Lung-AdenoCA",1.21000000000004
"fitms_0.060","Ovary-AdenoCA",1.04399999999987
"fitms_0.060","Skin-Melanoma",0.572000000000116
"fitms_0.060","Stomach-AdenoCA",1.71199999999978
"mp","Breast-AdenoCA",1.4539999999997
"mp","ColoRect-AdenoCA",1.7580000000001
"mp","Eso-AdenoCA",1.90200000000017
"mp","Kidney-RCC",1.52599999999989
"mp","Liver-HCC",1.26999999999998
"mp","Lung-AdenoCA",1.38599999999997
"mp","Ovary-AdenoCA",1.39499999999998
"mp","Skin-Melanoma",1.06000000000007
"mp","Stomach-AdenoCA",1.63000000000011
"musical","Breast-AdenoCA",46.8079999999964
"musical","ColoRect-AdenoCA",93.0130000000013
"musical","Eso-AdenoCA",47.1260000000045
"musical","Kidney-RCC",93.1810000000001
"musical","Liver-HCC",92.5379999999971
"musical","Lung-AdenoCA",46.6540000000032
"musical","Ovary-AdenoCA",46.7820000000006
"musical","Skin-Melanoma",94.1149999999982
"musical","Stomach-AdenoCA",93.0749999999969
"mutsig","Breast-AdenoCA",0.70400000000005
"mutsig","ColoRect-AdenoCA",0.561999999999998
"mutsig","Eso-AdenoCA",0.797000000000082
"mutsig","Kidney-RCC",0.679000000000016
"mutsig","Liver-HCC",0.61700000000026
"mutsig","Lung-AdenoCA",0.64700000000002
"mutsig","Ovary-AdenoCA",0.623999999999825
"mutsig","Skin-Melanoma",1.0709999999999
"mutsig","Stomach-AdenoCA",0.507000000000033
"pasa","Breast-AdenoCA",5536.092
"pasa","ColoRect-AdenoCA",4201.261
"pasa","Eso-AdenoCA",6402.26700000001
"pasa","Kidney-RCC",3489.14899999999
"pasa","Liver-HCC",2383.586
"pasa","Lung-AdenoCA",3037.356
"pasa","Ovary-AdenoCA",3717.84
"pasa","Skin-Melanoma",1063.14499999999
"pasa","Stomach-AdenoCA",3627.98000000001
"sigest","Breast-AdenoCA",0.0340000000001055
"sigest","ColoRect-AdenoCA",0.0109999999999673
"sigest","Eso-AdenoCA",0.0089999999995598
"sigest","Kidney-RCC",0.00900000000001455
"sigest","Liver-HCC",0.00800000000026557
"sigest","Lung-AdenoCA",0.00799999999981083
"sigest","Ovary-AdenoCA",0.00800000000026557
"sigest","Skin-Melanoma",0.00900000000001455
"sigest","Stomach-AdenoCA",0.00900000000001455
"sigpro","Breast-AdenoCA",28.1669999999976
"sigpro","ColoRect-AdenoCA",56.3560000000007
"sigpro","Eso-AdenoCA",31.3689999999999
"sigpro","Kidney-RCC",54.4130000000009
"sigpro","Liver-HCC",52.450000000001
"sigpro","Lung-AdenoCA",27.813999999996
"sigpro","Ovary-AdenoCA",28.0359999999976
"sigpro","Skin-Melanoma",50.9150000000016
"sigpro","Stomach-AdenoCA",55.2400000000018
"yapsa_0.00","Breast-AdenoCA",0.0399999999999636
"yapsa_0.00","ColoRect-AdenoCA",0.0289999999999964
"yapsa_0.00","Eso-AdenoCA",0.0259999999998399
"yapsa_0.00","Kidney-RCC",0.0259999999998399
"yapsa_0.00","Liver-HCC",0.0259999999998399
"yapsa_0.00","Lung-AdenoCA",0.0250000000000909
"yapsa_0.00","Ovary-AdenoCA",0.0250000000000909
"yapsa_0.00","Skin-Melanoma",0.0250000000000909
"yapsa_0.00","Stomach-AdenoCA",0.0259999999998399
"yapsa_0.01","Breast-AdenoCA",0.0260000000002947
"yapsa_0.01","ColoRect-AdenoCA",0.0259999999998399
"yapsa_0.01","Eso-AdenoCA",0.0259999999998399
"yapsa_0.01","Kidney-RCC",0.0260000000002947
"yapsa_0.01","Liver-HCC",0.0250000000000909
"yapsa_0.01","Lung-AdenoCA",0.0250000000000909
"yapsa_0.01","Ovary-AdenoCA",0.0259999999998399
"yapsa_0.01","Skin-Melanoma",0.0249999999996362
"yapsa_0.01","Stomach-AdenoCA",0.0250000000000909
"yapsa_0.03","Breast-AdenoCA",0.0250000000000909
"yapsa_0.03","ColoRect-AdenoCA",0.0259999999998399
"yapsa_0.03","Eso-AdenoCA",0.0260000000002947
"yapsa_0.03","Kidney-RCC",0.0260000000002947
"yapsa_0.03","Liver-HCC",0.0250000000000909
"yapsa_0.03","Lung-AdenoCA",0.0260000000002947
"yapsa_0.03","Ovary-AdenoCA",0.0250000000000909
"yapsa_0.03","Skin-Melanoma",0.0250000000000909
"yapsa_0.03","Stomach-AdenoCA",0.0259999999998399
"yapsa_0.06","Breast-AdenoCA",0.0250000000000909
"yapsa_0.06","ColoRect-AdenoCA",0.0259999999998399
"yapsa_0.06","Eso-AdenoCA",0.0260000000002947
"yapsa_0.06","Kidney-RCC",0.0259999999998399
"yapsa_0.06","Liver-HCC",0.0250000000000909
"yapsa_0.06","Lung-AdenoCA",0.0250000000000909
"yapsa_0.06","Ovary-AdenoCA",0.0250000000000909
"yapsa_0.06","Skin-Melanoma",0.024000000000342
"yapsa_0.06","Stomach-AdenoCA",0.0260000000002947
"yapsa_0.10","Breast-AdenoCA",0.0250000000000909
"yapsa_0.10","ColoRect-AdenoCA",0.0260000000002947
"yapsa_0.10","Eso-AdenoCA",0.0259999999998399
"yapsa_0.10","Kidney-RCC",0.0259999999998399
"yapsa_0.10","Liver-HCC",0.0280000000000413
"yapsa_0.10","Lung-AdenoCA",0.0250000000000909
"yapsa_0.10","Ovary-AdenoCA",0.0250000000000909
"yapsa_0.10","Skin-Melanoma",0.0250000000000909
"yapsa_0.10","Stomach-AdenoCA",0.0250000000000909
"msa_default","Breast-AdenoCA",39240
"msa_default","ColoRect-AdenoCA",76680
"msa_default","Eso-AdenoCA",72720
"msa_default","Kidney-RCC",59040
"msa_default","Liver-HCC",43920
"msa_default","Lung-AdenoCA",46800
"msa_default","Ovary-AdenoCA",44640
"msa_default","Skin-Melanoma",31680
"msa_default","Stomach-AdenoCA",65880
"msa_thresholdx10","Breast-AdenoCA",41040
"msa_thresholdx10","ColoRect-AdenoCA",76320
"msa_thresholdx10","Eso-AdenoCA",77040
"msa_thresholdx10","Kidney-RCC",60840
"msa_thresholdx10","Liver-HCC",44640
"msa_thresholdx10","Lung-AdenoCA",48960
"msa_thresholdx10","Ovary-AdenoCA",43920
"msa_thresholdx10","Skin-Melanoma",31680
"msa_thresholdx10","Stomach-AdenoCA",67320
"msa_thresholdx100","Breast-AdenoCA",42120
"msa_thresholdx100","ColoRect-AdenoCA",79200
"msa_thresholdx100","Eso-AdenoCA",81360
"msa_thresholdx100","Kidney-RCC",60840
"msa_thresholdx100","Liver-HCC",45000
"msa_thresholdx100","Lung-AdenoCA",49320
"msa_thresholdx100","Ovary-AdenoCA",45000
"msa_thresholdx100","Skin-Melanoma",31680
"msa_thresholdx100","Stomach-AdenoCA",70200
"msa_thresholdx1000","Breast-AdenoCA",46800
"msa_thresholdx1000","ColoRect-AdenoCA",83880
"msa_thresholdx1000","Eso-AdenoCA",87480
"msa_thresholdx1000","Kidney-RCC",61920
"msa_thresholdx1000","Liver-HCC",45360
"msa_thresholdx1000","Lung-AdenoCA",50760
"msa_thresholdx1000","Ovary-AdenoCA",47160
"msa_thresholdx1000","Skin-Melanoma",31680
"msa_thresholdx1000","Stomach-AdenoCA",74520
