Sample,SBS1,SBS2,SBS5,SBS7a,SBS7b,SBS7c,SBS7d,SBS13,SBS17a,SBS17b,SBS38,SBS40
Skin-Melanoma::S.1,0.0,0.0,0.0,0.0,4623.419108326337,962.4656932332506,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.2,0.0,0.0,0.0,10842.486995318535,4977.568045397595,5187.797098935472,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.3,0.0,0.0,0.0,41511.24094015455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.4,0.0,0.0,0.0,256765.4889002424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.5,0.0,0.0,0.0,79076.33501299079,0.0,0.0,0.0,0.0,0.0,10831.173700268584,0.0,0.0
Skin-Melanoma::S.6,0.0,51836.496750026374,0.0,64215.926516560445,69637.60316599457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.7,0.0,0.0,0.0,85223.03561428742,47905.20206171129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.8,0.0,40708.56490376457,0.0,212991.7205471265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.9,0.0,0.0,0.0,0.0,19921.778230574997,8874.960110114076,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.10,0.0,0.0,0.0,66562.57969644105,24106.166037558625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.11,0.0,0.0,10983.576056057564,12490.351150148916,3516.00860446058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.12,0.0,0.0,0.0,10628.182294142302,47713.94588155511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.13,0.0,0.0,0.0,44399.91295060887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.14,0.0,74195.77343609833,0.0,62253.474410288385,33715.7418664518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.15,0.0,27679.955472201444,0.0,27705.822357218934,24937.251270979566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
