# Original paramaters
"","DBS2","DBS4","DBS6","DBS7","DBS9","DBS11"
"prob",1,0.714285714285714,0.0476190476190476,0.19047619047619,0.761904761904762,0.0238095238095238
"size",1.24513926326475,3.52639703269874,32423373.9926539,3.19465325383298,18.9967312678258,4.69567811207343
"mu",38.4069416282879,34.8359374329818,22.0019314111312,58.6226611763976,85.7536946905105,24
# Parameters derived from synthetic exposures
"","DBS2","DBS4","DBS6","DBS7","DBS9","DBS11"
"prob",1,0.74,0.05,0.23,0.72,0.02
"size",1.46439010995786,3.35672410958031,18771025.4461259,3.44756813326335,18.2308388958178,9686514.3369027
"mu",37.2493643059285,36.4475685226393,23.3990100787597,51.8148793157716,89.6804381214843,30.4992783977366
# Difference between original parameters and parameters derived from synthetic exposures
"","DBS2","DBS4","DBS6","DBS7","DBS9","DBS11"
"prob",0,-0.0257142857142857,-0.00238095238095239,-0.0395238095238095,0.0419047619047619,0.00380952380952381
"size",-0.219250846693111,0.169672923118429,13652348.546528,-0.252914879430369,0.765892372008018,-9686509.64122459
"mu",1.1575773223594,-1.6116310896575,-1.3970786676285,6.80778186062595,-3.92674343097387,-6.49927839773657
