# Original paramaters
"","DBS2","DBS3","DBS4","DBS6","DBS7","DBS8","DBS9","DBS10"
"prob",0.6,0.55,0.65,0.35,0.45,0.1,0.55,0.25
"size",1.4602490090019,0.387339402134169,3.39758186629997,13.202335269941,2.03830850406299,35.8066720726662,7.33204078326992,0.785761653700301
"mu",25.2486805601933,769.764906413551,14.9212978437529,17.9994655011222,106.452889989531,172.499831772311,38.8165287186349,300.348884695689
# Parameters derived from synthetic exposures
"","DBS2","DBS3","DBS4","DBS6","DBS7","DBS8","DBS9","DBS10"
"prob",0.64,0.61,0.64,0.32,0.48,0.08,0.52,0.33
"size",1.6857679794114,0.407747302407748,2.97461374850101,24.149558346095,2.29018606500745,41.5523516170359,8.8368767574369,0.773138689837749
"mu",25.7629269105873,860.329371044016,14.2144433259964,19.0938518819009,93.4431566142968,184.374392099835,38.1330561839441,256.825012940808
# Difference between original parameters and parameters derived from synthetic exposures
"","DBS2","DBS3","DBS4","DBS6","DBS7","DBS8","DBS9","DBS10"
"prob",-0.04,-0.0599999999999999,0.01,0.03,-0.03,0.02,0.03,-0.08
"size",-0.225518970409495,-0.0204079002735784,0.422968117798964,-10.9472230761539,-0.251877560944458,-5.74567954436964,-1.50483597416698,0.0126229638625522
"mu",-0.514246350394071,-90.5644646304655,0.706854517756547,-1.09438638077875,13.0097333752342,-11.8745603275238,0.683472534690786,43.5238717548809
