Sample.ID,Tool,MD,SMD,sens,prec,F1,Combined,cancer.type
Breast-AdenoCA::S.1,fitms_v2.4.5,612.127157971181,0.0901114615002474,0.8,1,0.888888888888889,2.70988853849975,Breast-AdenoCA
Breast-AdenoCA::S.2,fitms_v2.4.5,1154.55982829757,0.122616804194729,0.4,1,0.571428571428571,2.27738319580527,Breast-AdenoCA
Breast-AdenoCA::S.3,fitms_v2.4.5,47.616062950535,0.0208934019089667,1,1,1,2.97910659809103,Breast-AdenoCA
Breast-AdenoCA::S.4,fitms_v2.4.5,651.401078119394,0.0790919230353805,1,1,1,2.92090807696462,Breast-AdenoCA
Breast-AdenoCA::S.5,fitms_v2.4.5,844.225041962187,0.188527253676236,0.8,0.8,0.8,2.41147274632376,Breast-AdenoCA
Breast-AdenoCA::S.6,fitms_v2.4.5,1710.25687915985,0.128513441475793,0.5,1,0.666666666666667,2.37148655852421,Breast-AdenoCA
Breast-AdenoCA::S.7,fitms_v2.4.5,455.268667728238,0.141651732336104,0.5,1,0.666666666666667,2.3583482676639,Breast-AdenoCA
Breast-AdenoCA::S.8,fitms_v2.4.5,194.258671328951,0.0436929085310281,1,1,1,2.95630709146897,Breast-AdenoCA
Breast-AdenoCA::S.9,fitms_v2.4.5,1266.34791926389,0.102058987690513,0.5,1,0.666666666666667,2.39794101230949,Breast-AdenoCA
Breast-AdenoCA::S.10,fitms_v2.4.5,544.839242599492,0.0943281237187486,0.833333333333333,1,0.909090909090909,2.73900520961458,Breast-AdenoCA
Breast-AdenoCA::S.11,fitms_v2.4.5,255.469075303708,0.099598080040432,0.75,1,0.857142857142857,2.65040191995957,Breast-AdenoCA
Breast-AdenoCA::S.12,fitms_v2.4.5,398.171642688744,0.125290007139315,1,1,1,2.87470999286068,Breast-AdenoCA
Breast-AdenoCA::S.13,fitms_v2.4.5,632.69700408774,0.0842697128513239,0.8,1,0.888888888888889,2.71573028714868,Breast-AdenoCA
Breast-AdenoCA::S.14,fitms_v2.4.5,354.212814333701,0.0607569149800516,0.75,1,0.857142857142857,2.68924308501995,Breast-AdenoCA
Breast-AdenoCA::S.15,fitms_v2.4.5,170.996526190203,0.0180585622758689,0.75,1,0.857142857142857,2.73194143772413,Breast-AdenoCA
Breast-AdenoCA::S.16,fitms_v2.4.5,84.008707248228,0.0741471379066443,1,1,1,2.92585286209336,Breast-AdenoCA
Breast-AdenoCA::S.17,fitms_v2.4.5,219.94484516807,0.0710416166563534,1,1,1,2.92895838334365,Breast-AdenoCA
Breast-AdenoCA::S.18,fitms_v2.4.5,380.674450646174,0.0978597559501733,0.8,1,0.888888888888889,2.70214024404983,Breast-AdenoCA
Breast-AdenoCA::S.19,fitms_v2.4.5,54.2340730250619,0.0135720903466121,0.5,1,0.666666666666667,2.48642790965339,Breast-AdenoCA
Breast-AdenoCA::S.20,fitms_v2.4.5,684.752099845898,0.165679191833026,0.8,1,0.888888888888889,2.63432080816697,Breast-AdenoCA
Breast-AdenoCA::S.21,fitms_v2.4.5,333.94374463854,0.0518143901688968,0.75,1,0.857142857142857,2.6981856098311,Breast-AdenoCA
Breast-AdenoCA::S.22,fitms_v2.4.5,231.800778411847,0.0828451674095236,0.75,1,0.857142857142857,2.66715483259048,Breast-AdenoCA
Breast-AdenoCA::S.23,fitms_v2.4.5,1849.01800958015,0.161542723185405,0.666666666666667,1,0.8,2.50512394348126,Breast-AdenoCA
Breast-AdenoCA::S.24,fitms_v2.4.5,189.114473419375,0.0422791132169405,0.8,1,0.888888888888889,2.75772088678306,Breast-AdenoCA
Breast-AdenoCA::S.25,fitms_v2.4.5,66.6502892254558,0.0182503530190186,1,1,1,2.98174964698098,Breast-AdenoCA
Breast-AdenoCA::S.26,fitms_v2.4.5,347.74426794216,0.058989697700112,0.75,1,0.857142857142857,2.69101030229989,Breast-AdenoCA
Breast-AdenoCA::S.27,fitms_v2.4.5,392.217508115,0.0636406795578452,1,1,1,2.93635932044215,Breast-AdenoCA
Breast-AdenoCA::S.28,fitms_v2.4.5,1325.1414795465,0.137377304535196,1,1,1,2.8626226954648,Breast-AdenoCA
Breast-AdenoCA::S.29,fitms_v2.4.5,236.602774451288,0.0328204708629891,1,1,1,2.96717952913701,Breast-AdenoCA
Breast-AdenoCA::S.30,fitms_v2.4.5,1195.96524605436,0.120052724960285,0.6,1,0.75,2.47994727503972,Breast-AdenoCA
Breast-AdenoCA::S.31,fitms_v2.4.5,298.494111287435,0.0733581005867375,1,1,1,2.92664189941326,Breast-AdenoCA
Breast-AdenoCA::S.32,fitms_v2.4.5,630.730169611668,0.200168254399133,0.75,0.75,0.75,2.29983174560087,Breast-AdenoCA
Breast-AdenoCA::S.33,fitms_v2.4.5,159.75810059315,0.0546742301824607,0.75,1,0.857142857142857,2.69532576981754,Breast-AdenoCA
Breast-AdenoCA::S.34,fitms_v2.4.5,302.383361436797,0.089330387425937,0.5,1,0.666666666666667,2.41066961257406,Breast-AdenoCA
