Sample,SBS1,SBS2,SBS3,SBS5,SBS8,SBS13,SBS18,SBS35,SBS39,SBS40,SBS41
Ovary-AdenoCA::S.1,706.0305489447708,0.0,5806.641288571591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.2,0.0,615.2539336687262,5656.639452309801,3030.7488703769463,0.0,432.85902584282024,402.653516085191,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.3,1032.65706462091,0.0,2540.82218816836,0.0,0.0,0.0,0.0,0.0,0.0,10760.999020683485,0.0
Ovary-AdenoCA::S.4,665.6449446807036,0.0,4674.9665025381455,4997.499951709356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.5,508.5524662869894,620.0581229322333,2763.42665926497,1689.982952068212,0.0,1363.229703166974,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.6,757.3593995186318,0.0,11648.822062266761,0.0,0.0,969.0385961067158,1411.2049500472237,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.7,318.7788418898358,278.3759209476301,0.0,1891.5883118311606,0.0,0.0,0.0,0.0,0.0,2436.024752161458,0.0
Ovary-AdenoCA::S.8,547.5532366046486,0.0,3750.2635801639544,0.0,0.0,2157.3944497355883,0.0,0.0,0.0,0.0,880.8675327113077
Ovary-AdenoCA::S.9,1080.702988332528,0.0,4259.304172885473,0.0,0.0,503.95189471448055,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.10,571.134635586457,0.0,3457.208238134566,4766.262094876118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.11,286.2576793335475,0.0,4346.827669710536,878.5606070817621,0.0,0.0,754.7377454665242,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.12,459.10241593297695,0.0,4447.759834680493,1335.3482890260962,0.0,703.5522269639641,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.13,221.48783332940437,0.0,3864.3974263971368,1541.8519071064134,886.6437092013539,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.14,403.4577501108301,0.0,5509.648861199371,3353.236722627958,0.0,517.9094326239298,0.0,0.0,0.0,1647.064444293725,0.0
Ovary-AdenoCA::S.15,629.8533439334244,0.0,7465.473242331086,1607.76596190778,0.0,289.7061686191217,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.16,632.2118344068962,0.0,6015.523132560229,2091.7256741569836,0.0,0.0,0.0,0.0,0.0,1834.487704995032,0.0
Ovary-AdenoCA::S.17,390.5147761748095,0.0,5826.986484889825,2968.3871488238656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.18,344.1042239364097,200.80853277615125,2314.646879812431,4895.490593946333,0.0,0.0,1617.6933991393848,0.0,0.0,0.0,0.0
