Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Skin-Melanoma::S.1	1169	0.954	382.8	32.746%	82.442	30.093%	0.12447	0.941
Skin-Melanoma::S.2	1464	0.989	480.192	32.8%	123.781	21.124%	0.1561	0.989
Skin-Melanoma::S.3	1279	0.983	494.432	38.658%	129.894	29.113%	0.18791	0.983
Skin-Melanoma::S.4	790	0.982	268.725	34.016%	55.931	19.7%	0.14856	0.981
Skin-Melanoma::S.5	691	0.979	184.675	26.726%	36.605	20.889%	0.11249	0.975
Skin-Melanoma::S.6	615	0.97	221.616	36.035%	50.657	27.191%	0.19702	0.966
Skin-Melanoma::S.7	576	0.98	170.697	29.635%	36.216	21.087%	0.09333	0.978
Skin-Melanoma::S.8	956	0.946	384.215	40.19%	93.773	32.603%	0.13633	0.938
Skin-Melanoma::S.9	537	0.967	206.222	38.403%	39.095	28.195%	0.15427	0.961
Skin-Melanoma::S.10	999	0.943	407.902	40.831%	107.852	40.506%	0.15591	0.936
Skin-Melanoma::S.11	749	0.987	188.17	25.123%	36.442	16.409%	0.07959	0.986
Skin-Melanoma::S.12	1132	0.987	255.388	22.561%	45.731	18.825%	0.05118	0.984
Skin-Melanoma::S.13	376	0.934	155.624	41.389%	37.787	36.841%	0.1618	0.922
Skin-Melanoma::S.14	919	0.995	174.244	18.96%	52.23	9.922%	0.1199	0.995
Skin-Melanoma::S.15	1240	0.976	471.213	38.001%	132.849	30.704%	0.12475	0.976
Skin-Melanoma::S.16	1235	0.988	283.8	22.98%	55.785	15.73%	0.06847	0.987
Skin-Melanoma::S.17	3822	0.953	1467.41	38.394%	363.925	33.718%	0.19666	0.946
Skin-Melanoma::S.18	847	0.971	237.914	28.089%	50.356	24.253%	0.10466	0.964
Skin-Melanoma::S.19	576	0.98	168.266	29.213%	31.678	19.963%	0.11025	0.976
Skin-Melanoma::S.20	1603	0.977	396.264	24.72%	80.581	21.488%	0.0701	0.97
Skin-Melanoma::S.21	611	0.967	240.249	39.321%	69.805	34.531%	0.14632	0.966
Skin-Melanoma::S.22	839	0.985	315.945	37.657%	68.84	18.214%	0.17611	0.984
Skin-Melanoma::S.23	687	0.987	191.148	27.824%	43.53	17.779%	0.123	0.986
Skin-Melanoma::S.24	765	0.983	247.927	32.409%	65.602	25.467%	0.11038	0.982
Skin-Melanoma::S.25	1673	0.952	515.191	30.794%	136.708	30.959%	0.08934	0.942
Skin-Melanoma::S.26	1194	0.951	389.736	32.641%	89.288	30.874%	0.11549	0.938
Skin-Melanoma::S.27	610	0.975	191.134	31.333%	39.762	24.494%	0.11471	0.971
Skin-Melanoma::S.28	706	0.963	286.979	40.649%	76.954	30.294%	0.22989	0.96
Skin-Melanoma::S.29	129	0.966	58.977	45.719%	14.049	27.123%	0.33388	0.963
Skin-Melanoma::S.30	384	0.932	212.184	55.256%	63.727	52.137%	0.3	0.928
Skin-Melanoma::S.31	972	0.977	309.311	31.822%	60.047	22.394%	0.13878	0.974
Skin-Melanoma::S.32	247	0.903	128.116	51.869%	26.284	43.065%	0.27388	0.878
Skin-Melanoma::S.33	502	0.985	163.721	32.614%	35.852	19.361%	0.13785	0.984
Skin-Melanoma::S.34	1110	0.961	352.61	31.767%	75.784	28.453%	0.11174	0.952
Skin-Melanoma::S.35	160	0.965	75.201	47.001%	15.69	27.832%	0.24442	0.961
Skin-Melanoma::S.36	718	0.99	288.519	40.184%	67.702	24.468%	0.28238	0.99
Skin-Melanoma::S.37	663	0.987	152.824	23.05%	30.204	16.363%	0.08812	0.984
Skin-Melanoma::S.38	530	0.935	185.894	35.074%	44.633	35.37%	0.12501	0.917
Skin-Melanoma::S.39	312	0.963	108.112	34.651%	19.434	27.102%	0.13266	0.952
Skin-Melanoma::S.40	795	0.995	161.602	20.327%	30.224	10.81%	0.07117	0.995
Skin-Melanoma::S.41	1064	0.956	326.975	30.731%	71.356	30.191%	0.11271	0.942
Skin-Melanoma::S.42	504	0.972	135.832	26.951%	32.157	23.382%	0.10309	0.967
Skin-Melanoma::S.43	578	0.979	182.784	31.624%	33.379	20.755%	0.12502	0.975
Skin-Melanoma::S.44	1391	0.972	761.912	54.774%	195.693	32.928%	0.35585	0.972
Skin-Melanoma::S.45	1338	0.979	375.661	28.076%	76.735	20.41%	0.10366	0.975
Skin-Melanoma::S.46	738	0.978	214.622	29.082%	52.708	20.899%	0.11298	0.975
Skin-Melanoma::S.47	1329	0.981	593.249	44.639%	154.451	31.217%	0.2993	0.981
Skin-Melanoma::S.48	311	0.97	147.115	47.304%	40.387	41.351%	0.20948	0.971
Skin-Melanoma::S.49	400	0.944	216.452	54.113%	46.379	35.496%	0.26895	0.938
Skin-Melanoma::S.50	782	0.948	294.415	37.649%	64.096	31.897%	0.14511	0.936
Skin-Melanoma::S.51	915	0.993	222.061	24.269%	40.713	12.063%	0.08474	0.992
Skin-Melanoma::S.52	593	0.978	225.901	38.095%	46.244	25.502%	0.22544	0.976
Skin-Melanoma::S.53	443	0.996	102.6	23.16%	18.791	10.11%	0.10912	0.996
Skin-Melanoma::S.54	2325	0.986	712.766	30.657%	166.553	20.194%	0.10037	0.985
Skin-Melanoma::S.55	1106	0.967	422.651	38.214%	107.943	32.778%	0.13886	0.965
Skin-Melanoma::S.56	414	0.938	168.862	40.788%	35.066	35.318%	0.1859	0.922
Skin-Melanoma::S.57	580	0.919	249.084	42.946%	53.854	41.663%	0.19618	0.894
Skin-Melanoma::S.58	752	0.977	233.788	31.089%	54.496	26.786%	0.10223	0.975
Skin-Melanoma::S.59	571	0.983	207.031	36.258%	47.027	20.404%	0.19286	0.982
Skin-Melanoma::S.60	563	0.957	195.689	34.758%	35.677	29.792%	0.12521	0.943
Skin-Melanoma::S.61	897	0.996	258.005	28.763%	59.916	12.174%	0.14756	0.996
Skin-Melanoma::S.62	3339	0.941	1081.439	32.388%	282.462	35.747%	0.10811	0.927
Skin-Melanoma::S.63	588	0.939	212.514	36.142%	57.031	35.811%	0.13282	0.928
Skin-Melanoma::S.64	1320	0.991	369.967	28.028%	102.893	21.914%	0.09408	0.991
Skin-Melanoma::S.65	194	0.983	66.08	34.062%	11.853	19.582%	0.17753	0.981
Skin-Melanoma::S.66	933	0.995	218.634	23.433%	53.769	11.583%	0.09707	0.995
Skin-Melanoma::S.67	839	0.991	251.556	29.983%	73.924	16.743%	0.10951	0.991
Skin-Melanoma::S.68	512	0.948	189.811	37.072%	43.156	32.79%	0.21057	0.937
Skin-Melanoma::S.69	444	0.953	160.644	36.181%	30.641	30.808%	0.13587	0.938
Skin-Melanoma::S.70	1557	0.991	312.811	20.091%	62.252	14.388%	0.05106	0.99
Skin-Melanoma::S.71	688	0.99	182.016	26.456%	34.584	15.537%	0.1092	0.989
Skin-Melanoma::S.72	504	0.983	131.696	26.13%	25.405	18.493%	0.12135	0.979
Skin-Melanoma::S.73	967	0.996	196.52	20.323%	39.225	10.605%	0.1007	0.996
Skin-Melanoma::S.74	902	0.995	195.337	21.656%	41.984	10.721%	0.07853	0.995
Skin-Melanoma::S.75	183	0.975	71.719	39.191%	21.605	22.58%	0.22903	0.974
Skin-Melanoma::S.76	664	0.956	217.803	32.802%	51.738	29.415%	0.15318	0.946
Skin-Melanoma::S.77	789	0.918	446.607	56.604%	100.337	46.234%	0.33185	0.907
Skin-Melanoma::S.78	131	0.987	56.274	42.957%	10.31	16.507%	0.39326	0.986
Skin-Melanoma::S.79	825	0.943	321.411	38.959%	70.685	33.482%	0.15137	0.931
Skin-Melanoma::S.80	505	0.988	133.73	26.481%	25.385	15.507%	0.11137	0.987
Skin-Melanoma::S.81	678	0.871	330.325	48.721%	81.502	49.586%	0.23706	0.836
Skin-Melanoma::S.82	977	0.988	241.856	24.755%	60.16	15.23%	0.11992	0.987
Skin-Melanoma::S.83	269	0.981	91.061	33.852%	14.973	19.693%	0.18441	0.977
Skin-Melanoma::S.84	1741	0.986	415.054	23.84%	85.192	16.804%	0.07429	0.983
Skin-Melanoma::S.85	362	0.92	172.659	47.696%	37.248	42.078%	0.22346	0.902
Skin-Melanoma::S.86	623	0.972	200.843	32.238%	51.966	27.029%	0.19331	0.969
Skin-Melanoma::S.87	499	0.984	156.835	31.43%	29.943	18.439%	0.13345	0.982
Skin-Melanoma::S.88	775	0.987	251.246	32.419%	55.683	22.564%	0.14457	0.986
Skin-Melanoma::S.89	1243	0.937	639.653	51.46%	132.104	47.591%	0.26748	0.929
Skin-Melanoma::S.90	681	0.986	166.124	24.394%	37.093	16.663%	0.09538	0.984
Skin-Melanoma::S.91	773	0.993	234.395	30.323%	57.304	15.836%	0.15206	0.993
Skin-Melanoma::S.92	521	0.979	167.754	32.198%	39.158	20.79%	0.13243	0.977
Skin-Melanoma::S.93	2145	0.985	439.146	20.473%	108.418	17.176%	0.05472	0.983
Skin-Melanoma::S.94	525	0.978	163.353	31.115%	30.938	23.548%	0.12544	0.974
Skin-Melanoma::S.95	650	0.924	282.134	43.405%	87.819	48.446%	0.19551	0.916
Skin-Melanoma::S.96	1198	0.984	406.319	33.916%	93.599	22.016%	0.15418	0.983
Skin-Melanoma::S.97	926	0.991	173.988	18.789%	40.548	13.458%	0.06195	0.99
Skin-Melanoma::S.98	483	0.984	220.745	45.703%	69.227	26.537%	0.25448	0.984
Skin-Melanoma::S.99	689	0.951	242.269	35.162%	53.005	30.974%	0.14442	0.939
