Sample,SBS1,SBS2,SBS3,SBS4,SBS5,SBS9,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40
Lung-AdenoCA::S.1,0.0,5200.727227112595,0.0,126855.62307426776,36638.40041117135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.2,0.0,3558.058719432556,0.0,0.0,11528.515517352256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.3,701.9136182204032,1837.4278336291848,0.0,0.0,22357.37070359058,0.0,2834.0488743774413,0.0,0.0,2971.195311529691,0.0,0.0
Lung-AdenoCA::S.4,0.0,1150.1246276857346,0.0,0.0,6229.159277799558,0.0,267.99995725012354,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.5,0.0,4046.532679215615,0.0,10082.357090053752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.6,0.0,0.0,0.0,41485.13530845776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.7,0.0,0.0,17667.44012226476,48813.85604565552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.8,0.0,0.0,0.0,78477.88167607946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.9,0.0,0.0,0.0,0.0,9118.708664538679,0.0,5700.257875708938,0.0,0.0,4851.608391103697,0.0,0.0
Lung-AdenoCA::S.10,0.0,0.0,0.0,42531.83658417253,0.0,0.0,3887.6391752753802,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.11,1018.463588157484,3005.981492518229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3112.4911748311215,0.0,6973.862729176923
Lung-AdenoCA::S.12,855.0040386922863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7777.750953099039
Lung-AdenoCA::S.13,0.0,2187.117049444979,0.0,27839.96484643173,15902.966854380853,0.0,0.0,0.0,0.0,8314.663859217158,0.0,11558.223056676241
Lung-AdenoCA::S.14,0.0,2457.5382176643334,0.0,0.0,31829.693016240235,0.0,4625.653269722407,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.15,812.0460374437175,3963.282747755264,0.0,7218.451732963344,15238.028514995283,0.0,4399.782236187269,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.16,460.6859490597068,2797.738173832441,0.0,0.0,5446.756281606681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.17,0.0,4456.130604351082,11787.485523917623,18214.37173981369,19839.11494024223,0.0,0.0,0.0,0.0,4114.5000637659205,0.0,0.0
Lung-AdenoCA::S.18,0.0,0.0,0.0,26214.78967357763,7132.505107920716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.19,614.443949012545,4753.876555198221,7110.207029887128,0.0,5108.859354597229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.20,0.0,0.0,0.0,14953.718672224388,0.0,0.0,2250.564382911471,0.0,0.0,0.0,0.0,18577.857764366705
Lung-AdenoCA::S.21,602.6105105823993,211.81848092281712,0.0,0.0,5906.081667361342,0.0,0.0,0.0,0.0,0.0,151.52793666676598,0.0
Lung-AdenoCA::S.22,0.0,0.0,0.0,85468.4821151857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.23,472.40086795048774,433.0637360237345,2582.7441748345095,0.0,9549.354479236232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.24,0.0,0.0,0.0,118873.83185700559,0.0,0.0,0.0,0.0,4274.262784287554,0.0,0.0,0.0
Lung-AdenoCA::S.25,0.0,2661.9254327401904,0.0,22365.044332125522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20492.044177691063
Lung-AdenoCA::S.26,1855.0442687627697,0.0,0.0,0.0,16309.374625389828,0.0,0.0,0.0,3103.462681627342,4702.089493611109,0.0,7271.878096028651
Lung-AdenoCA::S.27,0.0,0.0,0.0,73331.71252711712,0.0,0.0,4271.439428915479,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.28,0.0,5709.871698042762,0.0,56241.72861072669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.29,824.4894980536328,0.0,0.0,0.0,2635.469381553564,0.0,0.0,1114.1814116726703,0.0,0.0,0.0,4586.575821339863
Lung-AdenoCA::S.30,0.0,0.0,0.0,22051.345500701595,11858.04471879969,0.0,2284.562951314623,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.31,0.0,0.0,0.0,29398.408956660205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.32,0.0,2411.67594699934,0.0,0.0,18487.950325449172,0.0,5685.256760034535,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.33,0.0,3317.8518419647576,0.0,0.0,10947.931064512082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.34,0.0,0.0,0.0,0.0,17157.90791607943,0.0,0.0,0.0,0.0,0.0,0.0,14103.946162392416
Lung-AdenoCA::S.35,151.97237570980926,0.0,0.0,3734.212872415925,0.0,0.0,0.0,0.0,0.0,1256.1501769859954,0.0,0.0
Lung-AdenoCA::S.36,1032.2407583302133,0.0,0.0,0.0,4157.640286218868,0.0,6326.6075521843795,0.0,0.0,0.0,0.0,3498.987943290979
Lung-AdenoCA::S.37,0.0,0.0,0.0,0.0,17380.23736883962,0.0,963.9105867187229,0.0,0.0,0.0,0.0,30330.35390829672
Lung-AdenoCA::S.38,0.0,3238.0842384392176,0.0,33012.427097822016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400.341369631937
Lung-AdenoCA::S.39,0.0,0.0,0.0,0.0,4861.202235688737,0.0,0.0,0.0,0.0,0.0,0.0,8950.0735720382
Lung-AdenoCA::S.40,0.0,0.0,0.0,0.0,39431.49812172389,0.0,1740.264175207387,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.41,0.0,0.0,0.0,9848.933281462207,31688.01340914195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.42,452.02349141529544,3590.2501909501484,0.0,0.0,7778.894024835199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.43,0.0,0.0,0.0,0.0,11446.848854076192,0.0,0.0,821.8556823237795,0.0,1637.2479495074106,0.0,3900.844176880689
Lung-AdenoCA::S.44,0.0,6253.342150358404,0.0,38640.12962453853,24952.521341897722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.45,1129.910356130954,282.4889527408704,0.0,0.0,6469.166233538867,0.0,665.4145756713702,858.9364164815125,2407.3261359339003,0.0,0.0,8682.364549127597
Lung-AdenoCA::S.46,0.0,972.4858622750321,0.0,0.0,4227.2983041621565,0.0,12364.390623772906,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.47,0.0,3276.643202326433,0.0,31082.443558169096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.48,0.0,12710.831760096471,0.0,0.0,7043.9059516673715,0.0,0.0,0.0,0.0,0.0,0.0,28005.744545862362
Lung-AdenoCA::S.49,0.0,4336.340266842594,0.0,0.0,18672.105169558487,0.0,4715.830885024697,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.50,0.0,396.5689208051653,0.0,0.0,0.0,0.0,4641.8681270985535,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.51,500.49975604812545,637.8229030285682,0.0,0.0,7202.495726641979,0.0,438.20141965192875,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.52,0.0,5903.775424048122,0.0,0.0,11549.075621169057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.53,1193.5387488389572,1576.9864211106851,0.0,10390.8137413945,4743.661650592403,0.0,0.0,0.0,0.0,3608.53805165597,0.0,0.0
Lung-AdenoCA::S.54,1031.442276724213,849.5358066205699,0.0,23594.403523688085,0.0,0.0,0.0,0.0,718.7169665583293,0.0,0.0,0.0
Lung-AdenoCA::S.55,0.0,0.0,0.0,53917.738877460186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.56,0.0,3058.766124492879,0.0,123392.4807323373,0.0,0.0,19104.94438161203,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.57,0.0,0.0,0.0,0.0,0.0,0.0,3425.084389615778,0.0,1822.5468255116043,0.0,0.0,27098.9297049267
Lung-AdenoCA::S.58,663.9111517301351,0.0,0.0,0.0,6088.357182749935,0.0,0.0,0.0,0.0,0.0,0.0,3518.3748321025673
Lung-AdenoCA::S.59,0.0,9302.582242172359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.60,0.0,0.0,0.0,122232.3318780933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.61,0.0,792.5436505244512,0.0,11948.10246927121,24579.10353950732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.62,911.2552407078709,0.0,0.0,22211.43196504421,4881.740362524498,0.0,1321.689691537118,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.63,0.0,0.0,0.0,0.0,18040.013271259977,0.0,1517.9070532408045,0.0,0.0,4367.893274288147,0.0,0.0
Lung-AdenoCA::S.64,0.0,1450.914398946453,0.0,31664.336860915028,23523.068775487307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.65,0.0,4398.640643805189,0.0,7955.083106558171,0.0,0.0,1647.590016059811,0.0,0.0,0.0,0.0,6571.098416132554
Lung-AdenoCA::S.66,0.0,1927.19510901792,0.0,13286.813734140738,9199.11918211377,0.0,2471.170566022284,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.67,0.0,9851.502393176648,0.0,0.0,13915.717959006133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.68,0.0,0.0,17573.139801106732,87373.34977293223,0.0,0.0,3541.5594636279498,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.69,0.0,5775.567253381272,0.0,17011.849481695703,7668.763070120781,0.0,1283.3951001989315,0.0,0.0,3775.809901316867,0.0,0.0
Lung-AdenoCA::S.70,776.9186343178994,0.0,0.0,11380.728193385841,0.0,0.0,458.9436964850644,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.71,650.1799051530928,0.0,0.0,0.0,0.0,0.0,2025.8823688126754,0.0,0.0,0.0,0.0,18275.117290205435
Lung-AdenoCA::S.72,0.0,1360.3153131525626,0.0,0.0,2747.2440361748927,0.0,2493.6602913730894,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.73,0.0,0.0,4923.275103069912,19746.04705155871,0.0,0.0,0.0,0.0,0.0,3191.0796831370426,0.0,0.0
Lung-AdenoCA::S.74,0.0,10166.535184455322,0.0,20039.300631922837,15840.904581359278,0.0,0.0,1651.3991434864283,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.75,0.0,0.0,0.0,16970.848309996512,52258.88814505476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.76,281.0487913377171,0.0,0.0,0.0,920.6422207319503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.77,0.0,2731.713671434873,0.0,46360.30903608669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16849.679573990317
Lung-AdenoCA::S.78,0.0,0.0,0.0,0.0,5617.317750733652,0.0,0.0,0.0,0.0,0.0,0.0,4637.55164200619
Lung-AdenoCA::S.79,1091.4962120005048,0.0,0.0,0.0,5761.5725105078845,0.0,0.0,0.0,0.0,0.0,0.0,1502.4761193900406
Lung-AdenoCA::S.80,168.2266559488503,0.0,0.0,0.0,2140.8177847822403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.81,0.0,0.0,0.0,27122.74266031424,12864.413141625555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.82,0.0,0.0,13362.50386798188,12092.416166793977,0.0,0.0,1752.5051682864405,0.0,0.0,3037.663480922361,0.0,0.0
Lung-AdenoCA::S.83,0.0,0.0,0.0,0.0,7676.585181460194,0.0,6626.588976640213,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.84,0.0,2066.315894640325,0.0,56383.44184664817,0.0,0.0,0.0,0.0,0.0,10855.461440580479,0.0,0.0
Lung-AdenoCA::S.85,0.0,3941.3961017839456,0.0,8051.185202488986,6700.0431633320495,0.0,1302.7356722936343,0.0,0.0,2462.1233430191114,0.0,0.0
Lung-AdenoCA::S.86,0.0,0.0,0.0,17001.095360423922,2394.9700286537627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.87,533.389258411723,0.0,4310.345802577731,0.0,0.0,0.0,2680.351060598992,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.88,0.0,0.0,0.0,11798.02799038134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9229.870919898467
Lung-AdenoCA::S.89,0.0,0.0,0.0,25262.752945307973,0.0,0.0,0.0,0.0,1399.6244211481635,0.0,0.0,12728.023188486542
Lung-AdenoCA::S.90,733.4257363136016,0.0,0.0,0.0,7926.163199952585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.91,778.4117532388811,0.0,0.0,2186.5982452059143,1534.628495138313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.92,0.0,3158.804055952836,0.0,40469.146595759055,8744.724446834522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.93,0.0,2664.220647878577,0.0,50793.459459410726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.94,710.652859000775,0.0,0.0,1778.318562856663,0.0,0.0,3370.058179212325,0.0,0.0,0.0,0.0,9803.374074539086
Lung-AdenoCA::S.95,0.0,4373.546905523986,0.0,7111.614775766921,0.0,0.0,0.0,0.0,0.0,2057.846904864706,0.0,8146.840421217703
Lung-AdenoCA::S.96,0.0,0.0,0.0,53349.896958767014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.97,0.0,0.0,0.0,0.0,25815.08855291827,0.0,10049.234447099174,1542.3584699943265,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.98,662.8699137456567,0.0,0.0,0.0,4982.809577689546,0.0,0.0,0.0,0.0,523.7852257032575,0.0,0.0
Lung-AdenoCA::S.99,0.0,0.0,0.0,29574.44171046852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.100,0.0,2437.74925824752,0.0,0.0,24107.084284289667,0.0,0.0,0.0,4889.975773366202,0.0,1669.639015202785,0.0
