Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::MSI-H.S.1	66108	0.978	13342.962	20.184%	2443.268	21.121%	0.03181	0.967
ColoRect-AdenoCA::MSI-H.S.2	86316	0.97	20013.051	23.186%	4374.76	24.139%	0.04238	0.961
ColoRect-AdenoCA::MSI-H.S.3	75723	0.968	17986.701	23.753%	3995.082	25.212%	0.03977	0.958
ColoRect-AdenoCA::MSI-H.S.4	95328	0.961	20789.059	21.808%	4262.943	27.678%	0.03688	0.935
ColoRect-AdenoCA::MSI-H.S.5	109925	0.981	18572.902	16.896%	3735.554	19.658%	0.02757	0.97
ColoRect-AdenoCA::MSI-H.S.6	126204	0.979	24122.567	19.114%	4652.3	20.496%	0.02864	0.969
ColoRect-AdenoCA::MSI-H.S.7	90551	0.989	14348.597	15.846%	2698.865	14.881%	0.024	0.985
ColoRect-AdenoCA::MSI-H.S.8	118569	0.985	23224.784	19.588%	3369.214	17.061%	0.03572	0.977
ColoRect-AdenoCA::MSI-H.S.9	126055	0.982	23117.417	18.339%	4394.132	18.938%	0.03067	0.974
ColoRect-AdenoCA::MSI-H.S.10	117069	0.984	18423.592	15.737%	3207.465	17.886%	0.01953	0.971
ColoRect-AdenoCA::MSI-H.S.11	23210	0.963	5145.993	22.171%	994.458	26.914%	0.03676	0.937
ColoRect-AdenoCA::MSI-H.S.12	131736	0.982	21829.501	16.571%	4260.549	19.088%	0.02843	0.971
ColoRect-AdenoCA::MSI-H.S.13	93479	0.981	19538.998	20.902%	3415.5	19.676%	0.03449	0.973
ColoRect-AdenoCA::MSI-H.S.14	58676	0.971	13135.257	22.386%	3329.088	24.063%	0.05784	0.964
ColoRect-AdenoCA::MSI-H.S.15	102986	0.988	18078.884	17.555%	4357.699	15.6%	0.02306	0.986
ColoRect-AdenoCA::MSI-H.S.16	152878	0.973	33714.667	22.053%	6199.808	23.104%	0.03625	0.959
