Sample,SBS1,SBS2,SBS5,SBS13,SBS22,SBS29,SBS40,SBS41
Kidney-RCC::S.1,352.96109444481436,0.0,564.4236778713594,249.36252388518,0.0,0.0,4436.406385045322,185.97118007462944
Kidney-RCC::S.2,302.77411695407807,0.0,368.96710638647676,62.440440283131636,0.0,86.31566754894544,2233.6259428511785,147.41271514326428
Kidney-RCC::S.3,162.07214270293312,27.063811628965233,3058.463505831127,0.0,0.0,0.0,5660.097054836175,312.8096275621276
Kidney-RCC::S.4,454.2929281305069,0.0,1110.312225854153,0.0,0.0,0.0,3432.920094166578,93.51396972204624
Kidney-RCC::S.5,74.14052791219163,0.0,1444.860000289326,0.0,0.0,74.49149824739997,1531.2666809031666,629.9527211698434
Kidney-RCC::S.6,288.4325762534787,68.0421628182369,860.7431067670396,64.43199127919029,0.0,126.80305616865996,4580.929613935156,0.0
Kidney-RCC::S.7,104.41387679885473,0.0,1450.941467047774,0.0,61.023341573017035,210.91233564264468,6424.348489876008,123.49895003546145
Kidney-RCC::S.8,117.80543708609648,4.889693757332056,182.32350364130536,0.0,0.0,6.755527740114501,0.0,0.0
Kidney-RCC::S.9,549.8789295799708,0.0,0.0,0.0,0.0,0.0,1695.1984645954785,24.354514676684634
Kidney-RCC::S.10,159.85125448424324,130.85951452212242,970.4959849343965,0.0,0.0,59.41560494886277,5408.568706185004,543.1660115451255
Kidney-RCC::S.11,59.99054028320622,57.49516304466776,918.0609105007749,0.0,0.0,0.0,1207.3492570389667,0.0
Kidney-RCC::S.12,145.3119936967088,0.0,0.0,95.51240257574915,0.0,0.0,4451.800004326588,277.8717239807913
Kidney-RCC::S.13,237.48930534207938,0.0,0.0,0.0,16070.22332045456,306.97225724837693,6277.112869361792,415.07566610577805
Kidney-RCC::S.14,196.1015635614706,0.0,583.714208482176,0.0,0.0,181.15172875385193,4400.237798176378,153.32343282859858
Kidney-RCC::S.15,156.3216246389443,0.0,707.2272799853885,38.21212669773477,0.0,0.0,1443.976537840834,46.34465021122148
Kidney-RCC::S.16,563.943346231094,0.0,138.5730975675401,0.0,0.0,0.0,2824.635884159735,51.22671474894477
Kidney-RCC::S.17,333.30016380650534,0.0,0.0,50.173758190236484,0.0,0.0,2513.8439106324295,205.66246158117383
Kidney-RCC::S.18,50.12223402288847,117.73086895387588,1591.5742006020973,0.0,0.0,126.39972346418085,2183.3688924725525,176.6291005623033
Kidney-RCC::S.19,164.3834089635232,0.0,442.7712065311083,42.39869555146509,0.0,95.84028682387942,1759.48889068384,26.696009531818294
Kidney-RCC::S.20,276.1514603519144,56.511362437085864,1091.3901639522205,0.0,58.67738388848626,0.0,5514.58127236167,219.7625094574016
Kidney-RCC::S.21,332.81810113054877,0.0,0.0,0.0,0.0,0.0,6254.980666289237,576.6784500539272
Kidney-RCC::S.22,81.90452456090107,0.0,730.6335709560287,42.25144125949323,0.0,0.0,1593.035500674169,0.0
Kidney-RCC::S.23,121.95580517095945,60.0461343274502,1000.3986857916522,0.0,0.0,45.99386979353649,2668.033928388711,701.0962215967514
Kidney-RCC::S.24,38.03734929595978,0.0,1358.1415103669217,0.0,0.0,0.0,2584.1603553642403,288.8283367152933
Kidney-RCC::S.25,283.8324342623147,0.0,799.9436284700539,38.653719511467045,0.0,0.0,6439.9145530260985,211.54424323981206
Kidney-RCC::S.26,513.0134903542346,0.0,1067.7262640938861,0.0,0.0,0.0,5721.56595091488,0.0
Kidney-RCC::S.27,542.6840860248058,190.2243581579399,503.85580578512605,0.0,34.67969599910661,114.80223232626973,3239.8147489536755,0.0
Kidney-RCC::S.28,239.83510617710422,0.0,555.4517352727663,0.0,0.0,558.0186744516213,5525.24032973193,0.0
Kidney-RCC::S.29,111.87952971647087,24.428109934361125,2241.956488968834,24.194835654194712,0.0,0.0,1668.4584179372932,0.0
Kidney-RCC::S.30,130.6095059571511,0.0,1563.3352035457317,31.348172750878227,0.0,0.0,2046.1875910070046,0.0
Kidney-RCC::S.31,196.14211527005327,0.0,1446.9599506116865,0.0,0.0,153.66807318752166,6285.995658350289,0.0
Kidney-RCC::S.32,207.77313456815747,0.0,469.600476782015,0.0,0.0,0.0,2854.2679648129765,0.0
Kidney-RCC::S.33,399.77712473433894,117.89517647072829,957.2939934464988,0.0,0.0,0.0,3887.3742432825193,118.56459925008562
Kidney-RCC::S.34,215.17580397924695,0.0,962.6320306154886,0.0,0.0,0.0,2877.483536432019,0.0
Kidney-RCC::S.35,351.26934662232105,29.64031457185535,283.9682209914443,0.0,0.0,0.0,5204.213987824497,818.3523288488935
Kidney-RCC::S.36,119.52714734231036,1.6899577212574173,185.17826723970435,0.0,0.0,0.0,0.0,0.0
Kidney-RCC::S.37,104.7905107799972,0.0,1288.5090210627036,0.0,0.0,147.9584061643732,4128.877658368698,83.51777684898619
Kidney-RCC::S.38,114.66088011294372,0.0,1126.9770394409436,0.0,0.0,119.46402372966404,2363.5800940270265,59.39282360400684
Kidney-RCC::S.39,200.00907459334647,195.19793166075598,304.2929615108449,375.37068642471286,79.8505951669346,611.8618875958549,5670.655776284416,368.6595134990484
Kidney-RCC::S.40,51.85448520363384,68.3987348063617,0.0,45.22896191092516,27.842754674883462,29.81614255567496,2010.4028958679387,0.0
Kidney-RCC::S.41,208.20182665511246,120.30142766733685,972.5488496909037,49.04487762394731,0.0,0.0,4683.753216745407,1015.3555381174689
Kidney-RCC::S.42,162.9463780128967,37.20355556801929,759.7475686674464,0.0,22.73966276881247,0.0,2757.7805717568212,0.0
Kidney-RCC::S.43,563.5620557531621,0.0,934.813317748653,0.0,48.45369779390747,97.04352012436671,2633.4624947967577,0.0
Kidney-RCC::S.44,274.2145868841861,59.664306187871915,546.052183572256,0.0,0.0,43.38453433913015,1909.6040020227558,640.1441990248358
Kidney-RCC::S.45,160.7406225361605,55.86097203826249,336.55571187225473,0.0,0.0,0.0,3663.695128414398,0.0
Kidney-RCC::S.46,120.56066716132894,0.0,1225.541866801959,0.0,0.0,0.0,2453.3985502694436,0.0
Kidney-RCC::S.47,349.76472806848494,0.0,874.6052135660434,0.0,45.77983883744752,0.0,3466.2195433124716,0.0
Kidney-RCC::S.48,152.28404096048803,0.0,827.2302606670357,0.0,0.0,0.0,2837.7674991723648,0.0
Kidney-RCC::S.49,244.00046917531998,41.96606800741724,2531.4334728374497,16.18652152185068,0.0,43.34511476343736,2059.19370898642,0.0
Kidney-RCC::S.50,130.11528667002716,0.0,624.8075434958298,63.58786613748672,0.0,129.89668262029937,1851.5214013105503,49.36482367276828
Kidney-RCC::S.51,248.9348450947775,0.0,2750.5649862216846,0.0,45.45614845636286,40.72261514921974,0.0,0.0
Kidney-RCC::S.52,503.5136472292397,0.0,361.2362152184852,0.0,33.92550490501683,83.91619776624191,3056.1510485185095,383.1014289257887
Kidney-RCC::S.53,126.48899570871218,0.0,729.2408748249846,36.08899130243395,0.0,32.24804607911076,2561.6877735233743,0.0
Kidney-RCC::S.54,310.52733282141793,0.0,590.1626816890558,0.0,155.90336589685296,0.0,6711.824901096012,0.0
Kidney-RCC::S.55,160.20375532666623,0.0,276.9005894259951,53.93350626275543,0.0,0.0,3028.725598737974,0.0
Kidney-RCC::S.56,242.40559591093398,0.0,1285.355259372116,39.08449451685433,0.0,187.44176946663757,3453.301240535072,806.066959302919
Kidney-RCC::S.57,384.5866612143507,0.0,1309.4132387260324,0.0,53.672414793405785,0.0,6026.786933872903,263.9281969985135
Kidney-RCC::S.58,167.0724853032369,29.044703998681303,1126.0037186837887,0.0,44.72177188703797,78.19631378638803,2119.5240241420465,41.401188944937424
Kidney-RCC::S.59,86.30629089912723,73.03498110165116,645.3933172283539,62.30226987025672,0.0,157.47065576352065,3539.6462010631435,0.0
Kidney-RCC::S.60,280.169620363236,13.241560449437818,517.546314575074,0.0,12.634386287628235,14.820664960326173,878.275019026884,0.0
Kidney-RCC::S.61,435.85382569815624,0.0,1670.16869994,0.0,0.0,203.36837669224624,6157.307811816677,96.12587582014869
Kidney-RCC::S.62,339.1638792299782,136.86576050612635,874.4417272061627,0.0,0.0,0.0,5918.431300007527,195.70894704334998
Kidney-RCC::S.63,336.3214525110587,0.0,0.0,344.79484512008503,0.0,160.29262961463002,4258.270430706372,0.0
Kidney-RCC::S.64,65.66945096893996,15.74648757027423,713.7264796598778,0.0,0.0,0.0,2083.9589076211737,0.0
Kidney-RCC::S.65,118.08890805161393,0.0,1315.2314132643962,78.66119194174941,42.680754779791776,224.2467234215971,4694.009999162821,0.0
Kidney-RCC::S.66,538.7931524898507,125.17399226945395,3746.7153701126463,0.0,95.18356521100412,246.11971617475876,8394.26534581538,180.37305779530539
Kidney-RCC::S.67,429.4294177100004,52.87625272223504,763.4828200735279,0.0,50.50261965917227,0.0,1313.226906056888,0.0
Kidney-RCC::S.68,176.34793327792946,83.6421747494044,0.0,0.0,0.0,0.0,4411.031124968656,207.5502799518018
Kidney-RCC::S.69,31.44324901080115,0.0,878.4543701145807,43.77304896392327,0.0,178.1269133900451,2469.459846912718,0.0
Kidney-RCC::S.70,515.7331802446639,0.0,1360.4893688071277,117.71303639597808,0.0,0.0,4004.6678111977567,63.76979806963931
Kidney-RCC::S.71,215.5371248111445,0.0,0.0,0.0,0.0,236.74710067049386,3596.29381074813,244.3017667648547
Kidney-RCC::S.72,265.1897288437937,0.0,386.25120602172257,0.0,69.17866480062506,41.019393850753914,4590.944834833872,46.46762407621501
Kidney-RCC::S.73,213.22296512847927,0.0,1756.2089131587766,0.0,0.0,0.0,6963.1192290323825,561.0793576978136
Kidney-RCC::S.74,407.6767173891961,0.0,1852.7400367822643,0.0,0.0,0.0,2005.4715888318076,0.0
Kidney-RCC::S.75,142.94255631787505,0.0,753.1660409008495,98.09093929142631,0.0,268.0817926549403,7023.726662171908,256.0416614349767
Kidney-RCC::S.76,87.22966682655725,0.0,778.7197003909776,186.72199057964625,1055.524374827012,0.0,3574.9727003621965,0.0
Kidney-RCC::S.77,185.6175945932031,0.0,637.3436035105753,0.0,0.0,318.15910755767186,4655.152265318441,0.0
Kidney-RCC::S.78,288.6058490787342,0.0,1688.4033045692904,0.0,0.0,124.32170546077543,733.0150809449693,0.0
Kidney-RCC::S.79,0.0,0.0,1830.1655974787434,57.18069932628403,0.0,0.0,3643.5155199217015,0.0
Kidney-RCC::S.80,202.0310048889411,12.03993527805,0.0,14.900363885929835,0.0,112.49545384884773,4358.5583500985895,140.3413615248429
Kidney-RCC::S.81,32.94612377561715,29.29489419148597,633.8587069332685,0.0,24.729177629030872,291.0790288088212,2455.9910037785785,0.0
Kidney-RCC::S.82,245.57469440470234,0.0,69.37741699016874,14.322775619837865,16.827463144598116,96.98424415080258,2761.1903014893433,0.0
Kidney-RCC::S.83,122.12835056532914,32.10787716547448,549.006382535701,19.570174879302847,31.77760560581267,0.0,3016.4950692362963,0.0
Kidney-RCC::S.84,511.5555814377702,0.0,1148.1676226909965,0.0,0.0,79.05622704970551,6379.895520971703,201.62634383977843
Kidney-RCC::S.85,85.82912471325415,0.0,2343.863122528709,507.4651398944621,0.0,0.0,206.27689998002012,205.4609638033181
Kidney-RCC::S.86,106.85809898157349,0.0,193.9437407673091,0.0,31.513028743201843,199.79825334638707,4369.6189582576235,467.1559430864408
Kidney-RCC::S.87,211.87680953396043,76.83638874761012,461.02677019516534,32.2675568955935,0.0,93.14692285723578,3222.0202548906714,441.77969118793305
Kidney-RCC::S.88,255.7230650979896,0.0,0.0,0.0,4471.606639450831,0.0,7837.038323169297,0.0
Kidney-RCC::S.89,124.724250212563,164.05921965162014,917.7879179936987,9.521888667991309,0.0,26.378906239341706,1392.644348271906,33.32107443829378
Kidney-RCC::S.90,300.6506192742132,0.0,816.5156473480313,77.1030224009121,0.0,128.06823083650806,3972.328241579507,0.0
Kidney-RCC::S.91,335.3345749155551,0.0,1177.103074916256,34.41605899218645,0.0,64.74597755593345,2746.217757463562,0.0
Kidney-RCC::S.92,241.46503438817422,0.0,170.51826619639488,101.21147404683674,0.0,0.0,1525.5516613351988,81.4581679848175
Kidney-RCC::S.93,238.5756549516574,0.0,378.12089343085717,129.7392037137437,0.0,0.0,4216.954754653028,0.0
Kidney-RCC::S.94,305.00233721056395,21.76118352316165,67.42012415616975,0.0,0.0,0.0,2761.115744358418,0.0
Kidney-RCC::S.95,79.45343448848,0.0,2259.7479217315167,122.6366079821084,56.18958527137593,0.0,8659.224244295587,0.0
Kidney-RCC::S.96,254.95228853163718,0.0,977.5338504696766,0.0,0.0,0.0,3264.8191893982444,52.22090301452022
Kidney-RCC::S.97,139.11323897227123,0.0,1103.0037332211348,0.0,49.8377509902598,182.58244105783555,2603.5263912288474,166.421145071708
Kidney-RCC::S.98,234.30580700850126,0.0,458.41291011736354,0.0,0.0,0.0,8837.269861212837,0.0
Kidney-RCC::S.99,219.44959185535168,0.0,1879.0906015372216,0.0,14132.670086910084,265.02070579062917,1400.3786314473623,0.0
