Sample,SBS1,SBS2,SBS3,SBS5,SBS8,SBS13,SBS18,SBS35,SBS39,SBS40,SBS41
Ovary-AdenoCA::S.1,469.0237347993764,0.0,4216.579303416136,1598.553075235948,0.0,0.0,96.84184400138408,141.0320325181825,0.0,0.0,159.2260273926603
Ovary-AdenoCA::S.2,996.0098294234971,0.0,2742.7047336695177,277.99683939143057,0.0,0.0,1135.4816021708543,0.0,242.28044028063587,2057.547677295927,83.42082171480988
Ovary-AdenoCA::S.3,766.8014738252972,0.0,2021.162292175564,1570.6314199988917,0.0,0.0,490.96698274504325,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.4,571.0424092349587,153.919115199399,1719.2075133951362,1520.4611994377865,0.0,459.67143659323943,0.0,0.0,0.0,758.136385446496,0.0
Ovary-AdenoCA::S.5,423.11639828846984,0.0,7470.358399493238,1808.3290888605459,0.0,474.29107357245294,0.0,768.6867763306872,0.0,4501.388492281254,0.0
Ovary-AdenoCA::S.6,268.5878262829642,286.46967893369794,6623.342501543351,1715.2932379047977,0.0,0.0,790.1393651563056,128.8836919923219,0.0,0.0,0.0
Ovary-AdenoCA::S.7,453.7397815565221,271.6324436828274,2376.650462452145,2165.2965816816045,0.0,0.0,0.0,126.99684316085008,349.07566786690177,0.0,0.0
Ovary-AdenoCA::S.8,389.38938179561967,21.905177219752833,2190.936703694996,2686.255430907473,0.0,0.0,103.2017294584184,0.0,0.0,319.19524107834474,0.0
Ovary-AdenoCA::S.9,582.0764022988232,0.0,3638.5836378785775,0.0,165.10192384440506,503.6232528661659,1212.4042305035175,0.0,321.1222786281767,1140.9061770937928,0.0
Ovary-AdenoCA::S.10,290.8274576457293,0.0,2549.6484310568067,0.0,0.0,1183.1263809438312,0.0,0.0,0.0,3351.8264147334185,136.03054674704887
Ovary-AdenoCA::S.11,532.9134720920129,105.16140000443512,5827.1379080161505,310.3695223389339,273.0450505793614,105.11689920904568,0.0,0.0,507.5463541006135,2067.8758559577764,198.0513446318207
Ovary-AdenoCA::S.12,307.16956315473504,73.76027132210034,1739.6362789143545,1428.806249870595,0.0,0.0,0.0,146.5163339702731,0.0,0.0,94.85908672133395
Ovary-AdenoCA::S.13,791.0057940001689,1456.0836377526955,2871.3614847199883,873.3486269214862,0.0,506.57764174641267,0.0,462.25587600972375,0.0,3494.056215164139,0.0
Ovary-AdenoCA::S.14,581.3230394162264,69.78308229958864,727.3032228263559,986.0724535113944,321.837497058028,0.0,816.197927750662,0.0,323.9376229707211,2475.619723610354,305.93044329267593
Ovary-AdenoCA::S.15,286.702292962421,108.43328918226187,1490.245407792183,2318.023349759946,168.06870766310018,0.0,466.7053234178761,0.0,0.0,4590.511921735242,0.0
