Mutation type,Stomach-AdenoCA::MSI-H.S.1,Stomach-AdenoCA::MSI-H.S.2,Stomach-AdenoCA::MSI-H.S.3,Stomach-AdenoCA::MSI-H.S.4,Stomach-AdenoCA::MSI-H.S.5,Stomach-AdenoCA::MSI-H.S.6,Stomach-AdenoCA::MSI-H.S.7,Stomach-AdenoCA::MSI-H.S.8,Stomach-AdenoCA::MSI-H.S.9,Stomach-AdenoCA::MSI-H.S.10,Stomach-AdenoCA::MSI-H.S.11,Stomach-AdenoCA::MSI-H.S.12,Stomach-AdenoCA::MSI-H.S.13,Stomach-AdenoCA::MSI-H.S.14,Stomach-AdenoCA::MSI-H.S.15,Stomach-AdenoCA::MSI-H.S.16,Stomach-AdenoCA::MSI-H.S.17,Stomach-AdenoCA::MSI-H.S.18,Stomach-AdenoCA::MSI-H.S.19,Stomach-AdenoCA::MSI-H.S.20,Stomach-AdenoCA::MSI-H.S.21,Stomach-AdenoCA::MSI-H.S.22,Stomach-AdenoCA::MSI-H.S.23,Stomach-AdenoCA::MSI-H.S.24,Stomach-AdenoCA::MSI-H.S.25,Stomach-AdenoCA::MSI-H.S.26,Stomach-AdenoCA::MSI-H.S.27,Stomach-AdenoCA::MSI-H.S.28,Stomach-AdenoCA::MSI-H.S.29,Stomach-AdenoCA::MSI-H.S.30,Stomach-AdenoCA::MSI-H.S.31,Stomach-AdenoCA::MSI-H.S.32,Stomach-AdenoCA::MSI-H.S.33,Stomach-AdenoCA::MSI-H.S.34
AC>CA,7.284253771722301,5.276566069225158,8.609734744770357,1.5193504630359862,3.930770349801986,4.761726055117698,3.3074660825729834,3.8291270744089467,3.6791406790328174,4.604706846687361,5.6644715489794635,12.238205413442923,2.7579234919548705,1.761560712478532,1.6176954991870756,6.1335175255732635,6.427458231466924,4.275417811320688,3.358109860615349,10.356338023304621,1.9036929147164405,2.6923757473936765,3.528573214660356,2.8771078782745816,2.7489951453495,3.6707825097072577,5.66039817646168,5.983236258738318,4.93063688479489,6.579990121514774,6.454372918999876,10.335530241148753,1.5519429199264554,2.5918239594075483
AC>CG,0.8905994092288736,0.38450962608952577,1.050695409062872,0.1531406467520417,0.4313099048986048,0.5467658633011918,0.29553185947922567,0.4437973469128743,0.3390929536264068,0.5049315899132044,0.6481764676636842,1.4969542937446765,0.31830879152561914,0.15114014592900873,0.17507909938032995,0.7925264372308768,0.7238939598156208,0.5043380732048296,0.37336974480571256,1.3188329413272588,0.2095573013285606,0.33836309039523044,0.3045425606991138,0.31790071249611535,0.36173474777653636,0.36200457062269137,0.5360441885997698,0.7170210715991686,0.45826713326596447,0.7336198616496072,0.6355623858455323,1.4062863878851386,0.17206467114616508,0.24198862362857188
AC>CT,2.6596100652919725,5.004685868182351,3.5396488922769276,1.3409834469171764,2.6690209259186246,2.612092760120429,3.3751010231094547,1.5769722911604227,2.9383543002639434,2.667080049418768,3.492351938684328,5.982487644465634,0.9852991700141119,1.188981183942123,1.157508632910458,1.8766857175819103,2.8762412706647495,2.078097912638152,2.2238500627490603,3.669304937375811,1.3438779092982611,0.9314076268068903,3.255742825766085,1.4055338895127987,0.9715102954191904,2.817324836337104,4.23882952216344,3.383599556515687,4.084577103356215,2.80000819289927,3.7855651441239084,3.064038493179973,0.5139241392055052,1.4731227680033803
AC>GA,2.1092236746452095,4.018722343360126,2.1419611527523363,1.165597535251057,2.3635599470046813,2.2465608941585504,3.0430205742099963,1.4735000404975684,2.7603116052628547,2.3886911238356783,3.019061956280339,4.830063552826072,0.8914385051432923,1.1289011962947375,1.0050850997854417,1.534972727624505,2.71015832924984,1.8845891535309367,1.91263461400045,2.857343193261674,1.1532225036819124,0.816712351297057,3.078198124489729,1.3230150352885945,0.7483236842833578,2.243667838135181,4.017670330880381,2.7899451104155357,3.7546814984201413,2.7099826827825053,2.482912819383321,2.1973855698732163,0.5489422351732602,1.5337245568272104
AC>GG,0.4401968618395924,0.9311925504513654,0.4810597638182758,0.32634581738161744,0.6284112197116597,0.5717928270227919,0.8348019331023496,0.31925834745864673,0.6920681432075368,0.5867955281375168,0.8076201796071484,1.2744739988784886,0.16351873829312844,0.23731928205307368,0.27262399799841075,0.3445546813202588,0.5866118432282362,0.45826239402435326,0.5136085845085991,0.6750387595903037,0.3160484530893863,0.18090463659001235,0.790131627290327,0.29858091861069674,0.1933549593715616,0.5742604929962841,0.9874935573630221,0.7672206153802833,0.9624649717777352,0.5643749427439775,0.48022988559328317,0.5718632604567162,0.08896690845874021,0.30668064887307805
AC>GT,1.959211517927862,4.963810389992947,3.429366368534732,0.5558338866430053,1.0764917390972017,1.4190681896430637,1.4523521706790343,1.1508974891328245,1.8069534462732746,1.6016031583000347,1.4159883346607756,2.7715201531712426,0.9713632020474348,1.1907266816294442,0.5196421114296004,1.0953533103772422,2.096102475089721,0.851307193003145,1.0000086179651912,2.1569676613332285,0.5729675703802993,0.4505867934031836,1.7177143984762226,1.0056463162456617,0.3575974713809012,2.0368783357891007,2.5588249021386282,1.3382840973801438,2.3569386009165076,2.353267992632804,4.880952032892211,1.026157132668816,0.6088029989861905,1.264967998237994
AC>TA,1.1764441589226144,4.751791610838068,0.9384460243398377,1.7876956279631218,3.2500681611884827,2.6363726664972056,4.763916027498747,1.1513881048699308,3.6506352589197637,2.7564838200783552,4.008313679282452,5.41678531319416,0.3941985477489118,1.1123256957158363,1.4150666319745988,0.7378248760703094,2.327612121230368,2.0852541951068027,2.590153239394724,1.8768639552940005,1.6329048570776499,0.5727513685513808,4.400177797092663,1.2614264197286336,0.6120518870792248,2.854891587046031,5.171933252553808,3.6084250972466365,5.145030254563764,2.0545090079622734,1.4482405009088626,1.2328977974486584,0.29713207574930645,1.4882918964055813
AC>TG,0.28390992728419756,1.9886180997923044,0.16833091848357104,0.7623202805202359,1.3390218043354216,1.016761772638339,2.041674052632371,0.38196719743514757,1.5211830555244468,1.0863450205970095,1.6228245002033197,2.057614211076146,0.07694257335073043,0.4358510898522438,0.584364575115293,0.12616357463631162,0.8086672513623332,0.7870051467729863,1.0596569731029446,0.5099630125605414,0.6754135101905745,0.16447272570836435,1.8639724238945412,0.46107053029126865,0.1867339812415386,1.1822857580156925,2.1303021967099887,1.4429758958925867,2.1567359744633565,0.6826902890197936,0.4647509682992657,0.22474148247916637,0.02740307057770078,0.5437445490682605
AC>TT,0.5629318277121869,4.971554365691129,0.29747062387757806,1.8771718387149248,3.2756027442721254,2.5202519913589656,5.085352618726609,0.8639949058511589,3.7395336700011925,2.671412268160703,3.9573743585706356,4.885844839335313,0.1346127651819921,1.0702013444425442,1.4466517805988481,0.14926414628440188,1.9326745473079432,1.8894143843274922,2.598024972074438,1.0125523717269778,1.6643976326411576,0.34755239108664987,4.60816311435056,1.1120166279420745,0.4000198747459593,2.9091617655840083,5.248970159774047,3.4776432714191334,5.31620630716376,1.5637826434654172,1.1361302701356486,0.2910239101963933,0.23963379263302703,1.4175711311453185
AT>CA,1.9793639474887512,2.483318010588045,2.19312176422205,0.65094634055617,1.435237392513027,1.7043296969780861,1.5823609666996823,1.3970822429654808,1.8235919537849181,1.7978873656885794,1.9656541233427587,3.7818274769433726,0.9387984137536929,0.8802726099788429,0.635180090243489,1.7701939560750213,2.3818103997825184,1.321681912042847,1.2373585559511942,2.9150997800474636,0.7208049107927278,0.7483078264175639,1.7692035673110882,1.1410066674385653,0.714528386803622,1.4223922158421602,2.6336394571160184,1.9579067445825176,2.3587114158413627,2.6192788523470494,2.0465013567427413,2.5051696051721746,0.6266664295629513,1.145538137487458
