Sample,DBS2,DBS3,DBS4,DBS6,DBS7,DBS8,DBS9,DBS10
ColoRect-AdenoCA::S.1,0.0,0.0,5.065526322167013,23.23851724214177,69.42507751571797,21.742136997255425,0.0,0.0
ColoRect-AdenoCA::S.2,9.445015973962354,5.933952623934425,17.50611780028573,0.0,28.856342775484638,1.7053373213038003,6.831899786030838,0.0
ColoRect-AdenoCA::S.3,36.258693580663845,11.807368076638522,1.2948527373714527,1.9240835750878216,63.033901555352806,1.1399658055015387,9.864301411526045,0.0
ColoRect-AdenoCA::S.4,12.505506422754845,1.597756380484683,8.354393897184764,29.67908275459653,28.957811300195754,0.0,6.949122059741378,0.0
ColoRect-AdenoCA::S.5,12.049264508142121,0.09022429071162992,3.8532942387223974,19.886995589396857,0.7194424513273915,0.0,28.602432564645856,0.0
ColoRect-AdenoCA::S.6,50.17366963644413,6.452911319770266,7.423575206810592,4.725055138680925,99.39313939289461,0.0,71.88221877552787,0.0
ColoRect-AdenoCA::S.7,25.66347327345497,7.408973552660217,8.37845804769894,5.62634758120326,73.16431637474412,0.0,13.14147537359007,0.0
ColoRect-AdenoCA::S.8,2.396212953660498,2.974835862708201,15.56454510643522,11.421754470231662,39.02166980302887,0.0,58.80880725562652,0.0
ColoRect-AdenoCA::S.9,22.56758050115037,0.17290408391706633,2.916345378360498,0.0,54.71395186541208,4.869973834844567,0.0,0.0
ColoRect-AdenoCA::S.10,12.073371892202639,0.0,5.082883990325298,0.0,451.88554667743676,0.0,0.0,0.0
ColoRect-AdenoCA::S.11,9.729006713220999,4.656613365680897,17.398059469502094,7.161429228640461,253.09841630590054,12.972161553726783,12.314712223260242,0.3940346862075415
ColoRect-AdenoCA::S.12,7.0953462005678,0.0,3.5163727074928173,0.0,120.81591344559294,0.0,0.0,0.0
ColoRect-AdenoCA::S.13,4.171395769159272,0.0,55.721489636999294,10.455975248211766,0.0,0.0,88.73928862649181,0.0
ColoRect-AdenoCA::S.14,24.397468760226086,5.54736448504855,21.214072781915274,1.1382857967264903,0.0,0.0,0.0,3.7703648165962886
ColoRect-AdenoCA::S.15,66.96532391639734,8.60952342768441,10.036988613600437,8.73563733230318,44.01901170294687,0.0,21.758816242244258,0.0
ColoRect-AdenoCA::S.16,16.512868798506915,0.0,0.43504997026463743,34.714459573503284,205.0474489926941,51.736200727810555,16.690231149188552,0.0
ColoRect-AdenoCA::S.17,9.238237824020542,0.0,39.71038977948655,0.0,9.757484512368647,2.86929506516918,0.0,0.0
ColoRect-AdenoCA::S.18,49.438426415077885,9.574707825734624,17.80164364059477,1.9393284662405996,59.532864327691456,5.123780814612155,11.138874623087426,0.0
ColoRect-AdenoCA::S.19,17.369178427598815,0.0,15.786152627993353,2.552661863039599,53.446450593578376,0.0,3.9444397427490294,0.0
ColoRect-AdenoCA::S.20,51.68979042643763,1.1134441949526965,13.683672513026558,0.0,14.083759624059656,4.428545200516894,2.277368729637886,0.0
ColoRect-AdenoCA::S.21,23.585724272214012,0.0,3.8326024655667847,30.999396903372077,0.0,0.0,19.383841533173033,0.0
ColoRect-AdenoCA::S.22,3.846719629347418,0.6875458607185527,0.0,13.824511752582511,229.7081336610423,0.0,21.92284383980757,0.0
ColoRect-AdenoCA::S.23,58.03518059205395,0.0,12.33932873032479,0.2063505146509475,49.37571628501339,0.0,1.3109800541051686,0.0
ColoRect-AdenoCA::S.24,0.0,0.0,13.818214013236442,32.55217688955805,0.281302022771391,0.32591316841501455,38.56844328938541,0.0
ColoRect-AdenoCA::S.25,7.545242228450252,0.0,5.637730723909458,28.91472755579802,144.83753742421789,0.0,4.62137186220796,2.2956986824461643
ColoRect-AdenoCA::S.26,17.491295731934056,1.8332984959926513,8.942558947610628,0.0,0.0,0.0,0.0,0.0
ColoRect-AdenoCA::S.27,5.303532167963506,0.0,43.51613881395797,7.132932620294658,92.77919411387728,0.0,33.538782467592235,0.0
ColoRect-AdenoCA::S.28,0.5927780671030468,0.0,5.229832460693292,3.754257252955169,104.52479134042994,0.0,30.92840193583629,0.4847931980005692
ColoRect-AdenoCA::S.29,21.101045423965246,0.0,3.5222223650311397,0.0,243.26738282700302,0.0,0.0,0.0
ColoRect-AdenoCA::S.30,22.378052582454377,0.0,13.866119221055794,1.8594861527873028,74.63147377617652,0.4280522058839733,8.596840174692057,0.3268821645498503
ColoRect-AdenoCA::S.31,35.01610912549397,0.0,15.583046695607264,0.0,103.9017587938245,0.0,0.0,0.0
