Mutation type,Ovary-AdenoCA::MSI-H.S.1
DEL_C_1_0,155.4434062650434
DEL_C_1_1,57.36845393640387
DEL_C_1_2,20.983961748404187
DEL_C_1_3,45.936909918991454
DEL_C_1_4,39.75151346411
DEL_C_1_5+,134.90235469962184
DEL_T_1_0,175.74413170440528
DEL_T_1_1,92.18032324870914
DEL_T_1_2,169.90389669694719
DEL_T_1_3,267.0859994940866
DEL_T_1_4,447.89156192100154
DEL_T_1_5+,6062.519759679994
INS_C_1_0,0.45161146286974585
INS_C_1_1,2.679136211853608
INS_C_1_2,2.651218733442563
INS_C_1_3,9.805687521404021
INS_C_1_4,34.62725178824747
INS_C_1_5+,242.5675545770407
INS_T_1_0,35.02384785733952
INS_T_1_1,13.533598405181497
INS_T_1_2,28.94320179353538
INS_T_1_3,53.14490408184762
INS_T_1_4,154.87174332021684
INS_T_1_5+,6455.912553378271
DEL_repeats_2_0,39.34626715054247
DEL_repeats_2_1,81.42718796206005
DEL_repeats_2_2,27.34583019377564
DEL_repeats_2_3,10.389734220867798
DEL_repeats_2_4,7.9568191265929755
DEL_repeats_2_5+,16.17394972280427
DEL_repeats_3_0,15.200025200955517
DEL_repeats_3_1,90.40143037994675
DEL_repeats_3_2,26.057998150443023
DEL_repeats_3_3,6.66443282253773
DEL_repeats_3_4,4.444719281499992
DEL_repeats_3_5+,6.350538491619132
DEL_repeats_4_0,10.144306871433614
DEL_repeats_4_1,33.15883832617596
DEL_repeats_4_2,6.152793255541605
DEL_repeats_4_3,3.475961740267263
DEL_repeats_4_4,3.481629231163445
DEL_repeats_4_5+,3.0202141589212355
DEL_repeats_5+_0,15.1997566535095
DEL_repeats_5+_1,25.910854600499476
DEL_repeats_5+_2,4.570098166623644
DEL_repeats_5+_3,1.6434685192097824
DEL_repeats_5+_4,0.7430852974058447
DEL_repeats_5+_5+,0.8385470898314822
INS_repeats_2_0,10.523973378121827
INS_repeats_2_1,16.40699955496713
INS_repeats_2_2,14.896061304218453
INS_repeats_2_3,7.54092962644542
INS_repeats_2_4,35.754847206091604
INS_repeats_2_5+,232.61005946676804
INS_repeats_3_0,3.3515939030224184
INS_repeats_3_1,15.781470787024068
INS_repeats_3_2,2.8468754559680627
INS_repeats_3_3,1.24914259836741
INS_repeats_3_4,1.7187061555467447
INS_repeats_3_5+,22.91573169471016
INS_repeats_4_0,2.0370656946603165
INS_repeats_4_1,17.348114339458327
INS_repeats_4_2,0.9512413615101972
INS_repeats_4_3,2.1534566761097245
INS_repeats_4_4,4.178788971142276
INS_repeats_4_5+,23.977617277121713
INS_repeats_5+_0,3.7891398159418936
INS_repeats_5+_1,15.729129594012608
INS_repeats_5+_2,2.1897787837819314
INS_repeats_5+_3,2.5836502749389316
INS_repeats_5+_4,2.0189738022256294
INS_repeats_5+_5+,2.2096239576178607
DEL_MH_2_1,54.48888629076086
DEL_MH_3_1,12.101480860331433
DEL_MH_3_2,45.52173580536379
DEL_MH_4_1,10.097001888402115
DEL_MH_4_2,14.25630074637307
DEL_MH_4_3,15.439967415798105
DEL_MH_5+_1,12.77745011512673
DEL_MH_5+_2,12.777127527491542
DEL_MH_5+_3,11.16931874884261
DEL_MH_5+_4,8.976894792097356
DEL_MH_5+_5+,25.532599960680955
