Sample,DBS2,DBS4,DBS6,DBS7,DBS9,DBS11
Kidney-RCC::S.1,109.27262581054008,17.561598542074158,0.0,0.0,0.0,0.0
Kidney-RCC::S.2,10.631225056395756,16.353102661361,0.0,0.4093151983206916,56.49908344182518,0.0
Kidney-RCC::S.3,30.65023917176496,16.307022087294797,0.0,15.298045925669927,34.88060019411156,4.439311228628456
Kidney-RCC::S.4,14.434043735228231,4.611092031622859,0.46357306274920485,0.0,49.261496596899164,0.7302314886601095
Kidney-RCC::S.5,35.428569988428485,25.489975999482247,1.6402291891305052,0.0,84.39825150350522,0.0
Kidney-RCC::S.6,17.606530725065674,25.77365728484092,3.662139600651065,0.4031744336487319,48.93283105530123,0.0
Kidney-RCC::S.7,34.82570086113529,22.966773238980366,0.0,0.0,11.726454955494047,0.5502883018854767
Kidney-RCC::S.8,164.47439858118886,13.158480890059904,0.0,0.0,9.80542761968561,0.0
Kidney-RCC::S.9,1.5215563308622828,0.024608671212502285,0.0,0.0,0.169173686482804,0.17466443987185482
Kidney-RCC::S.10,23.930343337112646,71.05974402054518,11.829875830553487,2.5251341092477007,81.8861235833316,4.418935282408187
Kidney-RCC::S.11,4.713639008729275,0.874385533505828,4.468829633075916,2.1042095834865675,57.62180815198464,1.180914213595114
Kidney-RCC::S.12,63.583357139893636,38.69996611723144,0.0,0.0,23.396236314698267,1.994272618455613
Kidney-RCC::S.13,57.77945362348458,47.395748377460116,2.4760660900649962,2.829433438003845,0.0,0.0
Kidney-RCC::S.14,30.34711916483138,6.924335390563776,47.19292462637826,0.0,2.2118894336299046,0.200339269128776
Kidney-RCC::S.15,1.509910170452079,6.955754461164449,0.5409938567178755,2.369364753227871,40.566089694207115,4.675837160453748
Kidney-RCC::S.16,13.294549378222923,18.40328830890384,0.0,4.485467983403033,113.37371943959916,0.0
Kidney-RCC::S.17,18.56318553381899,39.70145633428467,0.0,1.4191568110423445,52.0949363381261,1.326884500839803
Kidney-RCC::S.18,29.83122672316965,5.738094167540114,0.0,0.0,0.0,0.41576303810438203
Kidney-RCC::S.19,27.792299001590603,20.943797995951776,1.8599721539793925,1.740632221185454,27.782611940744783,2.185777498054409
Kidney-RCC::S.20,87.79927064393874,21.0269640474608,0.0,0.0,2.5858197133582466,5.171649505490861
Kidney-RCC::S.21,11.62577813713729,87.59233252853613,0.0,0.0,134.23295903722868,28.18693834362446
Kidney-RCC::S.22,9.411326568658552,65.03813512672713,0.0,0.0,60.20759792902586,0.0
Kidney-RCC::S.23,40.999657810120794,3.8873024525616313,0.8262876844905117,10.103492132576141,35.86496870107743,2.480916589503643
Kidney-RCC::S.24,27.006425477578823,53.58699942851732,0.0,20.237533268159304,0.0,0.0
Kidney-RCC::S.25,25.088578855745098,9.733925992493967,7.46063819921058,2.3316693059689726,72.75611924296803,5.543356056132363
Kidney-RCC::S.26,2.278096485376158,12.801593525386956,0.0,1.592248886080637,97.57643001396501,0.0
Kidney-RCC::S.27,17.672524063512448,2.475080522447968,0.0,4.134151101601554,129.77044934444908,0.0
Kidney-RCC::S.28,30.142021930394783,0.0,0.0,0.4611703105586774,132.6518249405654,3.5279476829730396
