"Mutation type","ID1","ID2","ID5","ID14"
"DEL_C_1_0",0.000159889000761019,0.0048241160289447,0.0222021078667874,0.0120160090841121
"DEL_C_1_1",0.000773523003681714,2.21000001326e-05,0.0285472148287167,0.00194623201362362
"DEL_C_1_2",3.31000001575451e-18,3.11000001866e-06,0.0265969268404184,0.000683696004785872
"DEL_C_1_3",0.00190761300907961,0.00247207601483246,0.0141591219150453,0.000487468003412276
"DEL_C_1_4",0.000705990003360279,0.00385697602314186,0.00287342198275947,0.00207192101450345
"DEL_C_1_5+",0.00337011501604064,0.0146154240876925,0.00260244898438531,0.00237027601659193
"DEL_T_1_0",0.00131160500624281,0.0079059660474358,0.101481148391113,0.0183098031281686
"DEL_T_1_1",3.31000001575451e-18,3.9500000237e-18,0.106099610363402,0.000852559005967913
"DEL_T_1_2",0.000936453004457207,0.00703641804221851,0.114128463315229,0.010856423075995
"DEL_T_1_3",0.00229585501092751,0.0202347431214085,0.0889622074662268,0.0171839501202877
"DEL_T_1_4",0.00429142202042575,0.0471199252827195,0.0522595316864428,0.0133479030934353
"DEL_T_1_5+",3.31000001575451e-18,0.814697226888183,0.0306105228163369,0.038616999270319
"INS_C_1_0",3.31000001575451e-18,3.9500000237e-18,0.000542251996746488,0.454386958180709
"INS_C_1_1",3.31000001575451e-18,0.000227026001362156,0.00124289799254261,0.012777431089442
"INS_C_1_2",3.31000001575451e-18,2.62000001572e-05,0.00315166698109,0.00065885000461195
"INS_C_1_3",0.000845986004026614,0.0004300500025803,0.000602847996382912,0.00156440301095082
"INS_C_1_4",0.00178552500849851,0.00291184601747108,0.000197581998814508,0.00153950201077651
"INS_C_1_5+",0.0242965361156435,0.00901753605410521,0.000433543997398736,0.00229299901605099
"INS_T_1_0",0.00228382401087025,0.00132855600797134,0.00636196496182821,0.032612007228284
"INS_T_1_1",4.03000001918147e-05,3.9500000237e-18,0.0134626969192238,0.00316588302216118
"INS_T_1_2",0.000192865000917974,0.000647033003882198,0.0297211438216731,0.00177460601242224
"INS_T_1_3",0.00424326702019655,0.00108287900649727,0.0188402498869585,0.00117383600821685
"INS_T_1_4",0.0166491270792444,0.00348746102092477,0.0112687519323875,0.00478499903349499
"INS_T_1_5+",0.890906468240421,0.00313258501879551,0.00143921499136471,0.232747554629233
"DEL_repeats_2_0",0.000686046003265353,0.000163809000982854,0.0280544068316736,0.000661996004633972
"DEL_repeats_2_1",0.00121996900580665,0.00356888502141331,0.0245627288526236,0.00660003604620025
"DEL_repeats_2_2",0.000472749002250129,0.00184957401109744,0.00456261797262429,0.00270193001891351
"DEL_repeats_2_3",0.000426720002031046,0.000739044004434264,0.000395918997624486,0.000392799002749593
"DEL_repeats_2_4",5.4600000259878e-05,0.000881932005291592,0.000867562994794622,1.41000000987e-06
"DEL_repeats_2_5+",3.31000001575451e-18,4.67000002802e-18,0.0214267798714393,4.37000003059e-05
"DEL_repeats_3_0",0.000128045000609452,1.2500000075e-05,0.0171363698971818,0.00114665900802661
"DEL_repeats_3_1",0.00501108502385111,0.00500325803001955,0.00590979396454124,0.00484016503388116
"DEL_repeats_3_2",0.000769383003662009,0.00228989101373935,0.00084270999494374,0.00105348100737437
"DEL_repeats_3_3",0.000371256001767056,0.000402587002415522,0.00062115499627307,0.000249605001747235
"DEL_repeats_3_4",3.31000001575451e-18,3.97000002382e-18,0.00586707496479755,9.19000006433e-18
"DEL_repeats_3_5+",3.31000001575451e-18,3.9500000237e-18,0.00837891094972653,9.19000006433e-18
"DEL_repeats_4_0",9.97000004745391e-05,1.21000000726e-05,0.0107912649352524,0.000193687001355809
"DEL_repeats_4_1",0.000900503004286097,0.00211578701269472,0.00284356898293859,0.000617337004321359
"DEL_repeats_4_2",3.23000001537373e-06,0.000543292003259752,0.000164643999012136,0.000524295003670065
"DEL_repeats_4_3",3.31000001575451e-18,7.27000004362e-06,0.00387781397673312,5.03000003521e-05
"DEL_repeats_4_4",3.31000001575451e-18,3.9500000237e-18,0.00455725397265648,7.73000005411e-06
"DEL_repeats_4_5+",2.89000001375545e-05,0.000210413001262478,0.00158443599049338,9.19000006433e-18
"DEL_repeats_5+_0",8.35000003974324e-06,3.8500000231e-05,0.0184479488893123,0.0060868140426077
"DEL_repeats_5+_1",0.000190676000907555,0.00297751201786507,0.00041033499753799,0.000314462002201234
"DEL_repeats_5+_2",0.000126355000601408,0.00039752500238515,0.00047092499717445,2.13000001491e-05
"DEL_repeats_5+_3",1.89000000899578e-05,0.000158151000948906,0.000257166998456998,2.85000001995e-05
"DEL_repeats_5+_4",3.11000001480257e-06,8.47000005082e-05,9.72999994162e-05,1.5000000105e-05
"DEL_repeats_5+_5+",3.13000001489777e-05,2.12000001272e-05,0.000585017996489892,9.08000006356e-05
"INS_repeats_2_0",0.000402036001913559,0.000331853001991118,0.00634945396190328,0.0239422561675958
"INS_repeats_2_1",7.8800000375062e-06,0.00027166500162999,0.0183876418896741,0.000123773000866411
"INS_repeats_2_2",0.000221347001053539,0.00103534100621205,0.00720795195675229,0.00111419900779939
"INS_repeats_2_3",0.000514268002447746,0.000381326002287956,0.00117229199296625,0.000871483006100381
"INS_repeats_2_4",0.00291310001386539,0.00197742301186454,6.87999995872e-05,0.00297397802081785
"INS_repeats_2_5+",0.0181215840862528,0.0136333760818003,0.000994121994035268,0.000544275003809925
"INS_repeats_3_0",3.06000001456459e-07,5.78000003468e-05,0.00379247797724513,0.00662349704636448
"INS_repeats_3_1",0.000254695001212264,0.0012270500073623,0.00612276096326343,0.0025232000176624
"INS_repeats_3_2",4.41000002099014e-05,0.00021007500126045,0.00114346799313919,0.000204501001431507
"INS_repeats_3_3",0.000166702000793446,3.02000001812e-06,1.01999999388e-05,0.000327493002292451
"INS_repeats_3_4",8.89000004231347e-05,0.000141807000850842,1.17999999292e-05,0.00060186000421302
"INS_repeats_3_5+",0.00124869600594338,0.00186470701118824,0.000102573999384556,0.00220599701544198
"INS_repeats_4_0",3.31000001575451e-18,1.68000001008e-05,0.00243918598536488,0.00594693004162851
"INS_repeats_4_1",0.000744381003543008,0.00120372800722237,0.00361229797832621,0.00132692600928848
"INS_repeats_4_2",7.55000003593551e-05,1.22000000732e-05,0.000376458997741246,8.45000005915e-05
"INS_repeats_4_3",0.000157544000749857,0.000134169000805014,1.86999998878e-06,0.000713852004996964
"INS_repeats_4_4",0.000319653001521443,0.00024938500149631,6.40999996154e-06,0.00166501001165507
"INS_repeats_4_5+",0.00100132000476595,0.00219354501316127,0.000635976996184138,0.000274449001921143
