Mutation type,ColoRect-AdenoCA::S.1,ColoRect-AdenoCA::S.2,ColoRect-AdenoCA::S.3,ColoRect-AdenoCA::S.4,ColoRect-AdenoCA::S.5,ColoRect-AdenoCA::S.6,ColoRect-AdenoCA::S.7,ColoRect-AdenoCA::S.8,ColoRect-AdenoCA::S.9,ColoRect-AdenoCA::S.10,ColoRect-AdenoCA::S.11,ColoRect-AdenoCA::S.12,ColoRect-AdenoCA::S.13,ColoRect-AdenoCA::S.14,ColoRect-AdenoCA::S.15,ColoRect-AdenoCA::S.16,ColoRect-AdenoCA::S.17,ColoRect-AdenoCA::S.18,ColoRect-AdenoCA::S.19,ColoRect-AdenoCA::S.20,ColoRect-AdenoCA::S.21,ColoRect-AdenoCA::S.22,ColoRect-AdenoCA::S.23,ColoRect-AdenoCA::S.24,ColoRect-AdenoCA::S.25,ColoRect-AdenoCA::S.26,ColoRect-AdenoCA::S.27,ColoRect-AdenoCA::S.28,ColoRect-AdenoCA::S.29,ColoRect-AdenoCA::S.30,ColoRect-AdenoCA::S.31,ColoRect-AdenoCA::S.32,ColoRect-AdenoCA::S.33,ColoRect-AdenoCA::S.34,ColoRect-AdenoCA::S.35,ColoRect-AdenoCA::S.36,ColoRect-AdenoCA::S.37,ColoRect-AdenoCA::S.38,ColoRect-AdenoCA::S.39,ColoRect-AdenoCA::S.40,ColoRect-AdenoCA::S.41,ColoRect-AdenoCA::S.42,ColoRect-AdenoCA::S.43,ColoRect-AdenoCA::S.44,ColoRect-AdenoCA::S.45,ColoRect-AdenoCA::S.46,ColoRect-AdenoCA::S.47,ColoRect-AdenoCA::S.48,ColoRect-AdenoCA::S.49,ColoRect-AdenoCA::S.50,ColoRect-AdenoCA::S.51,ColoRect-AdenoCA::S.52,ColoRect-AdenoCA::S.53,ColoRect-AdenoCA::S.54,ColoRect-AdenoCA::S.55,ColoRect-AdenoCA::S.56,ColoRect-AdenoCA::S.57,ColoRect-AdenoCA::S.58,ColoRect-AdenoCA::S.59,ColoRect-AdenoCA::S.60,ColoRect-AdenoCA::S.61,ColoRect-AdenoCA::S.62,ColoRect-AdenoCA::S.63,ColoRect-AdenoCA::S.64,ColoRect-AdenoCA::S.65,ColoRect-AdenoCA::S.66,ColoRect-AdenoCA::S.67,ColoRect-AdenoCA::S.68,ColoRect-AdenoCA::S.69,ColoRect-AdenoCA::S.70,ColoRect-AdenoCA::S.71,ColoRect-AdenoCA::POLE.S.1,ColoRect-AdenoCA::POLE.S.2,ColoRect-AdenoCA::POLE.S.3,ColoRect-AdenoCA::POLE.S.4,ColoRect-AdenoCA::POLE.S.5,ColoRect-AdenoCA::POLE.S.6,ColoRect-AdenoCA::POLE.S.7,ColoRect-AdenoCA::POLE.S.8,ColoRect-AdenoCA::POLE.S.9,ColoRect-AdenoCA::POLE.S.10,ColoRect-AdenoCA::POLE.S.11,ColoRect-AdenoCA::POLE.S.12,ColoRect-AdenoCA::POLE.S.13,ColoRect-AdenoCA::POLE.S.14
DEL_C_1_0,10.973080476342853,6.643382061552657,15.686016084210461,11.09148860724807,4.839331274735903,6.49687397792991,6.089226301682135,2.414220532847216,3.999235144714609,1.963819734492661,2.0067029382840875,0.7114352479850095,1.6293108525176534,9.348027918611294,7.97283539548293,5.890901839589085,2.7353730482707586,16.291206917112913,12.832583983316853,9.862218432818754,9.785930185310733,1.4033862469918943,13.650790492815421,3.1068124212266737,9.536202444122193,2.2008352711004506,0.6949676920674791,1.9279656879791711,3.748567247647026,12.586166547168842,17.78347705844264,1.7105403706221218,17.721440787761168,6.337824430567862,1.8128474347502532,11.822382314342637,11.061250352280132,36.74447745087587,2.6440631653114055,2.009676082410365,2.3926243625175583,17.437972095539507,15.656643018755627,5.156222068246093,4.655325548840208,4.122896544021845,2.7461339638935947,11.917452205222999,13.210381550037821,2.8452213375102815,5.816155101692267,10.637356528778852,3.183012390291753,1.5520449018769327,37.26865659345404,1.5806469514098809,13.754335821994845,7.5568588522005316,4.442527923112856,0.5225533365206877,18.63587014808022,2.6196359313821147,0.3972186465575992,9.455161740344318,2.0791635481548254,11.315011088732113,12.772736531061181,1.874267460120784,9.251725798431924,17.637154648601047,2.25329649716218,10.402443233442733,54.83691030436394,8.560520154540313,31.65817389550806,10.332972669986482,8.332627692922575,77.61510905203285,41.90599765680452,61.194657279371995,36.268302464826355,31.92095652311411,6.841454301103134,57.02042923513986,17.8204940876363
DEL_C_1_1,1.1491860211555873,0.38582912355470705,2.221468128608471,10.065048861282015,1.3226405850830727,0.9283318510940717,6.447203954138095,1.0986942059948286,0.7093135502886665,0.38189277365432245,0.3593012344944164,0.3851588968257925,0.21242447738826545,5.497928391821108,9.554344522909982,0.6366420071919854,0.15576574734567056,1.9141437753204724,2.0197768686615465,1.430568968155046,11.67256674822153,0.164585479885187,17.60333605211727,1.185278732628666,11.907973456964358,0.045608964487507675,0.857711444667813,0.3631663728380845,0.3148318422548465,13.364379009893106,1.7665348294338188,0.5569656562695577,12.790015102516175,0.08924212856060426,0.3021643150749284,9.961646245980614,13.357297478361735,13.576203608092854,0.425363962749493,0.4818375399627362,0.598921694863175,11.027458280494024,7.0593801295059615,0.5102179242707393,0.3359155444729687,0.45072203778691855,0.21550406236820918,0.3014650389525858,1.4827466054131113,2.125399429895355,0.14699429356552124,8.216765160876548,0.12972574920974608,0.956661140249073,14.50894288907687,0.7110050875827499,2.5308433277407762,8.887098572932778,0.1877960941684117,0.2300826246895053,12.089503428257665,0.3651109096508656,0.3232116929255043,0.18565086681027887,0.23802311468572143,12.16712643028756,2.631071809638577,0.32031231564326756,1.812178078526081,12.271772520706259,0.3150969154027355,3.1298475359762845,13.507290604057438,3.9414759609800276,4.629741944222609,4.565858375293264,1.850012826837287,2.1839202272411082,7.422107611423853,9.018501661106786,5.8237110195110855,3.4372620045872244,1.0926590428254095,2.348257626169684,1.5616630557496365
DEL_C_1_2,0.32771146317583816,0.0042354367469824425,0.5965004825030484,8.919406274736865,0.21923193213534,0.004068536261018875,5.237364485818771,0.12027681100822345,0.1293127090594979,0.001216292888756565,0.0012469782575702411,0.0004077076314809157,0.0010230422080764246,4.654188990542378,8.207497351846586,0.003716415634225497,0.0017443289871355357,0.39953418225778853,0.6874476535616248,0.44504824623660805,10.697395427298304,0.0008836364967864064,15.971168044457407,0.0018466954309967563,10.028172233325684,0.001414090783086095,0.00033405097693409315,0.0011956544536533427,0.0023769151377469816,12.152580516463415,0.44754682716744554,0.001029502875449379,10.744766037683693,0.004077823415634481,0.0011295065586030475,8.754619261166651,11.735830962734532,9.93882188371559,0.0016494480144495906,0.001232552572985171,0.0014640477893259104,8.765864458090407,6.324001384572713,0.003259197830128084,0.002959223862804307,0.0026003402207645434,0.0017433048282117823,0.007649987556568414,0.5168508171362388,0.0015524978292984712,0.0037334929306866637,7.342769485891276,0.002036658900947291,0.0008739150778979652,10.687868113347822,0.000925137921606947,0.605044387336138,8.100514979721064,0.0028416645195423907,0.00030650874900295204,10.101731887326489,0.0016417221091355252,0.00021320987940344572,0.006076546838594196,0.001309912674392375,10.921531652048936,0.49872060845394217,0.05493141593439605,0.37929591039611477,10.688826308274281,0.0014119983962179376,0.006295112076915825,1.7388048246885215,0.004998282669900379,0.019811135892204623,0.006058744527578858,0.005130191190900843,0.04979285914281545,0.8379670464050836,0.03828531163351778,0.7053569128139614,0.020139762736255767,0.0042689716636553545,0.036481424296132825,0.011291065451052178
DEL_C_1_3,3.409886770692096,4.243945531038015,4.320864503850095,7.744115105189479,2.309539486352955,5.452090150019057,5.602896393614395,2.0245540211906743,1.7803774738824054,1.8872910504670197,1.855430668277957,1.2667878731542164,1.3191347618975913,6.413399768744658,6.693481658764997,4.45902052532171,1.7401025854166337,6.857860049164106,1.0223298878601261,1.7469461272267914,6.576250211720842,1.0927895407947807,9.75178381054841,4.358596809410587,8.628189631732823,1.2117286103366929,2.37490939710899,1.8250658042680161,2.6241253021719935,8.455620427255177,6.552600675169174,2.1738424363269684,8.947540416860015,3.390000105253109,1.6232060227772642,6.146402021445083,8.681372609381723,7.160832984546026,2.33121226988535,2.146407996000855,2.6151074473319134,6.577147478801579,9.230150017227864,3.7918209332303547,3.128781244492368,3.1329296499599453,1.8866292659001607,6.690210735967589,2.5055108960033508,6.44836639697901,3.26475774264133,6.969936202599867,1.903128558085039,3.0385989317497835,8.391832121763473,2.472596009638524,3.9353816906227905,5.167269729716388,2.6721131637173485,0.805681210661084,6.250272617425506,2.176614268098758,0.9628238154231132,5.181475041964678,1.6052647085227845,7.9707838830117375,5.26412572984411,0.8908294948423802,3.3213577687801688,7.055516175747768,1.8746960489018647,12.612167559167041,33.8522279236205,13.605656757330298,26.817861495631917,15.969824217930112,8.550363768333836,44.0925780225913,26.382654289694756,52.00213521411455,21.715343328999218,24.13250341596514,6.013152855391405,34.15014451662995,12.62844107443334
DEL_C_1_4,5.3495464530143595,5.577400238629255,6.384451421012726,4.236993090995726,1.9793898174623787,5.866634315906187,2.5520995382712655,1.1706549492447125,2.0357903120803083,1.8490912747936388,1.8663286310189307,0.8545210159501118,1.456005265125746,5.232395231064253,2.337765392085103,5.16599962789804,2.2941443090343574,9.249010740494809,2.73420073582877,3.112695609967693,1.9807063434512937,1.240358129979637,2.3242642097202446,3.360064329527011,2.8679318154589772,1.7861901374344133,1.1949468344737022,1.8065381691619171,3.21974424052994,3.498693115916047,9.704089583406642,1.778436542629375,5.158808656604819,5.112259502824718,1.669255316054498,2.9627887163863225,2.8448838360468462,7.672290136791693,2.4231504430883772,1.960369853416627,2.3528274227548085,3.6045045400213973,9.157046713871337,4.486543715372804,3.957381199646731,3.6194098556786694,2.347403621740627,9.712931262680764,4.89532756370172,3.85515565585567,4.7401692237379205,4.636927234447939,2.631025021899814,1.9512877268882636,8.315945666740951,1.790272455215245,4.947982761758914,1.6526734344168128,3.677160524505205,0.5881347818252521,3.3463390845705026,2.35862638198736,0.5580303784598482,7.666075299779742,1.8332809463397237,3.2644119089057457,5.640230250881498,1.020116573114204,3.776572827972192,4.0610918185476725,2.029568866007465,10.622870518185922,31.19084633300057,9.763741324767025,28.666527405846974,11.641902836324357,8.017610409772168,63.422677068625966,28.16757298578761,55.463704641892576,24.193477813437703,27.98358458743772,6.263891856901717,47.150356303261994,15.355102747516344
DEL_C_1_5+,17.852592295991705,21.454271826249496,19.895124493025506,13.70664172886147,6.3729312305496535,23.038688306353116,8.77588828103986,4.151605782727422,6.988704668130857,7.342148824238441,7.386976789656312,3.5814717788159056,5.701605585372797,18.811110274138063,6.967731518914329,20.12395589152622,8.822103817919086,32.567527068038814,4.908298598174223,8.379812416391445,4.3416116363848145,4.842358612086918,4.245251212577326,13.785427040802634,8.768469852345925,6.800440496786732,5.2964385146783775,7.164209698146078,12.468378514933578,9.752019055740385,33.65363367240183,7.232877792526397,14.219300302043006,19.426267055760626,6.589619931630596,7.415941491907706,7.803988675138046,14.13493636478708,9.553744817374609,7.853500931088339,9.444360791308844,7.140276034701357,32.939071410524704,17.43861010404291,15.278764349041062,14.103497577849371,9.077592705370687,37.02765450183052,14.428257519313306,16.50791011401728,18.070365669922136,15.57019396074349,10.073403615756588,8.247919796513731,16.887212785565684,7.416771520918442,14.633569136549797,3.909459056474058,14.08460210229182,2.433379133248501,5.26148880637255,9.255163334811868,2.403558610266555,29.177410792590667,7.152398981164842,9.36010317169837,18.473222195393898,3.574876014448736,11.934706385571683,9.099415080790177,7.964787673510137,43.02518004705209,112.00255144360025,40.50702326103465,112.65998238711519,48.17815803161366,32.01067487425325,241.97459813230375,104.61510280397839,218.0284013776901,89.51384580718045,108.99874483811338,24.69037469372146,180.54571582752988,59.51662666479838
DEL_T_1_0,17.601300980656756,11.370138923149062,25.198455741066528,40.649967554652775,8.43338273926248,11.867751584688754,23.907500591907294,4.739171633709236,6.751540889683918,3.724843331677067,3.764172435512005,1.6846106537710668,2.948552442675391,27.355957019822213,34.15813353323124,10.482267967261448,4.677380718575336,26.922510020979747,19.72394614550464,15.47983671785222,42.472463885524725,2.514730351933044,62.08461644954025,6.682042203518061,41.71857580984093,3.6550729979004566,2.2995267067290093,3.6408738572621573,6.547579332805398,50.78873213335195,28.883546436959087,3.5491109959652243,54.73211500842508,10.468467082031323,3.3700789652997747,40.38463698966137,47.87568568893225,77.79049739832959,4.894463475149287,3.935450192700528,4.719678262455737,48.35021041213135,41.43437749112494,9.111110749216708,8.056606539488728,7.343277459433723,4.776083318329133,19.866114168259394,20.610020374881177,7.531796277688034,9.695215640991787,35.829073777365636,5.372839438385666,3.8331979160720984,80.9733896256986,3.5462543199131455,22.407488782624824,32.46647314074395,7.508019062424853,1.1656199945465673,52.96770769702012,4.772749867955423,1.087480057885605,15.688834251319289,3.7177581874916004,45.862733235918384,21.55851032023531,3.180853364667118,15.383013659567226,53.42093722825352,4.106729658246247,21.234071563269396,97.90924079364042,19.329230330472654,57.973707804114646,23.07098301545623,16.116629713749283,129.68212855183404,73.7529386858047,112.15620808378628,63.132680681679666,56.783155185290624,12.653502879586283,96.28202827107955,31.21509019595426
DEL_T_1_1,0.40444618049803677,6.901632676425363e-15,0.7396828336514094,35.57188286301165,0.27269407037284754,9.016163912029048e-15,20.88874406996291,0.14986627102431116,0.15990375772849555,3.141990486361684e-15,3.0833588136002427e-15,2.1535727455871684e-15,2.177244159577773e-15,18.55254129122502,32.738594197514125,7.331467306419003e-15,2.8289654487457726e-15,0.4908025673807347,0.8566371217004282,0.5533361504984402,42.67160428459941,1.7997155450230967e-15,63.71109722594552,7.361280570695194e-15,40.00167267747641,1.9481985146221327e-15,4.0843718738030844e-15,3.0362726837418965e-15,4.2938386279472504e-15,48.472568267361694,0.550098268030219,3.659587431055276e-15,41.94022976567419,5.4371090259375485e-15,2.6932345921283283e-15,34.45176665979465,46.81334968339571,35.3808573845684,3.8649864967754075e-15,3.589823371133991e-15,4.377822830722375e-15,33.4217192997912,25.2009242939344,6.223675439742205e-15,5.105939839083211e-15,5.152306995215207e-15,3.083323403791678e-15,1.0773607922478456e-14,0.6411499964224232,1.1019459198224329e-14,5.257375080183046e-15,29.28011101629041,3.0799351421432193e-15,5.177053127582584e-15,38.494998236531536,4.189361054417461e-15,0.7520786475236455,32.3123707314953,4.326381532570785e-15,1.3645272191796657e-15,38.7065449680799,3.597578559801804e-15,1.6473764096148685e-15,8.327448405175266e-15,2.6424139069816596e-15,43.56240069003263,0.6188405024175769,0.06778682913170068,0.47099610050729074,41.55164764796688,3.09877667454902e-15,2.1196980681964047e-14,2.1499519267127583,2.3062373915316464e-14,4.437087315946134e-14,2.7048825436762148e-14,1.4276271560315304e-14,7.107290034202804e-14,1.0236676659501904,8.605313955829925e-14,0.8607900045141023,3.9675499850784893e-14,9.96781763808189e-15,5.527408693950986e-14,2.0679952709581418e-14
DEL_T_1_2,13.024644676748087,10.01339491545081,17.55557641304733,44.018769837184074,5.558144538727077,10.29398816195312,25.72075768536079,3.036105124173574,4.888260150181786,3.2037480932031563,3.2455601030905115,1.385223021876294,2.5630142435710623,28.366631720624053,37.52651965312896,9.147210081549265,4.120137432168811,20.605631722239146,12.070857142468967,10.199642211508051,47.320631480792194,2.190890685205755,69.41562936316174,5.597225378182182,45.765979346621066,3.242450422242762,1.7912955154418406,3.1345600870956276,5.738501044514477,55.98699654609755,22.058102755368907,2.9946891694394386,55.181464922434294,9.299090298347005,2.911617477388011,42.19252806400817,52.889135066914235,64.33482740955756,4.232668851691735,3.361392473962902,4.0249080944715,45.7066253290345,42.46318477471172,7.963628621633129,7.0764976852775305,6.406594529582792,4.190150285632287,17.60735430716448,14.252493439275284,6.072271971988455,8.592916770771915,38.36384449220795,4.747498121478412,3.12789294848491,68.18766157046325,2.9459451835356454,14.905625797372611,36.089921515979036,6.6322110004968255,0.969389195642856,50.988120800330734,4.142310973541354,0.8718470406657263,13.920750535559883,3.2405852960001633,50.46359776245003,14.880522790514874,2.350294704992799,10.469395322222853,53.59121202927702,3.5639855597127283,17.97772077858481,70.88758008947987,16.03736751349489,50.25745729487267,19.183452469621916,13.802681849557306,114.87259690277786,57.628095588598555,97.20978428935128,49.57702403020968,49.55449654719767,10.944691740610843,85.06876078476888,27.339657743358128
DEL_T_1_3,30.692936683361815,28.613055730777475,38.04567912681394,46.130880195044966,11.136732514111916,29.140838457795454,26.443722168377178,5.875588841615861,11.25187644859783,9.021448778131713,9.153398459733742,3.787259641363301,7.265178069636437,39.493916849799454,33.71440712376525,25.991495654292216,11.774742213468453,50.78984788224594,20.577956447501503,20.140300260620773,39.766276885917925,6.219107672334717,55.72434117507031,15.494260999865514,40.82644117509534,9.306111759871127,4.712136937224417,8.83202232819113,16.349342074179244,51.54438742701268,54.13748917280794,8.329692630201802,57.87172924974773,26.710607725883417,8.22197907027727,40.49628628484998,46.14856502032056,77.62761693732241,11.959595730662757,9.423538079541167,11.27235567363615,45.77649753865495,65.1689021959543,22.65108770663109,20.188341260430953,18.201640050458984,11.945406590220399,50.50689824865823,30.430602666978636,16.37663926902124,24.648947375436663,44.13782619740422,13.593288798234026,8.506981997997421,82.4032417857731,8.11005583469386,30.071697110275526,30.827409938583664,18.98631276737308,2.6706847446224407,48.9663157407079,11.730657170672677,2.3420293409423434,39.958988645148686,9.201584790515973,46.668126296842175,31.987370385671582,5.559859458078466,21.98023678832415,53.379279687373554,10.092395826964218,50.114963526150454,164.09576046280165,44.11364541979134,142.2216125328477,52.844211318374136,38.7615387544166,329.40147007612086,146.32047585544373,275.0574476458805,126.47184233276292,140.81350187787805,30.928444878530986,243.56115644258122,77.86055476574444
