Sample,SBS1,SBS2,SBS3,SBS5,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40,SBS41
Stomach-AdenoCA::S.1,0.0,1645.3799776094104,14886.482350702066,0.0,0.0,4970.2096136751925,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.2,1399.0943447354648,0.0,0.0,5364.451070017791,0.0,0.0,3339.2807347673065,3179.3031214412895,0.0,0.0,0.0
Stomach-AdenoCA::S.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862.579649260535,0.0,6791.7175119816275,0.0
Stomach-AdenoCA::S.4,0.0,0.0,0.0,0.0,0.0,0.0,9648.252593501265,7156.161724273439,0.0,0.0,0.0
Stomach-AdenoCA::S.5,1143.4556704449901,0.0,0.0,0.0,0.0,2580.3682440294974,0.0,0.0,0.0,7753.131492347327,0.0
Stomach-AdenoCA::S.6,0.0,0.0,0.0,16530.36374326066,0.0,0.0,2815.4919319250425,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.7,0.0,0.0,0.0,0.0,0.0,0.0,2071.05866614457,2993.3000483232295,0.0,0.0,0.0
Stomach-AdenoCA::S.8,0.0,0.0,0.0,19000.047073148664,0.0,1996.1691184871268,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.9,0.0,0.0,0.0,17708.70705492206,0.0,0.0,2307.550673209759,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.10,683.2301535477199,0.0,0.0,1911.8941611378996,0.0,1476.6018129169022,659.433429693852,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.11,0.0,0.0,0.0,8394.933507407284,0.0,0.0,3267.7613311977234,2933.015696414013,0.0,0.0,0.0
Stomach-AdenoCA::S.12,4268.341585337678,0.0,0.0,7163.658063584258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.13,0.0,0.0,0.0,17815.584696801838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.14,0.0,0.0,0.0,13612.974896931695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.15,1483.4384221619503,0.0,0.0,0.0,0.0,792.1506621439609,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.16,0.0,0.0,0.0,0.0,0.0,2132.839747259268,5368.583644555792,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.17,438.76456441399296,766.5383185503061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.18,1066.227747311951,0.0,0.0,9441.14773385606,0.0,915.1862197380284,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.19,1009.0460789224586,0.0,0.0,3725.240841628515,0.0,2063.2218499267965,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.20,1322.2826903259129,0.0,0.0,0.0,0.0,2138.225328576944,0.0,0.0,0.0,10620.228192273134,0.0
Stomach-AdenoCA::S.21,0.0,0.0,0.0,0.0,0.0,0.0,5108.180247422506,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.22,0.0,0.0,0.0,4280.516782586385,0.0,1126.9828990732904,1944.2597532779175,3899.8917855706695,0.0,0.0,0.0
Stomach-AdenoCA::S.23,0.0,0.0,0.0,7205.254620371968,0.0,649.3278002403684,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.24,1017.2252773946345,814.6625579687988,0.0,0.0,0.0,3192.651068867706,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.25,1788.8942481865763,0.0,9583.792580662126,0.0,0.0,0.0,1350.210381104462,2851.0167006323622,0.0,0.0,0.0
Stomach-AdenoCA::S.26,0.0,0.0,0.0,0.0,0.0,0.0,9693.625050594885,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.27,0.0,0.0,0.0,0.0,0.0,0.0,15327.364731508722,0.0,4561.480400947142,0.0,0.0
Stomach-AdenoCA::S.28,1988.7389133804468,0.0,0.0,5889.455573559687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
