Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Stomach-AdenoCA::S.1	939	0.995	273.765	29.155%	63.737	12.476%	0.15692	0.995
Stomach-AdenoCA::S.2	2264	0.995	655.845	28.968%	167.784	16.056%	0.20138	0.995
Stomach-AdenoCA::S.3	2508	0.987	902.513	35.985%	291.852	25.86%	0.24549	0.987
Stomach-AdenoCA::S.4	843	0.982	218.785	25.953%	51.948	18.938%	0.14662	0.98
Stomach-AdenoCA::S.5	1910	0.999	394.139	20.636%	172.73	12.348%	0.41239	0.999
Stomach-AdenoCA::S.6	3088	0.994	1214.697	39.336%	434.256	24.148%	0.34758	0.994
Stomach-AdenoCA::S.7	854	0.991	227.676	26.66%	45.627	13.509%	0.12851	0.99
Stomach-AdenoCA::S.8	571	0.999	91.306	15.991%	32.965	6.742%	1.44201	0.999
Stomach-AdenoCA::S.9	600	0.991	225.149	37.525%	59.903	24.259%	0.21618	0.991
Stomach-AdenoCA::S.10	2207	0.992	763.2	34.581%	224.807	21.645%	0.24249	0.992
Stomach-AdenoCA::S.11	418	0.997	66.437	15.894%	21.818	9.006%	0.07393	0.997
Stomach-AdenoCA::S.12	867	1.0	89.443	10.316%	25.644	4.622%	0.03783	1.0
Stomach-AdenoCA::S.13	1311	0.979	391.845	29.889%	105.633	20.787%	0.11934	0.977
Stomach-AdenoCA::S.14	1059	1.0	124.63	11.769%	42.079	5.251%	0.05176	1.0
Stomach-AdenoCA::S.15	1165	0.999	165.178	14.178%	45.139	5.841%	0.56438	0.999
Stomach-AdenoCA::S.16	462	0.983	145.72	31.541%	32.275	18.815%	0.14611	0.981
Stomach-AdenoCA::S.17	829	0.982	269.116	32.463%	65.51	19.967%	0.12182	0.981
Stomach-AdenoCA::S.18	512	0.877	345.009	67.385%	90.129	60.959%	0.57834	0.865
Stomach-AdenoCA::S.19	1016	0.998	172.046	16.934%	38.419	7.562%	0.08409	0.998
Stomach-AdenoCA::S.20	527	0.996	107.951	20.484%	23.855	9.408%	0.10602	0.996
Stomach-AdenoCA::S.21	347	0.998	60.116	17.324%	15.829	7.504%	0.09595	0.998
Stomach-AdenoCA::S.22	621	0.966	248.982	40.094%	57.933	28.012%	0.20081	0.963
Stomach-AdenoCA::S.23	404	0.98	146.864	36.352%	35.385	21.673%	0.17681	0.978
Stomach-AdenoCA::S.24	805	0.993	206.08	25.6%	46.718	14.36%	0.10443	0.993
Stomach-AdenoCA::S.25	667	0.943	231.693	34.737%	55.398	33.468%	0.13699	0.93
Stomach-AdenoCA::S.26	487	0.997	97.265	19.972%	39.087	9.527%	2.16254	0.997
Stomach-AdenoCA::S.27	676	0.96	216.919	32.089%	50.943	28.159%	0.11763	0.951
Stomach-AdenoCA::S.28	1404	0.997	569.926	40.593%	199.972	22.88%	1.55268	0.997
Stomach-AdenoCA::S.29	1338	0.994	323.571	24.183%	68.56	10.921%	0.08898	0.994
Stomach-AdenoCA::S.30	1617	0.99	870.35	53.825%	380.783	43.395%	2.85236	0.991
Stomach-AdenoCA::S.31	186	0.995	68.235	36.685%	21.69	21.85%	0.95449	0.995
Stomach-AdenoCA::S.32	791	0.995	187.329	23.683%	40.825	11.261%	0.08678	0.995
Stomach-AdenoCA::S.33	300	0.992	94.919	31.64%	33.563	21.4%	0.14532	0.992
Stomach-AdenoCA::S.34	701	0.98	216.525	30.888%	47.222	20.023%	0.12096	0.977
Stomach-AdenoCA::S.35	923	1.0	77.103	8.354%	18.821	3.277%	0.03923	1.0
Stomach-AdenoCA::S.36	593	0.99	145.956	24.613%	33.62	14.311%	0.09256	0.989
Stomach-AdenoCA::S.37	324	0.988	180.482	55.704%	69.555	42.263%	2.22856	0.99
Stomach-AdenoCA::S.38	771	0.994	200.148	25.96%	38.807	11.52%	0.11407	0.994
Stomach-AdenoCA::S.39	919	0.984	300.973	32.75%	63.166	19.94%	0.13735	0.982
Stomach-AdenoCA::S.40	1451	0.997	260.432	17.948%	50.193	8.526%	0.05721	0.997
Stomach-AdenoCA::S.41	1281	0.999	232.284	18.133%	51.837	6.863%	0.06406	0.999
Stomach-AdenoCA::S.42	1271	0.994	269.313	21.189%	55.38	10.634%	0.07393	0.994
Stomach-AdenoCA::S.43	386	0.997	137.379	35.59%	57.436	21.863%	0.42938	0.997
Stomach-AdenoCA::S.44	999	0.997	196.967	19.716%	43.31	7.7%	0.06975	0.997
Stomach-AdenoCA::S.45	1041	0.996	288.413	27.705%	141.199	19.387%	0.13667	0.996
Stomach-AdenoCA::S.46	565	0.985	174.291	30.848%	40.377	18.437%	0.10347	0.984
Stomach-AdenoCA::S.47	554	1.0	41.515	7.494%	9.342	2.349%	0.04284	1.0
Stomach-AdenoCA::S.48	2449	0.987	928.649	37.92%	253.916	31.318%	0.27621	0.988
Stomach-AdenoCA::S.49	308	0.999	38.242	12.416%	10.081	4.763%	0.06582	0.999
Stomach-AdenoCA::S.50	262	0.992	112.623	42.986%	36.016	27.5%	1.79514	0.992
Stomach-AdenoCA::S.51	679	0.961	239.417	35.26%	49.058	27.605%	0.14705	0.953
Stomach-AdenoCA::S.52	1821	0.988	714.103	39.215%	228.149	33.765%	0.24899	0.99
Stomach-AdenoCA::S.53	1535	0.993	414.459	27.001%	93.316	13.686%	0.10696	0.993
Stomach-AdenoCA::S.54	1610	1.0	196.213	12.187%	71.127	6.078%	0.03813	1.0
Stomach-AdenoCA::S.55	2400	0.995	448.286	18.679%	84.928	10.344%	0.04625	0.995
Stomach-AdenoCA::S.56	845	0.999	82.981	9.82%	18.563	3.475%	0.04816	0.999
Stomach-AdenoCA::S.57	1175	1.0	139.167	11.844%	62.829	6.247%	0.0406	1.0
Stomach-AdenoCA::S.58	658	0.977	204.321	31.052%	49.175	21.432%	0.13007	0.975
Stomach-AdenoCA::S.59	1011	0.995	263.285	26.042%	63.561	14.845%	0.11707	0.995
Stomach-AdenoCA::S.60	1801	0.999	346.96	19.265%	128.1	10.979%	0.35883	1.0
Stomach-AdenoCA::S.61	1773	0.996	311.108	17.547%	58.753	9.442%	0.05693	0.995
Stomach-AdenoCA::S.62	3308	0.998	563.688	17.04%	139.719	9.89%	0.0541	0.998
Stomach-AdenoCA::S.63	484	0.997	110.52	22.835%	25.165	9.8%	0.10521	0.997
Stomach-AdenoCA::S.64	1669	0.999	315.629	18.911%	81.418	7.153%	0.53238	0.999
Stomach-AdenoCA::S.65	643	0.995	166.194	25.847%	30.02	10.849%	0.0974	0.995
Stomach-AdenoCA::S.66	1149	0.997	205.019	17.843%	40.622	7.627%	0.06352	0.997
Stomach-AdenoCA::S.67	2094	0.998	394.639	18.846%	113.364	10.284%	0.07944	0.998
Stomach-AdenoCA::S.68	1007	0.966	333.037	33.072%	73.452	26.309%	0.12943	0.96
Stomach-AdenoCA::S.69	281	0.997	63.919	22.747%	19.077	11.464%	0.13359	0.997
Stomach-AdenoCA::S.70	878	0.991	294.099	33.496%	74.417	16.455%	0.20962	0.99
Stomach-AdenoCA::S.71	741	0.95	264.457	35.689%	72.793	31.3%	0.13073	0.943
Stomach-AdenoCA::S.72	523	0.998	108.36	20.719%	34.934	9.929%	0.58596	0.998
Stomach-AdenoCA::S.73	1225	0.998	385.923	31.504%	146.187	19.591%	0.69039	0.998
Stomach-AdenoCA::S.74	539	0.99	193.244	35.852%	48.032	19.549%	0.15063	0.99
Stomach-AdenoCA::S.75	1845	0.999	226.74	12.289%	48.619	5.56%	0.0441	0.999
Stomach-AdenoCA::S.76	1880	0.997	431.885	22.973%	135.907	11.901%	0.38257	0.997
Stomach-AdenoCA::S.77	512	0.998	80.026	15.63%	26.126	7.517%	0.09106	0.998
Stomach-AdenoCA::S.78	1367	0.996	564.671	41.307%	273.238	28.358%	2.4655	0.996
Stomach-AdenoCA::S.79	238	0.993	122.958	51.663%	55.208	38.676%	2.49147	0.994
Stomach-AdenoCA::S.80	1864	0.959	599.163	32.144%	175.496	29.734%	0.17094	0.954
Stomach-AdenoCA::S.81	457	0.991	111.874	24.48%	22.405	13.029%	0.11917	0.991
Stomach-AdenoCA::S.82	1522	0.995	248.016	16.295%	50.315	10.148%	0.04706	0.994
Stomach-AdenoCA::S.83	628	0.977	203.869	32.463%	44.374	21.927%	0.12948	0.975
Stomach-AdenoCA::S.84	1205	0.996	318.401	26.423%	72.084	12.326%	0.13688	0.996
Stomach-AdenoCA::S.85	1316	0.951	498.839	37.906%	109.584	32.332%	0.16708	0.941
Stomach-AdenoCA::S.86	2278	0.998	368.936	16.196%	91.715	6.011%	0.88753	0.998
Stomach-AdenoCA::S.87	979	0.992	231.837	23.681%	50.219	13.949%	0.07933	0.991
Stomach-AdenoCA::S.88	4163	0.883	2051.244	49.273%	625.731	57.177%	0.16601	0.866
Stomach-AdenoCA::S.89	2497	0.998	559.914	22.423%	174.429	12.7%	0.77124	0.999
Stomach-AdenoCA::S.90	1120	0.979	329.988	29.463%	81.264	20.644%	0.12078	0.976
