Mutation type,Stomach-AdenoCA::MSI-H.S.1,Stomach-AdenoCA::MSI-H.S.2,Stomach-AdenoCA::MSI-H.S.3,Stomach-AdenoCA::MSI-H.S.4,Stomach-AdenoCA::MSI-H.S.5,Stomach-AdenoCA::MSI-H.S.6,Stomach-AdenoCA::MSI-H.S.7,Stomach-AdenoCA::MSI-H.S.8,Stomach-AdenoCA::MSI-H.S.9,Stomach-AdenoCA::MSI-H.S.10
DEL_C_1_0,206.93055989528648,-431.58769334742146,87.83472986037685,-157.79596234791438,-207.46212714634385,-68.53025526613607,500.0066029521742,-148.99790905803002,-354.8259875876904,20.666650042581608
DEL_C_1_1,-82.14831355535901,3.2823896713784,-81.97888311280656,-8.61033496827852,-203.51192130865755,-7.62333707859189,-143.20974194253148,8.203125938797571,-12.087938932393477,-25.53894532379983
DEL_C_1_2,-71.97165973250713,0.6918668697048044,-109.2416603598175,-0.3314004693986844,-202.02186541720357,-41.21910673715769,-149.093414168223,0.8128837691833015,-0.33658695889721524,-39.974731238562086
DEL_C_1_3,34.181653472295466,-164.1551741663426,-66.34729905741864,-43.113059045958266,-215.37951622466744,-266.9834132771401,-68.84752745722415,106.38381695541108,-135.84854504115822,7.297036719156182
DEL_C_1_4,108.42703336209138,-256.13983967375356,-138.15420203738347,-377.0960577466191,49.83841088951681,-207.5550065929856,-135.7313946915341,-102.78675181246055,-236.7082532652106,-295.9175256886931
DEL_C_1_5+,504.2958953555533,-924.436159504111,-287.94043097838176,-288.16576512384404,-1016.8053711766952,-217.2291115788621,14.582168974205615,-209.2417132125679,-960.4556492148279,63.797230810823066
DEL_T_1_0,696.3343017389273,-530.0295852167533,-449.02003555671297,41.06700439920053,491.57632071554826,39.65491029474333,192.10584536305464,409.97251752851633,-414.6037237734282,25.997086752357404
DEL_T_1_1,-290.10400023102306,-4.663631911258235e-13,-366.382468886976,-4.776319088070259e-13,-766.7716557572371,-37.03819386992947,-571.4430783758434,-2.738878767961294e-13,-5.460129874197641e-13,-81.71005413242314
DEL_T_1_2,-591.7257711615285,-306.3754338437243,34.84718101482565,89.15446211969538,-129.9431749752855,-248.4637528134615,-442.70443831804505,-146.6037437613544,-427.0624982931721,-77.15201423380998
DEL_T_1_3,923.870153416068,-1219.8453775317294,943.315916774111,-747.5494510510143,301.2717806903438,-609.3169486010238,1377.955407901047,-628.5744479008165,-27.155421647563344,56.53957867794293
DEL_T_1_4,-791.7525025941418,-2673.7996198312894,437.1527855295051,1501.3785783943576,1810.3452155039158,1101.364230524041,-81.61225362123378,-448.99210728611024,1862.6818404412206,444.97577557565137
DEL_T_1_5+,-14.245985405737883,243.28448308723455,-56.53060974532491,-37.83980339480331,-97.52678633201867,-31.198636667060782,-40.5311650732765,33.934586030387436,-47.4952973931795,-25.290247210483358
INS_C_1_0,-1.4826583514362426,-4.663631911258235e-13,-3.527306966819317,-4.776319088070259e-13,-4.826532675795837,-3.2205023840550004,-3.556735902964931,-2.738878767961294e-13,-5.460129874197641e-13,-2.3685373471999203
INS_C_1_1,-10.555128806763857,-13.493322198830558,-3.8001602235191037,18.80819197245194,-3.3690056694153476,-10.390708839076435,-9.204455112460934,-0.6592441856505484,-0.5704150902102256,-6.0752022939097365
INS_C_1_2,-5.7128609375714525,-2.5958482359268147,-11.005251849925445,2.2081375246803145,-20.07853037876871,-0.8852634002332742,-15.336246105858237,0.4236510458531626,1.1644442690982948,-1.412154027655188
INS_C_1_3,41.4778759548056,-28.778559643599138,-10.705017692433792,8.676909431439611,5.671199847529188,-20.910812437884978,-16.523372009398997,-1.134790813198471,-19.83382264865321,-1.001134175045955
INS_C_1_4,118.1302724850757,-241.960277625596,-10.841753027498612,-216.8826467049846,373.06370521933405,-107.59770494776433,73.66097033522615,272.2610296928893,-195.07229222489644,-19.624961936068644
INS_C_1_5+,352.48382334148346,-978.9990078263431,546.6462861792096,-406.2594955348088,-77.51597196716978,-225.42747396941422,120.59066474234953,389.4941289130844,-482.8851083303871,-282.96709410617336
INS_T_1_0,-40.03881781538348,-61.3822149090488,91.36135807281983,-81.70686991505568,-38.861586274021505,9.921020527492175,-25.43698203319181,10.06671652405754,-143.55873764847598,-6.061272906915605
INS_T_1_1,-36.452663491571954,-0.913195469963191,-44.124054539846526,2.309404775036694,-96.42218644582796,-2.526243688190469,-69.43094696827274,-0.44113541348358287,-0.4429479702209369,-9.45631521181534
INS_T_1_2,-124.08583395966821,-27.477158854366095,-122.28438713493324,4.747395066711761,-245.11842441406452,-25.08082768739746,-29.617701101694337,-19.040537275442333,-50.93220851997421,-77.63389615359287
INS_T_1_3,-5.731082208125031,70.55815900195643,-27.315659698282957,174.89466528206796,-174.16254972229777,-39.954160346006745,-117.88376039987878,-14.60051114128811,-79.12794605700742,-94.25865102910026
INS_T_1_4,-175.0132616471766,-291.79945062897184,44.30898206520095,-159.92797599004507,-97.914781309918,400.9628597175258,-87.38275014956429,334.9273121824093,-237.56321584189982,-118.36121861677395
INS_T_1_5+,-31.160886449293685,69.74464601715954,-31.540375191461862,28.30082347071766,-145.90104805246432,5.9845677550802066,-13.944743662756082,-16.593972310887693,40.91974734653559,5.28201478641131
