Sample,SBS1,SBS2,SBS3,SBS5,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40
Eso-AdenoCA::S.1,2534.8896500582496,0.0,0.0,4105.550879172349,0.0,2286.664626761228,145.97449058219635,2237.3940791573928,0.0,8264.160073711835
Eso-AdenoCA::S.2,307.5828301455553,284.38960347952644,0.0,7719.868405400199,2393.2412974970816,24803.36245574632,2591.3178916274633,0.0,0.0,14716.708376687522
Eso-AdenoCA::S.3,1648.7623484251656,0.0,0.0,0.0,0.0,0.0,5068.3616423469,4392.309149266294,305.6677164960455,6736.493149150856
Eso-AdenoCA::S.4,2873.1690418286903,525.0147706808344,1869.2152615021978,3384.210692727712,607.6943861818875,2314.8624700201203,497.46235031339836,0.0,0.0,0.0
Eso-AdenoCA::S.5,2573.873835546188,0.0,0.0,4715.763263711734,0.0,1243.379865487588,0.0,0.0,0.0,14565.51237181735
Eso-AdenoCA::S.6,1500.4379312423928,0.0,0.0,2797.2042782855137,1640.786374286275,3139.2451290279246,80986.15909163449,0.0,0.0,0.0
Eso-AdenoCA::S.7,930.6332121685658,3417.084428621978,0.0,4286.868076528846,0.0,5548.724030167114,13989.778769162096,0.0,0.0,0.0
Eso-AdenoCA::S.8,2578.880990527445,0.0,0.0,17896.512605754197,0.0,1615.8997129656127,5764.148671603562,0.0,0.0,0.0
Eso-AdenoCA::S.9,962.5234495843688,0.0,1632.834473667127,12231.702481429345,181.50257731930662,3000.71568585684,10989.672956575705,0.0,0.0,5333.743351134493
Eso-AdenoCA::S.10,1057.674391571959,0.0,0.0,6147.558767539385,253.8315064519318,1866.7651321835585,6166.161669269296,0.0,1186.9917716081504,20628.510334161274
Eso-AdenoCA::S.11,4516.807245529288,0.0,0.0,0.0,0.0,1710.8358240614664,6578.561416204288,2467.9525164424163,365.4553070111142,4617.240981375044
Eso-AdenoCA::S.12,3182.965296859013,2779.8624758813376,8987.405134433931,9688.745673627482,0.0,2703.024369543449,5924.864703875912,1948.6685467447437,728.58279834913,8685.096286618138
Eso-AdenoCA::S.13,1617.2686615912517,1346.0162018691733,0.0,5121.656655786158,0.0,238.4055473163122,17590.474194139173,0.0,0.0,0.0
Eso-AdenoCA::S.14,1742.5239713674491,883.9638025959249,11019.725088402116,0.0,0.0,2552.238254642228,49562.534458796945,5610.147822285862,0.0,17224.14384789391
Eso-AdenoCA::S.15,1822.1549211121653,0.0,2650.4067176596136,3949.301961646757,204.46322361906348,5296.816031887197,0.0,0.0,0.0,0.0
Eso-AdenoCA::S.16,2110.205762331696,1055.537507427957,0.0,4978.25994152277,702.0515632856988,13096.262610090871,1046.39532145666,1506.5879557389817,18151.093241584833,2733.3513217076484
Eso-AdenoCA::S.17,1417.6629667776406,0.0,508.4296393753909,10541.258087777025,0.0,736.226030888161,1608.1928013897086,0.0,373.0944948090978,0.0
Eso-AdenoCA::S.18,1335.0837055894551,57.0710329010023,0.0,5689.193409639167,366.6707571750201,3456.984285750212,1052.2900032925645,0.0,0.0,12777.117006100376
Eso-AdenoCA::S.19,1923.944710200872,0.0,0.0,4047.01409302931,0.0,3652.234205144477,958.8176445344707,0.0,0.0,0.0
Eso-AdenoCA::S.20,2301.376492459541,0.0,0.0,0.0,0.0,2254.4553770455773,58074.0541008362,0.0,3151.1136466271637,13345.856656747423
Eso-AdenoCA::S.21,1426.637160902059,0.0,0.0,3429.0073565742273,0.0,8240.735823551979,47626.12502980447,0.0,0.0,0.0
Eso-AdenoCA::S.22,1613.0749011755847,118.08629664550321,0.0,0.0,0.0,2724.011751849747,311.3043443240925,5299.304694984337,3787.6255957806475,9901.138221238523
Eso-AdenoCA::S.23,1543.8473151165647,0.0,0.0,3118.74807630691,0.0,7239.488236849656,0.0,0.0,8217.351799730399,0.0
Eso-AdenoCA::S.24,1793.3693314522118,0.0,0.0,6202.623633287365,684.5140005110336,13443.539977715205,10575.266103865419,5024.01058159163,2149.824424915817,1929.4442334336904
Eso-AdenoCA::S.25,1446.543838375417,138.60959967689584,1544.106598227866,3584.771992722042,200.28485807292168,11875.58303757263,3502.9988228166726,3301.659057242007,634.9349976909283,4388.909353095968
Eso-AdenoCA::S.26,961.297063757114,0.0,0.0,11481.763815957249,999.4066755567737,5324.301765721315,6906.29377694468,1664.9577640714876,661.3745063189602,11366.166162274834
Eso-AdenoCA::S.27,3082.123096180942,994.7813870716352,2536.3529156914115,0.0,539.8006647178116,9051.452521517269,1319.8363092297645,0.0,751.716320215685,2031.0493654355716
Eso-AdenoCA::S.28,731.2527905446156,3346.486336591397,0.0,4982.774866256005,208.25939147211426,781.4905848593082,17563.134905918385,0.0,953.2671113384353,7688.574952938924
Eso-AdenoCA::S.29,2512.714610406677,1561.1270177951037,0.0,3042.5055334047715,0.0,97.27656531378437,1845.2041287260483,0.0,0.0,0.0
Eso-AdenoCA::S.30,1536.8762766027667,591.1017643844043,2597.6625805892877,1912.6555279131749,0.0,3948.5305400732796,2026.050502967243,1717.506836249145,708.274390511319,5137.826347360264
