Mutation type,ColoRect-AdenoCA::S.1,ColoRect-AdenoCA::S.2,ColoRect-AdenoCA::S.3,ColoRect-AdenoCA::S.4,ColoRect-AdenoCA::S.5,ColoRect-AdenoCA::S.6,ColoRect-AdenoCA::S.7,ColoRect-AdenoCA::S.8,ColoRect-AdenoCA::S.9,ColoRect-AdenoCA::S.10,ColoRect-AdenoCA::S.11,ColoRect-AdenoCA::S.12,ColoRect-AdenoCA::S.13,ColoRect-AdenoCA::S.14,ColoRect-AdenoCA::S.15,ColoRect-AdenoCA::S.16,ColoRect-AdenoCA::S.17,ColoRect-AdenoCA::S.18,ColoRect-AdenoCA::S.19,ColoRect-AdenoCA::S.20,ColoRect-AdenoCA::S.21,ColoRect-AdenoCA::S.22,ColoRect-AdenoCA::S.23,ColoRect-AdenoCA::S.24,ColoRect-AdenoCA::S.25,ColoRect-AdenoCA::S.26,ColoRect-AdenoCA::S.27,ColoRect-AdenoCA::S.28,ColoRect-AdenoCA::S.29,ColoRect-AdenoCA::S.30,ColoRect-AdenoCA::S.31,ColoRect-AdenoCA::S.32,ColoRect-AdenoCA::S.33,ColoRect-AdenoCA::S.34,ColoRect-AdenoCA::S.35,ColoRect-AdenoCA::POLE.S.1,ColoRect-AdenoCA::POLE.S.2,ColoRect-AdenoCA::POLE.S.3,ColoRect-AdenoCA::POLE.S.4,ColoRect-AdenoCA::POLE.S.5,ColoRect-AdenoCA::POLE.S.6,ColoRect-AdenoCA::POLE.S.7,ColoRect-AdenoCA::POLE.S.8,ColoRect-AdenoCA::POLE.S.9,ColoRect-AdenoCA::POLE.S.10,ColoRect-AdenoCA::POLE.S.11,ColoRect-AdenoCA::POLE.S.12,ColoRect-AdenoCA::POLE.S.13,ColoRect-AdenoCA::POLE.S.14,ColoRect-AdenoCA::POLE.S.15,ColoRect-AdenoCA::POLE.S.16,ColoRect-AdenoCA::POLE.S.17,ColoRect-AdenoCA::POLE.S.18,ColoRect-AdenoCA::POLE.S.19,ColoRect-AdenoCA::POLE.S.20,ColoRect-AdenoCA::POLE.S.21,ColoRect-AdenoCA::POLE.S.22,ColoRect-AdenoCA::POLE.S.23,ColoRect-AdenoCA::POLE.S.24,ColoRect-AdenoCA::POLE.S.25,ColoRect-AdenoCA::POLE.S.26,ColoRect-AdenoCA::POLE.S.27,ColoRect-AdenoCA::POLE.S.28,ColoRect-AdenoCA::POLE.S.29,ColoRect-AdenoCA::POLE.S.30
AC>CA,7.940937396239056,1.972164581321903,3.4785813538000134,1.6278652237609872,0.8102747684137235,6.430930938541106,3.786260175724901,3.3511678681250374,3.5795368489116446,20.75813749684714,14.852215754043975,5.560268621807496,2.442430208880799,0.1715418321190862,2.69919810688791,21.04931384458786,1.232284458423719,4.264681257490361,2.6278040310758746,1.742501689574622,0.5838570587438406,11.12032290423991,2.3432851679085758,1.096477420876943,6.884024449144309,0.05521847007518723,5.282700429378127,5.591176502950871,11.183621711889781,3.716088221771186,4.844667937372553,0.030568349032938653,1.0197421465727414,5.067859887708926,10.5639753428034,14.2635476369211,13.104652081177038,1.981660985278775,7.674552785646189,68.68586910555354,24.18151926617825,13.436481429141356,6.811873084071642,47.67807480346193,31.23853034744021,11.64061915408664,4.576933040527645,16.512100979336367,11.317578798397196,6.951489400734156,45.98598764167147,4.623548620554137,21.87299108613176,43.91547778003292,21.24722226969254,23.667673871547898,1.431790932076488,25.66354523109606,4.6282829665256715,4.243254216441205,15.747608441276313,28.562412711612247,5.8428862528150045,10.961840268264321,9.328184265709897
AC>CG,0.45851130522490546,0.19751375500719182,0.4173561191072696,0.2005070484292513,0.06721075893954458,0.7726337630390488,0.48666811856084174,0.3681278647565123,0.3474735736436422,2.8236971524823162,1.6243139962226205,0.7551719911894613,0.18805219318102404,0.0023165309269020454,0.3243221662035694,1.3718413827452505,0.06601121313313146,0.40313141623603144,0.34376437744021804,0.09994945965011501,0.045575856646572654,1.4829736943039071,0.31157555347479443,0.08558861686683245,0.9191877669124155,0.0010832734189948467,0.6523893460626479,0.7181681297151091,1.5206067208289515,0.4867689405142756,0.6509878661847097,0.0006262975603366656,0.10134714759073335,0.6690618744366859,1.4377743027775438,0.27683743397035754,0.1386164543056012,0.08649089774092786,0.07016645264685262,0.2684388638145251,0.7681933981695981,0.6781941550317512,0.01251972303879137,0.3492859081475733,0.17755744011506674,0.07301990464743284,0.06419198520440171,0.030348030343260696,0.23240659198085814,0.38262657302713615,0.3099344515699411,0.26434928463913515,1.4723988394005454,1.901471018180152,1.7424892859733532,0.3682299155212748,0.0035538926787482476,0.5010470950744912,0.030186979708614302,0.03681466960544296,0.07761800465538862,1.172896697663471,0.1069302580799656,0.22450645732915525,0.052844258755033305
AC>CT,7.860891916624658,1.148128606074778,1.5409839915512364,0.6051635509198797,0.8313516955930068,3.426060233334953,1.3959619130109506,2.217982469225368,2.2972659192859854,6.144504753660247,7.979619897261449,1.6432793948874571,2.531264281865876,0.07099610411049648,1.2548456346107553,19.736895997014788,1.0459200814934175,2.791031320272546,0.8417378626903076,1.6851313385776256,0.562669693940684,3.754112383062432,0.6799607077912535,1.1112551220865108,2.139487975134739,0.007738605890366658,2.219168696880051,2.305132163122826,3.3096636169503397,1.2696934338846553,1.4168652212080224,0.0012048472491619836,0.21206523181706258,1.45207082613421,3.130600143014568,13.367775777824715,13.707450202383495,1.18322581914276,3.5369694986072253,90.28667830054899,18.026717149515704,6.307729930306638,9.549355088229445,22.675243046120425,23.514225877040808,8.547225779304474,4.576435632050313,23.147805832303405,10.237702560642141,3.1018656875563266,45.721109884915926,1.863169344802104,14.3106765332155,34.11758928377463,7.896173575842622,19.962128335846984,1.9792139287428394,23.531976124627526,6.375650245392507,1.974352580382641,14.704040085252897,24.395492566196964,5.276469999773015,7.981649262373419,7.060027526657712
AC>GA,0.9221530582341584,0.5694171041686175,0.9637111213854859,0.7611761588042804,0.9212657724499713,2.9075469383517705,1.1785231788100528,2.051382229710601,0.5560922877703827,4.42017974038292,2.9483170311312525,1.1921908994258863,2.5803622186839665,0.1615465476192662,1.1638035182874022,2.780644129680346,0.27522046823888235,1.0293783525370936,0.7150840066810411,0.27629632145935323,0.7787420283685416,2.911069735984105,0.5496195088413807,1.3200882424754343,1.8125704953907813,0.054231504044303894,2.004627381271105,1.856106636132489,2.3864737393171516,1.0319271276895483,1.087423211044936,0.03095347656341725,0.6644483307664877,1.2184652219311696,2.2449186874154483,9.25065149008553,9.526529294339587,1.6716788862341738,7.745798743758945,22.90763726173316,22.60789521853538,10.317277371368098,3.784374171371685,43.923897282017464,25.360744726345615,9.769893017863243,3.0343789880966776,9.173390004490642,7.615645945806823,4.752997901141876,22.260335130215516,3.1081444374223093,16.890175952036515,42.85707572965407,10.840992885192186,16.214689860770857,0.8418495440111001,17.121229847268282,2.7095812749259536,4.164223757642052,11.89676402741155,26.79818339477341,2.620424902677687,6.736455205418906,7.556555011698381
AC>GG,0.19628558287372072,0.12600861544039105,0.23678014112892598,0.12685772881344123,0.20785448293565684,0.7680931529291787,0.28334237883687546,0.5207657174309642,0.14288499414379055,1.1472926660569405,0.746442506057553,0.3067396453642668,0.6335883860769183,0.0048382802653792,0.2716300209398868,0.6856400961029823,0.027096594022813926,0.23919909408661988,0.1640752509026819,0.056690826990607665,0.1413854614092483,0.7416329402178206,0.12562636089756465,0.27944113178045815,0.405029782315195,0.0008246363979363525,0.47535111761709353,0.48670111669329114,0.6176318060543029,0.25259871010587676,0.26379627857755217,8.554963189433228e-17,0.04120280114310776,0.27096446514588274,0.58385911226558,0.9138106380700308,1.0941260383545264,0.23209272436553563,0.5345521887455741,2.347863831108037,3.365893251302845,1.1059690244278508,0.41734249184666194,3.378759018147526,2.124033875133004,0.7722184898463127,0.2912635487768605,1.0116455904696462,1.0047823095130362,0.5263081275114914,1.6150350622991063,0.29691788952353004,3.063363712809697,7.478481581842547,1.3133519085404468,1.7863214922946995,0.08708013804740578,2.132961845318347,0.3398469817131583,0.29676960379189815,1.0372581595034585,4.732045054695338,0.2313753045472559,0.5813712189497962,0.631746931098684
AC>GT,0.31862768545811637,0.27524625157370664,0.5326328891442182,0.23786152793540416,0.35536711710203156,1.39638343323577,0.5707851150485969,0.9190837985714136,0.25320274365580175,2.0359859993531586,1.301116411570955,0.545423419272222,1.0759376606336566,0.17120218601286719,0.5680211721661255,1.1421475383719035,0.04691048492207177,0.5140565624802325,0.2933183024701458,0.10790910162605827,0.2451647264697626,1.3025673319226065,0.23882365231378458,0.47277718492765497,0.779206757731669,0.023407212583087575,0.8254373960033154,0.8457632388842576,1.1001389227717335,0.44902034584085304,0.47716226362404834,0.0026775017605183246,0.07307155896878521,0.4828060430533974,1.0442312872975696,30.541509968846647,29.77679932817253,2.181660068095775,11.75502295690967,90.7421425364222,31.305632257393206,14.21676667500107,20.301221793715964,75.83441748158276,62.67550714048047,22.721195629030007,10.425071138909296,49.21052111871916,10.025391372498053,7.1467947898087365,33.522754326751915,4.641946830529819,17.68666790259946,44.93678893745085,15.413485491865872,23.350178336561104,4.205311904570858,21.930835472324098,13.04951804575487,6.5727774905480905,35.76540168512405,34.12534262447994,4.352162167411528,12.157190347089905,18.748770056866654
AC>TA,0.8868231721661892,0.5010680210930705,0.8485774828427907,0.7736549592899853,1.4061028445869939,3.6369925317499425,1.050581060829308,2.775233564648188,0.39405235524067517,2.47249006500161,2.177609254778468,0.6695099503416657,3.8374438256262153,0.08056540878137229,1.343467951239028,2.8186425691863284,0.15255960676580704,0.9698698943821494,0.5235677096291713,0.32518019197704007,1.1512936793010684,2.297053141259174,0.3697652765170797,1.94185110909741,1.2856911797077009,0.039105590950450755,2.0191828031098105,1.888182017874418,1.35364989863897,0.8368786154147128,0.6345379303866132,0.022432311894509786,0.46211967916431973,0.6441592084745624,1.2978597623186572,1.1003946278614365,2.6350082016469436,0.9868214986803031,2.287192541113914,3.7134135981385485,15.473391720766342,4.418162968887939,0.07427308009538348,7.5834402458532955,3.583946139968524,1.793966780143187,0.3884906091823553,0.1800392613668977,4.800844569159702,1.554916536667649,7.970822573634415,0.9357306899795546,14.541495444038377,38.3040470402257,2.943353001772137,7.861703671139408,0.07952193924951101,10.957369829856189,0.49902625407221496,1.101295168976692,1.745523901911621,23.487716044520088,0.6704414080997221,1.369882021117222,1.0660642127864461
AC>TG,0.13581895831352095,0.15640727183290226,0.24348491108516868,0.16708717447286917,0.5219509767470805,1.388250338783602,0.3112753580147521,1.0972254554921619,0.06741924876236485,0.4511332486723141,0.5213722598292955,0.12075393565652404,1.5955860990850135,0.0018217165842124346,0.4381472255993963,0.6531240850230695,0.01927259898045232,0.27400159393995505,0.12599347883114903,0.06978181675270469,0.3611306209183009,0.629322125038217,0.05038834333090738,0.7084006630261671,0.24053049422668926,0.0005860945198143785,0.6982457763823564,0.6607008875030953,0.24299699092637128,0.23357530572517946,0.10469923166279274,0.0004068504529264297,0.03137293769175209,0.10867700784101057,0.22962937532963387,0.04187293681426037,0.7877230086843924,0.33282130587686715,0.04948532748537547,0.4255680672863255,5.665558899122797,0.8574681480682134,0.005418140026957168,8.337792646103364e-14,0.007434183765685778,0.024902718189413767,0.012649427374010902,0.013133667368891351,1.527890035623318,0.28931467153198875,0.4318245265818448,0.04611492309210143,5.512211368206145,14.895636509168009,0.26786385400779,2.053076319687882,0.003969812610942896,3.1825932737430698,0.19026185599283624,0.018897514751965175,0.024861740913703197,9.24706134255065,0.043009705076922866,0.05707483853526997,0.002622220793767993
AC>TT,0.1624411828580798,0.3681435811889062,0.6247295422522681,0.4748657596438514,1.3699634891713521,3.470515935472689,0.7637952808985052,2.7021078024922565,0.13223947510546588,0.5690744434442014,0.9294970053998599,0.16379022522600128,3.993129417876349,0.08098016121191658,1.2426874454985737,1.1581822912361797,0.04565514123299052,0.7194358573077058,0.2995048194011196,0.27815249163133127,1.0284578317071655,1.3033556796577364,0.22989971119151015,1.824887715479371,0.49249769571860086,0.05252905228320621,1.6432447844536564,1.5131250969547885,0.34912662603710454,0.5520037317618152,0.22732965159023646,0.02897147323028588,0.13719795483291422,0.1610839890469396,0.3738112315173402,0.5916540439021375,2.477443138266567,0.8178891293219019,0.3525453641672554,1.9229696602623862,14.173238896988579,2.3341382360993768,0.5022255067206821,0.01337051433339098,0.6952385866798917,0.39926887262714095,0.24424141836210775,1.217403521618968,3.7527424241564558,0.7574912242474782,1.0544155622398543,0.3278886969520087,13.614177735666166,37.18236519399004,0.45876296682682427,5.064049084700114,0.12394921709196988,7.968339829321898,0.8080367686387224,0.1777847156810681,0.7117733442225216,23.134983702602494,0.07160682068265489,0.0674790221491109,0.21278244101806812
AT>CA,0.7781810489272826,0.46510765123376496,0.9105054247577697,0.4322734000485419,0.37756103843468497,2.0700344214947957,1.040040446282773,1.216166897400273,0.610826162020015,5.018872640726815,2.9920565371745727,1.343966773374372,1.1790278407116646,0.07283976860877425,0.8379554264084383,2.494145795991064,0.14508122070977897,0.8878688429588321,0.6584906845137812,0.20209838942300737,0.2540313857794152,2.8302386357134095,0.5625623487991942,0.5081122646500811,1.6825252947925253,0.02175721680875858,1.4960965058466877,1.558741089187801,2.703124491236355,0.9546171719827151,1.1684143558022484,0.006333535460455486,0.2256719915234613,1.2215949299816253,2.5528372735009173,8.867062610318262,8.491312778670109,1.6549685114604369,8.196023878539268,19.658694433297782,20.59598252303535,10.73907481809886,2.4969795392405914,52.85884113512977,27.696918919694795,10.044865906176351,2.75436408426794,6.0527226192289705,7.345981970650806,5.443889395429071,23.364719947552636,3.528057360512112,14.656234028790095,35.19346517725548,12.871058354316657,16.735973833746606,0.5188387423056867,16.004250889354807,1.7291831465779537,4.579999867323051,11.526979147923724,21.60229787205869,3.125167696139636,7.944740507334037,8.204435562636604
