Mutation type,Skin-Melanoma::S.1,Skin-Melanoma::S.2,Skin-Melanoma::S.3,Skin-Melanoma::S.4,Skin-Melanoma::S.5,Skin-Melanoma::S.6,Skin-Melanoma::S.7,Skin-Melanoma::S.8,Skin-Melanoma::S.9,Skin-Melanoma::S.10,Skin-Melanoma::S.11,Skin-Melanoma::S.12,Skin-Melanoma::S.13,Skin-Melanoma::S.14,Skin-Melanoma::S.15,Skin-Melanoma::S.16,Skin-Melanoma::S.17,Skin-Melanoma::S.18,Skin-Melanoma::S.19,Skin-Melanoma::S.20,Skin-Melanoma::S.21,Skin-Melanoma::S.22,Skin-Melanoma::S.23,Skin-Melanoma::S.24,Skin-Melanoma::S.25,Skin-Melanoma::S.26,Skin-Melanoma::S.27,Skin-Melanoma::S.28,Skin-Melanoma::S.29,Skin-Melanoma::S.30,Skin-Melanoma::S.31,Skin-Melanoma::S.32,Skin-Melanoma::S.33,Skin-Melanoma::S.34,Skin-Melanoma::S.35,Skin-Melanoma::S.36,Skin-Melanoma::S.37,Skin-Melanoma::S.38,Skin-Melanoma::S.39,Skin-Melanoma::S.40,Skin-Melanoma::S.41,Skin-Melanoma::S.42,Skin-Melanoma::S.43,Skin-Melanoma::S.44,Skin-Melanoma::S.45,Skin-Melanoma::S.46,Skin-Melanoma::S.47,Skin-Melanoma::S.48,Skin-Melanoma::S.49,Skin-Melanoma::S.50,Skin-Melanoma::S.51,Skin-Melanoma::S.52,Skin-Melanoma::S.53,Skin-Melanoma::S.54,Skin-Melanoma::S.55,Skin-Melanoma::S.56,Skin-Melanoma::S.57,Skin-Melanoma::S.58,Skin-Melanoma::S.59,Skin-Melanoma::S.60,Skin-Melanoma::S.61,Skin-Melanoma::S.62,Skin-Melanoma::S.63,Skin-Melanoma::S.64,Skin-Melanoma::S.65,Skin-Melanoma::S.66,Skin-Melanoma::S.67,Skin-Melanoma::S.68,Skin-Melanoma::S.69,Skin-Melanoma::S.70,Skin-Melanoma::S.71,Skin-Melanoma::S.72,Skin-Melanoma::S.73,Skin-Melanoma::S.74,Skin-Melanoma::S.75,Skin-Melanoma::S.76,Skin-Melanoma::S.77,Skin-Melanoma::S.78,Skin-Melanoma::S.79,Skin-Melanoma::S.80,Skin-Melanoma::S.81,Skin-Melanoma::S.82,Skin-Melanoma::S.83,Skin-Melanoma::S.84,Skin-Melanoma::S.85,Skin-Melanoma::S.86,Skin-Melanoma::S.87,Skin-Melanoma::S.88,Skin-Melanoma::S.89,Skin-Melanoma::S.90,Skin-Melanoma::S.91,Skin-Melanoma::S.92,Skin-Melanoma::S.93,Skin-Melanoma::S.94,Skin-Melanoma::S.95,Skin-Melanoma::S.96,Skin-Melanoma::S.97,Skin-Melanoma::S.98,Skin-Melanoma::S.99
DEL_C_1_0,0.9110251295999205,-28.386974319966953,-26.681648972416056,-12.233908582047377,9.945528238305045,-2.3248525264480477,-6.668325005421039,-13.115919590527632,-5.382726198774906,1.9120434731380556,3.92233289043304,0.3336637738294925,-3.3292514467914724,13.398855605108508,1.7764481880333278,0.23403099660184523,-1.5682987056047608,-2.679395951053671,0.46309249630197336,-0.6218176265911808,1.2543989108095914,1.4732523653011071,-1.7534311313997613,1.5150155027541388,-4.68282658953229,-5.3959066430221085,0.05815740116938173,-1.9945619241465593,0.8517332728870333,-3.124646682561842,1.499571315760548,-2.6688796436144377,-9.691575248871615,4.729816262222528,-2.381579640011668,-8.047212513973257,-4.206973520342601,-2.579057047137489,-1.1922232708158411,-9.950543516628024,-3.1155888309883792,-1.660416189834251,-3.558280170871747,-47.14178457172649,6.021751328923386,-2.586618434534614,-28.259725305729027,-0.8696169850575792,0.4370471556042297,0.6041061899631046,-4.574210404744079,1.928067136339532,-1.8592391712866476,-21.152385384021272,1.7960995335786833,4.7768329994280485,-1.0319280669018571,0.19302076964446968,-8.408944942442899,-0.6185766072133241,-4.611424937405658,-41.74376543322357,-0.9615259251253896,-2.583522590761447,-0.605158043449646,-1.918921712829956,-36.71464648063976,-12.068492604270316,-1.85236086291388,4.240883003995549,1.3026992871662983,3.5418254571214405,0.9597595573862918,-12.517392169505655,-1.9626089706002894,-0.08034390130905678,-11.634380334760092,0.5658475010034252,-1.1737801204467608,2.502890617281494,-0.43055866225176764,-17.033719220803732,-0.27049167441954935,3.603416021769192,-3.5356989741881364,-2.9521053185665274,-4.403306397629295,-18.2598010002001,-1.2853291335838932,-3.340394862002981,-1.6484165982661807,-0.6894370128088845,-11.03219586093607,0.8152874983092175,-2.1521944740990833,-20.81504411355413,-10.642923320937257,0.9444413478608276,-5.62703440952879
DEL_C_1_1,-10.371622901062253,-0.8275998330373966,1.2352454624094307,-3.795964977718775,-14.230589655798955,-8.985099070030198,-5.033780563281741,-3.566831579674357,-5.664306334788581,-9.419426129261144,-10.643662892077515,4.584091531501805,-6.889493219369367,-13.077212419749992,-1.1474928033475038,-2.306169535925431,10.717329369693076,0.5656812824200337,-8.583504886977344,-16.491156786454823,-1.5247128763530888,0.656951103270643,0.4841288851624874,3.1444698251616785,6.013667808016322,-10.815862722115828,-5.187065871967485,-0.43075699586825955,0.08454016136046238,-2.7713758796172705,-1.5794897236911183,2.995201398102324,-4.198370808632019,-10.241698852637448,2.6002081095309992,-4.350739531847003,-2.709087296898957,-7.973851423372643,2.572069898940039,7.4376933515720935,-14.404673861530725,-5.530327852556379,-5.6729302391375995,-9.278141843642722,-11.26307086551536,-5.582422150901159,-14.235389714124203,5.494530709744853,-7.647334959783281,-1.145519308793265,5.408858866797015,3.7942531404569593,0.620477321921661,54.89582364628059,-5.364528208209229,-2.510453762045019,15.570494307952453,-2.753075162518636,-1.3571083610487573,2.6160699659457762,8.626400076578838,2.3692033377644606,9.942589014688641,5.884168255641786,2.4654434185968275,-1.5160729643762636,-9.987724700315178,-1.816603188149525,0.828468814927076,-3.511952851206104,-1.0231773962947237,-4.12359414736731,-9.685144839918422,-7.2977881144006105,2.59275339663294,-4.561681543454473,-7.134334691843712,-2.2669367249729966,-4.385868420674001,1.3990339893995447,0.0961650328649526,-0.3513565885582288,-3.0099439561160626,-19.385319042561946,-0.5509313915535285,2.828535167048699,-0.12723492973254302,3.075675751549113,-1.5201683299969098,1.6845373722932813,-5.373066661811242,1.4796420269022388,11.009481098934891,-0.42863526040273925,12.959558682574396,-0.6298274674559075,-0.44676921089011046,-1.2644236669305924,-1.07249822090942
DEL_C_1_2,-4.905644071341053,-3.3792958807655857,10.168025427398886,7.140235768530394,1.1218079971426744,-2.855070351675624,-4.136244886279004,-4.435663736179565,-5.3507243472134824,2.9973616770286062,1.2058561694366219,6.53646013482196,-3.8506990749056804,-2.0608696320980444,2.491464267008176,-1.5039079732081184,3.1688169948330387,-2.537077104032246,4.9581283806556655,-3.438385969135304,0.24804482924052818,-9.576692917096214,-0.7644085162107395,3.4969922206137047,-19.878791024043068,5.651273999598359,0.8540483694120997,-0.7503930270800594,1.7046287046021726,-1.9588057246048485,6.068480507744573,0.43522929152778644,-1.360213833847605,-14.712250557206215,1.0284664718456353,-1.3984082705094885,-0.23526266329804457,-0.36954707179282487,2.234219710353286,2.830567111312873,3.031553560838727,-0.17593022293210314,-6.961793583349245,3.7152796183206505,-0.17432247910074494,0.14634992043192696,12.119854565046943,0.20835942470667257,-7.733449067208232,-2.134195473757412,-4.229078220852269,15.511847861424226,-0.5715236082375892,-4.5319168173947695,2.669217425179003,1.4809298932050892,-2.1788615910030824,3.8854610113931107,6.9446590637224075,10.124125648928562,2.1925136549181854,1.0106053827559478,6.288930658797963,3.8096512873914214,-1.5058489516612743,2.5524537181390965,-1.277007720707874,2.1507604000503484,5.375651552490243,6.7932694249196395,0.8152554368999887,0.4103592559629998,0.9226830276344948,-1.6642656750190596,-0.3295413529642814,1.0533457525007712,-0.44674429447018227,0.898237812112578,2.6586679799976665,-3.9882386979075166,-0.9143843200416732,-0.16230923246237872,-0.7235541889634272,-8.082879536649262,2.6271939498107573,3.060511967340572,5.876998800700649,0.9501936375371587,1.6620798219452428,-1.607755298582492,-3.651145534081042,-3.1556211772658838,8.597832364359043,2.741588446546138,8.985054350918098,10.581857394655547,-0.816539387740379,0.24826676203501585,14.716063763410746
DEL_C_1_3,-1.425632021799215,-2.7860209446333037,11.455275269773114,-1.6312348275664803,0.3108352365656071,3.7129183441690836,1.5079359032664064,-5.87156436229353,-1.8613233909209361,-1.2715150345954456,-0.6771359004202413,13.970506139874711,-0.5235254377032099,0.12191614936623374,-0.6570966681926187,-0.2757044365688497,2.233292429738757,3.313263509067971,4.107959536091512,-6.526298029946112,2.837536131433398,-2.2746235646596844,-3.3560038776770416,0.8795262975651035,-18.435722538618162,3.901008761933655,-0.05136953689680013,2.4730480492522,-0.5275583081080751,-0.40959096831256936,-4.109530290846942,1.982784315900246,-2.0394145046719894,-3.0836543873529063,-0.3188990789577837,1.7757485919762912,0.027238882577724333,1.3592908887815671,0.004531336281221154,1.6725269896055792,7.768830871365946,3.4096314499328364,-4.941241161429955,7.976865986416082,-11.344361528409703,1.0813322836085106,-1.2622977230394383,-1.2995719455765178,-3.3760605347730905,2.1830855883674074,-1.8966782441435042,1.9805361001179307,-0.0684891910415435,-2.5050748656910002,0.3384789870710332,-2.3645757056862724,0.9035732867562292,-1.5338803243715642,-2.471701675609963,1.8088866873879654,-1.0395228302738255,5.430367113337063,-0.17701779513448823,3.1977516321030137,1.8734567339740558,1.0638680027293042,2.2793130262916987,-0.18343760994392344,-2.615655394568056,2.2137251367740713,2.0301359517262965,-0.06552440613080535,0.7482988130978363,-2.2806230285790914,-0.7074134860274548,0.007796977224353796,-1.143148759072047,-0.8308230430897161,-3.2335168106905154,-0.01597539627531308,0.43976069818861774,-1.9471642970383982,-2.7960087198574595,-1.5136968255728966,0.3690162825181007,-0.6972047254977864,2.221478868492886,5.074387751382997,13.065069351872511,-3.9654311719812076,-0.5149198943039854,-1.0671036331516595,11.827755334500495,5.336060366776358,1.9272698490733795,1.734676952064877,-3.7991783561675208,-2.0557701497392005,1.4745766839058607
DEL_C_1_4,-2.784860994760589,-1.384893307123244,-2.277107354047243,-1.8363070896186144,9.974874476803564e-05,-1.5567318596421882,1.4151432038160117,-1.961494194915428,-0.17105858098038973,-0.32378008912612577,-1.251942628195081,1.108985832849358,0.7394888701284701,-2.038503306495986,-3.2309610014843164,-0.22298939996629397,0.4103862969994214,2.913574989998848,1.2898046459363846,-3.293811091987373,-0.2497175357264565,-1.8713705265233467,0.5087704416264143,0.24975148501337463,1.3777084272600906,-2.0829398807443,-1.10887644527257,-1.0849316163822833,-0.313802208025313,-0.0019743067605479947,0.46357599212783773,-0.6212388408404406,-1.7913424735801309,-0.7921104332392592,-0.6075076852238663,-0.15197816973511546,-0.9943712080363587,-0.08068553987188576,0.3537126817926498,0.2794807656198417,1.193113596639237,-0.7014576998214315,-1.8359330975470667,-1.2240215790638613,-1.9520775242433794,0.7717863594106409,-2.4803718485749062,-0.21854400037380772,-0.9398347863009167,-0.9028034921900252,-1.2374174987983078,-0.7267493900476587,2.095750501277041,5.890317611049246,8.020279115432894,2.9713871462270403,-0.5209284768921376,0.05629681936631181,1.006718746060737,-0.6113448626119993,1.637563876293322,-2.781643617171979,0.8030919827365688,-2.448683775772194,-0.39693803549199175,-0.8497161624205405,-0.6775177379223423,-0.55463643724869,-0.9949784112060482,5.927410321770369,0.9229087233017994,-1.5334204513208496,-0.7847287555693558,-0.1682616682528808,-0.19580618143792416,2.792560752634454,0.2356285639561193,-0.30663288704576236,-1.3489835767289904,-1.549711498626538,0.5191083344313301,-0.5031609424822463,0.176986877536065,1.0583832788347323,1.2372103066096418,0.7213685879769716,-0.23981716400130182,2.778604873086025,1.7393605939047712,0.010341666838960872,-2.2571685266328325,-1.0826521324405478,2.005513161766217,-1.4406096824107846,2.4242867713136897,-1.0450278721759618,0.6667916152393802,-0.7233491793460306,1.8282697277787308
DEL_C_1_5+,-2.2268340886835567,3.0384318005382593,-0.7014460965085547,0.7285123223611587,0.1850129649360872,-0.8819172831197032,0.07045735394763586,-0.7033261076847237,-1.8043841785576675,-1.1382404235406787,2.5491374195232366,2.4955677129288296,-1.3797908276936575,-0.35344682894534607,-0.3955251240235782,0.943391446466185,17.417937559719572,-1.5349423758506147,-0.909313545989348,-1.0848445051450044,0.0756648522699972,-1.0837846922046395,0.6225490643829907,1.2629310862661525,1.2273926795395562,-1.6233006941834467,0.6582076818683871,-1.6944626293734781,-0.3572929055811445,0.2945893126930579,1.805624229974753,0.36176719376672495,2.9724952191078913,-1.64114260181675,-0.05155347420878931,1.5353274632694474,-0.28610367192806985,0.9207353235897344,-0.6522780217828338,-2.7962851681796557,-0.9816152534035574,0.016941756873205982,-1.9027491616949037,5.125526148051592,-2.360767345478668,-0.8352474774120726,-0.18684217927645808,0.7682414855838262,-0.24075788637215356,0.3191945307352029,-1.0789581187935213,-3.231493751595402,-0.13417845331570155,2.6784723376515194,-0.4252344893077509,-0.9956208624469138,0.4724321742026498,1.0495953732481844,-1.2891877501235973,0.9510691611576121,-0.6236730014543017,-1.838789471341446,-1.2527654417757044,0.2788983885739742,0.22180233247575853,1.8006835159689571,-1.0872657115653164,0.9588442085490207,-0.9745398771243192,1.5668870169933973,-1.3926357992239542,2.0541197939583937,-3.0372182641086125,1.642684397274851,-0.40515869534801174,-1.7348048801931384,0.7101498667968542,-0.3518081595114681,-2.3150820358053292,0.8836976375701142,-1.8559863132135586,-0.6529276446335768,-0.7343630254520227,-0.5320169932961814,3.1442877891203356,-0.4818496243598538,2.0364565404309287,-0.2539425385361471,0.025427382543417032,-0.37054557559964096,-1.0087077378931912,-1.0511437517466717,1.2660617010694901,-0.3829227949952767,-0.009585836491342592,0.22924627055804958,-0.9899198389496506,0.8194534715580968,1.2746976882034717
DEL_T_1_0,-26.717134017133233,17.233813664941053,-2.3429294610577642,-1.8706146914406645,4.9761232389255525,-0.8355197792060558,-11.24383160969101,20.31055278436827,-12.91635260620204,21.449433113220778,16.919779442027682,-7.850831357025626,-14.453709345890253,-6.855428041433388,-1.837887401458417,18.224850105608425,-13.339510307900134,-6.431836385768506,-5.770347605751269,38.73950205921824,-9.182094815126895,32.81490200188392,-2.898458750692754,-12.239160843911584,104.32725276031957,-19.70843284017866,2.5988705792855598,0.8857733623300028,-2.571139657064487,-0.3657478732497097,-12.046472788640571,1.719986562551405,6.15177749816014,25.807547012944937,-2.2753092103834813,-6.350511877965296,1.8293632828391182,25.175348055847266,6.347652256871189,12.4458400514672,10.533987354272853,-6.805215916752765,11.557808749373287,-27.324968288086254,9.936254780027213,35.760831814256996,-3.794726458645229,-0.03490287691841054,-9.024769470409865,37.47447754164128,13.49689029597802,1.334013355874042,-3.512532931230126,22.08371667376096,7.289073904633767,-11.832897668884467,-0.6500971937519822,-0.8250057388824175,0.9287340795572696,-3.5425673207494484,14.593900847630177,-0.6760616660633616,0.8008223836553938,-12.711314334226316,0.8290920106666881,-6.813940834965813,-8.987674276351754,-24.22494994419013,-1.3294904726774135,-7.413598107209907,-13.542545270219158,-4.243328675979235,-12.646048218114487,-12.44560680346693,-1.5120441880350795,27.39280002959444,-22.143798644343235,0.5625533026170437,33.72485446569321,2.2585715881488966,12.75209344740481,9.020904892058624,-0.46338108894850194,21.817562461730603,-5.099195067103302,-8.879162992595717,17.68376944072881,-9.509621548746708,4.372868161967435,20.40940597039493,-3.3814848863287565,-11.001888896564289,-34.20912326844504,-4.051142136009119,-5.282610970060812,1.9929429466157842,11.867255726795278,-3.3126226021568907,6.3939830016133286
DEL_T_1_1,-2.2576037303429644,5.375288298963596,2.2830033181147087,3.6097261748573146,-1.2126670701603075,0.02224482200315947,1.1804173039979986,-1.313484211317018,-9.087981710751855,-1.3040761860478653,-0.22933443853675328,-0.05413451537054925,-0.6609182988358882,3.346422314610294,-2.0327546128672225,-1.329706360392123,-1.5189020942283946,0.2423845469643311,1.4962398289859493,-2.8661729820675816,-0.36237525865304754,0.42630219915761813,0.9945444628065729,-0.4655049904868349,-8.2233250702688,-4.21007581100929,-1.7960350773894334,0.575758432332055,0.3009221170036156,-3.7995223988148297,-3.258578377671796,-4.197337395138483,2.4776479384121615,-0.10700127556539485,-0.33976216451898367,2.295184725976384,-0.23911097623181377,-16.933127993821785,-5.66246637944689,2.3641717438352146,-22.38653194411745,-0.9521191634844683,-0.9725763879390144,14.551423238462235,1.239890372718662,0.8373226307219568,6.582080909699869,-1.2875164644917305,0.27438449171148704,-1.6388735658471774,-1.0694469165123053,0.5109308804458799,0.24975337207831672,5.294194864496717,-1.4745744600764397,0.8970278580531073,-10.609614546047204,-1.0540022865765195,0.8466534084732018,-1.2215162887931612,-6.303669063197884,7.057857984854195,0.5831892715465017,1.0456256374287136,0.11315858334760165,7.681741604464719,12.1701046046216,3.3507705278520064,-1.9983908721510844,0.9871289431748664,1.0962514552972493,0.5383414156160029,-1.0202402003124575,2.4364499360808054,0.18551648121209086,-3.4455932323444074,2.51235354715692,-0.6046659972406463,-13.080697232788893,0.25780415555422564,-15.038031867588572,3.5792746058039597,-0.4033785977088087,-1.8987979184663573,-8.329948571651304,1.0465874908492268,-0.6189817529388222,2.12641126975322,0.012071702117481209,-1.800185640949735,1.2935135605135883,-12.252977425821637,-0.35019291520922025,1.0333044342303452,1.0257429124442439,0.8949956546925364,0.928833050093715,-3.300905884199727,-32.47877669105262
DEL_T_1_2,-3.293288609724499,0.8287408441788529,12.343408030123157,20.036373549684043,-7.061759144773362,2.4747386561125992,11.560189493446114,-21.285798219285965,15.087783045655463,-20.88695704757449,-1.9268939151002584,-4.658456344622003,-3.7809845570169074,12.710532642101441,0.3092291140697938,-18.792960455040806,-6.560239067024966,1.5928672678427915,14.080575981824715,-14.853684324062314,2.9660903828467777,11.504748982340757,10.840615172238493,7.179636295998584,-31.730037227478903,-13.590950768662012,-7.276054817397309,-2.312788670934875,-0.5992789796735374,-11.434019712561204,2.267316788669838,14.098136114845644,1.2071697078779398,23.524887642783128,-6.799282531767906,-0.9256479879461281,-4.579247487302865,-4.829230546572745,-0.8613127117578223,-0.6683244943739339,16.33440851037227,-8.10742168604192,-8.245264962558544,9.91263820258219,11.803576665342291,-4.5923412381501265,0.5273636888492348,-5.137721618771007,16.109435784149767,-14.591376159892732,-7.065132454148078,3.3310549509778014,2.2213169331779596,-21.607686249581036,-4.130307651012515,11.700965690321134,21.198179830975597,0.5843472576235982,-1.6254985648633564,-5.2598411789088075,-14.239457253333697,7.510842624820583,-4.2138716197022,18.393238532290667,-0.6059852408846798,-0.6903319286640581,-16.835285211687122,13.658193500005787,3.995164899634119,11.323690248388438,6.5023282808021925,2.360153219041983,-5.865929390621194,0.22737533721573655,-0.9930006477622497,-11.736975774865716,14.796109079198487,-0.36963583077118667,20.71918638039419,7.0907326044135175,0.5569263801089477,-13.65149188792834,2.488472904357117,8.734523248143262,15.76752122540358,11.041350271149787,-6.342947564029153,0.14422149650012273,-6.260749795614245,-20.616416794490036,-3.526332497718279,26.559883127001847,-8.488185335120221,0.4711882098758622,0.9403449553590235,-26.06826496511396,-1.2998247617333707,6.416192382533799,17.697183329626256
DEL_T_1_3,27.329309696397118,-6.082132017828727,-15.271981646805912,-22.595230745156073,-5.715843525763944,1.5651895682326327,4.669782045834626,22.489391789530508,3.2350011235921023,6.2755332492430185,-5.154943306033239,-4.903757213373503,24.30306778677754,-25.44419757925828,14.274775697008465,1.7567039803129134,5.57749461174744,-5.851954780565187,-7.4528600678517165,-2.5484177089333997,5.862793888091881,-28.96369564578802,-12.802193914984201,1.319512575228515,-30.83303214467108,62.58777671564064,8.66327278966343,1.1274866935195096,-2.206759626228785,19.42822163750602,19.361615522242744,-10.676172375828397,-8.40871640201975,-39.65304672217276,5.816707858558209,5.831875874228913,1.815847148369123,-5.8654874833002495,-1.8579312611863887,-13.025461231490148,9.265077400968266,19.933697821423365,15.379941042405846,-33.68682464849485,-12.910877931223467,-22.92431966114816,-10.946357415382892,-2.880146560281574,17.195681210346976,-10.83152536660836,-10.291809641321038,-11.090813088089728,4.283166308639178,-37.31393137652182,-23.987289680608797,-5.7275904410937315,-28.589180531149402,3.768704566252385,2.6570341891239266,7.379560917949657,4.7540991850315315,0.7656150424215511,-5.7900786396231005,-16.824494037199088,-1.2405365850297123,-27.407325974640173,-31.070209192380226,2.8377782725640515,-8.501640150794689,-13.359954091313853,6.707515447687413,1.0462990177628129,18.295811333634063,2.5915379950590562,-0.26302106010496673,-4.900102375034319,-3.3468139503384933,3.029941039178105,-33.474805945923194,-8.635373696437007,1.1887185299343557,-6.047800069042587,4.961248794885336,-1.480629232861304,-16.41782007568923,-6.405260066416858,-4.404373597844874,7.719878625705576,-4.56968439987407,10.14164486989646,7.441091380405297,4.100168647975636,53.513454160719874,-11.335221548018303,-1.4239344993520433,20.134993379249792,-6.574624989225189,-0.3310141827910229,16.56843962534203
