Mutation type,Ovary-AdenoCA::MSI-H.S.1
DEL_C_1_0,155.44340654102834
DEL_C_1_1,57.36845445619001
DEL_C_1_2,20.983962117246083
DEL_C_1_3,45.93690995565675
DEL_C_1_4,39.7515133212465
DEL_C_1_5+,134.90235395285202
DEL_T_1_0,175.74413212181543
DEL_T_1_1,92.18032404611941
DEL_T_1_2,169.90389730920532
DEL_T_1_3,267.0859991418222
DEL_T_1_4,447.89156047121764
DEL_T_1_5+,6062.51975961618
INS_C_1_0,0.4516114693619124
INS_C_1_1,2.6791362177432716
INS_C_1_2,2.6512187763691744
INS_C_1_3,9.80568748256297
INS_C_1_4,34.62725159910804
INS_C_1_5+,242.56755338515154
INS_T_1_0,35.02384782690013
INS_T_1_1,13.533598605916943
INS_T_1_2,28.943202172980545
INS_T_1_3,53.144904158657894
INS_T_1_4,154.87174278152148
INS_T_1_5+,6455.912553439141
DEL_repeats_2_0,39.3462675250125
DEL_repeats_2_1,81.42718797204279
DEL_repeats_2_2,27.345830154083497
DEL_repeats_2_3,10.389734177677255
DEL_repeats_2_4,7.9568190959135165
DEL_repeats_2_5+,16.17395001980054
DEL_repeats_3_0,15.200025437521287
DEL_repeats_3_1,90.40143006805431
DEL_repeats_3_2,26.057998032211522
DEL_repeats_3_3,6.66443280085423
DEL_repeats_3_4,4.444719362808503
DEL_repeats_3_5+,6.35053860771399
DEL_repeats_4_0,10.144307017977223
DEL_repeats_4_1,33.15883824092647
DEL_repeats_4_2,6.152793232941178
DEL_repeats_4_3,3.4759617933469915
DEL_repeats_4_4,3.4816292942790206
DEL_repeats_4_5+,3.0202141702296266
DEL_repeats_5+_0,15.199756898772259
DEL_repeats_5+_1,25.910854458900406
DEL_repeats_5+_2,4.570098150847169
DEL_repeats_5+_3,1.6434685147349213
DEL_repeats_5+_4,0.7430852947275439
DEL_repeats_5+_5+,0.838547095995989
INS_repeats_2_0,10.52397343872366
INS_repeats_2_1,16.406999800345517
INS_repeats_2_2,14.896061350119961
INS_repeats_2_3,7.540929608857592
INS_repeats_2_4,35.7548470220637
INS_repeats_2_5+,232.61005826835873
INS_repeats_3_0,3.3515939527449983
INS_repeats_3_1,15.781470808292966
INS_repeats_3_2,2.846875460504697
INS_repeats_3_3,1.24914259288311
INS_repeats_3_4,1.7187061462555464
INS_repeats_3_5+,22.9157315699716
INS_repeats_4_0,2.0370657272400194
INS_repeats_4_1,17.34811431090374
INS_repeats_4_2,0.9512413635373825
INS_repeats_4_3,2.153456664744198
INS_repeats_4_4,4.178788949409073
INS_repeats_4_5+,23.977617152545182
INS_repeats_5+_0,3.78913987778206
INS_repeats_5+_1,15.729129606911473
INS_repeats_5+_2,2.1897787789587557
INS_repeats_5+_3,2.583650265207242
INS_repeats_5+_4,2.01897379550574
INS_repeats_5+_5+,2.2096239570952947
DEL_MH_2_1,54.4888865195492
DEL_MH_3_1,12.101481043877293
DEL_MH_3_2,45.52173574414575
DEL_MH_4_1,10.097002000994348
DEL_MH_4_2,14.256300799177795
DEL_MH_4_3,15.439967425008252
DEL_MH_5+_1,12.777450170776032
DEL_MH_5+_2,12.7771275300478
DEL_MH_5+_3,11.169318762994578
DEL_MH_5+_4,8.976894745072059
DEL_MH_5+_5+,25.532599796563268
