Mutation type,Liver-HCC::MSI-H.S.1
DEL_C_1_0,21.116133125423254
DEL_C_1_1,-6.696043924860696
DEL_C_1_2,-0.0776790832028803
DEL_C_1_3,-23.87961508914762
DEL_C_1_4,-2.079699254967686
DEL_C_1_5+,121.60153454327991
DEL_T_1_0,-15.216188124577926
DEL_T_1_1,-0.9644280503831685
DEL_T_1_2,1.5171601568453994
DEL_T_1_3,-95.38845187009679
DEL_T_1_4,73.85190954959847
DEL_T_1_5+,0.08489985189862637
INS_C_1_0,-8.591631494600856e-14
INS_C_1_1,-0.3938852121922607
INS_C_1_2,-0.16853470961883352
INS_C_1_3,-2.3708584881673254
INS_C_1_4,-5.078167170756345
INS_C_1_5+,-69.14300402741873
INS_T_1_0,-21.897584729095897
INS_T_1_1,-0.9754749569744816
INS_T_1_2,-3.609099550127472
INS_T_1_3,-55.583937295909664
INS_T_1_4,-156.02523873877806
INS_T_1_5+,7.841833840444451
DEL_repeats_2_0,-6.0491368475226075
DEL_repeats_2_1,21.334425177173948
DEL_repeats_2_2,-0.17194852906947133
DEL_repeats_2_3,-0.47407238701234355
DEL_repeats_2_4,3.5700623450743656
DEL_repeats_2_5+,-9.033680905817374e-14
DEL_repeats_3_0,0.480114876458265
DEL_repeats_3_1,-24.98926300713896
DEL_repeats_3_2,-2.392888246562606
DEL_repeats_3_3,-5.381543913487578
DEL_repeats_3_4,-8.603910644912425e-14
DEL_repeats_3_5+,-8.591631494600856e-14
DEL_repeats_4_0,-1.9593390584846193
DEL_repeats_4_1,7.1656937459896675
DEL_repeats_4_2,3.584848693823604
DEL_repeats_4_3,-0.04515292092874972
DEL_repeats_4_4,-8.591631494600856e-14
DEL_repeats_4_5+,-0.8295205652711233
DEL_repeats_5+_0,-0.40844649565993124
DEL_repeats_5+_1,26.163409276448142
DEL_repeats_5+_2,-1.7958891917333428
DEL_repeats_5+_3,-1.3225458477191065
DEL_repeats_5+_4,-0.5780082080836341
DEL_repeats_5+_5+,0.28718777040040633
INS_repeats_2_0,-1.5383305715110094
INS_repeats_2_1,-0.8601594765987579
INS_repeats_2_2,-3.4889191329525513
INS_repeats_2_3,-2.911299596030661
INS_repeats_2_4,-25.30831844891624
INS_repeats_2_5+,-141.6616639457779
INS_repeats_3_0,0.6338997463023311
INS_repeats_3_1,-2.287373293563782
INS_repeats_3_2,1.8876442908376698
INS_repeats_3_3,-0.11836459558526702
INS_repeats_3_4,-1.5240203138701145
INS_repeats_3_5+,-14.667161471056623
INS_repeats_4_0,-0.10672414466178286
INS_repeats_4_1,-8.247217218745341
INS_repeats_4_2,-1.479697155256607
INS_repeats_4_3,-3.7536323010619714
INS_repeats_4_4,-2.474848042934144
INS_repeats_4_5+,-13.086346108625015
INS_repeats_5+_0,-0.003611049596208021
INS_repeats_5+_1,-20.694132672399554
INS_repeats_5+_2,-3.7746189262335568
INS_repeats_5+_3,-3.01005421605052
INS_repeats_5+_4,-1.8835011915524449
INS_repeats_5+_5+,-0.9383599892500878
DEL_MH_2_1,-14.435313809082025
DEL_MH_3_1,-1.591794177335995
DEL_MH_3_2,-13.62092450347761
DEL_MH_4_1,-0.5027254943911945
DEL_MH_4_2,-2.157416096623093
DEL_MH_4_3,5.698596211541912
DEL_MH_5+_1,-0.8529510552711828
DEL_MH_5+_2,-0.7274986222191863
DEL_MH_5+_3,-0.3605446041263968
DEL_MH_5+_4,0.4271259103701923
DEL_MH_5+_5+,-3.90171249651684
