Mutation type,Liver-HCC::MSI-H.S.1
DEL_C_1_0,39.883866874576746
DEL_C_1_1,16.696043924860696
DEL_C_1_2,0.0776790832028803
DEL_C_1_3,50.87961508914762
DEL_C_1_4,37.079699254967686
DEL_C_1_5+,152.3984654567201
DEL_T_1_0,75.21618812457793
DEL_T_1_1,0.9644280503831685
DEL_T_1_2,62.4828398431546
DEL_T_1_3,169.3884518700968
DEL_T_1_4,371.1480904504015
DEL_T_1_5+,5001.915100148101
INS_C_1_0,8.591631494600856e-14
INS_C_1_1,1.3938852121922607
INS_C_1_2,0.16853470961883352
INS_C_1_3,18.370858488167325
INS_C_1_4,51.078167170756345
INS_C_1_5+,507.1430040274187
INS_T_1_0,50.8975847290959
INS_T_1_1,0.9754749569744816
INS_T_1_2,7.609099550127472
INS_T_1_3,85.58393729590966
INS_T_1_4,331.02523873877806
INS_T_1_5+,16585.158166159556
DEL_repeats_2_0,14.049136847522607
DEL_repeats_2_1,44.66557482282605
DEL_repeats_2_2,20.17194852906947
DEL_repeats_2_3,12.474072387012344
DEL_repeats_2_4,6.429937654925634
DEL_repeats_2_5+,9.033680905817374e-14
DEL_repeats_3_0,2.519885123541735
DEL_repeats_3_1,123.98926300713896
DEL_repeats_3_2,28.392888246562606
DEL_repeats_3_3,9.381543913487578
DEL_repeats_3_4,8.603910644912425e-14
DEL_repeats_3_5+,8.591631494600856e-14
DEL_repeats_4_0,1.9593390584846193
DEL_repeats_4_1,29.834306254010333
DEL_repeats_4_2,3.415151306176396
DEL_repeats_4_3,0.04515292092874972
DEL_repeats_4_4,8.591631494600856e-14
DEL_repeats_4_5+,1.8295205652711233
DEL_repeats_5+_0,0.40844649565993124
DEL_repeats_5+_1,21.836590723551858
DEL_repeats_5+_2,4.795889191733343
DEL_repeats_5+_3,1.3225458477191065
DEL_repeats_5+_4,0.5780082080836341
DEL_repeats_5+_5+,0.7128122295995937
INS_repeats_2_0,9.53833057151101
INS_repeats_2_1,1.860159476598758
INS_repeats_2_2,10.488919132952551
INS_repeats_2_3,11.911299596030661
INS_repeats_2_4,66.30831844891624
INS_repeats_2_5+,420.6616639457779
INS_repeats_3_0,0.36610025369766885
INS_repeats_3_1,12.287373293563782
INS_repeats_3_2,2.11235570916233
INS_repeats_3_3,3.118364595585267
INS_repeats_3_4,2.5240203138701145
INS_repeats_3_5+,34.66716147105662
INS_repeats_4_0,0.10672414466178286
INS_repeats_4_1,21.24721721874534
INS_repeats_4_2,1.479697155256607
INS_repeats_4_3,3.7536323010619714
INS_repeats_4_4,7.474848042934144
INS_repeats_4_5+,32.086346108625015
INS_repeats_5+_0,0.003611049596208021
INS_repeats_5+_1,27.694132672399554
INS_repeats_5+_2,4.774618926233557
INS_repeats_5+_3,5.01005421605052
INS_repeats_5+_4,4.883501191552445
INS_repeats_5+_5+,2.938359989250088
DEL_MH_2_1,23.435313809082025
DEL_MH_3_1,1.591794177335995
DEL_MH_3_2,45.62092450347761
DEL_MH_4_1,2.5027254943911945
DEL_MH_4_2,6.157416096623093
DEL_MH_4_3,7.301403788458088
DEL_MH_5+_1,3.8529510552711828
DEL_MH_5+_2,0.7274986222191863
DEL_MH_5+_3,0.3605446041263968
DEL_MH_5+_4,3.5728740896298077
DEL_MH_5+_5+,26.90171249651684
