Mutation type,Stomach-AdenoCA::MSI-H.S.1,Stomach-AdenoCA::MSI-H.S.2,Stomach-AdenoCA::MSI-H.S.3,Stomach-AdenoCA::MSI-H.S.4,Stomach-AdenoCA::MSI-H.S.5,Stomach-AdenoCA::MSI-H.S.6,Stomach-AdenoCA::MSI-H.S.7,Stomach-AdenoCA::MSI-H.S.8,Stomach-AdenoCA::MSI-H.S.9,Stomach-AdenoCA::MSI-H.S.10,Stomach-AdenoCA::MSI-H.S.11,Stomach-AdenoCA::MSI-H.S.12,Stomach-AdenoCA::MSI-H.S.13,Stomach-AdenoCA::MSI-H.S.14,Stomach-AdenoCA::MSI-H.S.15,Stomach-AdenoCA::MSI-H.S.16,Stomach-AdenoCA::MSI-H.S.17,Stomach-AdenoCA::MSI-H.S.18,Stomach-AdenoCA::MSI-H.S.19,Stomach-AdenoCA::MSI-H.S.20,Stomach-AdenoCA::MSI-H.S.21,Stomach-AdenoCA::MSI-H.S.22,Stomach-AdenoCA::MSI-H.S.23,Stomach-AdenoCA::MSI-H.S.24,Stomach-AdenoCA::MSI-H.S.25,Stomach-AdenoCA::MSI-H.S.26,Stomach-AdenoCA::MSI-H.S.27,Stomach-AdenoCA::MSI-H.S.28,Stomach-AdenoCA::MSI-H.S.29,Stomach-AdenoCA::MSI-H.S.30,Stomach-AdenoCA::MSI-H.S.31,Stomach-AdenoCA::MSI-H.S.32,Stomach-AdenoCA::MSI-H.S.33,Stomach-AdenoCA::MSI-H.S.34
AC>CA,7.284253549477158,5.276565717204794,8.609734711198831,1.5193504476249622,3.9307703459785976,4.761725852455481,3.30746579221963,3.8291267664567226,3.679140516561143,4.604706499972151,5.664471287091708,12.238204957929716,2.75792337013776,1.761560565460799,1.6176954424945258,6.133517463658754,6.427457911472258,4.275417665963375,3.358109622261563,10.356337512118653,1.9036928365307497,2.692375680700527,3.5285729503494663,2.8771077243679573,2.748994986556498,3.6707822420526037,5.660397941969813,5.9832360010540935,4.930636693412754,6.579989561658018,6.4543726899376805,10.335530226535518,1.5519428947147924,2.59182380253492
AC>CG,0.8905986899294172,0.3845103093202193,1.0506952742380629,0.15314067102973297,0.4313094408745204,0.5467663837921198,0.295531580791554,0.4437984886770001,0.33909431040206983,0.5049325326174591,0.6481760613358443,1.4969545531561375,0.3183094321384372,0.15114103940617457,0.17507917729044514,0.792527494650623,0.7238953649022769,0.5043371634471717,0.37336973710023674,1.3188337268502348,0.20955731324744414,0.33836285564822804,0.30454289245228144,0.31790165667041403,0.36173463740289336,0.3620046767989974,0.5360453918841936,0.7170210837424862,0.45826834202158423,0.7336227102443357,0.6355623135720025,1.4062864274013118,0.17206511264481233,0.24198880357965546
AC>CT,2.659609715452616,5.004685699659831,3.5396488562187596,1.3409834066448871,2.6690208277114644,2.6120925235919636,3.3751009313790465,1.576972010001471,2.938354117003621,2.6670798032063106,3.4923517098980827,5.982487008083779,0.9852990312032943,1.188981099030876,1.1575085797816795,1.8766856827497107,2.876240891584233,2.078097757787341,2.2238499044998155,3.669304238525323,1.3438778527266007,0.9314075346645908,3.2557427124945932,1.405533694901034,0.9715101134678138,2.817324659321487,4.238829340643039,3.383599255970424,4.0845768699593865,2.8000076358558523,3.785564887572727,3.0640384505302514,0.5139241603552858,1.4731226530611057
AC>GA,2.109223316744679,4.018722187010755,2.141961106041022,1.1655974831957256,2.3635598194778065,2.246560639390142,3.0430204568645793,1.4734997782972012,2.7603114069343397,2.3886908698870775,3.019061718749018,4.830062930171671,0.8914383659150253,1.1289011295851339,1.0050850440962436,1.534972679080492,2.71015798267886,1.8845889742506048,1.912634456885309,2.8573425332068028,1.153222425092406,0.8167122481981104,3.07819798754595,1.3230148438836007,0.7483235095710578,2.2436676879174264,4.017670108010965,2.7899448021231987,3.754681255975867,2.7099821668242736,2.4829125911192076,2.197385497084284,0.5489422222129856,1.533724432706122
AC>GG,0.4401968486984533,0.931192595202389,0.4810598794487512,0.32634582932846695,0.6284112446410466,0.5717928108941421,0.83480196507615,0.3192582971276631,0.6920681229081023,0.5867955048674574,0.8076201954500015,1.2744739826043379,0.16351871705444146,0.23731927116514862,0.27262400378442814,0.34455471941307036,0.5866117879861052,0.4582624011752297,0.5136085891695009,0.6750386831115855,0.31604846206206877,0.18090463711381236,0.7901316392770368,0.29858088207785316,0.19335494366362344,0.574260511252407,0.9874935546841663,0.7672206152976335,0.9624649613274403,0.5643748220844385,0.4802299254094841,0.5718633607620479,0.08896690628514528,0.306680629139739
AC>GT,1.9592113712330592,4.963810357554862,3.4293663482056775,0.5558338854008494,1.076491719852088,1.4190680841874292,1.4523521565461377,1.1508973544738703,1.806953364626186,1.6016030612283396,1.4159882691795054,2.771519903231424,0.9713631255361995,1.1907266340511071,0.5196421142755345,1.0953532695781623,2.0961022740902364,0.8513071441691012,1.0000085718745875,2.156967350020116,0.5729675594273331,0.4505867533797352,1.7177143682886173,1.0056462300644278,0.35759739974181326,2.0368782858974113,2.5588248354273184,1.3382839964355882,2.3569385104287575,2.3532677298153324,4.880951936987639,1.0261571049097813,0.608802971169028,1.264967931294969
AC>TA,1.176443654319033,4.751791478680297,0.9384460747225722,1.787695562707396,3.2500679952647813,2.63637230159295,4.763915973110898,1.1513877201374731,3.6506349719493962,2.756483495216055,4.008313392934627,5.41678442909496,0.39419834328809766,1.1123256073476158,1.415066551542562,0.7378248662702397,2.327611585917431,2.0852539756328494,2.590153058658285,1.8768629701691242,1.6329047731343491,0.5727512360306595,4.400177682598232,1.2614261116834202,0.6120516383685326,2.854891422861984,5.171932975244714,3.608424684258174,5.145029906472914,2.054508199674072,1.4482402131734118,1.2328978060887308,0.2971320479998975,1.4882917162510043
AC>TG,0.2839084166111426,1.9886175095109258,0.16833082237917382,0.7623202713117601,1.339021214123114,1.016761601653779,2.041673766688521,0.38196692322892245,1.5211829770250616,1.0863448158481734,1.6228239390946437,2.0576136948654957,0.07694220815889796,0.43585095148073344,0.5843645468422828,0.12616357195838693,0.8086664620145215,0.7870040255353568,1.0596567926423734,0.5099623404246179,0.6754134664917688,0.1644721839709183,1.8639719231615286,0.4610703544325717,0.18673376388766297,1.1822855929167382,2.13030158323905,1.4429757434821266,2.156735753576585,0.6826899372904582,0.4647500849582812,0.2247414671426839,0.027402974317992514,0.5437436465097404
AC>TT,0.5629312218748898,4.971554296674805,0.2974706037267104,1.8771717750621792,3.2756025510417155,2.520251631572448,5.085352619159111,0.8639945463698994,3.739533444456209,2.6714119885222645,3.957374055439201,4.885843852006004,0.13461256775938155,1.070201304233278,1.4466517049516854,0.14926415462279555,1.932674034163188,1.8894141248679341,2.5980248005131745,1.012551281721099,1.6643975547038656,0.34755223373313177,4.608163069543341,1.112016339516174,0.40001959086448,2.9091616091052024,5.248969965943224,3.4776428230728387,5.316206015306236,1.5637819045431698,1.136129919385512,0.29102384632040634,0.23963381535683206,1.4175709878256664
AT>CA,1.9793637414864256,2.4833178942391747,2.193121621392234,0.6509463224465816,1.4352373333407382,1.7043293229622376,1.5823607868843461,1.3970820755005418,1.823591838591982,1.7978871301391361,1.965653920732014,3.781827083405144,0.9387983170361052,0.880272555823112,0.6351800141320092,1.770193888899115,2.381810096337677,1.3216817568784656,1.237358402973924,2.9150994242670927,0.7208048172752025,0.74830776587282,1.7692034642889214,1.1410064990630775,0.7145282685018519,1.4223921321402275,2.6336392628441825,1.9579065474421202,2.3587112784314943,2.6192785159239955,2.0465011968379163,2.5051694707263312,0.6266658470529665,1.1455377948540575
