Sample,ID1,ID2,ID3,ID5,ID6,ID8,ID9
Lung-AdenoCA::S.1,52.195704104298464,1.1820887526621195,195.29590820935795,127.17439070287777,3.1832677124292705,0.0,53.7716594197243
Lung-AdenoCA::S.2,190.95320803883587,0.0,30.26145488440681,0.0,0.0,45.289507893335,0.0
Lung-AdenoCA::S.3,215.74915846583872,0.0,2001.6333674428815,151.3947846780553,0.0,0.0,0.0
Lung-AdenoCA::S.4,0.0,0.0,144.5331066419668,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.5,107.54545626166647,0.0,1988.7725192442983,0.0,0.0,0.0,890.5220199330172
Lung-AdenoCA::S.6,93.39772391418245,160.40065953961127,20.069239864027157,299.5990079526695,48.718496921262265,140.17244584284492,99.80843321996069
Lung-AdenoCA::S.7,0.0,3.0821941985015546,114.254683045935,321.1069766066334,0.0,45.75073202884069,14.4266867205727
Lung-AdenoCA::S.8,121.64042958092456,22.850953751824363,3311.2268615534026,199.61448852543987,0.0,0.0,0.0
Lung-AdenoCA::S.9,0.0,14.355753848752155,699.6916613723439,35.608949591645974,0.0,0.0,21.58027012943505
Lung-AdenoCA::S.10,0.8609906286193519,0.6750096857961347,0.0,94.06029406242908,0.0,54.4804395683932,0.0
Lung-AdenoCA::S.11,0.0,0.0,129.6319188773236,239.22005985919668,0.0,13.278126654786787,0.0
Lung-AdenoCA::S.12,99.15359010771401,0.0,163.78499974517814,142.1849921843217,3.241288352250361,0.0,9.517067058940395
Lung-AdenoCA::S.13,208.93109517223328,34.39638981904189,1659.0171327677956,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.14,79.6328370158967,20.03144857555569,729.9822702449438,279.32618658755524,0.0,19.69535706428644,312.16661991297696
Lung-AdenoCA::S.15,22.73017678337123,4.438780857169857,0.0,229.82612598834197,0.0,157.38409001507344,360.8937310355319
Lung-AdenoCA::S.16,155.4665055679512,49.41513854898176,0.0,0.0,0.0,61.639091011262785,0.0
Lung-AdenoCA::S.17,73.0387063770335,118.2780895219931,2309.8114123534024,508.34102558343835,0.0,51.17950966422759,613.9384149696192
Lung-AdenoCA::S.18,114.92950727607132,132.88111643023657,404.19047389745947,306.01806830190685,0.0,0.0,0.0
Lung-AdenoCA::S.19,170.2835072130592,1.191533735875333,63.341744204639554,154.12605926036113,0.0,75.86600747698519,0.0
Lung-AdenoCA::S.20,145.20449516853347,0.0,0.0,0.0,2.4787183860087993,37.65523847882789,131.36699130901425
Lung-AdenoCA::S.21,64.48228060088405,0.0,0.0,59.37606939424141,0.0,127.55778255104005,0.0
Lung-AdenoCA::S.22,178.85814483288596,0.0,0.0,295.90467775470705,0.0,4.077618094340901,0.0
Lung-AdenoCA::S.23,141.1338181244383,0.0,2479.0239474413956,157.1855624212041,0.0,0.0,0.0
Lung-AdenoCA::S.24,57.40345015482631,0.0,2945.9373493849766,94.62139593569623,0.0,28.65295578216476,702.5945320655596
Lung-AdenoCA::S.25,0.0,0.0,500.3689261323004,351.2005962233125,0.0,42.89898504420484,0.0
Lung-AdenoCA::S.26,118.36239399184684,3.4207068089724184,388.699301499056,9.073455032940792,23.27203630258271,42.12600084867289,0.0
