Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Breast-AdenoCA::S.1	6364	0.955	1968.184	30.927%	614.071	30.905%	0.0839	0.95
Breast-AdenoCA::S.2	9255	0.96	2084.599	22.524%	307.595	28.195%	0.04157	0.83
Breast-AdenoCA::S.3	2092	0.964	495.665	23.693%	138.205	26.461%	0.05789	0.957
Breast-AdenoCA::S.4	8253	0.964	1800.026	21.811%	288.069	26.759%	0.03779	0.903
Breast-AdenoCA::S.5	4274	0.968	1141.826	26.716%	170.749	25.132%	0.05716	0.946
Breast-AdenoCA::S.6	14311	0.933	5659.591	39.547%	1593.911	37.153%	0.11608	0.925
Breast-AdenoCA::S.7	3303	0.965	878.005	26.582%	125.312	26.392%	0.058	0.927
Breast-AdenoCA::S.8	4113	0.98	857.474	20.848%	120.243	20.139%	0.03495	0.959
Breast-AdenoCA::S.9	11785	0.978	2081.716	17.664%	287.61	20.67%	0.02349	0.912
Breast-AdenoCA::S.10	6040	0.979	1313.015	21.739%	184.625	20.591%	0.04082	0.959
Breast-AdenoCA::S.11	2898	0.981	619.007	21.36%	102.122	19.58%	0.03899	0.972
Breast-AdenoCA::S.12	3318	0.962	830.011	25.015%	168.101	27.317%	0.04535	0.945
Breast-AdenoCA::S.13	7107	0.98	1755.781	24.705%	429.816	19.882%	0.08263	0.978
Breast-AdenoCA::S.14	6036	0.946	1610.094	26.675%	370.083	32.846%	0.05061	0.922
Breast-AdenoCA::S.15	9846	0.979	2677.563	27.194%	877.658	20.821%	0.06338	0.978
Breast-AdenoCA::S.16	1202	0.966	397.538	33.073%	58.702	26.538%	0.09297	0.952
Breast-AdenoCA::S.17	2928	0.957	837.557	28.605%	141.578	28.983%	0.06712	0.931
Breast-AdenoCA::S.18	3975	0.968	862.178	21.69%	144.844	25.063%	0.04036	0.936
Breast-AdenoCA::S.19	3773	0.954	1026.357	27.203%	151.073	30.089%	0.0612	0.887
Breast-AdenoCA::S.20	3789	0.946	1042.42	27.512%	151.707	32.552%	0.05935	0.815
Breast-AdenoCA::S.21	5743	0.962	1494.308	26.02%	303.25	27.71%	0.05323	0.947
Breast-AdenoCA::S.22	2891	0.965	707.444	24.471%	98.692	26.212%	0.04676	0.907
Breast-AdenoCA::S.23	10468	0.968	3012.206	28.775%	491.001	28.129%	0.0763	0.954
Breast-AdenoCA::S.24	5748	0.989	1283.515	22.33%	353.722	15.26%	0.08338	0.989
Breast-AdenoCA::S.25	4237	0.99	838.462	19.789%	138.674	14.074%	0.03629	0.988
Breast-AdenoCA::S.26	5702	0.996	820.178	14.384%	137.213	8.969%	0.02503	0.995
Breast-AdenoCA::S.27	6610	0.971	1649.972	24.962%	329.863	24.141%	0.04694	0.961
Breast-AdenoCA::S.28	9271	0.964	2080.937	22.446%	459.553	26.604%	0.03805	0.949
Breast-AdenoCA::S.29	6831	0.967	1738.55	25.451%	267.888	25.593%	0.05487	0.939
Breast-AdenoCA::S.30	10216	0.871	3687.133	36.092%	1517.549	49.08%	0.09329	0.853
Breast-AdenoCA::S.31	3793	0.981	910.858	24.014%	133.294	19.41%	0.04552	0.972
Breast-AdenoCA::S.32	3107	0.938	972.405	31.297%	153.784	34.537%	0.08342	0.871
Breast-AdenoCA::S.33	2860	0.995	498.349	17.425%	72.028	10.008%	0.03762	0.994
Breast-AdenoCA::S.34	3805	0.957	919.687	24.17%	164.915	28.947%	0.06031	0.919
Breast-AdenoCA::S.35	1907	0.963	518.85	27.208%	74.17	27.542%	0.05907	0.924
Breast-AdenoCA::S.36	8888	0.953	2220.167	24.979%	406.715	30.467%	0.05072	0.91
Breast-AdenoCA::S.37	10140	0.99	1957.455	19.304%	288.786	13.912%	0.04135	0.987
Breast-AdenoCA::S.38	1875	0.985	496.765	26.494%	84.068	18.073%	0.07045	0.982
Breast-AdenoCA::S.39	17207	0.99	2439.857	14.179%	368.638	14.014%	0.01727	0.982
Breast-AdenoCA::S.40	2523	0.961	687.242	27.239%	115.053	27.929%	0.06375	0.935
Breast-AdenoCA::S.41	14786	0.958	3336.865	22.568%	502.2	28.902%	0.04572	0.817
Breast-AdenoCA::S.42	5326	0.953	1377.162	25.857%	224.043	30.433%	0.05456	0.893
Breast-AdenoCA::S.43	4721	0.964	1174.889	24.886%	184.193	26.542%	0.04569	0.93
Breast-AdenoCA::S.44	10063	0.985	2364.719	23.499%	604.248	17.376%	0.05152	0.983
Breast-AdenoCA::S.45	1529	0.967	485.779	31.771%	96.682	25.986%	0.08983	0.96
Breast-AdenoCA::S.46	11078	0.985	1871.763	16.896%	253.11	17.32%	0.02571	0.962
Breast-AdenoCA::S.47	7613	0.943	2199.714	28.894%	355.333	33.358%	0.069	0.873
Breast-AdenoCA::S.48	8775	0.983	1869.427	21.304%	271.665	18.361%	0.04562	0.974
Breast-AdenoCA::S.49	14699	0.984	3256.499	22.155%	1064.549	18.099%	0.08997	0.983
Breast-AdenoCA::S.50	13165	0.976	3133.847	23.804%	458.97	21.773%	0.04544	0.96
Breast-AdenoCA::S.51	5344	0.972	1244.213	23.282%	190.025	23.432%	0.04676	0.949
Breast-AdenoCA::S.52	13565	0.995	2088.668	15.397%	301.558	9.815%	0.02559	0.994
Breast-AdenoCA::S.53	2219	0.933	771.505	34.768%	127.226	35.947%	0.09619	0.885
Breast-AdenoCA::S.54	15094	0.981	3136.329	20.779%	504.104	19.325%	0.03378	0.971
Breast-AdenoCA::S.55	10659	0.986	2310.042	21.672%	368.805	16.628%	0.0461	0.982
Breast-AdenoCA::S.56	1700	0.973	448.73	26.396%	72.924	23.028%	0.05705	0.962
Breast-AdenoCA::S.57	4111	0.964	1009.089	24.546%	227.083	27.498%	0.05116	0.951
Breast-AdenoCA::S.58	15819	0.995	2456.013	15.526%	349.083	10.143%	0.02319	0.993
Breast-AdenoCA::S.59	5508	0.992	1093.897	19.86%	208.553	13.158%	0.03929	0.992
Breast-AdenoCA::S.60	16681	0.984	3824.265	22.926%	1390.584	18.57%	0.05543	0.983
Breast-AdenoCA::S.61	10776	0.989	2090.252	19.397%	415.757	14.63%	0.04712	0.987
Breast-AdenoCA::S.62	1314	0.957	367.92	28.0%	58.188	28.947%	0.066	0.922
Breast-AdenoCA::S.63	10760	0.979	2038.4	18.944%	276.729	20.641%	0.03018	0.933
Breast-AdenoCA::S.64	7851	0.99	1388.702	17.688%	268.133	14.192%	0.02805	0.988
Breast-AdenoCA::S.65	6244	0.968	1545.567	24.753%	601.072	25.768%	0.04344	0.965
Breast-AdenoCA::S.66	5098	0.973	1186.938	23.282%	310.613	23.235%	0.04039	0.968
Breast-AdenoCA::S.67	12133	0.918	3403.149	28.049%	988.509	39.807%	0.05897	0.89
Breast-AdenoCA::S.68	5250	0.979	1317.379	25.093%	199.729	22.806%	0.05928	0.97
Breast-AdenoCA::S.69	7933	0.95	2285.137	28.805%	906.953	31.251%	0.05778	0.946
Breast-AdenoCA::S.70	3502	0.968	851.28	24.308%	138.62	25.502%	0.0597	0.945
Breast-AdenoCA::S.71	6708	0.96	1869.849	27.875%	364.03	28.182%	0.06921	0.945
Breast-AdenoCA::S.72	2865	0.986	544.442	19.003%	86.35	16.754%	0.03449	0.98
Breast-AdenoCA::S.73	1080	0.982	308.1	28.528%	53.316	19.047%	0.08879	0.978
Breast-AdenoCA::S.74	15061	0.952	4616.344	30.651%	1683.259	30.788%	0.07745	0.947
Breast-AdenoCA::S.75	4443	0.918	1536.758	34.588%	239.7	39.935%	0.09117	0.803
Breast-AdenoCA::S.76	13918	0.98	2864.073	20.578%	649.671	19.845%	0.03027	0.976
Breast-AdenoCA::S.77	5321	0.967	1196.89	22.494%	169.98	25.477%	0.0404	0.899
Breast-AdenoCA::S.78	7295	0.987	1585.027	21.728%	368.176	16.332%	0.05037	0.985
Breast-AdenoCA::S.79	8252	0.952	2399.214	29.074%	826.426	30.62%	0.05473	0.947
Breast-AdenoCA::S.80	8107	0.988	1855.352	22.886%	343.432	15.547%	0.04736	0.986
Breast-AdenoCA::S.81	6186	0.983	1497.765	24.212%	252.203	18.599%	0.05762	0.978
Breast-AdenoCA::S.82	9839	0.997	1405.808	14.288%	447.732	9.908%	0.08649	0.997
Breast-AdenoCA::S.83	10968	0.986	1884.175	17.179%	280.342	16.942%	0.02807	0.973
Breast-AdenoCA::S.84	2943	0.956	820.817	27.89%	126.844	29.577%	0.06094	0.914
Breast-AdenoCA::S.85	7066	0.976	1412.26	19.987%	206.006	21.85%	0.0351	0.941
Breast-AdenoCA::S.86	7480	0.985	3356.664	44.875%	1079.354	30.175%	0.71635	0.985
Breast-AdenoCA::S.87	15488	0.978	3720.604	24.022%	498.396	20.896%	0.04473	0.961
Breast-AdenoCA::S.88	12078	0.985	2375.029	19.664%	775.243	17.013%	0.0314	0.984
Breast-AdenoCA::S.89	3283	0.976	757.166	23.063%	108.594	22.012%	0.04144	0.956
Breast-AdenoCA::S.90	5980	0.978	1274.676	21.316%	194.092	21.147%	0.04295	0.962
Breast-AdenoCA::S.91	15490	0.993	2443.501	15.775%	364.868	12.064%	0.02197	0.99
Breast-AdenoCA::S.92	7245	0.975	1390.703	19.195%	196.93	22.234%	0.02983	0.915
Breast-AdenoCA::S.93	12093	0.984	2381.774	19.695%	348.084	18.516%	0.03787	0.974
Breast-AdenoCA::S.94	4299	0.966	1112.589	25.88%	160.494	26.101%	0.06187	0.93
Breast-AdenoCA::S.95	7491	0.969	1557.838	20.796%	238.467	24.624%	0.03537	0.917
Breast-AdenoCA::S.96	7285	0.963	2165.814	29.73%	619.713	27.513%	0.06213	0.959
Breast-AdenoCA::S.97	3885	0.913	1351.856	34.797%	364.922	41.45%	0.10155	0.891
Breast-AdenoCA::S.98	2625	0.994	470.464	17.922%	113.539	11.504%	0.0361	0.993
Breast-AdenoCA::S.99	9972	0.991	1691.023	16.958%	318.945	13.119%	0.02499	0.99
Breast-AdenoCA::S.100	4843	0.988	934.472	19.295%	155.792	15.488%	0.0326	0.984
