"","Tool","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec"
"1","pasa",2.78043793629042,2.91792050303166,0.289710404416409,0.939380354213688,1,0.10666941653481,0.118155979053495,0.0725877270012996,0.144486460518242,0.920260582010582,1,0.142380104471165,0.978333333333333,1,0.0961966762372552
"2","fitms_0.010",2.74037579139225,2.88005808176344,0.299338292634066,0.920450019116686,1,0.126535028561947,0.129097753581294,0.0921061627545426,0.143293256997991,0.903708994708995,1,0.163974418858864,0.96576455026455,1,0.112524943386959
"3","fitms_0.001",2.73517872108771,2.87356902187005,0.301215178208206,0.918032029698696,1,0.127716386824438,0.130498527589536,0.0936146949828833,0.143519816432273,0.903708994708995,1,0.163974418858864,0.961968253968254,1,0.118197968044294
"4","fitms_0.005",2.73517872108716,2.87356902187005,0.301215178208839,0.918032029698696,1,0.127716386824438,0.130498527590089,0.0936146949828808,0.143519816432448,0.903708994708995,1,0.163974418858864,0.961968253968254,1,0.118197968044294
"5","musical",2.56937148107418,2.6662570461418,0.335814874468746,0.905912553495887,1,0.137006339746933,0.276470229684197,0.238655605975608,0.196895186360708,0.963337301587302,1,0.10145906771781,0.882504409171076,1,0.189183081824247
"6","mp",2.5292210850807,2.62432227638975,0.389749707500338,0.887876167042834,1,0.149002514366249,0.289751137141527,0.245732251518727,0.215166218437032,0.869583333333333,1,0.192282041731541,0.949388888888889,1,0.139046083258278
"7","fitms_0.060",2.52167405483849,2.74339571493243,0.609339400244363,0.810672241338908,1,0.311898875889219,0.238725416060979,0.12692712212629,0.302076997002141,0.79176455026455,1,0.323020059647266,0.968634920634921,1,0.107447230265841
"8","fitms_0.050",2.52167405483785,2.74339571493243,0.609339400245085,0.810672241338908,1,0.311898875889219,0.238725416061622,0.126927122126291,0.302076997002131,0.79176455026455,1,0.323020059647266,0.968634920634921,1,0.107447230265841
"9","fitms_0.030",2.52095847662151,2.7421016732688,0.609057022725478,0.810386527053194,1,0.3118313746706,0.238978031314999,0.128757959100966,0.301955522975528,0.792320105820106,1,0.32316286398098,0.967616402116402,1,0.108612226679532
"10","msa_thresholdx100",2.49075505843572,2.55521680216803,0.406439982787904,0.86722804972805,0.888888888888889,0.160311127744169,0.292709227278566,0.246794344895611,0.211039643673613,0.90521164021164,1,0.164751274831657,0.878252645502645,1,0.2032221283263
"11","msa_default",2.48952132917897,2.56440092165898,0.413250029321941,0.866921171421171,0.909090909090909,0.161616009703577,0.294924438016792,0.245252974402116,0.216766915781104,0.909100529100529,1,0.159906674112593,0.875345238095238,1,0.206949412458645
"12","msa_thresholdx1000",2.47939189844604,2.54305019305019,0.403006664375634,0.85911914011914,0.888888888888889,0.165880819830604,0.29487265181851,0.25,0.209838536307124,0.891476190476191,1,0.180258433766107,0.88278835978836,1,0.200214422514188
"13","msa_thresholdx10",2.47849953342775,2.54229944229944,0.409594300076181,0.860930390597057,0.888888888888889,0.161532398080708,0.296479302551089,0.246850323399865,0.216194592842877,0.91039417989418,1,0.15757517758217,0.864584656084656,1,0.211196888230503
"14","yapsa_0.06",2.47825765152056,2.5570321942839,0.415721235516083,0.861415208248542,0.888888888888889,0.159632838013145,0.297748962236051,0.250974401325661,0.217428083275783,0.867988095238095,1,0.190625670124243,0.908018518518519,1,0.184448758089273
"15","yapsa_0.03",2.47634732898688,2.55247422916421,0.412932749622278,0.860348077848078,0.888888888888889,0.161599614541837,0.298427803288254,0.255226522295881,0.217502578316487,0.921562169312169,1,0.150016150787822,0.853212962962963,1,0.215038424536674
"16","yapsa_0.10",2.44845261763512,2.49487937621948,0.425341548672424,0.843917989417989,0.857142857142857,0.166879437436339,0.305314578132077,0.261635112683854,0.220081745428677,0.805507936507937,1,0.222440849086239,0.948259259259259,1,0.147711691258563
"17","yapsa_0.01",2.43435796425154,2.47197949728796,0.3944693825192,0.830328298244965,0.857142857142857,0.173164120667357,0.302141153914247,0.255981527062752,0.21592812507877,0.962854497354497,1,0.103809850578842,0.773644620811287,0.8,0.238916468150531
"18","deconstruct_0.03",2.41628180012162,2.50516898268226,0.577531937517998,0.843831908831909,0.857142857142857,0.172483088133526,0.314884866545048,0.250738820422531,0.326396459212271,0.849603174603175,1,0.20584007844859,0.881563492063492,1,0.190740350454837
"19","deconstruct_0.00",2.415882935458,2.50584647625592,0.574297456519692,0.845654179154179,0.857142857142857,0.170274788912718,0.314898810573748,0.251640533655233,0.326098977479124,0.869494708994709,1,0.194516242595704,0.861287037037037,1,0.196880653166648
"20","deconstruct_0.06",2.3948926333415,2.46716630547433,0.584094418352544,0.830206965873633,0.857142857142857,0.177916843341548,0.31691953597067,0.254306949105886,0.326842007319077,0.811748677248677,1,0.221489052126202,0.900063492063492,1,0.184838596832879
"21","mutsig",2.38540655209853,2.41133848457562,0.380674691398682,0.795109576697812,0.8,0.181491023019585,0.303338597813284,0.257870965799574,0.215531472363808,0.976973544973545,1,0.084734672318953,0.711771604938272,0.714285714285714,0.243926655478218
"22","yapsa_0.00",2.385406549293,2.41133832738387,0.380674657723637,0.795109576697812,0.8,0.181491023019585,0.303338600618813,0.257870891614455,0.215531435593414,0.976973544973545,1,0.084734672318953,0.711771604938272,0.714285714285714,0.243926655478218
"23","sigpro",2.38240380489334,2.4140508862207,0.551912346322464,0.799648067981401,0.8,0.197390268032656,0.324145136905602,0.25,0.318953252460475,0.711271164021164,0.666666666666667,0.264668310884735,0.995277777777778,1,0.0456782271172975
"24","deconstruct_0.10",2.35888452895544,2.42209546791736,0.601282108922145,0.80683798300465,0.8,0.19031907793459,0.323954095383184,0.258216465032242,0.329731181746003,0.764449735449735,0.75,0.243522882090867,0.918388888888889,1,0.178171154932224
"25","sigest",2.30484921701421,2.34925279811376,0.444172183142681,0.747318811907047,0.75,0.193197266750538,0.312579795331473,0.262741874849163,0.278692506699239,0.968296296296296,1,0.10570759705143,0.649132716049383,0.6,0.245922736223981
