"","Tool","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec"
"1","pasa",2.64082105503098,2.68359763651458,0.301124321019419,0.866209975209975,0.888888888888889,0.134875216061483,0.139021978478725,0.0902624808614146,0.134846701953617,0.796742504409171,0.8,0.191881991777505,0.983100529100529,1,0.0672622426396634
"2","musical",2.61454978426991,2.68559459730304,0.328750231222315,0.881565787154022,0.888888888888889,0.12626888453294,0.173424642537851,0.129716412486372,0.154339523537792,0.892474867724868,1,0.150702966422053,0.895499559082892,1,0.152957677449347
"3","fitms_0.010",2.56874087089083,2.60595595016709,0.319337687882073,0.821695631528965,0.857142857142857,0.156353865533143,0.136897136163846,0.104996422619021,0.117552160543359,0.750296737213404,0.75,0.208665298558614,0.95534126984127,1,0.110610889969725
"4","fitms_0.030",2.56847145883887,2.60508332706523,0.326178623762694,0.820933991933992,0.857142857142857,0.157907765685472,0.135544855094108,0.104449898764887,0.120536907315526,0.749675044091711,0.75,0.209589258654598,0.95434126984127,1,0.112663698387463
"5","fitms_0.050",2.56621479770341,2.60364517944565,0.326300150728846,0.820215438882106,0.857142857142857,0.155724416334261,0.135458923636981,0.104127470275839,0.120396095382136,0.748795414462081,0.75,0.207981245702941,0.952878306878307,1,0.114025670194653
"6","fitms_0.060",2.56481635201519,2.60172168837101,0.326310330677295,0.819625090958424,0.857142857142857,0.155600272900371,0.136005517473345,0.104275079600197,0.121154246512749,0.747758377425044,0.75,0.207919152081511,0.953063492063492,1,0.113966628863708
"7","fitms_0.200",2.56180041384395,2.60438300615492,0.335046893205622,0.81733169299836,0.857142857142857,0.159886029097737,0.141489709612844,0.101998723728998,0.142778798072079,0.734004409171076,0.75,0.211404006751509,0.969285714285714,1,0.0943217944568052
"8","fitms_0.005",2.56051733910341,2.59964536835015,0.316972960452712,0.821198116698117,0.857142857142857,0.154398607825426,0.142744124741389,0.114956404824941,0.114355281577243,0.752605379188713,0.75,0.207179620564799,0.950656084656085,1,0.116737684523678
"9","fitms_0.001",2.55576862930863,2.59618198332211,0.322504844383962,0.819555900889234,0.857142857142857,0.15586771714593,0.144585427128764,0.116159360681692,0.115921422813059,0.750957231040564,0.75,0.207700968708047,0.949396825396825,1,0.120301785018698
"10","fitms_0.100",2.55457348643348,2.60067651950429,0.343173579728019,0.815679764679765,0.857142857142857,0.158620298686851,0.141256319562993,0.104447945301148,0.140235075589387,0.741099647266314,0.75,0.209922272648479,0.954730158730159,1,0.112124278530941
