# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",1,0.329896907216495,0.134020618556701,0.958762886597938,0.309278350515464,0.927835051546392,0.927835051546392,0.412371134020619,0.0412371134020619,0.56701030927835
"size",4.45180273908521,1.80569087978399,2.79919389981494,1.1151609056769,1.29002028188091,0.930468862714338,0.87197573289798,2.84555164523402,2.40457763160953,2.89849718761907
"mu",1695.54468250265,1199.2167548804,7201.07716871272,6355.37177966894,1014.47177270028,3919.418094918,8610.58458460039,3116.59810322539,5793.1092370183,9396.25847097899
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",1,0.34,0.1325,0.95375,0.3125,0.9275,0.91625,0.41625,0.03625,0.55875
"size",4.77165432305909,1.84299804935564,2.82697689645691,1.11422349985903,1.41641744521887,0.971510824683501,0.926753603410009,2.99356886143467,3.87063219646532,2.89034394921636
"mu",1691.16095206525,1187.70122784281,7258.29488238211,6398.47382168926,973.963458744919,3951.45762327495,8867.41244784566,2999.61374666254,5509.95515273951,9047.12760572924
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",0,-0.0101030927835052,0.00152061855670102,0.00501288659793819,-0.00322164948453607,0.000335051546391796,0.0115850515463918,-0.00387886597938147,0.00498711340206186,0.00826030927835053
"size",-0.319851583973887,-0.037307169571644,-0.0277829966419731,0.000937405817872383,-0.126397163337962,-0.0410419619691637,-0.0547778705120295,-0.148017216200649,-1.4660545648558,0.00815323840271009
"mu",4.38373043739784,11.5155270375847,-57.2177136693908,-43.1020420203176,40.5083139553643,-32.0395283569469,-256.827863245275,116.984356562854,283.15408427879,349.130865249756
