# Original paramaters
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",0.947368421052632,0.578947368421053,0.0789473684210526,0.552631578947368,0.921052631578947,0.0263157894736842,0.578947368421053,0.0789473684210526,0.0789473684210526,0.210526315789474,0.0263157894736842,0.315789473684211
"size",2.39557615791409,0.696561963569133,11.5044707385431,1.26005942743359,0.83896302519718,1.05496076787431,0.638467932455196,2.33645008640778,2.14819051320969,0.75661181016324,0.297845174790375,1.7104771916576
"mu",447.67216589492,3152.52569353358,7726.21691301218,34576.6597035239,8209.54913202437,393,3033.6181332935,1579.05319966299,3388.89893895135,2502.97242392696,2614,9936.85512475637
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",0.95125,0.5825,0.06625,0.57875,0.93125,0.0275,0.57,0.0825,0.09375,0.19375,0.02625,0.29125
"size",2.35302615654179,0.728925764293051,20.1846898455451,1.36734931257054,0.871349255163455,1.17022187316534,0.623925362231366,2.37369171815684,2.71744703532144,0.81078526938013,0.323247404733008,1.57439071455978
"mu",459.911841334206,2902.18181079492,7963.44152919904,33076.6192022761,8098.39139785534,365.590236467559,2885.56006068108,1584.04756998137,3791.30529492355,2648.74856168532,2488.2015847097,10348.1247295697
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",-0.00388157894736851,-0.00355263157894736,0.0126973684210526,-0.0261184210526315,-0.0101973684210527,-0.00118421052631579,0.0089473684210527,-0.00355263157894738,-0.0148026315789474,0.0167763157894737,6.578947368421e-05,0.0245394736842105
"size",0.0425500013723088,-0.0323638007239179,-8.68021910700194,-0.107289885136953,-0.0323862299662749,-0.115261105291037,0.01454257022383,-0.0372416317490543,-0.56925652211175,-0.0541734592168903,-0.0254022299426329,0.136086477097827
"mu",-12.239675439286,250.343882738657,-237.224616186852,1500.04050124776,111.15773416903,27.4097635324413,148.058072612424,-4.99437031837624,-402.406355972193,-145.776137758361,125.798415290302,-411.269604813309
