# Original paramaters
"","SBS1","SBS5","SBS10a","SBS10b","SBS15","SBS17a","SBS17b","SBS18","SBS28","SBS37","SBS40","SBS44"
"prob",1,0.949152542372881,0.135593220338983,0.135593220338983,0.0169491525423729,0.0677966101694915,0.0677966101694915,0.576271186440678,0.220338983050847,0.135593220338983,0.508474576271186,0.169491525423729
"size",1.27522831774654,0.388250936597239,1.95005185818597,2.58853761583887,2.53464386685573,5.92113644535765,3.71437498200524,3.81452166372508,0.310636163343073,0.314037733750452,3.31865050353726,1.60169354070185
"mu",5748.91994142769,33865.1043538769,450408.155064047,157999.356497514,21789,1095.39518398199,3339.24853989426,3907.45343776242,157457.229545773,45714.4296046185,7745.55529124503,36095.7669592957
# Parameters derived from synthetic exposures
"","SBS1","SBS5","SBS10a","SBS10b","SBS15","SBS17a","SBS17b","SBS18","SBS28","SBS37","SBS40","SBS44"
"prob",1,0.93375,0.13625,0.13625,0.0175,0.06875,0.0775,0.58125,0.2075,0.13125,0.52,0.1675
"size",1.35120673964851,0.373065122214439,1.75130889730747,2.31780383865806,1.68101778832651,5.15560018845072,3.41331096920051,3.55531108265951,0.330242601396409,0.259381943760564,3.11158541356233,1.53892821164394
"mu",5623.20563222978,37644.0547173523,422152.011202668,173199.719728591,20391.805891325,1085.38959104822,3303.74452277342,3852.89500073797,164590.108126604,40142.0292800043,7862.5453800506,36004.3843591453
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS5","SBS10a","SBS10b","SBS15","SBS17a","SBS17b","SBS18","SBS28","SBS37","SBS40","SBS44"
"prob",0,0.0154025423728814,-0.00065677966101696,-0.00065677966101696,-0.00055084745762712,-0.00095338983050848,-0.00970338983050847,-0.00497881355932206,0.0128389830508475,0.00434322033898304,-0.0115254237288136,0.0019915254237288
"size",-0.0759784219019617,0.0151858143827994,0.198742960878502,0.270733777180816,0.853626078529221,0.765536256906932,0.301064012804732,0.259210581065573,-0.0196064380533358,0.0546557899898877,0.207065089974931,0.0627653290579024
"mu",125.714309197908,-3778.95036347535,28256.1438613787,-15200.3632310769,1397.19410867495,10.005592933772,35.504017120837,54.5584370244555,-7132.87858083099,5572.40032461414,-116.990088805575,91.3826001504349
