# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS15","SBS17a","SBS17b","SBS18","SBS20","SBS21","SBS26","SBS28","SBS40","SBS41","SBS44"
"prob",1,0.450704225352113,0.112676056338028,0.971830985915493,0.338028169014085,0.0563380281690141,0.704225352112676,0.704225352112676,0.619718309859155,0.0140845070422535,0.028169014084507,0.0422535211267606,0.0140845070422535,0.408450704225352,0.140845070422535,0.0704225352112676
"size",1.03383778056254,1.54581674310794,0.729447365738833,0.639746798359377,0.83462085542773,2.0850305910773,0.689298898734533,0.616325025834575,1.49391842342956,0.776144268834231,1.7848964417303,8.06254282130359,0.297845174790375,2.24216318095942,1.57381020534317,6.17198171687436
"mu",2049.65153060983,443.621831369261,9709.03882206017,8968.46007612644,404.429824725249,26610.8246230581,1902.77655443088,3947.89568187992,2369.14691429637,53577,45989.2448367639,14647.1509912986,2680,4610.77275576615,3655.45585577681,24250.0894974001
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS15","SBS17a","SBS17b","SBS18","SBS20","SBS21","SBS26","SBS28","SBS40","SBS41","SBS44"
"prob",1,0.45625,0.125,0.9675,0.36125,0.05,0.7025,0.71,0.61625,0.01125,0.0225,0.04375,0.01875,0.40625,0.13375,0.06375
"size",1.01719480503432,1.55316571594221,0.767474841842783,0.686912141498292,0.874444110016547,2.69297598572444,0.727689851977063,0.668605929115664,1.32504061680225,0.737146779491673,2.03491096136597,10.2348341532065,0.402962745882255,2.17797480560642,1.7278514805385,7.11799629207547
"mu",1980.19449521285,464.611720649101,9055.34331238263,8661.05246441582,368.231334318828,32308.1788720948,1890.13851575006,3727.75411642047,2245.05543536608,61793.5621748001,42564.262966667,12677.3036410056,2417.89680262252,4743.36231478999,3612.65121238134,25510.7142369969
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS15","SBS17a","SBS17b","SBS18","SBS20","SBS21","SBS26","SBS28","SBS40","SBS41","SBS44"
"prob",0,-0.0055457746478873,-0.0123239436619718,0.00433098591549297,-0.0232218309859155,0.00633802816901408,0.00172535211267599,-0.00577464788732396,0.00346830985915492,0.00283450704225352,0.00566901408450704,-0.00149647887323943,-0.00466549295774648,0.00220070422535212,0.00709507042253521,0.00667253521126761
"size",0.0166429755282249,-0.00734897283427571,-0.0380274761039504,-0.0471653431389152,-0.0398232545888165,-0.607945394647141,-0.0383909532425306,-0.0522809032810894,0.168877806627308,0.0389974893425585,-0.250014519635674,-2.17229133190293,-0.10511757109188,0.0641883753530097,-0.154041275195333,-0.946014575201113
"mu",69.4570353969816,-20.9898892798408,653.695509677549,307.407611710623,36.1984904064215,-5697.35424903665,12.6380386808253,220.14156545945,124.091478930287,-8216.56217480008,3424.9818700969,1969.84735029301,262.103197377478,-132.589559023841,42.8046433954755,-1260.62473959682
