# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS8","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS37","SBS40","SBS41"
"prob",1,0.893939393939394,0.409090909090909,1,0.0101010101010101,0.0202020202020202,0.893939393939394,0.0202020202020202,0.0202020202020202,0.419191919191919,0.00505050505050505,0.00505050505050505,0.0606060606060606
"size",5.66532467930711,0.518462976870216,2.38750878409505,3.27758638511243,16.0049897410025,1.1457738243806,0.477541459771404,0.917913329560626,0.946085825222416,2.77220048101647,0.303790466338825,2.34339389367269,6.69839849951604
"mu",416.53328672555,1240.70794877397,4760.33143004476,2023.80468418767,3026.4415243103,2874.49256136976,1284.26601298583,804.504267915753,1670.17535920336,696.014047492146,830,4190,554.472074030771
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS8","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS37","SBS40","SBS41"
"prob",1,0.89125,0.41,1,0.015,0.015,0.88,0.02,0.02625,0.38875,0.00625,0.00375,0.06
"size",5.76010193374573,0.57779502884685,2.57995339011551,2.95429953433077,11.5560113645925,1.8279235611284,0.557690907072921,1.04465354476697,1.45187516824798,2.71716129579552,6.60165876251508,10.5634933770234,8.50209164932025
"mu",403.315289535745,1278.21404772038,4649.57421659413,2108.31826678008,2789.15221575094,1673.60612290447,1178.04858546703,955.855099063186,1760.62337605554,695.63146516891,896.745725856276,2654.76772153992,533.453264827534
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS8","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS37","SBS40","SBS41"
"prob",0,0.00268939393939394,-0.000909090909090859,0,-0.0048989898989899,0.0052020202020202,0.0139393939393939,0.000202020202020203,-0.0060479797979798,0.0304419191919192,-0.00119949494949495,0.00130050505050505,0.00060606060606061
"size",-0.0947772544386201,-0.0593320519766339,-0.192444606020462,0.32328685078166,4.44897837641005,-0.682149736747798,-0.0801494473015172,-0.126740215206342,-0.505789343025566,0.0550391852209469,-6.29786829617625,-8.2200994833507,-1.80369314980422
"mu",13.2179971898046,-37.5060989464132,110.757213450628,-84.5135825924046,237.289308559363,1200.88643846529,106.217427518805,-151.350831147432,-90.4480168521779,0.382582323235965,-66.7457258562761,1535.23227846008,21.0188092032365
