Mutation type,ColoRect-AdenoCA::MSI-H.S.1,ColoRect-AdenoCA::MSI-H.S.2,ColoRect-AdenoCA::MSI-H.S.3,ColoRect-AdenoCA::MSI-H.S.4,ColoRect-AdenoCA::MSI-H.S.5,ColoRect-AdenoCA::MSI-H.S.6,ColoRect-AdenoCA::MSI-H.S.7,ColoRect-AdenoCA::MSI-H.S.8,ColoRect-AdenoCA::MSI-H.S.9,ColoRect-AdenoCA::MSI-H.S.10,ColoRect-AdenoCA::MSI-H.S.11,ColoRect-AdenoCA::MSI-H.S.12,ColoRect-AdenoCA::MSI-H.S.13,ColoRect-AdenoCA::MSI-H.S.14,ColoRect-AdenoCA::MSI-H.S.15
DEL_C_1_0,15.756644038004765,-59.1291526036258,-87.60312148644519,-48.7973301208163,-185.07166237734083,-330.36485447010807,-7.342533293088152,3.2802377028545493,61.881572411502134,-39.0444747052353,-650.1041971283767,29.249476990877866,431.22433013354373,-26.756007707621535,426.83112763420445
DEL_C_1_1,-56.51290183603058,1.099744898087133,-51.371705157200225,-103.33847634255801,-7.248064231022644,2.2461039786895336,-29.058013854415044,-151.63884788085045,-14.03881945451587,-0.4873889465199577,-16.77336384174157,-104.92077502355883,-3.748642639364025,-99.85689898737404,-36.25175023241641
DEL_C_1_2,-54.86240495788211,-0.05592675104944275,-59.05688868108382,-97.918865090466,-0.2564163030802876,-0.3951633495001988,-23.348134085238097,-140.83517885013336,-0.1930162114700625,-0.24786632571195874,0.3181387104165926,-100.97687648827124,-0.19881796904202823,-94.30865007052083,-0.23574643616056823
DEL_C_1_3,19.977814753924534,-11.822594503680108,-80.57579230265347,-98.18446701655867,-29.66737249526284,-190.90600363780266,2.8568394713401375,-66.19231482399601,-41.6558194601763,-135.74666679148126,-460.6010225333815,142.99953809632058,84.67726734415743,195.9384225306931,-130.44930525326953
DEL_C_1_4,201.5751648772518,-28.85809951257886,-45.269558928279764,-19.215005814084066,97.13137325818656,-269.8516818089576,-0.3881758194511775,212.54051545520772,-166.62756807704244,-220.88817716897586,-200.42554966989837,116.71721391163743,-23.480713971738624,338.6827185001229,-85.09360497911814
DEL_C_1_5+,-197.7448955269075,-137.94337991225115,45.69986528816344,769.5566459241635,28.976522052768587,-1366.5451256654464,-60.01496809081041,-91.2163372001852,-532.6200218360566,-373.72296991236794,-1267.9349555269414,229.97700931528493,1089.4837611746534,277.8450424062604,-415.02667988128064
DEL_T_1_0,-334.6402267335924,-91.67651622669399,-317.01655965359157,-135.9009422577319,444.2652418845088,-341.84858262734156,-53.10747467169347,-314.032803709762,-158.58192429611768,-247.7260903081053,-1187.2876469913601,28.224375967790024,-9.116823428186422,-158.71017916831534,175.46940675589883
DEL_T_1_1,-218.50493051160305,-1.202544071717131e-13,-239.09303834868086,-389.90820510060837,-3.531708350916487e-13,-5.10221984289526e-13,-93.03832524348928,-561.5426949419164,-3.6354066484034534e-13,-3.264791342527034e-13,-1.0197698676556654e-12,-406.3711215590413,-3.2242098285581143e-13,-375.7833405916302,-5.372394338194451e-13
DEL_T_1_2,130.83154403298624,-17.460765215893133,-215.32342134531268,-35.80093066488462,-482.92489280646316,-467.41821964688324,-91.92798528780571,-300.92955439129196,-140.19672190876804,12.89879482233448,-699.216221771851,-201.6789514585481,-74.60509835645757,90.03041853026843,-265.66236677970244
DEL_T_1_3,351.15129555687145,-248.01990362857845,114.28832815133364,-339.84247187320807,119.59372242510517,-431.845657490288,121.76503840635075,-45.28725870595474,-511.94839591057735,-1002.7956049138661,-3575.0630482607794,910.8829863515184,-139.06447431736046,63.26284460000761,-180.8022736458263
