Sample,SBS1,SBS2,SBS3,SBS5,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40,SBS41
Stomach-AdenoCA::S.1,847.2484313589189,1417.8144315061027,8980.544397283586,5603.145022857691,0.0,4956.593158028382,189.68183709860432,0.0,0.0,0.0,1014.0710761910995
Stomach-AdenoCA::S.2,1418.8334436955552,0.0,0.0,4865.92491842763,114.10744012275336,536.8674748955011,3325.317741315519,3213.3314396660403,0.0,0.0,0.0
Stomach-AdenoCA::S.3,480.8573683903567,610.1391914424836,742.0710269596993,0.0,0.0,0.0,0.0,3070.716691809942,0.0,4847.017864206567,0.0
Stomach-AdenoCA::S.4,929.2767875584716,0.0,0.0,3141.4325553218696,0.0,242.19033594226318,9577.034190135204,6262.643376507269,0.0,0.0,0.0
Stomach-AdenoCA::S.5,1053.6555336718711,0.0,0.0,1111.5075708369413,0.0,2596.115024898687,416.10816715292367,943.6142997476902,0.0,5400.0011074574695,0.0
Stomach-AdenoCA::S.6,1144.9540148046847,0.0,1287.1541913415958,9834.353267337989,962.7137053665533,0.0,2580.482443269958,0.0,218.4067694539832,3245.917403555694,2523.49120365059
Stomach-AdenoCA::S.7,551.9481709235592,0.0,366.7842013024249,0.0,0.0,579.6322335714759,2038.8704631920095,2734.607310724122,0.0,0.0,0.0
Stomach-AdenoCA::S.8,0.0,487.2642763843086,2028.9329981618737,16510.269678396136,0.0,2001.7818526413416,0.0,739.2004745327653,0.0,0.0,0.0
Stomach-AdenoCA::S.9,1130.6774753787672,0.0,0.0,14130.57355287535,0.0,969.1010123825671,2257.019145207824,2137.495639254994,0.0,0.0,1039.303073886517
Stomach-AdenoCA::S.10,684.5582839971172,0.0,0.0,1879.9155008511461,49.63038871303818,1478.0058802201054,659.9609002125799,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.11,357.85660745141644,124.20571443534187,0.0,8010.130029077334,0.0,0.0,3275.9268314216,2896.285644695655,0.0,0.0,0.0
Stomach-AdenoCA::S.12,4283.1424393606885,711.4470994694866,0.0,3574.800375117436,0.0,1328.9118662319654,123.11469258643662,2252.354031078289,0.0,0.0,401.7762861892555
Stomach-AdenoCA::S.13,684.3441573456447,547.5856908977871,0.0,15406.673979486332,0.0,0.0,1109.1049956114307,1263.7836595804774,0.0,0.0,0.0
Stomach-AdenoCA::S.14,1059.3457666632248,158.17038063369182,0.0,8069.829658766135,119.73024512145949,0.0,221.5079632070347,0.0,0.0,5654.7823463615605,0.0
Stomach-AdenoCA::S.15,1482.723134424756,0.0,0.0,0.0,0.0,769.3373534025234,340.84400388070867,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.16,777.3742797962317,0.0,0.0,3422.523483073596,0.0,1929.9817830432637,5290.7871918542305,780.7624241969654,0.0,0.0,0.0
Stomach-AdenoCA::S.17,438.4734849847588,766.3882820216476,0.0,0.0,0.0,0.0,114.91903892514482,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.18,1120.9169693396557,0.0,0.0,8067.470580296766,0.0,905.9555339633107,0.0,0.0,0.0,1712.7261913682757,0.0
Stomach-AdenoCA::S.19,1031.1964430134713,0.0,1084.3138658307585,2661.937371311678,137.37022768679995,2051.664784820942,0.0,324.9400341757937,0.0,0.0,0.0
Stomach-AdenoCA::S.20,1170.7076586409326,539.9275503116321,0.0,2423.2237522000196,0.0,2179.7395372623864,627.2093878676914,969.2164314407576,0.0,5981.19162312292,0.0
Stomach-AdenoCA::S.21,789.0611924036538,0.0,1071.3702672844815,0.0,0.0,0.0,4713.795480210067,0.0,988.7491583657983,0.0,0.0
Stomach-AdenoCA::S.22,766.5079795742437,347.0453977389015,0.0,3199.3737544559654,0.0,1181.002062204777,1869.3849309584643,3836.7572228666604,255.30493103566724,0.0,0.0
Stomach-AdenoCA::S.23,260.45564122539713,63.81326939197699,0.0,5104.973526557294,51.486440219731506,649.0520829832324,0.0,0.0,0.0,2307.5080122111603,0.0
Stomach-AdenoCA::S.24,946.4930495328297,758.0718262620045,0.0,379.4747093394833,101.50884996016313,3120.747898498935,0.0,0.0,0.0,0.0,1313.535898361162
Stomach-AdenoCA::S.25,1803.6484800619157,0.0,6744.307556265075,0.0,0.0,552.5993134454294,1171.4995228554048,2640.2485354117207,315.59288195671104,2556.6344834062643,0.0
Stomach-AdenoCA::S.26,1264.3013835464017,0.0,0.0,2336.7401721447945,0.0,0.0,9619.354927718672,1629.2008874739943,0.0,0.0,0.0
Stomach-AdenoCA::S.27,805.8693953516321,0.0,0.0,6649.157938645899,0.0,618.859041966782,15232.911832682896,1391.5308227150258,4294.299446518452,0.0,0.0
Stomach-AdenoCA::S.28,2011.8521582676144,225.8963581658807,0.0,3412.8561351843064,219.05699416444193,0.0,0.0,1468.3245362306504,0.0,1469.6955312500627,0.0
Stomach-AdenoCA::S.29,473.3987707046987,0.0,0.0,6964.556443127507,302.16870319689167,0.0,1759.9317286185894,0.0,79.07644554902531,2207.865086359965,0.0
Stomach-AdenoCA::S.30,179.79474991606145,311.65451650728255,0.0,2247.6551305346134,827.6109243619628,5654.645121207546,0.0,495.9933176497699,0.0,0.0,0.0
Stomach-AdenoCA::S.31,92.3821883872044,115.91824896913046,0.0,0.0,66.38646409444824,2525.180208613937,946.0057141797836,835.9874409565373,165.31261684313858,1115.405718095525,0.0
Stomach-AdenoCA::S.32,646.0601910515155,81.75019648602456,0.0,4868.78118008137,0.0,0.0,0.0,0.0,0.0,0.0,3639.0855841610073
Stomach-AdenoCA::S.33,813.4093739457592,162.60149675210542,0.0,13909.131978441714,652.4361283267338,1520.9615815827324,0.0,1199.0852945992976,0.0,0.0,0.0
Stomach-AdenoCA::S.34,2355.66445833733,271.7930747784917,0.0,2885.241038784316,0.0,226.39662529579482,303.7782097588043,1017.7799842177644,0.0,11787.63781650094,0.0
Stomach-AdenoCA::S.35,907.40684394959,895.8466578628062,0.0,3296.454430503839,0.0,5445.152004647569,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.36,6619.111876028371,423.4650751662044,0.0,0.0,0.0,0.0,1308.9860275439291,0.0,0.0,7229.558316703404,0.0
Stomach-AdenoCA::S.37,979.5677354871093,0.0,34374.85180920531,2649.7155159331073,473.163406117764,4786.342764687564,1289.576075143441,0.0,0.0,8875.40073627464,1073.2294259758548
Stomach-AdenoCA::S.38,1522.6268333785893,1275.647222679723,0.0,7299.557974381728,262.1653967348363,4333.12839474682,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.39,1449.937381627916,0.0,0.0,7368.336861346436,0.0,0.0,2592.7850226040123,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.40,2979.5059218706547,0.0,0.0,5995.488053976833,398.7809670332543,0.0,5200.099146559557,1441.893669271384,0.0,0.0,0.0
Stomach-AdenoCA::S.41,727.3086971997867,126.85168835558825,0.0,11104.126431037277,0.0,0.0,686.4806134474494,1231.3556897797434,0.0,9040.02149341149,470.3314242268895
Stomach-AdenoCA::S.42,396.4800020438613,0.0,2549.4596568711686,0.0,1713.3893046442106,0.0,17156.07825576368,2210.4207475386993,0.0,0.0,0.0
Stomach-AdenoCA::S.43,3950.0985851710016,0.0,0.0,0.0,184.86393083039002,440.1679336692544,350.8905133971906,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.44,811.3311702856746,1422.0118682319721,15162.193174242875,4048.961365983606,341.23277102519666,4045.3070066572204,164.05074583778855,0.0,0.0,0.0,624.6694607672466
Stomach-AdenoCA::S.45,0.0,296.2482092502354,1305.3885697787791,2876.3325647401625,367.43480818401895,0.0,6345.061970293092,454.7893148849417,0.0,0.0,0.0
Stomach-AdenoCA::S.46,479.70704360460434,92.03356051720782,0.0,3854.00541561122,215.12192772082173,0.0,1409.307450413128,0.0,0.0,6735.09901564358,0.0
Stomach-AdenoCA::S.47,1745.5668973813658,267.2228271293263,0.0,4555.139491819545,0.0,0.0,107.23073320075417,0.0,0.0,6869.498182043082,0.0
Stomach-AdenoCA::S.48,2406.4660057762053,0.0,0.0,3386.789290717162,126.24626334717749,1217.3865939134523,4719.925693032801,0.0,326.341560081541,0.0,0.0
Stomach-AdenoCA::S.49,809.2402919598384,0.0,3950.160400668836,1044.6888587876808,378.6155163142244,0.0,326.6377845513297,907.4302711855067,77.2480311332223,0.0,0.0
Stomach-AdenoCA::S.50,536.8033853552957,69.97135742287837,452.19165756749453,416.3755618256203,0.0,36.89436276580677,668.1122277408442,135.38610987823137,55.18583291193855,1104.061827370436,0.0
Stomach-AdenoCA::S.51,700.7984568742859,0.0,0.0,4846.172854433049,104.31233164553198,738.7749215942084,811.8522074835041,2617.2068142639973,428.1592521491149,4770.724679951769,0.0
Stomach-AdenoCA::S.52,721.261897682681,298.5673416186504,0.0,0.0,0.0,0.0,16484.487370051844,3615.3965696503133,0.0,0.0,0.0
Stomach-AdenoCA::S.53,904.1593526375054,0.0,1131.9644743589565,757.6737385605841,1410.7779598477296,0.0,0.0,354.7346048842927,0.0,4968.314782286981,0.0
Stomach-AdenoCA::S.54,812.0805175691571,0.0,839.5155712149742,616.3088614067246,0.0,0.0,338.31358552931937,0.0,0.0,9561.337540594499,0.0
Stomach-AdenoCA::S.55,291.5237921470554,991.5858462194378,0.0,2567.9795111569165,0.0,2816.2348223188696,1195.216697225824,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.56,1404.6495950366568,796.7798939371673,0.0,10764.719364716382,0.0,320.3235078220449,612.8912212459525,2601.3461025431543,393.82986385103214,0.0,0.0
Stomach-AdenoCA::S.57,2496.804991714607,0.0,0.0,3278.8654312274266,0.0,480.0444668640438,3563.859407812159,2454.9361260337805,4174.083775513948,0.0,0.0
Stomach-AdenoCA::S.58,1317.937651991771,198.26909933048097,0.0,5931.869677964015,248.30189249620042,0.0,0.0,2659.4860471095317,0.0,11878.65703973211,0.0
Stomach-AdenoCA::S.59,936.7516920383171,0.0,1887.0949786128915,767.9414710424967,450.7178249051926,262.952448064662,0.0,2119.357396371489,0.0,1973.2936002264155,0.0
Stomach-AdenoCA::S.60,1008.6188725214287,1115.4121461480881,4575.073011085547,3263.670684619118,0.0,2210.786353638866,0.0,0.0,186.177306324194,1673.4923377392074,3958.945591417625
Stomach-AdenoCA::S.61,952.1292271261736,372.2545847041488,624.6525749232339,7740.558669528681,0.0,330.73752846651445,0.0,2231.690079343275,0.0,0.0,0.0
Stomach-AdenoCA::S.62,1774.1190633667334,0.0,1187.6271008194767,5292.330477052353,404.3744284106793,2109.930564198113,0.0,2599.354379917669,134.92406609700464,0.0,0.0
Stomach-AdenoCA::S.63,1998.2515635338407,752.3814042075184,0.0,2705.1557338495927,802.9587705618655,125.47498911509344,1701.681386961172,5430.495075213009,0.0,0.0,0.0
Stomach-AdenoCA::S.64,739.1170756238025,462.3132889941045,0.0,1121.32722780673,0.0,1885.0289768068646,0.0,3558.7822431027835,0.0,0.0,0.0
Stomach-AdenoCA::S.65,971.4143144734398,0.0,0.0,0.0,0.0,3336.117006616263,4577.508911164301,0.0,0.0,3055.245249518063,0.0
Stomach-AdenoCA::S.66,1134.4066636535842,0.0,29778.605736785226,3299.2330120354304,859.048433484796,0.0,8055.722150727328,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.67,598.5998200482715,1082.1919524820437,0.0,2067.504425827478,0.0,2101.0727771532956,190.09786365293223,3912.0161724354857,0.0,2479.3557987491954,10584.099854240272
Stomach-AdenoCA::S.68,875.5609089576501,180.72346013503378,0.0,7232.416379442584,785.1819257406063,0.0,4749.224409964677,1708.9557564102577,0.0,0.0,3455.517618620953
Stomach-AdenoCA::S.69,660.2535570168487,1336.2244302534875,7374.432122161851,2058.6804128237404,0.0,3346.996822633597,2714.001933874164,0.0,192.89478966926666,0.0,0.0
Stomach-AdenoCA::S.70,894.6936460371871,0.0,1842.2407248673214,8687.424577798825,0.0,8015.173484598111,654.0760122335847,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.71,172.15412345805453,0.0,0.0,0.0,0.0,0.0,0.0,4177.624415307932,725.6419554661122,0.0,3744.0136139144724
Stomach-AdenoCA::S.72,357.6777648270092,0.0,0.0,2101.7535190510853,0.0,276.99589992402065,386.28840623739967,1800.3780724410776,0.0,7522.116327283445,0.0
Stomach-AdenoCA::S.73,308.753145669059,0.0,0.0,17693.80519121913,0.0,7098.960306754201,896.8297265018413,4659.149025931041,0.0,6013.430518128863,0.0
Stomach-AdenoCA::S.74,1421.4804305054488,0.0,4203.374104959054,17640.558989676112,632.829204127741,4634.858510052478,6181.384360407032,0.0,1328.9608275063422,0.0,0.0
Stomach-AdenoCA::S.75,744.151458224141,289.4732201250948,2260.0009589264864,8188.356879716432,0.0,1193.1900971727437,9001.259645942226,658.4651146677995,1115.649692477681,0.0,0.0
Stomach-AdenoCA::S.76,1613.3988662756824,0.0,0.0,17059.735943723947,0.0,0.0,352.45469056357786,0.0,0.0,0.0,6339.13443625072
Stomach-AdenoCA::S.77,489.5338206618825,0.0,0.0,6198.386195385539,0.0,66.50796860133347,889.733453505143,0.0,0.0,873.8626323801285,0.0
Stomach-AdenoCA::S.78,1435.5179002373552,0.0,0.0,0.0,0.0,673.908389372511,43.957545644746084,0.0,0.0,0.0,0.0
