Sample,DBS2,DBS3,DBS4,DBS5,DBS7,DBS9,DBS10
Stomach-AdenoCA::S.1,4.139703651850949,212.680804432129,54.42631167171195,0.0,79.26221755450587,3.8648298381495945,0.0
Stomach-AdenoCA::S.2,12.115293616104324,17.4198511111581,71.97897217629267,154.9098056497234,0.8587716114300598,3.984911231098509,0.0
Stomach-AdenoCA::S.3,74.91427743530208,0.0,61.14943721082645,1.5703171351019487,58.04653543134578,1.571666568120675,0.0
Stomach-AdenoCA::S.4,52.80878591821936,0.8362879637231786,45.807960405261035,1.7850623994921286,4.637553147874617,12.575508057802287,1.7965722967346518
Stomach-AdenoCA::S.5,89.09522366960307,5.733272567295633,45.1249307909929,0.0,0.0,7.179377663408071,0.0
Stomach-AdenoCA::S.6,30.63594521863551,11.151155902655763,47.42167557503221,0.0,118.01936212995656,14.106311144454422,0.0
Stomach-AdenoCA::S.7,26.283898343590064,0.0,24.827282920123107,1.196687843235708,194.63800171144115,14.868190002873058,0.06323700621570308
Stomach-AdenoCA::S.8,32.93247904199473,33.374259376740426,59.68822627218005,1.978332289606343,164.8386096231,0.0,0.0
Stomach-AdenoCA::S.9,0.9519297599966358,6.898611888971186,87.91341616522499,0.0,191.12240089820324,3.5203816051006642,0.0
Stomach-AdenoCA::S.10,5.383104250352346,5.777447147591436,60.08528337622969,0.0,177.72391180782526,0.0,6.653308689203199
Stomach-AdenoCA::S.11,34.12430213260873,0.0,81.82353372909989,0.08683144985002131,87.0728432025095,1.8963284609356548,0.1445490550017563
Stomach-AdenoCA::S.12,37.5768337144591,7.281126341809268,15.623077306574096,0.0,0.0,10.55188421273949,0.0
Stomach-AdenoCA::S.13,57.59248508706232,0.0,257.17921899466546,0.0,37.282476054706045,0.0,0.03575132898861293
Stomach-AdenoCA::S.14,80.23767970600646,0.0,303.9179973413585,0.0,0.0,0.0,4.582642081103351
Stomach-AdenoCA::S.15,185.16804683645174,3.8813328129877216,58.04060868821752,1.1938516312180258,0.0,0.0,0.0
Stomach-AdenoCA::S.16,100.40093480940186,4.8126290181173585,11.348650657577268,0.0,34.60628620787608,6.179722269396722,0.0
Stomach-AdenoCA::S.17,103.37768933641262,0.0,116.47960680190484,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.18,44.22419007383202,4.453390366838416,0.0,0.0,166.70341348953386,0.0,0.0
Stomach-AdenoCA::S.19,26.444664854866346,0.0,112.64806559984116,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.20,12.31539141274707,446.1283509038016,10.848913264939494,5.2421197938316215,20.577336983147514,0.0,0.0
Stomach-AdenoCA::S.21,8.393925247254236,0.0,43.508918101881356,0.1249555046043725,0.0,0.0,0.0
Stomach-AdenoCA::S.22,49.66450773259547,29.370747547334716,40.34321672130696,0.0,0.0,24.242373006868245,0.0
Stomach-AdenoCA::S.23,4.734904320073955,7.609675836459401,46.892465904412326,1.8743798178480218,73.40978472244686,13.702606234441095,0.0
Stomach-AdenoCA::S.24,12.506922242718936,0.0,208.17353200214097,0.2932137290699551,0.0,0.0,0.0
Stomach-AdenoCA::S.25,26.647349800538684,0.0,9.485921073509324,1.174432025468876,41.31781530809796,6.197333594622316,0.5551640334406522
Stomach-AdenoCA::S.26,1.2943813190778228,0.0,85.66788881808407,69.36437502124467,0.0,9.762533404570512,0.0
Stomach-AdenoCA::S.27,55.80491475721678,0.0,106.77832679505707,4.326311784347668,72.54914466325098,23.931465220285904,0.0
Stomach-AdenoCA::S.28,74.15113781802175,0.0,201.46489125967838,152.2710749525136,162.64222570960237,0.0,0.0
Stomach-AdenoCA::S.29,24.894692496814944,0.0,9.984191172483802,0.059855841640241936,60.9991432666862,7.766898085784316,0.0
Stomach-AdenoCA::S.30,104.25815734174934,14.759522401306436,133.91572376501676,4.687973242450443,0.0,26.8867225654064,0.0
Stomach-AdenoCA::S.31,28.253301926980345,6.453568460058741,17.307896958984877,0.5517622207392174,216.38262508443245,6.85528041910485,0.0
Stomach-AdenoCA::S.32,2.0794791647039053,25.133344059288515,12.582550058376304,0.22828946721680035,49.079725836903805,19.44990399084255,6.351496615629852
Stomach-AdenoCA::S.33,13.43972679814173,0.0,254.15511666147194,41.41840127335396,76.41251345274324,0.0,0.0
Stomach-AdenoCA::S.34,25.74615472446753,6.569960716885196,74.06650300409564,2.331123890658758,62.29017501353427,0.0,1.3440847781456655
Stomach-AdenoCA::S.35,31.602631859436585,0.0,126.0359455349956,4.008959513504089,27.58653415294018,0.0,0.0
Stomach-AdenoCA::S.36,1.7908674040530932,0.0,21.995858324998224,0.0,0.18431645207923597,4.215933698312542,0.0
Stomach-AdenoCA::S.37,7.214620687220751,0.0,92.30107484947493,3.9906515301855174,8.67237387374125,6.520212595845268,0.0
Stomach-AdenoCA::S.38,33.195445098862265,7.628640714362183,81.53387481220209,3.451439376931674,90.01326186520254,13.4948011792247,0.10683791613491743
Stomach-AdenoCA::S.39,13.18083005957482,8.855021155768005,24.776647233429152,2.6490207638951317,86.24968907593504,9.574447292868102,0.0
Stomach-AdenoCA::S.40,8.18136355802709,7.537077758555784,8.71560832511397,0.0,0.0,9.507527469824932,0.0
