Sample,DBS2,DBS3,DBS4,DBS6,DBS7,DBS8,DBS9,DBS10
ColoRect-AdenoCA::MSI-H.S.1,53.125958317918396,72.99355822888732,34.1177741640688,15.723184771932415,0.0,206.7565487723571,78.46566304208146,0.0
ColoRect-AdenoCA::MSI-H.S.2,14.605669036830355,5.612195043303308,66.37504947154348,13.825322461595114,60.97417513542289,112.31867199672293,24.09399615432435,0.0
ColoRect-AdenoCA::MSI-H.S.3,3.026508661740607,25.610609717250377,24.244135119799537,12.523436643132682,0.07759036634093702,0.0,48.652847835959975,0.0
ColoRect-AdenoCA::MSI-H.S.4,0.0,20.84037685844176,8.206191739061897,19.27502646728027,32.220561853840785,12.549416442169473,36.41800099925166,72.14280063887826
ColoRect-AdenoCA::MSI-H.S.5,0.0,39.793048899472105,3.4353387485021756,13.435215103624596,0.0,2.225175396649671,43.99051289831747,0.0
ColoRect-AdenoCA::MSI-H.S.6,63.45141948953165,0.0,3.0734938989232807,29.01268499699025,1.2488137801215842,7.945462886131178,26.777671837801776,0.2265608321844705
ColoRect-AdenoCA::MSI-H.S.7,18.80069970145227,42.19981092554113,10.208171716344687,1.926334594489697,5.488452112150293,3.7962454540127775,59.41097660132971,0.0
ColoRect-AdenoCA::MSI-H.S.8,4.550223637863007,94.72805863573545,31.209260510067715,9.273107564541194,0.0,135.02291323461205,30.0295264147552,0.0
ColoRect-AdenoCA::MSI-H.S.9,0.0,76.30921519420671,7.378734962888492,0.0,5.097990357094051,0.0,30.38180301415825,110.56819234414036
ColoRect-AdenoCA::MSI-H.S.10,30.733522082799116,32.50966587038177,0.7075939277037758,0.0,0.0,7.506183872734474,38.9623329326387,9.554057926712305
ColoRect-AdenoCA::MSI-H.S.11,2.0679567831158217,35.33862951837383,5.324280873379228,2.539759670765236,16.034817091940926,4.72957169553131,24.31378423511505,0.0
ColoRect-AdenoCA::MSI-H.S.12,0.0,0.0,0.0,0.0,0.0,483.8114199640082,20.30645034631215,0.0
ColoRect-AdenoCA::MSI-H.S.13,0.0,1.2903805946006381,22.354563110576482,3.200883824019241,74.93153642933568,9.32866102231572,21.859460260635053,52.18949230500404
ColoRect-AdenoCA::MSI-H.S.14,14.518330161910196,23.685209993808154,0.0,0.0,3.3613314976448243,2.6737896829328784,34.06065617566858,0.0
ColoRect-AdenoCA::MSI-H.S.15,0.0,39.19558121878559,6.376377687980862,18.25807051471097,0.0,0.12589221171234807,35.17390948559736,0.0
ColoRect-AdenoCA::MSI-H.S.16,0.0,14.318823492505606,14.445121050899573,0.0,5.3979338841507225,4.015652975144621,30.187592283276512,60.97999180594593
ColoRect-AdenoCA::MSI-H.S.17,117.83829085868835,52.16186330003263,4.679136745601065,0.0,0.0,2.1252245411377775,15.34260034751474,20.354916025023705
ColoRect-AdenoCA::MSI-H.S.18,7.557723921426744,33.08140852258602,23.669086732991175,20.825664842785667,16.92035701708981,40.24917909344251,89.09792435772319,0.0
ColoRect-AdenoCA::MSI-H.S.19,154.15146404393306,53.21097676845755,0.0,0.0,73.24973886513877,0.0,0.0,4.863063840104433
ColoRect-AdenoCA::MSI-H.S.20,75.71002481484386,92.80839822383489,9.518117038446574,3.104910563340078,28.428025358933713,60.517261118391026,85.78467891243895,0.0
ColoRect-AdenoCA::MSI-H.S.21,13.534135415183718,33.45991834279895,4.812444878103107,2.804031680669099,44.8343745895986,0.0,32.121400249824795,6.869659794579129
ColoRect-AdenoCA::MSI-H.S.22,0.0,17.415783257952278,8.437784754552606,23.195042906075656,33.53112238352131,0.0,84.85206668027254,15.045532269035343
ColoRect-AdenoCA::MSI-H.S.23,11.914279840768518,0.30122667827251487,27.840211438843948,9.380638775120646,2.432771709822053,11.092973948350565,31.46686453211617,29.92450290591489
ColoRect-AdenoCA::MSI-H.S.24,2.129890589221235,26.63071968599387,3.5319179977308774,14.478824109228766,119.95830749678377,0.0,22.724196820790638,7.525962590654001
ColoRect-AdenoCA::MSI-H.S.25,28.816233721041264,32.7200534943907,44.242167137732054,9.289639583305684,34.799953607138555,11.685983536513655,33.73783252097312,0.0
ColoRect-AdenoCA::MSI-H.S.26,45.54479061831079,17.822364791860316,0.0,0.0,17.09141649400232,8.802403443343001,21.93027673625395,0.0
ColoRect-AdenoCA::MSI-H.S.27,1.056060699734924,35.37115239417057,42.018425417979365,7.782537216502946,22.364170290004,113.71247467926503,56.131869343334934,0.0
