Mutation type,Kidney-RCC::MSI-H.S.1
DEL_C_1_0,-42.861632489190214
DEL_C_1_1,-9.449615986712898
DEL_C_1_2,-5.218863150217726
DEL_C_1_3,-9.858058992657469
DEL_C_1_4,-17.883923010883485
DEL_C_1_5+,8.11355863801461
DEL_T_1_0,-69.82810332099945
DEL_T_1_1,-22.32302436676441
DEL_T_1_2,-42.39680136594376
DEL_T_1_3,58.872844453433856
DEL_T_1_4,226.64923421721267
DEL_T_1_5+,-13.596385726606968
INS_C_1_0,-0.1286397885931799
INS_C_1_1,-1.4330500179883998
INS_C_1_2,-0.8588105637987173
INS_C_1_3,0.720145597189287
INS_C_1_4,13.598315498772038
INS_C_1_5+,70.1218956616878
INS_T_1_0,-14.985625793121919
INS_T_1_1,-3.2813646363383393
INS_T_1_2,-12.546962258004108
INS_T_1_3,-6.221479166442396
INS_T_1_4,29.549831709642532
INS_T_1_5+,-2.6691112898542997
DEL_repeats_2_0,-6.049336237657901
DEL_repeats_2_1,3.5960943278937165
DEL_repeats_2_2,5.605360000133924
DEL_repeats_2_3,0.28805361303204613
DEL_repeats_2_4,4.175345216065395
DEL_repeats_2_5+,-3.962644911911648
DEL_repeats_3_0,-3.935506861756787
DEL_repeats_3_1,-25.444148891863335
DEL_repeats_3_2,-1.9826896612882727
DEL_repeats_3_3,-3.3310627670241404
DEL_repeats_3_4,-1.0852416286519517
DEL_repeats_3_5+,-1.5504893655922745
DEL_repeats_4_0,-1.5874405153931774
DEL_repeats_4_1,-9.385818918615971
DEL_repeats_4_2,-0.31795975304719803
DEL_repeats_4_3,-0.7918304027772926
DEL_repeats_4_4,-0.8436949637616158
DEL_repeats_4_5+,2.5821933923845672
DEL_repeats_5+_0,-2.1192916601429497
DEL_repeats_5+_1,7.528753426441966
DEL_repeats_5+_2,2.6224623040613597
DEL_repeats_5+_3,0.36395630220273967
DEL_repeats_5+_4,-0.8432982384739297
DEL_repeats_5+_5+,-0.42596381890000107
INS_repeats_2_0,-0.9003915070477424
INS_repeats_2_1,-6.165071027788979
INS_repeats_2_2,5.878354693219082
INS_repeats_2_3,-3.751510032422746
INS_repeats_2_4,1.5433264249008367
INS_repeats_2_5+,-36.117533247065694
INS_repeats_3_0,0.7110940270788846
INS_repeats_3_1,4.12209105233174
INS_repeats_3_2,-0.40343144810450315
INS_repeats_3_3,-0.6331319744696803
INS_repeats_3_4,0.3143992445847241
INS_repeats_3_5+,11.599181557434914
INS_repeats_4_0,-0.6420610472584105
INS_repeats_4_1,-6.94429855114125
INS_repeats_4_2,-0.4675451021250264
INS_repeats_4_3,-0.8596853253294512
INS_repeats_4_4,-2.5433491460389384
INS_repeats_4_5+,-5.7688240040384855
INS_repeats_5+_0,-1.0067077653976004
INS_repeats_5+_1,1.4802811433899166
INS_repeats_5+_2,1.9524400485279567
INS_repeats_5+_3,-1.8249050940129252
INS_repeats_5+_4,-0.9880182776863771
INS_repeats_5+_5+,-1.6573073745056142
DEL_MH_2_1,-3.5343207533303307
DEL_MH_3_1,-2.928249857508977
DEL_MH_3_2,29.61061180821558
DEL_MH_4_1,1.5191930420213944
DEL_MH_4_2,0.7553590794060634
DEL_MH_4_3,-0.09068616763541826
DEL_MH_5+_1,-6.564350238469435
DEL_MH_5+_2,-6.042424389190271
DEL_MH_5+_3,-4.855570805947466
DEL_MH_5+_4,-1.7112751216160715
DEL_MH_5+_5+,4.331333643928108
