Sample,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS11
Eso-AdenoCA::S.1,39.435716940708616,2.770102858911414,8.037808961729317,0.0,0.0,26.397577426100295,0.0,28.634835842364296,3.0396266728435872
Eso-AdenoCA::S.2,2.152248917803768,0.0,99.02788566431009,2.6577516968924466,4.891021227006178,0.0,3.8950220897151473,74.42426040370817,3.8778305035744647
Eso-AdenoCA::S.3,1.4257780888295215,0.0,46.19382984175224,0.0,8.738476037488509,1.8228392543872638,0.0,15.109229517629798,0.468424792907235
Eso-AdenoCA::S.4,23.431254800898085,0.0,5.20318406493343,0.0,22.816390233552887,0.37087245418096015,42.70701025033047,6.6516076449203485,0.4204482860920612
Eso-AdenoCA::S.5,4.359982973136698,32.79868401546073,1.2240537456687195,0.0,54.84917294667476,0.0,0.0,52.38363135720231,0.7391494075290649
Eso-AdenoCA::S.6,117.22481732368539,24.333312099202402,21.790699586828044,0.0,18.97684170255761,71.45689123379782,0.0,0.0,0.0
Eso-AdenoCA::S.7,1.429946882348087,1.769372439203203,20.667312683393497,0.0,28.556014169525206,26.996834846373545,2.7333309223328746,52.13031574493576,9.088216791921816
Eso-AdenoCA::S.8,11.125776802482719,216.9151591834956,0.0,5.397813369274644,26.05448374035687,0.0,10.306788069560652,7.46512843717026,56.12911480232772
Eso-AdenoCA::S.9,13.168996564431744,36.36923847788296,2.0312838475479578,3.4545425450717273,22.271419739213368,5.113548909535465,3.1710575129420646,16.366078004315877,23.803120955282978
Eso-AdenoCA::S.10,8.231659474643495,0.0,44.0203749110005,0.4592862488661997,0.0,0.0,0.0,20.952550267575603,0.0
Eso-AdenoCA::S.11,19.34613299484828,55.55259200747495,30.90298042514851,0.010562826867050042,0.0,1.1723818888251647,15.492083919509554,22.411302950779557,19.569561547944154
Eso-AdenoCA::S.12,3.387633349452064,0.0,52.809673994550565,21.573005205776543,22.00253879684311,54.12422051823014,11.956722522914427,2.3923388162891674,3.308526831553199
Eso-AdenoCA::S.13,29.720262282462055,1.2505311791532872,15.739463064640981,16.590691499964294,13.565269489040919,37.643857872602815,0.0,48.74527925458251,0.0
Eso-AdenoCA::S.14,38.44100288151021,0.0,16.273963986023603,0.0,9.39078891119673,0.0,28.558858865407284,0.0,27.82718877461015
Eso-AdenoCA::S.15,1.5675376683750462,0.33389371388647465,26.928841952813915,0.0,52.45206653829051,62.55494621448697,0.0,47.86713265287491,61.47966130098538
Eso-AdenoCA::S.16,0.07059914233176307,0.0,5.605378856880477,9.923822889953927,39.10448029681068,400.82179485058134,0.0,0.0,7.196899302579677
Eso-AdenoCA::S.17,5.018072044783424,0.0,44.18571440488793,0.0,17.255443743478185,31.342045457323106,0.0,18.27505739624929,26.190584077289078
Eso-AdenoCA::S.18,40.842291851418565,0.7435385138942486,24.667457401208175,0.0,40.67243798954728,43.75682689801218,58.286335858034484,54.74102150816801,14.17710953720158
Eso-AdenoCA::S.19,0.3902419938208157,7.857496454130631,8.88287394640114,0.0,5.203164004931679,77.61724158989136,76.52813180617686,39.49556286744942,15.742129075657555
