Sample,SBS1,SBS2,SBS5,SBS7a,SBS7b,SBS7c,SBS7d,SBS13,SBS17a,SBS17b,SBS38,SBS40
Skin-Melanoma::S.1,0.0,0.0,763.7080142822524,0.0,4505.743265385898,893.1298635203864,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.2,892.5494077331679,0.0,3119.2357341549073,10775.23444496379,4469.741064813811,4759.498818125606,0.0,0.0,453.8055947482984,0.0,0.0,0.0
Skin-Melanoma::S.3,0.0,0.0,0.0,37725.481106119936,6608.922296359674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.4,0.0,14402.811737731432,0.0,225383.4924157202,29295.74023868862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.5,0.0,0.0,0.0,69177.00786520726,17281.761133508135,0.0,0.0,0.0,0.0,10794.747628976427,0.0,0.0
Skin-Melanoma::S.6,0.0,50774.83195871898,22191.763238751086,65175.90143005521,65694.77971388047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.7,0.0,0.0,0.0,85223.03561428742,47905.20206171129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.8,0.0,51535.47723687981,0.0,179069.27891009362,38070.56598796776,18978.457545165747,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.9,0.0,0.0,0.0,0.0,19690.85649506365,8420.823191407733,2129.412553646579,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.10,0.0,0.0,0.0,66749.51027116166,23137.201376656376,0.0,6387.129305892609,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.11,0.0,0.0,10286.6702265023,12533.256549666206,3497.1029075953256,0.0,737.456851074892,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.12,0.0,0.0,11042.187869030202,10169.421408665545,46051.99666465783,3817.333326440883,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.13,0.0,2979.0483946484,0.0,37274.38945838238,5534.813522355221,1935.8652997809897,2919.8246887905116,0.0,0.0,0.0,0.0,5835.782479997906
Skin-Melanoma::S.14,0.0,72165.03786168009,21996.966633360815,64784.10874266115,27158.473738529283,6494.746432825971,9376.341982792066,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.15,0.0,26995.07766064249,14315.861622267612,28325.1002340864,22393.7438293116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.16,0.0,0.0,3761.7605394952525,13151.432806704051,2131.2054064298545,1182.105250977079,2073.729276430407,0.0,0.0,0.0,1081.9398599809047,0.0
Skin-Melanoma::S.17,0.0,403.67605584036573,1507.0634542108623,14923.809695999329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.18,0.0,0.0,5525.344131078308,31051.431739866566,4162.6913049195455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.19,0.0,0.0,3136.560772618027,949.8357494293342,0.0,12511.389189949414,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.20,0.0,0.0,0.0,734.4857476356937,14816.357818619199,4485.5582526711805,3608.774114528765,0.0,363.0047392722853,0.0,1479.4236808372104,0.0
Skin-Melanoma::S.21,1805.3739878513875,19090.664773123546,0.0,0.0,29544.277764904225,6569.432592027438,4530.1382648026865,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.22,0.0,26267.081717705394,0.0,155989.9052976304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.23,0.0,0.0,0.0,868.9779679900939,17742.78317771255,788.414848188091,2597.776766043221,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.24,0.0,1969.4852913366462,3937.077885419646,1097.8507304356415,13074.143553210155,0.0,3529.994182319822,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.25,0.0,0.0,0.0,3725.919213117214,32040.077854339812,3762.990945632304,1723.388033525806,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.26,0.0,10724.265247081014,0.0,0.0,59224.66251252148,0.0,3170.7532139620425,0.0,0.0,0.0,0.0,0.0
