Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Liver-HCC::S.1	480	0.942	192.474	40.099%	37.535	33.952%	0.20498	0.925
Liver-HCC::S.2	793	0.986	238.423	30.066%	47.383	17.753%	0.1082	0.984
Liver-HCC::S.3	362	0.959	137.03	37.854%	31.98	28.932%	0.15377	0.953
Liver-HCC::S.4	391	0.92	179.45	45.895%	37.409	39.209%	0.2073	0.899
Liver-HCC::S.5	1003	0.979	488.576	48.711%	143.079	33.291%	0.58241	0.979
Liver-HCC::S.6	699	0.943	375.754	53.756%	97.617	45.483%	0.30727	0.94
Liver-HCC::S.7	789	0.947	337.276	42.747%	94.172	33.235%	0.22688	0.942
Liver-HCC::S.8	601	0.961	212.385	35.339%	43.682	30.469%	0.1385	0.952
Liver-HCC::S.9	350	0.981	95.622	27.321%	16.625	20.04%	0.13512	0.977
Liver-HCC::S.10	595	0.895	294.09	49.427%	64.629	45.919%	0.22011	0.867
Liver-HCC::S.11	208	0.97	97.194	46.728%	18.412	25.652%	0.28745	0.967
Liver-HCC::S.12	968	0.959	364.227	37.627%	90.545	31.856%	0.17755	0.954
Liver-HCC::S.13	564	0.973	186.605	33.086%	36.605	26.116%	0.12134	0.968
Liver-HCC::S.14	768	0.987	381.847	49.72%	112.479	33.307%	0.58866	0.988
Liver-HCC::S.15	561	0.916	204.315	36.42%	49.72	40.614%	0.14788	0.888
Liver-HCC::S.16	735	0.986	297.277	40.446%	80.589	22.161%	0.35972	0.986
Liver-HCC::S.17	515	0.954	188.976	36.694%	36.745	30.787%	0.14517	0.941
Liver-HCC::S.18	440	0.932	214.086	48.656%	52.137	37.822%	0.36712	0.923
Liver-HCC::S.19	620	0.961	241.251	38.911%	48.91	28.837%	0.1732	0.953
Liver-HCC::S.20	994	0.993	264.475	26.607%	53.666	11.97%	0.13877	0.992
Liver-HCC::S.21	588	0.987	157.568	26.797%	33.705	16.874%	0.09667	0.986
Liver-HCC::S.22	411	0.97	132.067	32.133%	25.131	25.244%	0.1319	0.963
Liver-HCC::S.23	1130	0.933	539.249	47.721%	123.814	39.002%	0.28333	0.923
Liver-HCC::S.24	773	0.958	230.73	29.849%	49.251	28.964%	0.10596	0.944
Liver-HCC::S.25	839	0.98	225.402	26.866%	53.027	19.757%	0.10306	0.978
Liver-HCC::S.26	578	0.976	207.777	35.948%	41.995	25.119%	0.16769	0.973
Liver-HCC::S.27	396	0.991	112.963	28.526%	22.861	15.27%	0.14645	0.991
Liver-HCC::S.28	442	0.981	192.409	43.531%	41.183	23.412%	0.68876	0.98
Liver-HCC::S.29	662	0.968	194.795	29.425%	36.057	25.267%	0.09183	0.956
Liver-HCC::S.30	553	0.978	178.583	32.293%	38.702	21.992%	0.12736	0.975
Liver-HCC::S.31	1195	0.991	782.191	65.455%	355.222	48.555%	3.35156	0.992
Liver-HCC::S.32	349	0.954	173.833	49.809%	36.607	34.573%	0.24573	0.95
Liver-HCC::S.33	467	0.918	236.717	50.689%	50.976	48.73%	0.32703	0.903
Liver-HCC::S.34	718	0.976	290.671	40.483%	66.508	24.123%	0.29444	0.975
Liver-HCC::S.35	1269	0.989	885.903	69.811%	390.789	51.046%	4.07804	0.991
Liver-HCC::S.36	665	0.938	312.101	46.932%	70.088	35.801%	0.22876	0.928
Liver-HCC::S.37	607	0.988	218.674	36.025%	55.637	22.199%	0.23895	0.988
Liver-HCC::S.38	459	0.894	242.149	52.756%	52.932	48.058%	0.24908	0.869
Liver-HCC::S.39	573	0.97	178.75	31.195%	39.564	25.189%	0.11146	0.965
Liver-HCC::S.40	559	0.989	206.689	36.975%	48.739	22.706%	0.21366	0.989
Liver-HCC::S.41	663	0.976	279.053	42.089%	59.624	24.293%	0.24059	0.974
Liver-HCC::S.42	289	0.951	114.677	39.681%	23.04	34.116%	0.2346	0.941
Liver-HCC::S.43	823	0.994	459.552	55.839%	199.651	36.52%	2.42752	0.995
Liver-HCC::S.44	428	0.957	163.376	38.172%	36.878	30.264%	0.18367	0.95
Liver-HCC::S.45	679	0.975	242.526	35.718%	48.937	22.314%	0.14144	0.972
Liver-HCC::S.46	535	0.988	144.682	27.043%	24.354	15.287%	0.11685	0.986
Liver-HCC::S.47	616	0.949	294.988	47.888%	62.988	34.623%	0.2409	0.942
Liver-HCC::S.48	530	0.995	123.261	23.257%	24.651	10.463%	0.10387	0.994
Liver-HCC::S.49	1900	0.994	994.851	52.361%	427.781	32.986%	3.84694	0.995
Liver-HCC::S.50	912	0.97	254.532	27.909%	52.344	24.319%	0.10233	0.962
Liver-HCC::S.51	958	0.964	297.311	31.035%	68.732	26.525%	0.13503	0.957
Liver-HCC::S.52	410	0.976	139.921	34.127%	24.745	23.489%	0.13157	0.971
Liver-HCC::S.53	409	0.957	140.295	34.302%	28.428	29.27%	0.13147	0.945
Liver-HCC::S.54	656	0.993	198.217	30.216%	48.254	16.828%	0.12167	0.992
Liver-HCC::S.55	401	0.934	158.34	39.486%	33.668	36.869%	0.15879	0.915
