Mutation type,Ovary-AdenoCA::S.1,Ovary-AdenoCA::S.2,Ovary-AdenoCA::S.3,Ovary-AdenoCA::S.4,Ovary-AdenoCA::S.5,Ovary-AdenoCA::S.6,Ovary-AdenoCA::S.7,Ovary-AdenoCA::S.8,Ovary-AdenoCA::S.9,Ovary-AdenoCA::S.10,Ovary-AdenoCA::S.11,Ovary-AdenoCA::S.12,Ovary-AdenoCA::S.13,Ovary-AdenoCA::S.14,Ovary-AdenoCA::S.15,Ovary-AdenoCA::S.16,Ovary-AdenoCA::S.17,Ovary-AdenoCA::S.18,Ovary-AdenoCA::S.19,Ovary-AdenoCA::S.20,Ovary-AdenoCA::S.21,Ovary-AdenoCA::S.22,Ovary-AdenoCA::S.23,Ovary-AdenoCA::S.24,Ovary-AdenoCA::S.25,Ovary-AdenoCA::S.26,Ovary-AdenoCA::S.27,Ovary-AdenoCA::S.28,Ovary-AdenoCA::S.29,Ovary-AdenoCA::S.30,Ovary-AdenoCA::S.31,Ovary-AdenoCA::S.32,Ovary-AdenoCA::S.33,Ovary-AdenoCA::S.34,Ovary-AdenoCA::S.35,Ovary-AdenoCA::S.36,Ovary-AdenoCA::S.37,Ovary-AdenoCA::S.38,Ovary-AdenoCA::S.39,Ovary-AdenoCA::S.40,Ovary-AdenoCA::S.41,Ovary-AdenoCA::S.42,Ovary-AdenoCA::S.43,Ovary-AdenoCA::S.44,Ovary-AdenoCA::S.45,Ovary-AdenoCA::S.46,Ovary-AdenoCA::S.47,Ovary-AdenoCA::S.48,Ovary-AdenoCA::S.49,Ovary-AdenoCA::S.50,Ovary-AdenoCA::S.51,Ovary-AdenoCA::S.52,Ovary-AdenoCA::S.53,Ovary-AdenoCA::S.54,Ovary-AdenoCA::S.55,Ovary-AdenoCA::S.56,Ovary-AdenoCA::S.57,Ovary-AdenoCA::S.58,Ovary-AdenoCA::S.59,Ovary-AdenoCA::S.60,Ovary-AdenoCA::S.61,Ovary-AdenoCA::S.62,Ovary-AdenoCA::S.63,Ovary-AdenoCA::S.64,Ovary-AdenoCA::S.65,Ovary-AdenoCA::S.66,Ovary-AdenoCA::S.67,Ovary-AdenoCA::S.68,Ovary-AdenoCA::S.69,Ovary-AdenoCA::S.70,Ovary-AdenoCA::S.71,Ovary-AdenoCA::S.72,Ovary-AdenoCA::S.73,Ovary-AdenoCA::S.74,Ovary-AdenoCA::S.75,Ovary-AdenoCA::S.76,Ovary-AdenoCA::S.77,Ovary-AdenoCA::S.78,Ovary-AdenoCA::S.79,Ovary-AdenoCA::S.80,Ovary-AdenoCA::S.81,Ovary-AdenoCA::S.82,Ovary-AdenoCA::S.83,Ovary-AdenoCA::S.84,Ovary-AdenoCA::S.85,Ovary-AdenoCA::S.86,Ovary-AdenoCA::S.87,Ovary-AdenoCA::S.88,Ovary-AdenoCA::S.89,Ovary-AdenoCA::S.90,Ovary-AdenoCA::S.91,Ovary-AdenoCA::S.92,Ovary-AdenoCA::S.93,Ovary-AdenoCA::S.94,Ovary-AdenoCA::S.95,Ovary-AdenoCA::S.96,Ovary-AdenoCA::S.97,Ovary-AdenoCA::S.98,Ovary-AdenoCA::S.99
DEL_C_1_0,0.11986862557844802,1.6788683745986148,2.4196260967258,1.5801689802199474,-1.9782593889430213,-1.6162754052562889,-1.4947483926088267,0.13792591819420252,-2.032959363888729,-7.076354378480417,5.243708919106609,-0.4633241815282769,-6.898814136511625,2.340157809095352,-12.945767407707432,-3.03943765090445,-2.3047553417349462,-5.852654714543448,-3.5943128191780964,0.47475373414149047,3.651704758644101,-3.161397382117091,9.467529975310626,-13.392381469012797,8.483268804093889,-3.2649216351829793,3.805049549940577,1.297172506438855,-2.5249459606433424,-15.141666756888661,-2.4040190424646184,-2.2944705986072655,8.208321039648169,-9.820596157997295,-5.06691790294758,-1.2226521054874624,-0.5454742816843421,-3.981982112330586,-7.072538742846156,10.834729262467505,-1.9324501588398562,1.7152785717474899,-3.5147225799514317,-1.0523998875705445,14.04140206214801,-4.083678917567529,-1.2343290838157905,-0.4279000579077552,-1.4908461498251189,-6.845449981735307,2.1982643813419074,-0.14486999679510149,18.280763879752598,-5.4388312852131975,0.866881159607999,-0.3720297114547364,23.09765659622053,-3.2697003448261626,1.1639321427885343,4.5289483409217866,-0.5694886105481771,3.4466701579563903,-0.07902065013279724,0.469840848469655,-35.71933103203563,0.6112911917624615,-4.395363678313881,-2.353332251397376,-0.29221680530229577,11.539837040020913,3.7677745313378566,-2.5507593485247995,-4.570507598715807,-4.681378976745698,-0.7867858737968874,-0.8130937572908579,1.8328082469422924,15.045217304728823,-7.399420233929263,9.456537865955141,-0.9723324015430777,0.6454798260037364,-0.07712495074041215,-4.851941007731604,1.3701609072713197,-4.095333026517196,2.4040550901935305,-2.115518108703552,-3.4775386197403972,2.0351426619359163,-0.2375029040377572,6.591733440635842,18.336584222501642,0.6606331225453559,-5.832540020386432,5.490852256568992,5.590766780616605,-8.482355357010334,2.041230818910499
DEL_C_1_1,-1.2378505385580567,-10.711382320205491,2.9336490076354167,0.629309746258107,-3.481262441348428,-4.918840636441422,-2.1270943939272584,-1.9418276164726183,0.6917913480937568,-2.0703502651584595,-8.501378777205183,4.109418915190081,0.3495306237050251,-0.4966857764589854,3.576208216254903,4.6031909112753695,-0.8489146173964972,-4.4140158528808975,4.807494747553767,3.1183215779872286,-5.568405027122338,4.279890087781094,-10.66919389154748,-4.317938149064847,-5.53443956982126,6.710459822918883,-2.3801616002027934,-1.5136598236160523,1.2308792047432533,22.687926431909226,-1.6193920054329638,-1.062158347331124,-6.437640779485719,11.659065454656604,0.21992002037865532,0.8047581942322886,-2.854978390843825,9.502385066947522,20.54664295179393,11.911740323673527,8.213518291109054,31.874967327274703,6.540008622317682,-1.7998384505558356,-8.187941897345489,3.1531299868657614,3.5296503046687153,-1.5608976866220883,-1.0186658942312352,10.211136470718136,0.3631636373789995,-3.259872996716748,-18.641563974185843,26.984163017564534,-1.9113295850707803,0.7478288763144469,-16.346222539148982,-4.106906887499296,2.2266927093564433,-3.9910371359890586,-0.8780646221781438,-10.716477731546178,-5.02025919798027,-3.3335760403315167,-0.23831655512055683,-7.542565310556544,9.452545782006078,3.317729222639585,-1.2163294512998846,-7.621543304127519,-1.171830821385349,3.017811646017016,7.609807132665562,10.736722703840375,6.035481228873778,-3.900158498780719,-5.000777665319365,12.05591491189967,31.059827375168794,-3.9716733392221215,3.1090243297926197,3.7267851823071325,2.222441519965489,2.7925423605600166,-4.3530460886991555,14.95327899071641,-1.3062362921309312,0.3552227723696233,0.2770079288935914,-0.9919102549851253,-1.0190241280777288,-1.9681461983728052,-22.17172868325089,15.713561577560341,6.083419733918181,-0.44345709410000556,14.365951458791535,29.659988355891024,1.6467280561859923
DEL_C_1_2,-0.27908081778385596,-3.690445639764853,8.248477937249888,2.7040761790945225,7.284072921542894,-2.852066510508972,-1.989431248950103,-0.3931207686767418,-1.2628232949016343,-2.895450115605439,1.633278566750434,-0.303119720346796,-0.8321494273558523,4.095766066799081,-5.110196363885143,-1.0092755257342818,-2.739837245478971,1.8965961381193273,-1.7607125894459115,-0.4657075338365311,-0.7107093326485647,-1.3020955406195063,10.856496972032474,-2.3053091161560957,-0.5939681597101651,-1.0677651268719484,0.9552939270844343,6.387347457683248,0.0224173720013936,0.6219525077105557,0.8044665143627392,0.690374438915252,-2.430883518894546,-0.45957697076520887,-0.7438219224988862,-5.9278389250412,3.442241830037547,-2.7373355305220546,-2.3798108867253536,-1.8395986298519396,-0.5231091918235982,4.111769267759702,0.6908565759180112,-0.15765428835880435,-4.747630028945313,-2.144559614616816,-0.17427621519232295,1.1904425149026756,2.842384040713453,-2.6079992984348914,-1.937285718449869,-1.8024607563082826,3.5728602488921846,-4.294801496415371,0.8381954668184582,-1.1511446231839177,3.2071433692674405,4.74578255348374,0.7972345998287876,-0.3521862308125867,-0.36788039268047434,-3.432895464765485,-2.583326505970964,-0.518012892174273,-8.429412381213485,-1.7627511014803612,-0.43152033627985764,-1.7462553656812867,-0.8613266733027227,0.4532397815636475,0.09271090149580985,0.027538033194491884,-4.113631921054307,-4.595676990281376,3.3528380795961983,-1.3780635743562542,-2.697555451693285,1.1920767891717499,0.7842734490458967,9.6728464845513,0.6243203560873087,1.6138088580145755,-0.4729004038787248,-2.4470279031516666,-0.5914575706084655,0.12109158661659247,-2.2380337682810776,2.62425858702171,1.1639290725337978,-0.6889171986891288,-0.17907050946771547,-1.5124516655405906,1.0065072266071318,4.544819537084585,-1.3487015058940814,-0.293071739257865,-0.6547461991573051,-10.668344359954222,-3.3043695431846434
DEL_C_1_3,0.2774209687075522,-4.524813275556942,1.0356773448235272,1.2020768160981203,-1.492041275772743,-0.8652468590595119,0.22177381032340326,-0.8543808679881357,0.978228791174713,0.3541418777715972,0.6649808410103697,1.3197475903643143,-2.410990081026542,-0.0859983954143293,0.9672145866253072,0.07764655513102281,-0.30042512444511704,1.9756311623471712,-0.6209910833504577,1.9584692070906407,-1.0330345847732367,-1.3448798782740765,-1.245828082021057,2.659191077715068,-1.0593084544243334,-1.1550468441970319,0.8529902446026503,-2.137836259547246,-0.9739581033107059,-1.0971457346314573,0.764327118634728,-1.0320445565370573,-1.030781482949033,-2.0125090506905456,4.036273083480811,0.18320418597654475,1.3228344191814925,1.5630912454962622,2.9085649605741364,0.18883370220142082,0.04427508155516202,-1.3390363961265583,1.512508748770554,1.1169229524920894,0.7340386012246993,-0.2879461848360556,-1.858987524609213,-0.3221619965116147,-0.8283419005440069,0.9964099142959864,-0.9492619684794836,0.4834085629533642,-2.281139771495388,-3.011604132476121,0.7075049338329782,1.194416077163988,-4.5155426387018816,-1.5400367312533843,-0.513526743856274,-1.602071750276381,-1.9107752963718116,-0.5966079438500698,4.197209585844619,0.11190557818531299,1.5601274451873386,3.0060376513562472,-0.5847276657102347,-2.684633042881799,-1.629893965042015,-0.5844436707758978,-1.9977775529302098,-1.150157083710148,-0.5609782750805099,2.0184188185351433,-2.468369436896296,-2.2430095939841364,1.5353603946959486,1.8631215300761053,-0.678897967073882,4.739432804307707,-0.36833691773668,-3.0664612569057796,-1.5923657519995822,-0.6885146490525886,-0.5867994390311488,-0.9128513158725289,-0.735791781594374,0.6611269668443536,0.3749602962258186,-1.865700731390572,0.7310592422685102,-0.1735737892026452,1.1727508758364338,3.271644436913872,1.3082432977058027,-0.25888836592660125,-3.347195683461205,0.8233907914272596,-0.6069178969719076
DEL_C_1_4,0.5819896045577821,6.01735285501168,-0.13109305398662974,1.2078931270804936,0.2245102460819386,0.7069770059243337,1.2508095479947183,-0.7441709488105356,-1.03946888868224,-0.02586565044929423,-3.7299251457156952,-0.6059559688818753,0.30082269418842067,-1.251582710731883,5.613297888900962,2.5789649112574105,0.3897877332007509,-1.3063063736839755,-1.1566582501970548,0.44025282397496635,-0.43740336217307796,1.0913880803263227,-0.6908503835641908,1.5921687535177438,0.548931671026869,2.0382610689289944,2.6045135807943964,-1.3989270982874542,-0.7615074551651665,-0.31963337555895777,-0.05547746705411605,2.5922736728503897,1.1172358159658144,-0.6351373067078333,1.6329786926799557,-1.1127063635584844,-0.897007027432073,1.5565822234175666,-0.9891407557338061,-0.6012241964787615,0.48914992749844954,-1.9421436825726843,3.5861824632531305,3.6070623630553875,-2.664776772015797,1.5740979215245694,-1.5605333941091926,0.7015283535524506,-0.4558117883916757,-1.911005269392983,-0.16293466192237105,-0.7765735391862776,0.6631689303343107,0.6478889578094118,0.695945576185302,1.3472551343261616,-0.36486611891414533,0.5854161824628104,-0.3402209568023924,-0.8417095244329375,-0.6436427657436901,-1.0020483611982538,-0.6973206473604314,-0.7501356362684555,-3.3394479768029344,1.546034383205328,-1.476041265782209,-0.3657240925443084,-1.4368944997163484,-0.790450141511182,-0.6809783803623581,-1.073349668527103,2.292304254610061,2.26610137694677,-1.2130441481389402,-1.0310179807556556,0.7116350305083605,0.12760213624721395,1.2033383579073567,0.40141962956112565,-1.471055931481326,-0.7740118380872463,2.7742696386819157,1.0978093942565668,-1.971471824758905,1.3018954571212866,-0.7418448131733504,-0.2826305127584312,2.3871641884759147,1.0844874624897014,0.7285423877544182,-1.021229460623244,-2.1721486928333302,-2.730981371122411,-0.22048858870423604,3.4106044958112998,0.41298855010967284,-1.187979036430491,2.009643040275505
DEL_C_1_5+,-0.6447641213690244,2.5753317421719446,2.9926051637866675,1.7277593866158047,-1.1861292508214305,0.07073741295454683,-0.3974777378081744,-0.22238193152123764,-2.06063476970334,0.9425906321339748,2.3156809722188845,0.8162978692420191,-0.056662272179162754,0.2753664092391894,-1.4954457143259479,-0.36976533397781,-0.7583009224331545,1.828197532207663,-0.6469652760832529,0.05433431849183312,-0.6760753228886359,1.0042573802800898,-1.4897527522594207,-1.2617400429688108,-0.0009625011150395935,-0.29081491348855343,0.7191075829197677,-1.7815788440137619,1.244952632328999,-0.6655983824115066,2.284860915942153,0.20563436841069327,-3.858538198501213,0.4503261663120972,1.2989273094017788,-0.23400493217066054,1.2184747131418399,0.4814081608101439,1.0383394062473084,-1.2198778179301306,-1.050796756907098,-3.0388075376720245,-1.0623776795650866,-0.8718415810055302,-1.1902405392995994,-0.20636415438415665,-0.7134027073246705,0.6332626327434917,1.6210229275085823,-0.30191405641581737,-0.3572488606271684,0.4889769885137355,0.6574298243987706,0.16498042706696847,0.7339642817070251,-1.813918499456893,0.0009810284335846076,0.6821113755059676,1.1058511215206823,0.4481554164358953,1.8683567673676846,-1.1940544240039794,-1.1533972295860528,0.5039387015397828,1.2614375572063339,-0.41508872757751264,-0.6066107988440738,-1.5141559042412238,-1.057239937593405,-0.33945043046775997,-1.834392410850218,1.2902820157140147,-0.9876567895136319,0.8682544717309626,-0.5024644573601489,0.485213771440119,0.5454968558460291,0.18851329851584797,-0.2823784597070358,-1.6945709015205053,-0.12065442994475377,-0.7933302649665036,0.03637945302776813,0.8508742259608486,-1.0145368283889575,0.24626008707474245,-0.09126369998952022,-0.3434872347238868,-1.6178088333411864,0.6460593250201829,-0.5450255039294571,-0.2617868530608045,0.5553664268496195,-1.2815647239426347,-0.379481616640027,0.4742655223821326,-0.22040292978032427,-0.3123950960773314,0.7809180117311283
DEL_T_1_0,11.012195772259751,-12.859139086152148,-9.982128913371206,-0.7400458282015627,-2.6398356625861874,7.281825929740531,0.04884359026267049,8.48576801811301,-8.221726013094038,0.18177393178531775,14.550678788461965,0.7278275687991531,10.559758005011261,-8.03835122650123,3.7922468615115115,-2.1128285897963774,1.4099386465515877,-1.454468769741574,-4.424400760306849,-1.6368751539578357,2.0361686505586505,7.72186519859531,1.2586356977198214,-3.6636428555464207,-1.0294988884680993,3.077127997826226,-2.4777879044593085,5.405112920071716,1.9451327176775113,13.029208936246853,-2.0224698168508226,5.783993095236937,4.117837443542324,11.379160799833311,4.658323682069781,6.556979678040715,5.806358520542686,1.4545049959016598,8.494941099897176,-7.128619956961394,-2.5789404514633434,2.313433745816617,0.39140874710168916,-9.087965352605792,2.694627255078217,3.3084040237187686,-0.23735558981529792,-0.6305153461998181,-5.618617813709953,-6.104622204273376,-5.818340134167354,-11.589488784544194,-3.47709185287556,1.1291898739276576,-1.3075932720034733,-2.514954883451594,-19.87374606121348,5.979076688556125,-0.8242297473946878,-3.1401709049815523,-3.7984878346422946,3.257821998475741,4.644260666338887,3.674904613615519,-4.316781132876349,-2.2719358926409576,-4.123262362381823,2.3844429449898,3.32317086060792,-7.485106961472592,12.813229336100704,-2.5759497052220963,-10.140530565508158,3.987393414609734,-0.2447342904463028,6.07543147171614,1.9267732979873244,-11.349725728264723,5.705191692664812,0.5393992268475074,6.297209383714723,-6.426265394354907,-8.323075747994153,11.196522615984417,-11.626046332636484,-1.8860393770306985,0.31865110601192015,-0.18101581583557014,-0.14706821326717412,3.0387914637707425,-0.5380338030022047,-7.7519211086797455,8.807630884484794,-3.4106273496335575,-3.758335009870791,-7.125627148180012,-3.488043335378549,-4.617474979610655,-8.174879345309847
DEL_T_1_1,-0.667743859121992,0.8814619576277813,13.928194414583658,8.964811454823774,2.8707757739136253,-6.295493701335284,-2.4329320781434305,-0.5156264465063405,-5.292579171626095,-0.24961166389918438,4.4920133583087996,0.19166204455858527,-10.148295947222454,5.636243785285073,3.330652368687387,-3.5115686147924876,0.279386322138226,-5.9231994289303564,-8.73947302590087,0.16503390285474784,8.539556158493344,-3.2244185191110155,1.8889568989568435,14.704015911160138,-2.01696002781662,-3.7702879848025566,-6.0131524922419,-6.456953450727193,-1.6556913499796373,-16.98229561079618,-6.226536290163125,-4.553098432878006,-4.811115722421434,-3.7343270538102313,-4.9405450479716055,-4.017766215131844,-4.68654513237683,0.4632339366709983,-0.9379468801060789,6.837954865834055,1.3653262843483867,-9.461801269805388,0.12958736120626035,-0.9403716552026378,-5.655764652384304,-6.088983484984826,-1.580385492789178,3.0293391137197583,1.2774710997082517,-7.898889625873247,-5.6190448767228895,14.686307747755922,0.10313849199631875,-5.306138303714761,0.13744305064952556,-1.2456836132722096,-6.937091935581108,-7.004465057402671,0.22807839287136544,-0.3504857793578169,-1.2626912058815662,7.8983798645922025,-4.529562666679331,-1.6841848428091373,1.6141550289411515,0.0720980739426782,-3.2568006556627633,-0.6695682936297587,-0.6435830261701723,2.0135354995789116,2.7532663758960503,-3.2940228672220364,-3.745849197728969,-4.696606777752159,2.2240281098856087,1.9226924612053669,-2.897125045700413,-1.8935090410810744,-5.9081083472422495,12.594041116037687,-4.2565951615520055,-4.892047669652445,-1.085613467149285,-5.672581151091542,-1.4359669108008966,-5.494413462687575,21.651447704146154,-3.467503346561509,-0.07050991456435492,0.45546209524247594,-0.473359135422192,-4.275361805422525,7.356141886760199,-3.686876065241819,-5.925518536198501,-1.6172645992971022,-13.70230047122783,0.3259057232746265,-2.1429484876037055
DEL_T_1_2,-5.414400697181055,-3.0963437908279445,-9.300284628767287,-8.13974181747521,-1.620504207266058,-3.060308234462317,11.954120283185382,-3.373414817455643,8.483958953626974,-2.4010148884226483,2.9797210172344712,-0.20604189301662768,-10.556874421923506,2.6346702140521305,5.845361823112206,2.3518824481302403,-1.7562398336344156,7.386411288464995,7.20387437402071,-0.0038382964122067875,-4.517832022031538,-4.791703684580888,-7.687373320402852,5.237188237327416,-7.0215822807006845,2.311306348515375,-2.9381864564741793,5.013543606213339,3.9067848374025242,-10.869861710805552,-1.2501179530519249,1.0451010369568756,-2.9567686989906896,-4.567863534296205,3.1656959345041322,0.26383696313078175,-3.636456624081813,-3.9544824776104015,-11.05252052122033,-18.74976722741426,-0.2761081021279468,11.327385887808397,-6.204076152607545,-3.8850185648496236,-4.414984313031596,6.615166340382212,-2.325911427778717,0.636459773241854,2.6629479124314206,-0.1621501786117463,1.1228128834701767,-6.7973086949072155,-5.006948120957929,10.286072392485202,-1.6614467630228218,2.2435608878082505,6.511616939587697,-0.375270161563785,-0.24011013503168677,0.8878675508900766,-0.962401266324779,-5.320769422695992,-5.881937979638767,0.184622506738636,-18.33644473904143,2.147846657663168,0.7619436755129296,-1.881143681152249,-2.6085598792677835,-6.817965828478075,0.930076018704419,1.7881065388676394,10.596133341261037,-2.821518196187892,10.55427583666718,-6.761118585372156,0.6808564061124862,-10.783292627200236,-5.35335368321582,-3.370191168853907,-2.9938642537931273,22.428521865030188,3.4741903765498297,-0.6538983148813564,5.443262021353384,3.8915794025390547,-7.322133392045146,-4.206479920465004,2.2075609431860492,-2.5824370881211443,-1.0238109792645913,-0.6384033997268501,-19.193385097231925,-3.7716708396388263,-5.194750186107882,-2.14182205484087,-11.199035718638939,-0.6527836500787885,0.9370178406330556
DEL_T_1_3,-3.878916632811718,18.737070035252543,-3.0803617027468846,-3.732980675708969,-1.7372666243811734,3.2000489671346166,-7.294626981607102,-1.9675732894407911,-0.6808973187342993,-4.527744521295171,-15.516892619707534,-0.6139175966979886,19.266340822357506,-3.796721108945297,-5.2322094957648275,1.4893599978012757,7.8592372938618595,-2.4919986223904758,3.291093922701249,-3.558697954128453,-6.754750760685635,-0.5401856376874612,-2.2007864027960267,5.220189638804257,-7.320500061964937,-5.5253065477662915,-10.447112564322591,-5.470595871915606,-1.2725054503043882,31.74881110496065,6.044843400019557,2.0505703417362398,-6.958967277746424,-2.6387949272331976,-0.06790931819075041,-3.155368792638157,5.649644442754877,0.5209697074713624,4.629147640958347,-9.448035334451795,-0.4669376744614966,-21.63958541594568,-1.1044626778683693,12.871526805319306,-18.035404478415217,-5.83192071901259,1.412751420094036,-3.014252686235344,8.359678681785818,18.330133760720962,5.615554809018327,9.168564335330469,-17.012076485728613,-2.8335907951061756,-1.1332247061219567,0.8192539863755481,-31.545335524748126,-2.42833483606492,-2.1269028214229224,-3.944695705673957,14.517393549520712,0.039308819082410906,1.4740817474478085,-1.1348887914849408,-2.899112070040367,-0.7307853916226321,3.433529449768889,2.82333483569613,2.8798340182879087,-7.852153363345874,-19.350606586294816,1.6387431658498794,9.601237584028272,-0.9442316146198877,-4.387227579576269,0.7664842531347489,-6.038046100739287,-22.46358814155323,-4.747998018123468,-15.037132844147898,1.829412644545453,-11.146503310450303,4.76610006705301,-0.11891069168883561,6.67674650179773,-4.495842656003337,-13.112650801561404,9.983848243596581,-0.9029577749591668,-3.602337619274964,-0.3540112608008237,-6.771968586631314,-16.272049398247518,-4.0999497300831464,18.575441178475177,-1.941043375922419,-11.574928862002963,6.372785979302691,-3.983011923876834
