Sample,SBS1,SBS2,SBS4,SBS5,SBS12,SBS13,SBS18,SBS22a,SBS22b,SBS40a,SBS40b,SBS40c
Kidney-RCC::S.1,241.03234517414992,23.624195323264612,967.7416057488074,1071.4217638749808,0.0,0.0,269.5569182715436,0.0,0.0,1398.6388401323306,1394.629113285578,0.0
Kidney-RCC::S.2,288.76761744309385,17.335423324393297,728.9572775346016,136.41007025367975,0.0,3.517640371601751,0.0,267.2663189469383,1076.5638235654023,594.4364143779295,1537.5132025109679,0.0
Kidney-RCC::S.3,156.55935947871248,0.0,1040.821658799601,0.0,0.0,114.05627073534029,0.0,0.0,0.0,1340.8567736757102,770.6574773517086,0.7983694374768526
Kidney-RCC::S.4,332.2762875661148,10.235472767400555,0.0,0.0,407.4024536513986,9.6106705174543,8.13264140480571,33.05634028322306,0.0,3228.600300065083,1749.0031313399738,0.0
Kidney-RCC::S.5,204.55249966635012,0.0,35.62972947697489,366.2664238537226,402.3303852284663,0.0,0.0,24.33313122721334,5002.4965293057085,2053.152355519408,1238.2481320708093,620.6862180740294
Kidney-RCC::S.6,245.67954533970394,0.0,36.205716425816895,0.0,22.947318273197347,0.0,24.03678650706727,0.0,19.000763812684177,830.1569476316204,669.1098283678019,0.0
Kidney-RCC::S.7,121.2056138431332,0.0,302.33157238249424,0.0,0.0,5.759242699829534,59.65132672866676,0.0,0.0,1884.6803285140045,726.1529488126074,0.0
Kidney-RCC::S.8,0.0,97.57636079504182,781.2371848836492,0.0,442.619207378086,48.502763861960425,99.33411355031548,126.73048803119995,0.0,1441.628833572272,2112.9684546917024,460.0319004140279
Kidney-RCC::S.9,154.62397291465282,0.7325048598767012,63.0266816310294,0.0,39.388144114250295,0.0,0.0,0.0,159.07927126163068,2019.1292011937996,1530.6746170534525,209.37920002075964
Kidney-RCC::S.10,240.32934706369934,0.0,617.9703114223952,0.0,16.30963947497219,59.07835176754638,83.28317784759899,0.0,0.0,1349.3435000127224,381.8377666402191,0.0
Kidney-RCC::S.11,133.64422798837433,0.0,968.7210419753691,0.0,0.0,32.06683043729804,144.29283732596852,33.97015423976361,0.0,3157.6990110071742,606.4767259784247,94.73018035648585
Kidney-RCC::S.12,155.0941362431211,0.0,747.1397035891811,0.0,645.4014468861843,62.13397437317564,0.0,0.0,7.287114892767372,1692.17692997179,405.8488257389466,0.0
Kidney-RCC::S.13,0.0,0.0,0.0,128.1288666036344,52.054073726041224,0.0,0.0,0.0,131.8082802921509,2244.5699131571823,925.5490849168434,0.0
Kidney-RCC::S.14,68.54003692560767,0.0,532.4403719379599,0.0,30.90584546972003,0.0,316.3692535139437,50.38302652604606,0.0,144.7585064034447,1042.0704967683914,0.0
Kidney-RCC::S.15,242.14159825943335,0.0,369.2501308421967,202.98503865710106,0.0,5.181631481505933,0.0,466.4070065630573,5037.392503514566,1913.6045415651693,1240.0927830656299,1177.8031157317832
Kidney-RCC::S.16,0.0,0.8014197655029571,0.0,0.0,0.0,0.0,0.0,0.0,65.82854400964499,1354.6010261337817,1485.788600306338,0.0
Kidney-RCC::S.17,146.94951996973313,3.4509154891388256,1999.3525988450322,0.0,54.37156161815854,0.0,0.0,0.0,0.0,99.29285435292267,209.41660407388218,0.0
Kidney-RCC::S.18,54.39483859440972,0.0,546.7683269069657,0.0,24.415410391294174,0.0,0.0,55.157259122054775,0.0,0.0,582.1638122355738,0.0
Kidney-RCC::S.19,176.0994131924829,0.0,1027.331009082875,0.0,0.0,16.825059914154725,43.93183267041608,0.0,0.0,38.28993435855413,1586.30135216317,0.0
Kidney-RCC::S.20,178.42454526640253,0.0,0.0,99.16104148719286,224.06631551986453,0.0,9.015783160726128,6.540278420796283,0.0,1972.641839765969,713.7607492091763,37.94514912984405
Kidney-RCC::S.21,135.80597864377054,199.14812973197127,52.01103080702539,35.3128021374807,0.0,0.0,0.0,0.0,0.0,1616.028166654312,1771.0944466377823,1342.1826655286393
Kidney-RCC::S.22,11.715026641385636,0.0,653.3652273122864,0.0,194.8953055106528,0.0,235.01388064969592,443.73541259360076,4482.006280939516,650.5246908694572,3828.4756752132807,0.0
Kidney-RCC::S.23,431.7264176964674,123.85585601235199,0.0,0.0,0.0,28.094269216211448,0.0,0.0,0.0,2619.6580392283013,0.0,0.0
Kidney-RCC::S.24,0.0,17.19386914952064,438.3067956063664,20.64320317985225,0.0,0.0,0.0,48.73650390993979,0.0,89.91951033176073,1290.203876875453,0.0
Kidney-RCC::S.25,245.8657348111625,194.89733908352295,257.4662090982053,1745.3801972091835,187.63222122521293,155.0355712784232,390.76724278023755,20466.476125951267,0.0,75.05779120587682,0.0,919.1967386155038
Kidney-RCC::S.26,117.84768201527436,75.40013553148137,0.0,0.0,0.0,0.0,0.0,0.0,6.069194309030893,1033.6771357323412,700.8739772365298,235.93612029830743
Kidney-RCC::S.27,204.19144444798843,10.735153602991348,167.70241848219237,178.65412147912394,44.14186980706568,28.492782911314663,82.1848847767951,0.0,42.45311780854426,764.6720366312799,737.4475533919631,0.0
Kidney-RCC::S.28,318.18177561288627,0.0,295.20186388302983,657.2506268317447,94.42465614807605,0.0,0.0,0.0,81.92554210208652,2246.3611797401213,1733.7615778053419,200.72186495529087
Kidney-RCC::S.29,294.8630540991085,0.0,832.2275029085516,40.3250186132674,54.49837158169346,0.0,8.454787501947825,0.0,0.0,166.3159746268001,1415.8246442681861,0.0
Kidney-RCC::S.30,189.9823352568659,0.0,493.19547638694354,0.0,0.0,0.0,0.0,2.1612398194408065,0.0,3603.6366882285224,1450.4837989174353,0.0
Kidney-RCC::S.31,187.63086611006472,68.22499645767294,155.21430285320596,0.0,1.1504969914727157,15.316015901283034,0.0,0.0,0.0,409.66080260711703,719.7592483339375,1736.6241811490347
Kidney-RCC::S.32,6.939420135867993,43.10670991580975,0.0,0.0,0.0,0.0,69.82599314594637,0.0,7440.639317711301,1199.4013405192384,1232.8980337450753,0.0
Kidney-RCC::S.33,91.198750399085,0.0,431.61322637887736,1542.748353630096,4.826675848041221,5.477641761818226,6.354482101304465,0.0,0.0,2690.0811310015,265.1570105181956,0.0
Kidney-RCC::S.34,175.9997538546094,0.0,916.9673781143729,0.0,32.25962574075358,0.0,0.0,0.0,0.0,29.244304438657814,435.8340081238825,0.0
Kidney-RCC::S.35,193.70131055566935,27.436891543043494,623.5226147697861,28.122275628552128,39.32947290728982,0.0,227.14251903302298,0.0,0.0,2383.3518772556986,2801.782629650802,0.0
Kidney-RCC::S.36,0.0,9.92454449738328,0.0,0.0,0.0,0.0,0.0,0.5896153590216878,0.0,0.0,941.8557665888604,0.0
Kidney-RCC::S.37,0.0,0.0,22.07669120429217,0.0,0.0,0.0,42.6341783216156,0.0,0.0,1361.2037014722903,0.0,0.0
Kidney-RCC::S.38,117.1807820728955,0.0,302.0891506274994,0.0,0.0,3.789452292649701,18.79704799673411,0.0,0.0,1803.9317557865852,417.8747174835647,0.0
Kidney-RCC::S.39,151.30273190237668,0.0,550.7330299383847,54.22348307453939,7.236211442437408,0.0,0.0,0.0,0.0,966.0340831539436,84.66274520217554,47.75409721327869
Kidney-RCC::S.40,0.14514766483670463,0.0,0.0,0.0,0.0,0.0,19.593265613525176,10.173256198083328,0.0,0.0,1153.6520519804772,19.653707745654163
Kidney-RCC::S.41,25.611579616855888,18.674968712798552,0.0,1475.498523606006,90.25671520702592,168.96555788057162,31.820699975285866,0.0,13.447468029433484,1441.7227286907694,609.2969118380603,0.0
Kidney-RCC::S.42,233.89074383932535,1.2583949883384944,95.34067352867821,2096.5050010177033,880.5581477043622,5.646630112597242,0.0,779.416213246062,0.0,320.2948728474148,835.2015721389109,0.0
Kidney-RCC::S.43,213.73684314911125,0.0,1014.906290692298,1162.6558244454736,132.25502524536668,0.0,32.08886160968486,0.0,0.0,1527.136574616243,1406.503404009531,86.75577891766727
Kidney-RCC::S.44,181.90188881451314,0.0,0.0,0.0,0.0,410.6571817059735,0.0,0.0,342.11219507218146,1466.940702334883,572.3018339001909,171.00023717973826
Kidney-RCC::S.45,22.09627918657588,0.010217304950978943,202.11203662111475,0.0,0.0,18.04891658116805,0.0,0.0,0.0,2895.4932341509298,887.3211241169655,0.0
Kidney-RCC::S.46,373.4972613784924,39.013000960557875,124.73316302851428,0.0,0.0,33.06932276939416,98.20201100152192,41.32074559455266,0.0,1461.7980545538353,1377.3183371856992,0.0
Kidney-RCC::S.47,113.96053765015581,0.0,453.253334349626,53.50819865501975,34.12425204110133,0.0,0.0,0.0,36.18848995119331,563.114585738387,3019.8834721015432,432.2416721552908
Kidney-RCC::S.48,472.5307189874544,0.0,0.0,182.7351291872327,0.0,46.01075322915527,44.571088244171996,155.43003449883489,2562.3832059432148,1805.25066899423,176.62530045525781,0.0
Kidney-RCC::S.49,191.35201313338663,0.06950920592679664,461.5760835877232,0.0,0.0,0.0,0.0,26.18498097162449,0.0,1496.7867768895196,1212.3520565095587,0.0
Kidney-RCC::S.50,204.6649485641724,50.28808408074412,1181.7358749633213,293.4173198732802,0.0,2.204336910231294,66.7614927338389,95.14389718134545,0.0,1065.838427389506,1577.4500343691047,0.0
Kidney-RCC::S.51,503.8086918305567,4.024639030106317,89.50613629137467,0.0,16.205824918598857,43.69976422279795,399.65154911066185,0.0,0.0,1614.5472698548526,104.14387303093733,0.0
Kidney-RCC::S.52,319.22713690326754,142.4571200157128,87.41074060397551,0.0,8.069748997974676,0.0,108.1274126544059,0.0,0.0,1895.6260296603443,1480.515452330812,0.0
Kidney-RCC::S.53,431.3128659736467,16.474221887623784,0.0,0.0,0.0,24.80432973056188,0.0,0.0,0.0,1715.899984964731,1517.130909588877,176.6288312325439
Kidney-RCC::S.54,43.00795435425805,5.866954521184367,1031.4139913438128,0.0,0.0,0.0,134.06708441208187,0.0,0.0,185.48266752859772,1140.429614094573,0.0
Kidney-RCC::S.55,269.83961259749304,20.439243468703857,363.0684345929645,78.1252025586931,0.0,18.267841491788932,67.20535935140177,0.0,0.0,1539.1841362146433,760.5290168473044,78.44846613075032
Kidney-RCC::S.56,0.015478221810476854,0.428425391096467,1.332533829209795,0.0,0.0,0.0,0.0,1169.237504814694,1.877944595481643,523.4802092604212,1796.0737607369235,462.77400237154575
Kidney-RCC::S.57,147.0239310993071,33.62169271342158,432.38062298021924,0.0,0.0,58.53355454153308,12.795402699883883,13.26664397613525,50.77416822106708,1976.165418115907,1765.537822048932,0.0
Kidney-RCC::S.58,329.4488097749365,33.05616876849475,0.0,0.0,11.554289158281644,74.75800160093942,2995.947448936059,0.0,74.25034924346436,367.34583549989105,1624.0099578818715,206.28573564451023
Kidney-RCC::S.59,0.0,41.411126432374864,893.9558466421613,0.0,0.0,31.604413277634226,45.08089621656262,57.4901087449819,0.0,2357.393763118127,2234.013368932431,0.0
Kidney-RCC::S.60,374.1390117450866,0.0,1155.0223417408708,0.0,0.0,0.0,0.0,0.0,0.0,1098.8574276953548,0.0,0.0
Kidney-RCC::S.61,18.09503356363186,9.173545304882627,1300.8075286491949,365.46178283645634,0.0,0.0,1452.2988510498267,17.774365724940402,0.0,764.6583795127806,0.0,0.0
Kidney-RCC::S.62,2.666012566777238,46.70771545278463,0.0,785.6871013224252,93.95464880917991,29.139205808114077,214.4336271192699,0.0,0.0,2876.917630825789,903.6302506642318,276.79173535687517
Kidney-RCC::S.63,78.6223476268729,0.0,369.09705577127227,0.0,0.0,36.32642612495842,126.77548431025618,36.674195531429454,0.0,2476.7995235568146,1124.2149039180088,161.8905731052151
Kidney-RCC::S.64,0.0,0.0,1643.1951969029335,0.0,0.0,0.0,0.0,25.96400057502001,0.0,3001.499687900672,658.9933567945892,307.4635348647933
Kidney-RCC::S.65,99.18496309347742,0.0,1202.6030646811694,0.0,0.0,0.0,545.0509522340811,16.805023700330423,0.0,2422.147588161802,1827.8213906438039,1811.0173444147474
Kidney-RCC::S.66,449.9285381862803,13.886069001582438,0.0,1646.6115384407753,16.316317153126743,412.35607037577444,77.28497028525616,75.4092947379627,0.0,1151.6837623185536,2098.035875464597,1496.9387704432015
Kidney-RCC::S.67,172.3004742467585,0.0,0.0,245.70433053857369,0.0,168.09496591711644,501.5321262982674,0.0,0.0,724.7414583692139,493.5383367783302,0.0
Kidney-RCC::S.68,203.2698821555146,58.75910095040051,41.09018979178962,74.91123433034224,0.0,122.17813156207633,95.24840657005795,0.0,33.49628508142634,728.8318705906534,443.6187619842551,0.0
Kidney-RCC::S.69,201.2771512586468,0.0,54.108212577613415,0.0,29.6638547320471,84.24218653031521,73.25679538985081,0.0,0.0,2006.4802977561583,1048.2553592924482,0.0
