Mutation type,Skin-Melanoma::S.1,Skin-Melanoma::S.2,Skin-Melanoma::S.3,Skin-Melanoma::S.4,Skin-Melanoma::S.5,Skin-Melanoma::S.6,Skin-Melanoma::S.7,Skin-Melanoma::S.8,Skin-Melanoma::S.9,Skin-Melanoma::S.10,Skin-Melanoma::S.11,Skin-Melanoma::S.12,Skin-Melanoma::S.13,Skin-Melanoma::S.14,Skin-Melanoma::S.15,Skin-Melanoma::S.16,Skin-Melanoma::S.17,Skin-Melanoma::S.18,Skin-Melanoma::S.19,Skin-Melanoma::S.20,Skin-Melanoma::S.21,Skin-Melanoma::S.22,Skin-Melanoma::S.23,Skin-Melanoma::S.24,Skin-Melanoma::S.25,Skin-Melanoma::S.26,Skin-Melanoma::S.27,Skin-Melanoma::S.28,Skin-Melanoma::S.29,Skin-Melanoma::S.30,Skin-Melanoma::S.31,Skin-Melanoma::S.32,Skin-Melanoma::S.33,Skin-Melanoma::S.34,Skin-Melanoma::S.35,Skin-Melanoma::S.36,Skin-Melanoma::S.37,Skin-Melanoma::S.38,Skin-Melanoma::S.39,Skin-Melanoma::S.40,Skin-Melanoma::S.41,Skin-Melanoma::S.42,Skin-Melanoma::S.43,Skin-Melanoma::S.44,Skin-Melanoma::S.45,Skin-Melanoma::S.46,Skin-Melanoma::S.47,Skin-Melanoma::S.48,Skin-Melanoma::S.49,Skin-Melanoma::S.50,Skin-Melanoma::S.51,Skin-Melanoma::S.52,Skin-Melanoma::S.53,Skin-Melanoma::S.54,Skin-Melanoma::S.55,Skin-Melanoma::S.56,Skin-Melanoma::S.57,Skin-Melanoma::S.58,Skin-Melanoma::S.59,Skin-Melanoma::S.60,Skin-Melanoma::S.61,Skin-Melanoma::S.62,Skin-Melanoma::S.63,Skin-Melanoma::S.64,Skin-Melanoma::S.65,Skin-Melanoma::S.66,Skin-Melanoma::S.67,Skin-Melanoma::S.68,Skin-Melanoma::S.69,Skin-Melanoma::S.70,Skin-Melanoma::S.71,Skin-Melanoma::S.72,Skin-Melanoma::S.73,Skin-Melanoma::S.74,Skin-Melanoma::S.75,Skin-Melanoma::S.76,Skin-Melanoma::S.77,Skin-Melanoma::S.78,Skin-Melanoma::S.79,Skin-Melanoma::S.80,Skin-Melanoma::S.81,Skin-Melanoma::S.82,Skin-Melanoma::S.83,Skin-Melanoma::S.84,Skin-Melanoma::S.85,Skin-Melanoma::S.86,Skin-Melanoma::S.87,Skin-Melanoma::S.88,Skin-Melanoma::S.89,Skin-Melanoma::S.90,Skin-Melanoma::S.91,Skin-Melanoma::S.92,Skin-Melanoma::S.93,Skin-Melanoma::S.94,Skin-Melanoma::S.95,Skin-Melanoma::S.96,Skin-Melanoma::S.97,Skin-Melanoma::S.98
AC>CA,0.02629651499955305,0.050510664124768075,0.10636308353873312,0.05032463778880166,0.7260949327804728,0.023627824008643473,0.03374895793787628,0.049428927644174274,0.009065266567134037,0.09266952855815742,0.005642794943478063,0.047444778607737326,0.1469350184932323,0.07867443847472132,0.10537407815552859,0.16005143130473562,0.10414841129426905,0.2691510719580515,0.01077348817774463,0.24059411670816955,0.010926536735873143,0.10251921982585085,0.09506021137424088,0.1644235086707466,0.02076599809445357,0.09368296440655487,0.06130814349794036,0.05932111922706425,0.07313109836516281,0.06622971242959035,0.055051428200618105,0.04073520338161537,0.026234243662628814,0.11426575172385489,0.48151301421688486,0.02485540693209494,0.006032017834431088,0.04382555052185905,0.27333829299095264,0.056598236057532184,0.19344208906875493,0.5148158142926291,0.31250407550290227,0.2032713957784778,0.0715839255958056,0.17493788916246472,0.47075275944361183,0.27727318667076317,0.16228729442426693,0.13130902441841857,0.050386818088781885,0.058756759839716136,0.045433574761687814,0.02747447786323203,0.27804703067590386,0.18744285224685844,0.1989285430770007,0.022560471213700545,0.09187867603391076,0.5476544452633253,0.0332213660599704,0.1443259437333285,0.05514882186236685,0.12071211967286391,0.05516196024668963,0.11276080355458795,0.02020677435726309,0.02520222540118321,0.3128341536471178,0.43125751704999843,0.13681251567189132,0.0030729084776250993,0.02673318374385286,0.01307852734500978,0.05482805586819803,0.015659062459026526,0.16711626497375356,0.022620146432546364,0.044665063582615974,0.11149393790829669,0.0289858078803691,0.2904003644145273,0.885158975793414,1.2234160301795964,0.08039627222228171,0.8290965993714265,0.0719446761505318,0.24031276539698962,0.03722702168881467,0.07307321091139724,0.04090496038660576,0.05766467235646693,0.027112370262401663,0.05649830907496179,0.15889127639680678,0.0635845962082601,0.0968147272760083,0.3209069068750519
AC>CG,0.006920265396620778,0.01714209884070723,0.02585139014366768,0.02673179954978599,0.12252506870148018,0.012550795851673797,0.017927011862372912,0.02625600985525555,0.002694130089806294,0.04922486024014801,0.0005578578485824987,0.004655853963885403,0.07804998970264251,0.010589140340654956,0.021535348395725205,0.08501725928460806,0.012572488099869647,0.1429695834948201,0.0030176483094268135,0.12780049660152268,0.005804035610202233,0.054456889404476114,0.05049476016659878,0.05281163431226211,0.011030630778542742,0.01750748829046598,0.032566096344982406,0.01447404216490856,0.03884629772314483,0.03518037038513451,0.01656872248653775,0.021638015478363096,0.0022052891483653725,0.039275277751452134,0.10868098358341821,0.013202872092702342,0.0009372983189413029,0.02327956808404585,0.1451937813875483,0.00803755167836729,0.06614310550144961,0.27346353113330807,0.09588998831414891,0.06962008241837121,0.03802445947141384,0.0736969589610917,0.25005780380908155,0.14728394623960056,0.0364102851534239,0.06974966287014588,0.02676482892442338,0.031210834200573565,0.006158267784506668,0.003158434848233549,0.14769500221013807,0.09956722936251636,0.10566828042721968,0.01198383179158339,0.02399871617597307,0.2909069890332352,0.017646761850768983,0.050009332425065674,0.02929434400737394,0.01983841543799727,0.029301322947939763,0.010109972855813863,0.0031409913980708607,0.01338709759740919,0.16617347396949517,0.2290784396402406,0.07267304655408312,0.0016322894126620247,0.014200322954481197,0.0029579836965667205,0.029123957241859715,0.005829099307029082,0.08877000795386508,0.012015530499380764,0.02372550661128897,0.05922414408006102,0.005432028448168709,0.15425693401496018,0.4701850495160187,0.6498628409807112,0.042705464520487665,0.44040543709065716,0.01609377968175248,0.024761360800554348,0.012453700651268714,0.018349044154749784,0.02172818821340829,0.007407152980754873,0.01073448296204212,0.030011174237001836,0.0844009999371368,0.024651733694584163,0.0514267364202539,0.17046161652920264
AC>CT,0.9941484895938192,2.6066623518293692,3.633680002316868,4.345022138707982,15.035939931496516,2.0400229970437413,2.9138802749818806,4.267686650977212,0.39857736968959473,8.001074043665035,0.04544318115258517,0.3758165621003867,12.68634880163265,1.142654455433961,2.861860660806467,13.81881803639576,1.2509143282234525,23.238465644256483,0.44033682819723724,20.77286215008805,0.9433956428264512,8.851495000437227,8.207485261289793,7.943880719330442,1.7929333506866574,2.247629660164367,5.293336474662382,2.0367507728488845,6.314128732693457,5.71826404304232,2.4581124959187006,3.517071722616082,0.14096178132095846,5.986679704987143,14.937872836406061,2.1460123337555372,0.11031983074368518,3.7838918594445605,23.599989718487727,0.8980318629480932,10.07217755561116,44.44912489675598,14.286193539407183,10.604989908015598,6.180546053698815,11.622294194126134,40.644726947155895,23.93972788459219,4.994921578331873,11.337202674057469,4.350390777050486,5.073050368961114,0.6676856002696575,0.30134494822840624,24.006541467003924,16.18378946259203,17.17546239116358,1.9478679070597484,3.4408480806326565,47.2844076696066,2.868328066552202,7.634370989722061,4.761541512157056,2.403513312449973,4.7626758784090075,0.7201734147687388,0.36976490691504715,2.175956591528947,27.01005676474375,37.23471328160151,11.812373333742693,0.26531448515414013,2.308139319207109,0.4068305768700117,4.733846621398828,0.9013242131414471,14.428794780331774,1.9530202570499358,3.856375298869038,9.626370895630801,0.698168225435634,25.07312656209051,76.42450129972508,105.62956773358944,6.94140282025318,71.58408361556005,2.2057292382105063,2.1170417516766302,1.8885040253838417,2.60300353055633,3.531728518517515,0.7733744555128591,1.676801552022072,4.878056048023881,13.718650425047285,3.8377628703679716,8.358969917133475,27.707057141436085
AC>GA,0.0771215595524479,0.1427242581697603,0.3149457946381701,0.12862855910637933,2.225844435854563,0.060392147675372196,0.08626152162503621,0.12633914560351603,0.026152640463599205,0.2368610775010031,0.017852354361020065,0.1501517815851602,0.3755623595418971,0.24495366525750273,0.3177469206807526,0.40908759399402767,0.32629896701180533,0.6879436413073481,0.03133962036501883,0.6149527531925996,0.02792796407709129,0.26203665056172004,0.2429716050561885,0.4688023780278549,0.05307738973711521,0.2847968025868988,0.15670213450362896,0.1755735469202753,0.18692132168055053,0.16928154586228816,0.15852720952888963,0.10411819629725079,0.08354425926341717,0.32217468340375843,1.4375199118752786,0.063529819987885,0.018604428798843282,0.11201704897168609,0.6986460771675392,0.17562910220689584,0.5459012269183249,1.3158567911714543,0.8973116731103814,0.5734767468967995,0.1829667854383577,0.4741676637869927,1.2032326868740624,0.7087035704056416,0.4848042455929117,0.33562269597425654,0.12878749045179358,0.15018085947603263,0.1413972197603261,0.0863004685460155,0.7106814969984189,0.47909940455981737,0.508456553001158,0.05766401970259171,0.269712296606636,1.3997915390481035,0.08491300952374567,0.406365164785361,0.14095905711911844,0.37078981259814964,0.14099263851222288,0.35820515639072126,0.06232176847648381,0.06441627962098805,0.7995965433823072,1.1022838009234488,0.3496894867370563,0.007854279873836452,0.0683293721800627,0.03903640680357162,0.1401391869828759,0.04352295780419439,0.4271451382725526,0.05781654812111126,0.11416282408504774,0.2849758132870573,0.08809573262927033,0.742256319764713,2.262444970080261,3.127021833919004,0.20549093064267385,2.119150889564408,0.21498863277922015,0.758877062684199,0.10544304820832937,0.21554539688545782,0.10455209110324554,0.18003746880517976,0.07445403625105823,0.14440831385131883,0.4061222660611501,0.17534672749634753,0.24745610533854903,0.820230305717336
AC>GG,0.013789560871876761,0.03545678658931493,0.050790535667961094,0.05781764220805985,0.22101684306650307,0.02714585011858234,0.03877395368717777,0.05678856677026863,0.005472501298250121,0.10646740604971405,0.0007987976686550443,0.006635622947067086,0.1688126671220033,0.017687468237761832,0.04082182240591828,0.18388202671026968,0.020046872835516868,0.30922587945281166,0.006074634990512427,0.27641698317980845,0.012553425505399526,0.11778365094680249,0.10921404566336326,0.10845359185252279,0.023857917327832975,0.032474835684126076,0.07043651898857936,0.028457830166784083,0.08401983333301401,0.07609087685572653,0.03371761965581078,0.04680040468994442,0.0028090304245109022,0.08136697585150371,0.21047636678675286,0.028556211988382714,0.001648347663599872,0.050350883999962806,0.31403654989503815,0.01370235028708538,0.1369397909935316,0.5914684707466624,0.19567940980115664,0.1441685127295938,0.08224229681127766,0.15618354423815725,0.540844719602218,0.3185573231167118,0.07042755163311146,0.1508600662835352,0.05788908074183995,0.06750525124442236,0.010314876943906925,0.004919771342955388,0.31944638735601827,0.21535184835604862,0.22854768228766073,0.025919575579523162,0.04775982869134256,0.6291965558256715,0.03816780688177686,0.10370861768664276,0.06336011525837318,0.03550602587258589,0.06337520986088487,0.013544421379970119,0.005524435736718739,0.02895466942469942,0.359413081956749,0.49546889785824766,0.15718299084235401,0.003530444146325818,0.030713577299275617,0.005730947121309771,0.06299158933750719,0.012191618074886548,0.19199876720324605,0.025988136042221274,0.05131539498123485,0.12809464496104106,0.010083131132137711,0.3336390504641752,1.0169532699759343,1.4055745537878261,0.09236674333787294,0.9525435779498682,0.031111014253197112,0.03635717382962334,0.02571212558584444,0.03626565539229829,0.046995437385818684,0.012138809091996085,0.022604380444102238,0.06491053215654563,0.1825491324397921,0.051793648149424956,0.11122979733320067,0.3686878145385405
AC>GT,0.6857524488277793,1.7982795004872372,2.5063420454301433,2.9979642315313453,10.367470659494506,1.4075684269026798,2.0105096269907645,2.944604543446115,0.27495286905080785,5.520555023886323,0.0312900510182875,0.2587598781996563,8.75328565007833,0.7875776466679643,1.973704133232285,9.53466308631368,0.861968228033724,16.03400088034239,0.3037504422821573,14.332791807365455,0.6509210547353443,6.107325707385259,5.662973963921887,5.480177403666841,1.2370823170251044,1.549956893665573,3.652279070139988,1.4048589208290896,4.356601989495993,3.9454692105643243,1.6957043933394775,2.426697698545832,0.09694931431852129,4.130101763046037,10.302884519643818,1.4806986044350279,0.0760580096329119,2.6107973880129927,16.283444084262417,0.6190370341232962,6.948597497932981,30.66886250733088,9.855282303194796,7.3161793800211825,4.264433047476021,8.018602864988631,28.043916393982936,16.5178555182097,3.4450593600769595,7.8224061966580685,3.0016684671391394,3.5002867799943473,0.46021089366490353,0.20761777481262816,16.563955336313366,11.166438372604484,11.850669631808028,1.3439835578949202,2.3734473925306574,32.625141685648416,1.9790796624980993,5.266831658094089,3.2853529129872885,1.65719408696049,3.2861355993212684,0.49558273661602364,0.2549278592459067,1.5013594459402293,18.63631104453048,25.691086265157622,8.150262901672017,0.1830608248260351,1.592562454107919,0.2805978591823107,3.266244082413177,0.6218267529590511,9.95553285452386,1.3475385595694354,2.6608092756020323,6.641972055207306,0.48145560797976755,17.299874248318005,52.73112863294321,72.88194530386983,4.789406522554069,49.391352995548274,1.521315277294412,1.4579813190705369,1.3028297388962276,1.795469206120745,2.436810546871713,0.5329945851568252,1.1568568343393921,3.3657452331714355,9.465549763896878,2.6477252087280365,5.767494853654394,19.117225095594176
AC>TA,0.33389642567156763,0.8058582384044787,1.2591056748196796,1.2153906310077982,6.289841665795411,0.5706357202554286,0.8150712868736939,1.1937583298982013,0.12828782865569663,2.2380623435814715,0.03202961813480779,0.26782604359652773,3.5486285185617543,0.5667056158773227,1.0732301753781373,3.865403083545889,0.6884358984327361,6.500269163513259,0.14459235769270712,5.810589964897374,0.2638868546630224,2.4759422968424127,2.2957997387033844,2.4954868267892687,0.5015197453272252,0.8841359283643051,1.4806533436880343,0.7046306883738197,1.7661895980522482,1.5995141846639727,0.787946585773833,0.9837961427559323,0.1323181464787031,1.844227159449999,5.343230876325009,0.6002830828496623,0.048809419452313214,1.0584311351939641,6.601394763953832,0.42562411633620845,3.107308131609288,12.433319838521413,4.551314292166044,3.2701588020793335,1.7288238191604315,3.4032531751928574,11.369152734888623,6.696426404966808,1.7914975335506138,3.171245041339032,1.2168923478079545,1.419034861557555,0.32911038875008536,0.1748496529013986,6.715115516206051,4.526933456059666,4.804324444628557,0.5448580764619886,1.1589105741511525,13.226405813315807,0.8023294122457297,2.346563381658444,1.3318995296882947,1.0229768285350638,1.3322168348873802,0.5957043908776738,0.16355538031276942,0.6086590977900848,7.555259533066473,10.415302897438599,3.304159891821922,0.0742138311918671,0.6456332819650966,0.14538836862267707,1.32415270822691,0.2718270341366609,4.036025924131213,0.5462992930325465,1.078706220191788,2.6926907674249105,0.2742021349267753,7.0134609538949535,21.377479767398665,29.546727929672446,1.941650855729695,20.02351697602656,0.7921706084735025,1.4069487010397177,0.5862253160948925,0.8901842052724455,0.9878959452081454,0.40023281247086495,0.4980758506502192,1.364491003505473,3.8373841753615525,1.1457483627854281,2.3381730628376083,7.750224645003203
AC>TG,0.0423029551760211,0.10786964407245374,0.1563146172807449,0.17420627733876443,0.6941060413794476,0.08179125460247601,0.11682707685038202,0.17110564240672674,0.01671591576597818,0.3207894642104554,0.0026679859630161446,0.022193086366148553,0.5086375919849025,0.056633445591791204,0.12668443407738048,0.5540420210742844,0.0649787865897451,0.9317067811660162,0.018592673608400567,0.8328525998981956,0.03782384479248609,0.3548856469963518,0.32906517114023937,0.3304706059248653,0.07188461521453059,0.10130106802278244,0.21222732877182396,0.08756829177911073,0.25315425929851243,0.2292640773689425,0.10294910792557453,0.14101101268785984,0.009719552429802004,0.2474545603072976,0.6499198622417883,0.08604071690594248,0.005209216492261912,0.15170871255498425,0.9462014744333089,0.0436438544762395,0.4165233674502798,1.7821121117537442,0.5970939411746564,0.43849046474044556,0.2477984888371183,0.4726442718454326,1.6295812423685463,0.9598226987441605,0.21753151876427781,0.45454587116785516,0.17442152376793543,0.20339533178801053,0.03300355476088189,0.01604776347279895,0.9625014757667042,0.6488615306229076,0.6886209711295674,0.07809645290724138,0.14655761908108836,1.8957879553497692,0.11500073847930678,0.31533091479459185,0.190905913651691,0.11172175053728078,0.19095139413846016,0.04614014844560682,0.017458181469182613,0.0872412810245707,1.0829223165002964,1.4928625405100588,0.473597031111768,0.010637333322425202,0.09254092281745313,0.017694609579575787,0.1897955340802467,0.03700016816959566,0.5784980018338924,0.07830302762255546,0.15461481285729542,0.3859529789435613,0.03144765121226271,1.00526439226022,3.0641104795050724,4.235037977791117,0.2783037476501053,2.870042159803978,0.09610691297242892,0.12056102024413606,0.07825519493164015,0.11146072360813908,0.14159865200710664,0.03906100053352406,0.06850030238567856,0.19557736592540695,0.5500259709539683,0.15703261066701724,0.3351386909350819,1.1108673618996263
AC>TT,6.150453054486368,16.11473980380996,22.486868417928104,26.83987803798847,93.23193446171291,12.601539575038194,17.999491993628748,26.36216469328284,2.464916478397069,49.42387970633939,0.2839780914078592,2.349005338867902,78.3655511326005,7.100158681934091,17.724299013160884,85.36098986052703,7.7843689873034325,143.5476192688158,2.723653422418822,128.31720272295283,5.827501721903981,54.677062321308135,50.69891392477689,49.11684851053641,11.075228370868851,13.927174646954844,32.697763292920826,12.6041522523766,39.00335595345071,35.322607021263224,15.201124043951241,21.725499450261353,0.8864588014459067,37.009352636567435,92.47064110635952,13.25625220476896,0.6844998821373808,23.373688965052924,145.78080974527415,5.576794118461431,62.266459913180626,274.56916283492075,88.34197246665384,65.56006166779629,38.17819495363355,71.8184817361053,251.06880455927734,147.8794252763345,30.921123222320563,70.0316655127887,26.873040952639517,31.337021731257902,4.1484815219007105,1.8767762153587748,148.29214317418743,99.96978645950372,106.09550448964241,12.0322832405962,21.287889468582375,292.08314582446394,17.718108912119952,47.19441008166514,29.412783037537388,14.906205566381187,29.419790194435755,4.515328388820395,2.294267982137171,13.441222545752169,166.8453246547634,230.0046193906906,72.96686863628172,1.638888870049877,14.25773582839,2.5184005008742383,29.24170738671291,5.5709544542689855,89.12891114852309,12.064110108430475,23.821430452166588,59.463591332586525,4.326044782259337,154.88060531670087,472.08603972928347,652.4902807556263,42.87812562528021,442.1860263004581,13.654772433909637,13.215148709618306,11.675391779871392,16.106579118174807,21.816036759822477,4.808369492748354,10.362777593515087,30.132511460658456,84.74223893449627,23.718682425521212,51.63465822196938,171.15080446721313
AT>CA,0.11218114118372603,0.29353557024752064,0.4103653094916974,0.4881824013008133,1.7074325914927342,0.22920558137865626,0.32738730076222783,0.47949341816080954,0.04492764405856833,0.8989559580894271,0.005273326213822251,0.04363608146999992,1.4253672418714816,0.1305256871580291,0.32390840627703,1.552605155230041,0.14348246464110004,2.610944109972468,0.04965961249201821,2.3339226826899964,0.10599466138248223,0.9945045034225088,0.9221471687803448,0.8949019578186044,0.2014439698046728,0.2547469292745809,0.5947296995504526,0.2300082697243153,0.7094202120142331,0.6424721860300078,0.2770504205804471,0.395158520321017,0.016643477188286016,0.6741014124423853,1.688440503744963,0.24111395083143677,0.0125506408797582,0.42513693952213777,2.6515629342389753,0.10241097765686004,1.134168575239916,4.994055228052419,1.6099329743252746,1.1941522135268996,0.6944116088536536,1.3071368780961272,4.5666143388577956,2.689734015639202,0.5646221409791214,1.2737847239372477,0.4887855914973398,0.5699795839879972,0.07625225679141709,0.03464301287893968,2.69724081630903,1.8183201258312298,1.9297389531974405,0.21885155056263478,0.38829852409065924,5.312611752790547,0.3222693092340263,0.8595863160504783,0.5349801899949677,0.2730873201927412,0.5351076410465743,0.08433481401365839,0.04206629530111174,0.24447832026347388,3.0346990072195044,4.183484263434535,1.3271722433255384,0.02980925259472929,0.2593296327190658,0.045983247421852766,0.5318685468680732,0.10143871976991382,1.621138732755352,0.21943043980882393,0.43328077363463907,1.0815652278905779,0.07912682120948691,2.8170763559884335,8.58662979650801,11.867947821293312,0.7798972223867832,8.0427875206992,0.24934311298370157,0.24492704441826185,0.21268466415774184,0.2938648857066465,0.3968052759853426,0.08848738820319238,0.1886479744875387,0.5480711119949255,1.541350882298947,0.43181633513279116,0.9391671379978057,3.113010073708665
