# Original paramaters
"","DBS2","DBS3","DBS4","DBS5","DBS7","DBS9","DBS10"
"prob",0.933333333333333,0.266666666666667,0.933333333333333,0.0666666666666667,0.733333333333333,0.2,0.133333333333333
"size",1.57761366836195,88.4806772819855,1.58090895689199,0.956277425419677,3.58399572339504,3.21836157382383,4.06629905894169
"mu",33.2107994568619,55.0003411649875,52.9930836634198,190,93.3690729265442,83.9999365613039,55.0003811280512
# Parameters derived from synthetic exposures
"","DBS2","DBS3","DBS4","DBS5","DBS7","DBS9","DBS10"
"prob",0.92,0.3,0.87,0.05,0.74,0.26,0.12
"size",1.77805206554015,1.82174963501801,1.63133213752582,1.03776583954658,4.51336580824731,4.72125786525162,7.24647791733639
"mu",33.8409383080387,57.6040819217342,63.0028936075711,149.82206571404,94.1184661239099,70.6211267937115,55.2512951215919
# Difference between original parameters and parameters derived from synthetic exposures
"","DBS2","DBS3","DBS4","DBS5","DBS7","DBS9","DBS10"
"prob",0.0133333333333333,-0.0333333333333333,0.0633333333333334,0.0166666666666667,-0.00666666666666671,-0.06,0.0133333333333333
"size",-0.2004383971782,86.6589276469675,-0.0504231806338338,-0.0814884141269072,-0.929370084852272,-1.50289629142779,-3.1801788583947
"mu",-0.630138851176717,-2.6037407567467,-10.0098099441513,40.1779342859601,-0.74939319736572,13.3788097675924,-0.250913993540692
