Mutation Type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
DEL_C_1_0,0.011904761904761904,0.004048582995951417,0.011583011583011582,0.028225806451612902,0.011811023622047244,0.0041841004184100415,0.0037174721189591076,0.012552301255230125,0.008333333333333333,0.008064516129032258,0.016597510373443983,0.01593625498007968,0.004347826086956522,0.011235955056179775,0.012096774193548387,0.008888888888888889,0.01098901098901099,0.01809954751131222,0.029850746268656716,0.011152416356877323,0.01327433628318584,0.03088803088803089,0.012295081967213115,0.01327433628318584,0.006872852233676976,0.01809954751131222,0.023166023166023165,0.03319502074688797,0.014598540145985401,0.008583690987124463,0.012396694214876033,0.01984126984126984,0.019083969465648856,0.02,0.012,0.007874015748031496,0.018315018315018316,0.00390625,0.01694915254237288,0.031746031746031744,0.008368200836820083,0.0076045627376425855,0.022556390977443608,0.0205761316872428,0.008771929824561403,0.012711864406779662,0.0041841004184100415,0.0037735849056603774,0.003968253968253968,0.004081632653061225,0.007874015748031496,0.012448132780082987,0.007936507936507936,0.007547169811320755,0.012244897959183673,0.0,0.004016064257028112,0.004016064257028112,0.031746031746031744,0.018867924528301886,0.00819672131147541,0.017391304347826087,0.019455252918287938,0.01762114537444934,0.01327433628318584,0.004545454545454545,0.012605042016806723,0.016877637130801686,0.022727272727272728,0.03461538461538462,0.0205761316872428,0.012987012987012988,0.02109704641350211,0.03508771929824561,0.004166666666666667,0.017937219730941704,0.017094017094017096,0.01195219123505976,0.016736401673640166,0.01680672268907563,0.026936026936026935,0.012145748987854251,0.008032128514056224,0.007874015748031496,0.00796812749003984,0.014354066985645933,0.00784313725490196,0.022556390977443608,0.0040650406504065045,0.011406844106463879,0.008130081300813009,0.01171875,0.008097165991902834,0.016260162601626018,0.008547008547008548,0.011538461538461539,0.023809523809523808,0.012145748987854251,0.003968253968253968,0.02127659574468085
DEL_C_1_1,0.007936507936507936,0.008097165991902834,0.023166023166023165,0.020161290322580645,0.01968503937007874,0.02510460251046025,0.01486988847583643,0.0041841004184100415,0.0125,0.0,0.008298755186721992,0.02390438247011952,0.017391304347826087,0.003745318352059925,0.008064516129032258,0.0044444444444444444,0.018315018315018316,0.013574660633484163,0.007462686567164179,0.01858736059479554,0.02654867256637168,0.015444015444015444,0.004098360655737705,0.008849557522123894,0.003436426116838488,0.00904977375565611,0.011583011583011582,0.024896265560165973,0.010948905109489052,0.012875536480686695,0.012396694214876033,0.007936507936507936,0.026717557251908396,0.02,0.02,0.023622047244094488,0.018315018315018316,0.01171875,0.00847457627118644,0.011904761904761904,0.012552301255230125,0.015209125475285171,0.018796992481203006,0.00823045267489712,0.0043859649122807015,0.00423728813559322,0.016736401673640166,0.011320754716981131,0.003968253968253968,0.0163265306122449,0.003937007874015748,0.008298755186721992,0.023809523809523808,0.01509433962264151,0.012244897959183673,0.007905138339920948,0.020080321285140562,0.008032128514056224,0.003968253968253968,0.0037735849056603774,0.00819672131147541,0.017391304347826087,0.0038910505836575876,0.013215859030837005,0.008849557522123894,0.00909090909090909,0.004201680672268907,0.012658227848101266,0.01893939393939394,0.011538461538461539,0.00411522633744856,0.030303030303030304,0.008438818565400843,0.013157894736842105,0.016666666666666666,0.0,0.02564102564102564,0.02390438247011952,0.008368200836820083,0.02100840336134454,0.010101010101010102,0.008097165991902834,0.012048192771084338,0.011811023622047244,0.00796812749003984,0.009569377990430622,0.00784313725490196,0.015037593984962405,0.012195121951219513,0.011406844106463879,0.02032520325203252,0.01953125,0.012145748987854251,0.012195121951219513,0.021367521367521368,0.007692307692307693,0.011904761904761904,0.0,0.007936507936507936,0.00425531914893617
DEL_C_1_2,0.003968253968253968,0.004048582995951417,0.019305019305019305,0.016129032258064516,0.007874015748031496,0.0,0.01858736059479554,0.0041841004184100415,0.016666666666666666,0.008064516129032258,0.012448132780082987,0.0199203187250996,0.021739130434782608,0.02247191011235955,0.024193548387096774,0.022222222222222223,0.003663003663003663,0.00904977375565611,0.018656716417910446,0.01486988847583643,0.017699115044247787,0.019305019305019305,0.00819672131147541,0.008849557522123894,0.013745704467353952,0.00904977375565611,0.011583011583011582,0.012448132780082987,0.010948905109489052,0.012875536480686695,0.02066115702479339,0.011904761904761904,0.007633587786259542,0.02,0.008,0.011811023622047244,0.003663003663003663,0.015625,0.012711864406779662,0.007936507936507936,0.0,0.019011406844106463,0.022556390977443608,0.012345679012345678,0.008771929824561403,0.012711864406779662,0.0041841004184100415,0.011320754716981131,0.011904761904761904,0.02040816326530612,0.007874015748031496,0.012448132780082987,0.011904761904761904,0.011320754716981131,0.00816326530612245,0.019762845849802372,0.004016064257028112,0.012048192771084338,0.015873015873015872,0.011320754716981131,0.012295081967213115,0.017391304347826087,0.019455252918287938,0.004405286343612335,0.017699115044247787,0.022727272727272728,0.012605042016806723,0.016877637130801686,0.015151515151515152,0.019230769230769232,0.00411522633744856,0.017316017316017316,0.008438818565400843,0.008771929824561403,0.004166666666666667,0.017937219730941704,0.008547008547008548,0.01593625498007968,0.02092050209205021,0.01680672268907563,0.026936026936026935,0.0,0.0,0.011811023622047244,0.00796812749003984,0.014354066985645933,0.01568627450980392,0.015037593984962405,0.008130081300813009,0.022813688212927757,0.008130081300813009,0.0234375,0.012145748987854251,0.02032520325203252,0.02564102564102564,0.019230769230769232,0.015873015873015872,0.012145748987854251,0.01984126984126984,0.00851063829787234
DEL_C_1_3,0.027777777777777776,0.02834008097165992,0.011583011583011582,0.020161290322580645,0.015748031496062992,0.016736401673640166,0.011152416356877323,0.0041841004184100415,0.0125,0.012096774193548387,0.02074688796680498,0.00796812749003984,0.008695652173913044,0.0149812734082397,0.012096774193548387,0.017777777777777778,0.014652014652014652,0.0,0.0037313432835820895,0.01858736059479554,0.0,0.007722007722007722,0.012295081967213115,0.022123893805309734,0.013745704467353952,0.027149321266968326,0.011583011583011582,0.008298755186721992,0.01824817518248175,0.008583690987124463,0.012396694214876033,0.003968253968253968,0.007633587786259542,0.008,0.0,0.007874015748031496,0.02197802197802198,0.015625,0.012711864406779662,0.011904761904761904,0.008368200836820083,0.011406844106463879,0.0,0.012345679012345678,0.017543859649122806,0.01694915254237288,0.0041841004184100415,0.022641509433962263,0.015873015873015872,0.00816326530612245,0.0,0.004149377593360996,0.003968253968253968,0.007547169811320755,0.012244897959183673,0.007905138339920948,0.012048192771084338,0.024096385542168676,0.015873015873015872,0.018867924528301886,0.00819672131147541,0.008695652173913044,0.011673151750972763,0.004405286343612335,0.008849557522123894,0.01818181818181818,0.025210084033613446,0.008438818565400843,0.011363636363636364,0.011538461538461539,0.024691358024691357,0.004329004329004329,0.0,0.013157894736842105,0.008333333333333333,0.004484304932735426,0.021367521367521368,0.01195219123505976,0.012552301255230125,0.012605042016806723,0.010101010101010102,0.016194331983805668,0.0321285140562249,0.015748031496062992,0.0,0.009569377990430622,0.01568627450980392,0.011278195488721804,0.0040650406504065045,0.022813688212927757,0.012195121951219513,0.01171875,0.016194331983805668,0.012195121951219513,0.01282051282051282,0.0038461538461538464,0.01984126984126984,0.008097165991902834,0.015873015873015872,0.00851063829787234
DEL_C_1_4,0.007936507936507936,0.008097165991902834,0.015444015444015444,0.03225806451612903,0.01968503937007874,0.016736401673640166,0.011152416356877323,0.016736401673640166,0.008333333333333333,0.016129032258064516,0.008298755186721992,0.00796812749003984,0.008695652173913044,0.0149812734082397,0.016129032258064516,0.013333333333333334,0.01098901098901099,0.00904977375565611,0.011194029850746268,0.011152416356877323,0.008849557522123894,0.007722007722007722,0.004098360655737705,0.0,0.013745704467353952,0.013574660633484163,0.007722007722007722,0.024896265560165973,0.0,0.008583690987124463,0.01652892561983471,0.011904761904761904,0.015267175572519083,0.004,0.008,0.015748031496062992,0.018315018315018316,0.00390625,0.00423728813559322,0.003968253968253968,0.016736401673640166,0.019011406844106463,0.0037593984962406013,0.01646090534979424,0.013157894736842105,0.00423728813559322,0.008368200836820083,0.007547169811320755,0.007936507936507936,0.02040816326530612,0.027559055118110236,0.0,0.011904761904761904,0.018867924528301886,0.012244897959183673,0.011857707509881422,0.012048192771084338,0.024096385542168676,0.003968253968253968,0.0037735849056603774,0.00819672131147541,0.008695652173913044,0.011673151750972763,0.013215859030837005,0.004424778761061947,0.022727272727272728,0.025210084033613446,0.012658227848101266,0.01893939393939394,0.0038461538461538464,0.00823045267489712,0.004329004329004329,0.0,0.013157894736842105,0.0125,0.004484304932735426,0.01282051282051282,0.01195219123505976,0.012552301255230125,0.0,0.010101010101010102,0.016194331983805668,0.012048192771084338,0.007874015748031496,0.01195219123505976,0.014354066985645933,0.00392156862745098,0.0,0.008130081300813009,0.026615969581749048,0.012195121951219513,0.0,0.024291497975708502,0.016260162601626018,0.004273504273504274,0.019230769230769232,0.003968253968253968,0.012145748987854251,0.011904761904761904,0.00425531914893617
DEL_C_1_5+,0.003968253968253968,0.012145748987854251,0.015444015444015444,0.004032258064516129,0.007874015748031496,0.02092050209205021,0.011152416356877323,0.008368200836820083,0.0125,0.008064516129032258,0.008298755186721992,0.00796812749003984,0.004347826086956522,0.0149812734082397,0.008064516129032258,0.008888888888888889,0.01098901098901099,0.013574660633484163,0.0037313432835820895,0.01486988847583643,0.01327433628318584,0.003861003861003861,0.012295081967213115,0.017699115044247787,0.020618556701030927,0.02262443438914027,0.019305019305019305,0.012448132780082987,0.01824817518248175,0.008583690987124463,0.008264462809917356,0.015873015873015872,0.011450381679389313,0.012,0.008,0.007874015748031496,0.003663003663003663,0.01953125,0.01694915254237288,0.01984126984126984,0.0041841004184100415,0.0076045627376425855,0.007518796992481203,0.024691358024691357,0.0043859649122807015,0.00847457627118644,0.0041841004184100415,0.01509433962264151,0.007936507936507936,0.024489795918367346,0.003937007874015748,0.012448132780082987,0.007936507936507936,0.011320754716981131,0.004081632653061225,0.003952569169960474,0.01606425702811245,0.01606425702811245,0.007936507936507936,0.007547169811320755,0.01639344262295082,0.017391304347826087,0.007782101167315175,0.01762114537444934,0.022123893805309734,0.01818181818181818,0.004201680672268907,0.016877637130801686,0.022727272727272728,0.007692307692307693,0.012345679012345678,0.008658008658008658,0.004219409282700422,0.008771929824561403,0.016666666666666666,0.004484304932735426,0.004273504273504274,0.01593625498007968,0.012552301255230125,0.01680672268907563,0.013468013468013467,0.008097165991902834,0.008032128514056224,0.015748031496062992,0.01195219123505976,0.019138755980861243,0.00392156862745098,0.007518796992481203,0.012195121951219513,0.011406844106463879,0.008130081300813009,0.01171875,0.016194331983805668,0.0040650406504065045,0.004273504273504274,0.011538461538461539,0.007936507936507936,0.024291497975708502,0.011904761904761904,0.00851063829787234
DEL_T_1_0,0.007936507936507936,0.020242914979757085,0.003861003861003861,0.008064516129032258,0.01968503937007874,0.012552301255230125,0.01858736059479554,0.03765690376569038,0.008333333333333333,0.024193548387096774,0.012448132780082987,0.01195219123505976,0.021739130434782608,0.02247191011235955,0.012096774193548387,0.008888888888888889,0.029304029304029304,0.01809954751131222,0.014925373134328358,0.011152416356877323,0.004424778761061947,0.019305019305019305,0.012295081967213115,0.008849557522123894,0.01718213058419244,0.013574660633484163,0.011583011583011582,0.008298755186721992,0.010948905109489052,0.004291845493562232,0.008264462809917356,0.003968253968253968,0.019083969465648856,0.016,0.02,0.01968503937007874,0.003663003663003663,0.00390625,0.00423728813559322,0.007936507936507936,0.02092050209205021,0.019011406844106463,0.011278195488721804,0.00411522633744856,0.017543859649122806,0.00847457627118644,0.02092050209205021,0.007547169811320755,0.011904761904761904,0.00816326530612245,0.003937007874015748,0.004149377593360996,0.003968253968253968,0.018867924528301886,0.004081632653061225,0.011857707509881422,0.012048192771084338,0.024096385542168676,0.015873015873015872,0.018867924528301886,0.00819672131147541,0.008695652173913044,0.023346303501945526,0.00881057268722467,0.022123893805309734,0.022727272727272728,0.008403361344537815,0.016877637130801686,0.01893939393939394,0.007692307692307693,0.012345679012345678,0.008658008658008658,0.012658227848101266,0.008771929824561403,0.004166666666666667,0.017937219730941704,0.004273504273504274,0.01195219123505976,0.012552301255230125,0.025210084033613446,0.030303030303030304,0.004048582995951417,0.012048192771084338,0.007874015748031496,0.00398406374501992,0.004784688995215311,0.0,0.011278195488721804,0.0040650406504065045,0.0076045627376425855,0.028455284552845527,0.0234375,0.0,0.008130081300813009,0.021367521367521368,0.015384615384615385,0.007936507936507936,0.012145748987854251,0.015873015873015872,0.00425531914893617
DEL_T_1_1,0.007936507936507936,0.016194331983805668,0.003861003861003861,0.020161290322580645,0.011811023622047244,0.0041841004184100415,0.011152416356877323,0.012552301255230125,0.008333333333333333,0.016129032258064516,0.016597510373443983,0.0,0.008695652173913044,0.00749063670411985,0.004032258064516129,0.008888888888888889,0.02197802197802198,0.01809954751131222,0.0037313432835820895,0.007434944237918215,0.008849557522123894,0.007722007722007722,0.004098360655737705,0.017699115044247787,0.013745704467353952,0.004524886877828055,0.015444015444015444,0.004149377593360996,0.014598540145985401,0.008583690987124463,0.004132231404958678,0.015873015873015872,0.026717557251908396,0.008,0.016,0.003937007874015748,0.003663003663003663,0.0078125,0.0211864406779661,0.003968253968253968,0.008368200836820083,0.015209125475285171,0.0037593984962406013,0.012345679012345678,0.017543859649122806,0.00423728813559322,0.016736401673640166,0.007547169811320755,0.007936507936507936,0.00816326530612245,0.003937007874015748,0.008298755186721992,0.007936507936507936,0.03018867924528302,0.012244897959183673,0.011857707509881422,0.020080321285140562,0.008032128514056224,0.015873015873015872,0.0037735849056603774,0.012295081967213115,0.008695652173913044,0.011673151750972763,0.00881057268722467,0.017699115044247787,0.01818181818181818,0.01680672268907563,0.016877637130801686,0.011363636363636364,0.011538461538461539,0.012345679012345678,0.021645021645021644,0.0,0.008771929824561403,0.008333333333333333,0.008968609865470852,0.0,0.01593625498007968,0.008368200836820083,0.008403361344537815,0.013468013468013467,0.020242914979757085,0.020080321285140562,0.01968503937007874,0.00796812749003984,0.014354066985645933,0.00392156862745098,0.015037593984962405,0.008130081300813009,0.015209125475285171,0.012195121951219513,0.015625,0.008097165991902834,0.0040650406504065045,0.017094017094017096,0.011538461538461539,0.007936507936507936,0.016194331983805668,0.011904761904761904,0.01702127659574468
DEL_T_1_2,0.015873015873015872,0.008097165991902834,0.007722007722007722,0.012096774193548387,0.007874015748031496,0.008368200836820083,0.011152416356877323,0.012552301255230125,0.008333333333333333,0.020161290322580645,0.016597510373443983,0.00796812749003984,0.030434782608695653,0.011235955056179775,0.004032258064516129,0.017777777777777778,0.014652014652014652,0.00904977375565611,0.007462686567164179,0.011152416356877323,0.017699115044247787,0.019305019305019305,0.012295081967213115,0.01327433628318584,0.006872852233676976,0.004524886877828055,0.011583011583011582,0.04149377593360996,0.01824817518248175,0.012875536480686695,0.008264462809917356,0.01984126984126984,0.015267175572519083,0.0,0.004,0.007874015748031496,0.01098901098901099,0.01171875,0.00847457627118644,0.015873015873015872,0.0,0.0,0.018796992481203006,0.012345679012345678,0.013157894736842105,0.0,0.02092050209205021,0.022641509433962263,0.011904761904761904,0.00816326530612245,0.031496062992125984,0.012448132780082987,0.01984126984126984,0.01509433962264151,0.02040816326530612,0.023715415019762844,0.012048192771084338,0.012048192771084338,0.015873015873015872,0.01509433962264151,0.020491803278688523,0.004347826086956522,0.011673151750972763,0.00881057268722467,0.008849557522123894,0.01818181818181818,0.012605042016806723,0.012658227848101266,0.011363636363636364,0.007692307692307693,0.00823045267489712,0.012987012987012988,0.012658227848101266,0.017543859649122806,0.004166666666666667,0.03139013452914798,0.017094017094017096,0.01593625498007968,0.008368200836820083,0.004201680672268907,0.020202020202020204,0.004048582995951417,0.028112449799196786,0.027559055118110236,0.01593625498007968,0.009569377990430622,0.01568627450980392,0.011278195488721804,0.012195121951219513,0.015209125475285171,0.0040650406504065045,0.00390625,0.020242914979757085,0.008130081300813009,0.01282051282051282,0.019230769230769232,0.003968253968253968,0.012145748987854251,0.007936507936507936,0.02127659574468085
DEL_T_1_3,0.027777777777777776,0.008097165991902834,0.03088803088803089,0.0,0.015748031496062992,0.012552301255230125,0.011152416356877323,0.0041841004184100415,0.020833333333333332,0.012096774193548387,0.012448132780082987,0.00796812749003984,0.008695652173913044,0.003745318352059925,0.008064516129032258,0.008888888888888889,0.003663003663003663,0.013574660633484163,0.014925373134328358,0.01486988847583643,0.022123893805309734,0.019305019305019305,0.00819672131147541,0.008849557522123894,0.006872852233676976,0.01809954751131222,0.003861003861003861,0.016597510373443983,0.010948905109489052,0.008583690987124463,0.012396694214876033,0.011904761904761904,0.003816793893129771,0.008,0.008,0.007874015748031496,0.003663003663003663,0.00390625,0.00423728813559322,0.015873015873015872,0.008368200836820083,0.019011406844106463,0.011278195488721804,0.0205761316872428,0.017543859649122806,0.00423728813559322,0.008368200836820083,0.026415094339622643,0.015873015873015872,0.012244897959183673,0.015748031496062992,0.024896265560165973,0.003968253968253968,0.01509433962264151,0.004081632653061225,0.003952569169960474,0.012048192771084338,0.028112449799196786,0.01984126984126984,0.01509433962264151,0.01639344262295082,0.017391304347826087,0.007782101167315175,0.0,0.01327433628318584,0.00909090909090909,0.0,0.016877637130801686,0.026515151515151516,0.019230769230769232,0.024691358024691357,0.017316017316017316,0.012658227848101266,0.021929824561403508,0.008333333333333333,0.008968609865470852,0.008547008547008548,0.0199203187250996,0.012552301255230125,0.012605042016806723,0.006734006734006734,0.016194331983805668,0.004016064257028112,0.01968503937007874,0.00796812749003984,0.004784688995215311,0.01568627450980392,0.0,0.02032520325203252,0.011406844106463879,0.0040650406504065045,0.00390625,0.008097165991902834,0.016260162601626018,0.008547008547008548,0.007692307692307693,0.003968253968253968,0.008097165991902834,0.007936507936507936,0.02127659574468085
