Sample,SBS1,SBS5,SBS10a,SBS10b,SBS17a,SBS17b,SBS18,SBS28,SBS37,SBS40
ColoRect-AdenoCA::S.1,2361.3950174659503,0.0,692.0301885417896,0.0,0.0,0.0,5326.729682164862,0.0,0.0,0.0
ColoRect-AdenoCA::S.2,1800.310244085162,1141.7747842215538,0.0,0.0,0.0,0.0,3674.894875036737,0.0,0.0,7666.0496836942675
ColoRect-AdenoCA::S.3,2162.554584446993,1537.8369717563887,0.0,0.0,0.0,0.0,5864.089308021667,0.0,0.0,0.0
ColoRect-AdenoCA::S.4,2168.437153305663,1288.3126312352956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.8985753740338
ColoRect-AdenoCA::S.5,3802.7072819408804,2984.908297555882,240.99619281980046,0.0,0.0,277.5829799791023,2384.881945678021,0.0,0.0,18067.09689033162
ColoRect-AdenoCA::S.6,1454.5126622068858,6741.650043187816,0.0,409.5878185095462,0.0,0.0,1897.421886748955,0.0,0.0,8250.066253392775
ColoRect-AdenoCA::S.7,2570.675838895195,1923.3796352200175,0.0,61.58869122948157,0.0,0.0,4548.9071275522365,0.0,0.0,0.0
ColoRect-AdenoCA::S.8,2368.314879240983,3400.766355146569,0.0,217.22546037963133,0.0,0.0,0.0,0.0,1246.7572489490774,0.0
ColoRect-AdenoCA::S.9,2696.5527789127887,2966.6945577102842,0.0,329.5957089744847,0.0,0.0,4106.086861788685,0.0,0.0,7469.797588427551
ColoRect-AdenoCA::S.10,1177.7817046081445,1317.5754506725475,296.0763796788756,83.30069371022347,0.0,0.0,3908.684334467649,0.0,2544.7126951651007,532.7590370634948
ColoRect-AdenoCA::S.11,2221.7525493915286,1566.427854871379,0.0,0.0,0.0,0.0,5468.68835080165,445.1645382303929,0.0,8371.600666214854
ColoRect-AdenoCA::S.12,2521.6775200416805,563.5641741151061,0.0,0.0,230.77226190876243,1291.3558790379914,2672.4956775862365,244.4570418552221,236.74714342133186,0.0
ColoRect-AdenoCA::S.13,2867.952812256563,1268.6493442506203,94.28008182584956,0.0,0.0,91.36744891721361,3379.6724513406384,347.29920067353333,0.0,10392.342996761825
ColoRect-AdenoCA::S.14,1281.3387545519165,1531.8083888764086,0.0,0.0,193.41301830119127,120.33674398927234,3171.26545959896,587.1779276461417,0.0,15927.268736380232
ColoRect-AdenoCA::S.15,1056.5829220939033,2171.2101156087333,0.0,0.0,0.0,0.0,3629.838913531373,202.73266418795666,0.0,1937.0427851557104
ColoRect-AdenoCA::S.16,2321.150393594639,4167.494805605961,0.0,237.78343637379723,0.0,0.0,1494.3245405307582,0.0,0.0,925.9617668678916
ColoRect-AdenoCA::S.17,3421.8085431716204,0.0,0.0,0.0,0.0,0.0,4453.490315662762,0.0,0.0,8593.770143893307
ColoRect-AdenoCA::S.18,2309.572404309288,5120.008544727306,72.14879931649492,0.0,0.0,40.70898232264107,1964.0683200385238,131.39085057911,0.0,6160.96219304926
ColoRect-AdenoCA::S.19,2926.8136742117927,1694.882071061378,1230.6775362501064,0.0,0.0,0.0,5768.800651471363,0.0,0.0,4234.922969733584
ColoRect-AdenoCA::S.20,1597.7552073358952,0.0,0.0,0.0,0.0,0.0,3203.2813522217984,0.0,0.0,10987.254821499977
ColoRect-AdenoCA::S.21,2920.8519853760567,0.0,0.0,473.7217063158486,0.0,79.20092723476307,3468.7142208335163,534.5155874720344,0.0,7584.336978077902
ColoRect-AdenoCA::S.22,2376.3578562007788,0.0,0.0,24.555530620608312,0.0,0.0,0.0,0.0,0.0,0.0
ColoRect-AdenoCA::S.23,2342.044125762662,5478.99839908222,89.89826234097565,423.2915515090445,0.0,0.0,4862.2814096896755,0.0,610.4580482873538,0.0
ColoRect-AdenoCA::S.24,3126.87439966753,3957.3300704890344,74.79222571712025,0.0,0.0,0.0,0.0,0.0,0.0,1053.5760624489894
ColoRect-AdenoCA::S.25,4214.685348632587,0.0,0.0,0.0,0.0,0.0,1685.1500342251543,0.0,596.9776026837515,6531.431213096299
ColoRect-AdenoCA::S.26,3426.7729724098936,502.2954370087513,427.8482575537078,0.0,0.0,152.23581000673192,2557.1197342247906,0.0,288.3366906049495,9471.412232232311
ColoRect-AdenoCA::S.27,3492.0945352024232,0.0,0.0,0.0,119.44648295912913,5398.967715909105,4147.005591753164,0.0,0.0,2153.0392633331426
ColoRect-AdenoCA::S.28,2797.094193637082,0.0,0.0,0.0,110.44385472154721,0.0,3126.8676760164713,187.8038797973147,0.0,10630.383240911491
ColoRect-AdenoCA::S.29,1746.7455030032372,5093.117673187316,282.16151072313244,0.0,0.0,0.0,2513.35399086712,0.0,0.0,0.0
ColoRect-AdenoCA::S.30,3646.38935630032,3582.908634345538,0.0,0.0,1867.5171579577955,0.0,6184.054545599594,0.0,0.0,6914.717889009528
ColoRect-AdenoCA::S.31,2406.3360617448398,4487.171297414136,96.77179852074445,0.0,0.0,0.0,3227.190074199432,0.0,0.0,5762.615166668775
ColoRect-AdenoCA::S.32,3129.6532624738775,1734.673394323563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.7876558346222
