Sample,DBS2,DBS4,DBS5,DBS6,DBS11
Lung-AdenoCA::S.1,77.95848818971483,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.2,193.79764677622964,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.3,1564.3196684340396,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.4,479.85260216108503,0.0,0.0,189.73604446129627,0.0
Lung-AdenoCA::S.5,499.42483367842544,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.6,40.60801339192974,18.808791449001205,0.0,0.0,0.0
Lung-AdenoCA::S.7,0.0,0.0,0.0,1922.8844480495961,0.0
Lung-AdenoCA::S.8,1282.5767745117146,0.0,0.0,197.5348448213893,0.0
Lung-AdenoCA::S.9,123.63511453874912,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.10,6466.7578551559,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.11,1844.029325566064,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.12,348.4845795111909,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.13,942.739281468299,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.14,2363.2367135949803,0.0,0.0,353.31144426430774,0.0
Lung-AdenoCA::S.15,2748.8622616671973,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.16,574.0954316436314,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.17,494.29366902302803,0.0,1073.4811986155335,0.0,0.0
Lung-AdenoCA::S.18,55.869788083417134,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.19,771.7874087943039,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.20,49.74644504229242,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.21,132.44153252761495,0.0,15.311004275676805,0.0,0.0
Lung-AdenoCA::S.22,757.5874990453656,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.23,617.1338668824034,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.24,201.2936571671466,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.25,435.9059530049361,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.26,932.1412582667062,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.27,2595.2400294392073,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.28,955.097824561286,0.0,0.0,578.064367575421,0.0
Lung-AdenoCA::S.29,419.39939827039257,0.0,0.0,1460.336160371701,0.0
Lung-AdenoCA::S.30,71.1320801228311,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.31,286.12972748693005,0.0,0.0,319.1477906156658,0.0
Lung-AdenoCA::S.32,901.4091404206673,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.33,105.65724253208705,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.34,23.780381083687722,0.0,0.0,21.186147945934025,0.0
Lung-AdenoCA::S.35,4666.473021516957,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.36,1659.5766457001691,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.37,327.4328276176732,0.0,0.0,0.0,118.85811982181804
Lung-AdenoCA::S.38,47.92023246102684,17.351486658577404,0.0,0.0,0.0
Lung-AdenoCA::S.39,51.72539243319591,0.0,17.720934107954662,37.09885613474938,0.0
Lung-AdenoCA::S.40,155.33956492069126,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.41,28.84642214957285,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.42,93.04882525378014,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.43,402.987501519153,0.0,0.0,145.22098717100423,0.0
Lung-AdenoCA::S.44,390.9721495405697,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.45,185.5705962953117,22.098258749748787,84.09613987407589,0.0,45.252575692601994
Lung-AdenoCA::S.46,103.86522106806395,12.613725522107195,0.0,0.0,0.0
Lung-AdenoCA::S.47,213.5652537558177,0.0,0.0,168.60817848621463,0.0
Lung-AdenoCA::S.48,588.5380871285713,0.0,206.0174196353028,0.0,0.0
Lung-AdenoCA::S.49,153.66025176576557,0.0,0.0,370.0286524944503,0.0
Lung-AdenoCA::S.50,96.68371943169359,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.51,95.98836655735933,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.52,28.218351391871852,0.0,0.0,29.308299802532897,29.064681448241515
Lung-AdenoCA::S.53,65.81887489149054,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.54,799.7514964158512,0.0,459.22381757803845,0.0,0.0
Lung-AdenoCA::S.55,92.41692591752698,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.56,521.0159873326618,0.0,0.0,0.0,0.0
