Sample,SBS1,SBS2,SBS3,SBS5,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40,SBS41
Stomach-AdenoCA::S.1,858.046995103513,1413.2450323378118,9502.488763990066,6044.851789994092,0.0,4951.832354313027,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.2,1415.2468088858454,0.0,0.0,4926.502897556593,0.0,534.0859342222933,3324.1124355883244,3234.345229348087,0.0,0.0,0.0
Stomach-AdenoCA::S.3,487.25040679775395,576.4092702908544,0.0,0.0,0.0,0.0,0.0,3010.641644089313,0.0,5591.123913174608,0.0
Stomach-AdenoCA::S.4,921.95217841187,0.0,0.0,3340.0275907221617,0.0,0.0,9583.91251296387,6237.683598032054,0.0,0.0,0.0
Stomach-AdenoCA::S.5,1108.5829788220494,0.0,0.0,0.0,0.0,2604.403032618236,396.88362880351724,802.1474601247133,0.0,6533.811417858406,0.0
Stomach-AdenoCA::S.6,1145.6768159137346,0.0,0.0,9781.386269137725,942.1737812751965,0.0,2631.6479670145295,0.0,0.0,4394.259981163688,2786.471164679685
Stomach-AdenoCA::S.7,551.8570805836264,0.0,0.0,0.0,0.0,600.342988155672,2045.1013327193355,2816.5628309435124,0.0,0.0,0.0
Stomach-AdenoCA::S.8,0.0,439.92860851135936,0.0,18452.02768772075,0.0,2025.8855876263347,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.9,1133.8296453972955,0.0,0.0,14871.602305318907,0.0,964.9516489079857,2298.524000887844,2120.3466724043046,0.0,0.0,0.0
Stomach-AdenoCA::S.10,683.2301535477199,0.0,0.0,1911.8941611378996,0.0,1476.6018129169022,659.433429693852,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.11,353.2832191245353,0.0,0.0,8168.790451996942,0.0,0.0,3272.7191152716564,2887.3252871980767,0.0,0.0,0.0
Stomach-AdenoCA::S.12,4281.350410319917,704.342181595635,0.0,3929.1418942500336,0.0,1332.86698474637,0.0,2244.795814804537,0.0,0.0,0.0
Stomach-AdenoCA::S.13,684.3441573456447,547.5856908977871,0.0,15406.673979486332,0.0,0.0,1109.1049956114307,1263.7836595804774,0.0,0.0,0.0
Stomach-AdenoCA::S.14,1076.5958027117667,0.0,0.0,7657.89556453574,0.0,0.0,0.0,0.0,0.0,6621.545093153569,0.0
Stomach-AdenoCA::S.15,1482.723134424756,0.0,0.0,0.0,0.0,769.3373534025234,340.84400388070867,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.16,797.1804025411171,0.0,0.0,3903.5136531717335,0.0,1913.3879787670173,5290.51130781184,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.17,438.4734849847588,766.3882820216476,0.0,0.0,0.0,0.0,114.91903892514482,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.18,1066.227747311951,0.0,0.0,9441.14773385606,0.0,915.1862197380284,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.19,1049.7507851594542,0.0,1650.072175785647,2545.4612259325118,0.0,2029.106789938984,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.20,1170.7076586409326,539.9275503116321,0.0,2423.2237522000196,0.0,2179.7395372623864,627.2093878676914,969.2164314407576,0.0,5981.19162312292,0.0
Stomach-AdenoCA::S.21,802.5765670423847,0.0,0.0,0.0,0.0,0.0,4726.79360019284,0.0,1017.9046215119267,0.0,0.0
Stomach-AdenoCA::S.22,766.5079795742437,347.0453977389015,0.0,3199.3737544559654,0.0,1181.002062204777,1869.3849309584643,3836.7572228666604,255.30493103566724,0.0,0.0
Stomach-AdenoCA::S.23,264.50916725249317,0.0,0.0,5018.305892111103,0.0,641.821683406233,0.0,0.0,0.0,2558.1376870295458,0.0
Stomach-AdenoCA::S.24,959.4369522588546,774.1184916512797,0.0,0.0,0.0,3135.6424676717893,0.0,0.0,0.0,0.0,1494.6725071493165
Stomach-AdenoCA::S.25,1782.6013672595627,0.0,8756.058215937659,0.0,0.0,551.0280875502953,1186.6161098407192,2977.937126339545,416.7396571750673,0.0,0.0
Stomach-AdenoCA::S.26,1264.3013835464017,0.0,0.0,2336.7401721447945,0.0,0.0,9619.354927718672,1629.2008874739943,0.0,0.0,0.0
Stomach-AdenoCA::S.27,0.0,0.0,0.0,8557.020756527128,0.0,0.0,15247.720461065534,0.0,4266.312913045437,0.0,0.0
Stomach-AdenoCA::S.28,1960.8385602344213,266.25957572987784,0.0,4360.306104824063,272.8998111373859,0.0,0.0,1726.556504076441,0.0,0.0,0.0
Stomach-AdenoCA::S.29,477.59924598463215,0.0,0.0,6875.999243877148,294.30643055108544,0.0,1785.0213856753746,0.0,0.0,2368.6284015791143,0.0
Stomach-AdenoCA::S.30,0.0,302.26750209756733,0.0,2699.7722807403693,839.4517369747722,5637.182398842691,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.31,0.0,0.0,0.0,0.0,0.0,2499.964576374665,987.4057396282843,731.7035379840455,0.0,1698.8643963121012,0.0
Stomach-AdenoCA::S.32,642.962053051887,0.0,0.0,4976.732244116368,0.0,0.0,0.0,0.0,0.0,0.0,3627.9261311795826
Stomach-AdenoCA::S.33,807.0072319276496,0.0,0.0,14127.00134448497,647.6619737632356,1509.359410791414,0.0,1187.0784617965135,0.0,0.0,0.0
Stomach-AdenoCA::S.34,2529.226384472361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16286.533834653,0.0
Stomach-AdenoCA::S.35,907.40684394959,895.8466578628062,0.0,3296.454430503839,0.0,5445.152004647569,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.36,6622.699360262284,0.0,0.0,0.0,0.0,0.0,1280.3815603380413,0.0,0.0,7964.009334209826,0.0
Stomach-AdenoCA::S.37,1121.1857531635646,0.0,35317.9487986188,0.0,0.0,4769.919676990607,1266.8194266332093,0.0,0.0,11926.13694460691,0.0
Stomach-AdenoCA::S.38,1515.4396506900396,1270.0496628423693,0.0,7474.455022803736,0.0,4325.204213086362,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.39,1449.937381627916,0.0,0.0,7368.336861346436,0.0,0.0,2592.7850226040123,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.40,2967.265395085437,0.0,0.0,6199.223979901303,0.0,0.0,5195.6107843309055,1516.3341658916193,0.0,0.0,0.0
Stomach-AdenoCA::S.41,848.9968276903202,0.0,0.0,9983.237368844446,0.0,0.0,635.2868469247477,0.0,0.0,11986.016391589,0.0
Stomach-AdenoCA::S.42,0.0,0.0,0.0,0.0,1850.6260095409427,0.0,17205.391009342413,2852.0614798912775,0.0,0.0,0.0
Stomach-AdenoCA::S.43,3951.361734144609,0.0,0.0,0.0,0.0,441.4195803220917,351.2638245408034,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.44,825.3193393614488,1424.8627047001319,16176.850509714372,4056.347864290976,0.0,4020.6812297090196,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.45,0.0,0.0,0.0,4663.865997241427,0.0,0.0,6341.491303967645,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.46,493.2122579449783,0.0,0.0,3532.3277337822715,0.0,0.0,1388.5842447447562,0.0,0.0,7450.110983155986,0.0
Stomach-AdenoCA::S.47,1749.2244263270047,259.82232737271283,0.0,4456.680224622259,0.0,0.0,0.0,0.0,0.0,7062.983618107712,0.0
Stomach-AdenoCA::S.48,2399.993724048993,0.0,0.0,3616.991179273774,0.0,1205.470438859785,4837.482601443789,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.49,808.9270691805826,0.0,3963.646488599853,1070.756580524139,377.1115378424898,0.0,354.62307203343045,905.4096880238122,0.0,0.0,0.0
Stomach-AdenoCA::S.50,564.0238103149358,0.0,0.0,0.0,0.0,0.0,667.6095320809815,0.0,0.0,2204.5942266058833,0.0
Stomach-AdenoCA::S.51,710.739209253973,0.0,0.0,4656.814439648901,0.0,732.7603956172037,808.2490342668725,2568.9677505461946,412.50708763499455,5140.844408192588,0.0
Stomach-AdenoCA::S.52,0.0,0.0,0.0,0.0,0.0,0.0,16483.24805790857,3855.7351149633505,0.0,0.0,0.0
Stomach-AdenoCA::S.53,958.6480347312604,0.0,0.0,0.0,1390.1494948287361,0.0,0.0,0.0,0.0,6984.382778030527,0.0
Stomach-AdenoCA::S.54,842.5384079988802,0.0,0.0,0.0,0.0,0.0,320.42193053967515,0.0,0.0,10822.64552172375,0.0
Stomach-AdenoCA::S.55,291.5237921470554,991.5858462194378,0.0,2567.9795111569165,0.0,2816.2348223188696,1195.216697225824,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.56,1394.3919255998778,783.3280619527335,0.0,11048.566250297472,0.0,0.0,624.9135033882023,2567.2487911452513,384.82994544930966,0.0,0.0
Stomach-AdenoCA::S.57,2496.804991714607,0.0,0.0,3278.8654312274266,0.0,480.0444668640438,3563.859407812159,2454.9361260337805,4174.083775513948,0.0,0.0
Stomach-AdenoCA::S.58,1353.4085922807626,0.0,0.0,5356.371856562041,0.0,0.0,0.0,2445.2884670144554,0.0,13242.678422766105,0.0
Stomach-AdenoCA::S.59,973.4666466748121,0.0,2059.638321863461,0.0,427.75109471540435,264.1604371919739,0.0,2030.733646045363,0.0,2621.4063009806255,0.0
