Sample,SBS1,SBS2,SBS3,SBS4,SBS5,SBS9,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40
Lung-AdenoCA::S.1,0.0,0.0,0.0,137422.2289065758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.2,0.0,3558.058719432556,0.0,0.0,11528.515517352256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.3,0.0,0.0,0.0,0.0,26872.98943830323,0.0,2864.474779270468,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.4,0.0,1144.9022883390812,0.0,0.0,6396.053997602386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.5,0.0,4046.532679215615,0.0,10082.357090053752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.6,0.0,0.0,0.0,41485.13530845776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.7,0.0,0.0,0.0,55956.21487663899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.8,0.0,0.0,0.0,78477.88167607946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.9,0.0,0.0,0.0,0.0,9118.708664538679,0.0,5700.257875708938,0.0,0.0,4851.608391103697,0.0,0.0
Lung-AdenoCA::S.10,0.0,0.0,0.0,43624.24799940067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.11,0.0,2850.465094061652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10715.587869458668
Lung-AdenoCA::S.12,855.0040386922863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7777.750953099039
Lung-AdenoCA::S.13,0.0,0.0,0.0,37206.08883939389,27658.826494367313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.14,0.0,2457.5382176643334,0.0,0.0,31829.693016240235,0.0,4625.653269722407,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.15,0.0,3829.3172930751693,0.0,0.0,19810.44673712894,0.0,4500.303332892271,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.16,0.0,2786.9512708985376,0.0,0.0,5788.546268946082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.17,0.0,4281.228612445369,0.0,24639.621299531904,27528.783232176233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.18,0.0,0.0,0.0,28121.469319780972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.19,0.0,4594.742010302932,0.0,0.0,10806.04102631425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.20,0.0,0.0,0.0,14953.718672224388,0.0,0.0,2250.564382911471,0.0,0.0,0.0,0.0,18577.857764366705
Lung-AdenoCA::S.21,592.0514366993297,0.0,0.0,0.0,6256.114988336623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.22,0.0,0.0,0.0,85468.4821151857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.23,0.0,0.0,0.0,0.0,12245.263785190646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.24,0.0,0.0,0.0,119049.61600441819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.25,0.0,0.0,0.0,20058.270786681795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27097.787884681715
Lung-AdenoCA::S.26,0.0,0.0,0.0,0.0,22328.63182668772,0.0,0.0,0.0,3244.036265829821,6222.058455502741,0.0,0.0
Lung-AdenoCA::S.27,0.0,0.0,0.0,74531.97031371387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.28,0.0,5709.871698042762,0.0,56241.72861072669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.29,939.3614519470826,0.0,0.0,0.0,0.0,0.0,0.0,1146.7117209866656,0.0,0.0,0.0,6869.450128691199
Lung-AdenoCA::S.30,0.0,0.0,0.0,22373.672789571705,13053.701201837303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.31,0.0,0.0,0.0,29398.408956660205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.32,0.0,2411.67594699934,0.0,0.0,18487.950325449172,0.0,5685.256760034535,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.33,0.0,3317.8518419647576,0.0,0.0,10947.931064512082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.34,0.0,0.0,0.0,0.0,28205.124203085674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.35,0.0,0.0,0.0,4870.027624167248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.36,0.0,0.0,0.0,0.0,7560.443673554005,0.0,6451.3887280380495,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46834.03850063518
Lung-AdenoCA::S.38,0.0,3623.2862808409604,0.0,35573.285613405504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13239.33728130696
Lung-AdenoCA::S.40,0.0,0.0,0.0,0.0,40474.70094234678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.41,0.0,0.0,0.0,9848.933281462207,31688.01340914195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.42,0.0,3579.6661183607985,0.0,0.0,8114.257201687642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.43,0.0,0.0,0.0,0.0,16128.317209912168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.44,0.0,6253.342150358404,0.0,38640.12962453853,24952.521341897722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2277.9833836046387,0.0,0.0,16608.493666036182
Lung-AdenoCA::S.46,0.0,0.0,0.0,0.0,0.0,0.0,12558.073008124364,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.47,0.0,3276.643202326433,0.0,31082.443558169096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.48,0.0,12669.91853873771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34289.47966070277
Lung-AdenoCA::S.49,0.0,4336.340266842594,0.0,0.0,18672.105169558487,0.0,4715.830885024697,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.50,0.0,0.0,0.0,0.0,0.0,0.0,4650.056891525461,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.51,0.0,617.5648212807406,0.0,0.0,7846.710438722692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.52,0.0,5903.775424048122,0.0,0.0,11549.075621169057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.53,0.0,1870.5330595996757,0.0,14924.896234759075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.54,0.0,0.0,0.0,23813.805472928896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.55,0.0,0.0,0.0,53917.738877460186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.56,0.0,0.0,0.0,123833.79081737807,0.0,0.0,19150.96675482869,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.57,0.0,0.0,0.0,0.0,0.0,0.0,3301.0059929024674,0.0,0.0,0.0,0.0,28860.271436574298
Lung-AdenoCA::S.58,0.0,0.0,0.0,0.0,9318.184717274158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.59,0.0,9302.582242172359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.60,0.0,0.0,0.0,122232.3318780933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.61,0.0,0.0,0.0,11789.741145277663,25611.78119520037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.62,0.0,0.0,0.0,23944.08391355093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.63,0.0,0.0,0.0,0.0,18778.40291188852,0.0,0.0,0.0,0.0,4645.377183031194,0.0,0.0
Lung-AdenoCA::S.64,0.0,0.0,0.0,31374.423838374947,25413.597933248948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.65,0.0,4809.897077071992,0.0,11044.887027954841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.66,0.0,1927.19510901792,0.0,13286.813734140738,9199.11918211377,0.0,2471.170566022284,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.67,0.0,9851.502393176648,0.0,0.0,13915.717959006133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.68,0.0,0.0,0.0,95472.75048706554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.69,0.0,6209.493949075739,0.0,22743.96601823945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.70,0.0,0.0,0.0,11557.658238195992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.71,0.0,0.0,0.0,0.0,0.0,0.0,2022.1891874610121,0.0,0.0,0.0,0.0,18381.72985298495
Lung-AdenoCA::S.72,0.0,1503.324627584486,0.0,0.0,0.0,0.0,2603.527729816267,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.73,0.0,0.0,0.0,24597.910830825585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.74,0.0,10944.648138491508,0.0,24375.569669057557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.75,0.0,0.0,0.0,16970.848309996512,52258.88814505476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.76,281.0487913377171,0.0,0.0,0.0,920.6422207319503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.77,0.0,0.0,0.0,53658.35247003261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.78,0.0,0.0,0.0,0.0,5617.317750733652,0.0,0.0,0.0,0.0,0.0,0.0,4637.55164200619
Lung-AdenoCA::S.79,1043.2489628610083,0.0,0.0,0.0,6972.864053644418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.80,0.0,0.0,0.0,0.0,2260.9196910174905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.81,0.0,0.0,0.0,27122.74266031424,12864.413141625555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.82,0.0,0.0,15863.273157409307,14297.859242374201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.83,0.0,0.0,0.0,0.0,0.0,0.0,6941.8415442249925,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.84,0.0,0.0,0.0,66424.75350938764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.85,0.0,4312.351972058405,0.0,12361.100716435394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.86,0.0,0.0,0.0,17641.324920418218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.87,0.0,0.0,4433.464689566102,0.0,0.0,0.0,2675.4471129790963,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.88,0.0,0.0,0.0,11798.02799038134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9229.870919898467
Lung-AdenoCA::S.89,0.0,0.0,0.0,30526.718661729126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.90,0.0,0.0,0.0,0.0,8449.77718084296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.91,855.364438715151,0.0,0.0,2592.0878618268534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.92,0.0,3588.6824222963264,0.0,42742.96976550833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.93,0.0,0.0,0.0,51189.10965885784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.94,0.0,0.0,0.0,0.0,0.0,0.0,3308.0538567560043,0.0,0.0,0.0,0.0,11643.25398454613
Lung-AdenoCA::S.95,0.0,4888.196570576241,0.0,12212.995775738613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.96,0.0,0.0,0.0,53349.896958767014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.97,0.0,0.0,0.0,0.0,26990.47059352003,0.0,10010.751475573757,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.98,676.5343526349292,0.0,0.0,0.0,5296.821287322132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.99,0.0,0.0,0.0,29574.44171046852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.100,0.0,2413.708817812384,0.0,0.0,24854.914199640516,0.0,0.0,0.0,5496.6709955988545,0.0,0.0,0.0
