Mutation type,Kidney-RCC::MSI-H.S.1
DEL_C_1_0,71.86163204796503
DEL_C_1_1,14.449615579715417
DEL_C_1_2,5.218862922019822
DEL_C_1_3,33.85805903069944
DEL_C_1_4,40.88392320342009
DEL_C_1_5+,152.88644225735672
DEL_T_1_0,105.82810294993314
DEL_T_1_1,22.323023578321028
DEL_T_1_2,97.39680086616053
DEL_T_1_3,226.12715601140877
DEL_T_1_4,483.3507680262804
DEL_T_1_5+,7825.596385626482
INS_C_1_0,0.12863978413475993
INS_C_1_1,2.4330500210285115
INS_C_1_2,0.8588105381873234
INS_C_1_3,7.279854436590281
INS_C_1_4,34.401684700014435
INS_C_1_5+,173.8781052531045
INS_T_1_0,22.985625831880363
INS_T_1_1,3.28136450493305
INS_T_1_2,12.546962044922651
INS_T_1_3,29.221479136315395
INS_T_1_4,95.45016866303664
INS_T_1_5+,3229.6691112305507
DEL_repeats_2_0,10.04933599832727
DEL_repeats_2_1,43.403905689940565
DEL_repeats_2_2,20.394640076227113
DEL_repeats_2_3,8.71194643393935
DEL_repeats_2_4,8.824654829632143
DEL_repeats_2_5+,3.962644731516345
DEL_repeats_3_0,3.935506715139708
DEL_repeats_3_1,67.44414920985201
DEL_repeats_3_2,24.98268979946643
DEL_repeats_3_3,5.331062790936907
DEL_repeats_3_4,1.0852415792568724
DEL_repeats_3_5+,1.5504892950523532
DEL_repeats_4_0,2.5874404243642863
DEL_repeats_4_1,24.385819025864674
DEL_repeats_4_2,5.31795978222863
DEL_repeats_4_3,0.7918303705290594
DEL_repeats_4_4,0.8436949253967142
DEL_repeats_4_5+,2.4178066071470634
DEL_repeats_5+_0,4.119291506824572
DEL_repeats_5+_1,29.47124674862694
DEL_repeats_5+_2,4.377537717013936
DEL_repeats_5+_3,1.6360437052766157
DEL_repeats_5+_4,0.8432982426996951
DEL_repeats_5+_5+,0.4259638156706725
INS_repeats_2_0,5.900391477585472
INS_repeats_2_1,6.165070885371012
INS_repeats_2_2,12.121645309463087
INS_repeats_2_3,5.751510052641767
INS_repeats_2_4,29.45667373757736
INS_repeats_2_5+,196.11753433210535
INS_repeats_3_0,1.288905944013763
INS_repeats_3_1,13.87790897120907
INS_repeats_3_2,2.4034314514171364
INS_repeats_3_3,0.6331319772112722
INS_repeats_3_4,1.6856007650865423
INS_repeats_3_5+,22.400818571728582
INS_repeats_4_0,0.642061027492828
INS_repeats_4_1,14.944298602416351
INS_repeats_4_2,0.4675451008252591
INS_repeats_4_3,1.8596853357218273
INS_repeats_4_4,3.5433491658000253
INS_repeats_4_5+,24.76882414422045
INS_repeats_5+_0,1.0067077255518646
INS_repeats_5+_1,7.519718845185632
INS_repeats_5+_2,1.0475599532096393
INS_repeats_5+_3,1.8249051020126474
INS_repeats_5+_4,0.9880182808135762
INS_repeats_5+_5+,1.657307377952197
DEL_MH_2_1,11.534320534163628
DEL_MH_3_1,2.9282497426772105
DEL_MH_3_2,35.38938831089689
DEL_MH_4_1,3.480806891135593
DEL_MH_4_2,7.244640899022861
DEL_MH_4_3,8.090686177844733
DEL_MH_5+_1,8.564350206451671
DEL_MH_5+_2,6.042424329020033
DEL_MH_5+_3,4.85557074551154
DEL_MH_5+_4,6.711275133978707
DEL_MH_5+_5+,26.668666502275606
